pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,source,source_pair_id,has_audit_flags
U00637,Engañaron.,TUMU'LLINA',engañaron.,tumu'llina',flashcards,P00637,True
U00638,Hicieron trampas.,ALLISEK NU'TAPALLINA',hicieron trampas.,allisek nu'tapallina',flashcards,P00638,False
U00639,Se quedaron.,LLIA'LLINA',se quedaron.,llia'llina',flashcards,P00639,True
U00640,Se mantuvieron.,LLIA'LLINA',se mantuvieron.,llia'llina',flashcards,P00640,True
U00641,Lo intentaron.,INDEK'LLINA',lo intentaron.,indek'llina',flashcards,P00641,False
U00642,Ellos votaron.,NAWA DEKLLINA',ellos votaron.,nawa dekllina',flashcards,P00642,False
U00643,Votaron.,DEKLLINA',votaron.,dekllina',flashcards,P00643,False
U00644,Hemos llegado.,EKTU'LEKWA',hemos llegado.,ektu'lekwa',flashcards,P00644,False
U00645,Éste es.,ASU' NUKA'A,éste es.,asu' nuka'a,flashcards,P00645,False
U00646,Esto funciona.,ASU' SAKA'TAPALLI,esto funciona.,asu' saka'tapalli,flashcards,P00646,True
U00647,Esto trabaja.,ASU' SAKA'TAPALLI,esto trabaja.,asu' saka'tapalli,flashcards,P00647,True
U00648,Tomás eructó.,CHUMA EK'LLI,tomás eructó.,chuma ek'lli,flashcards,P00648,False
U00649,Tom llamó.,TOM PEKLU'TULLI,tom llamó.,tom peklu'tulli,flashcards,P00649,False
U00650,Tomás bailó.,CHUMA LANSA'LLI,tomás bailó.,chuma lansa'lli,flashcards,P00650,False
U00651,Tom baila.,TOM LANSA'PALLI,tom baila.,tom lansa'palli,flashcards,P00651,False
U00652,Tom bebe.,TOM UWAPALLI,tom bebe.,tom uwapalli,flashcards,P00652,True
U00653,Tom toma.,TOM UWAPALLI,tom toma.,tom uwapalli,flashcards,P00653,True
U00654,Tomás conduce.,CHUMA EKPA'PALLI,tomás conduce.,chuma ekpa'palli,flashcards,P00654,False
U00655,Tom fracasó.,TOM APER'LLI,tom fracasó.,tom aper'lli,flashcards,P00655,False
U00656,Tom peleó.,TOM IDENMALLI,tom peleó.,tom idenmalli,flashcards,P00656,True
U00657,Tom luchó.,TOM IDENMALLI,tom luchó.,tom idenmalli,flashcards,P00657,True
U00658,Tom ayudó.,TOM KATU'PA'TULLI,tom ayudó.,tom katu'pa'tulli,flashcards,P00658,False
U00659,Tom saltó.,TOM INDEK'LLI,tom saltó.,tom indek'lli,flashcards,P00659,False
U00660,Tom miró.,TOM LLI'TULLI,tom miró.,tom lli'tulli,flashcards,P00660,False
U00661,Tom asintió.,TOM TULLI AJÁ,tom asintió.,tom tulli ajá,flashcards,P00661,False
U00662,Tom obedeció.,TOM LATEK'TULLI,tom obedeció.,tom latek'tulli,flashcards,P00662,False
U00663,Tomás llamó.,CHUMA PEKLU'TULLI ,tomás llamó.,chuma peklu'tulli,flashcards,P00663,False
U00664,Tomás llamó soplando hoja.,CHUMA PEKLU'TULLI PENMEK'TAN,tomás llamó soplando hoja.,chuma peklu'tulli penmek'tan,flashcards,P00664,False
U00665,Tom rezó.,TOM MALLA'LLI,tom rezó.,tom malla'lli,flashcards,P00665,False
U00666,Tom sonrió.,TOM YAMERLADALLI,tom sonrió.,tom yamerladalli,flashcards,P00666,False
U00667,Tom ronca.,TOM TUKULU'PALLI,tom ronca.,tom tukulu'palli,flashcards,P00667,False
U00668,Tom charló.,TOM LUNÑI,tom charló.,tom lunñi,flashcards,P00668,False
U00669,Tomás esperó.,CHUMA WA'TENTULLI,tomás esperó.,chuma wa'tentulli,flashcards,P00669,False
U00670,Tom caminó.,TOM DEK'KUNTULLI,tom caminó.,tom dek'kuntulli,flashcards,P00670,False
U00671,Tom trabajó.,TOM SAKA'TULLI ,tom trabajó.,tom saka'tulli,flashcards,P00671,False
U00672,Tom bostezó.,TOM LAUKI'LLI,tom bostezó.,tom lauki'lli,flashcards,P00672,False
U00673,Tom gritó.,TOM LAMAPU'LLI,tom gritó.,tom lamapu'lli,flashcards,P00673,False
U00674,Tom llorará.,TOM WELLEK'ECHU,tom llorará.,tom wellek'echu,flashcards,P00674,False
U00675,Tom morirá.,TOM CHIMINCHU,tom morirá.,tom chiminchu,flashcards,P00675,False
U00676,Tom pagará.,TOM PANWILEK'TECHU,tom pagará.,tom panwilek'techu,flashcards,P00676,False
U00677,Enciéndelo. (fuego),A'TENDER',enciéndelo. (fuego),a'tender',flashcards,P00677,True
U00678,¿Fue divertido?,¿MULLI'NCHA'?,¿fue divertido?,¿mulli'ncha'?,flashcards,P00678,False
U00679,¿Era divertido?,¿MUWIÑIN?,¿era divertido?,¿muwiñin?,flashcards,P00679,False
U00680,Mira esto.,LLI'KER' ASU',mira esto.,lli'ker' asu',flashcards,P00680,True
U00681,Miren esto.,LLI'KU' ASU',miren esto.,lli'ku' asu',flashcards,P00681,True
U00682,Somos hombres.,ENMU'PINEN NUKA'KUDEK,somos hombres.,enmu'pinen nuka'kudek,flashcards,P00682,False
U00683,Podemos ganar.,YENNITULEKWA' KANA'TAK,podemos ganar.,yennitulekwa' kana'tak,flashcards,P00683,False
U00684,Nos divertimos.,SAKEKLEKWA',nos divertimos.,sakeklekwa',flashcards,P00684,False
U00685,Nos reímos.,YAMERLEK'WA',nos reímos.,yamerlek'wa',flashcards,P00685,False
U00686,Nos gusta.,IYA'TULEK'WA',nos gusta.,iya'tulek'wa',flashcards,P00686,False
U00687,Lo hicimos.,NU'TULEK'WA',lo hicimos.,nu'tulek'wa',flashcards,P00687,False
U00688,Debemos irnos.,PA'A'KAWA'SU' ÑAPALLI,debemos irnos.,pa'a'kawa'su' ñapalli,flashcards,P00688,True
U00689,Lo queremos.,TANTENLEK'WA',lo queremos.,tantenlek'wa',flashcards,P00689,False
U00690,Fracasaremos.,TEKA'PER'ATERWA',fracasaremos.,teka'per'aterwa',flashcards,P00690,False
U00691,Ayudaremos.,KATU'PA'TATERWA',ayudaremos.,katu'pa'taterwa',flashcards,P00691,False
U00692,Nosotros ayudaremos.,KUDA KATU'PA'TECHIDEK,nosotros ayudaremos.,kuda katu'pa'techidek,flashcards,P00692,False
U00693,Cantaremos.,TULUNER'ATERWA',cantaremos.,tuluner'aterwa',flashcards,P00693,False
U00694,Esperaremos.,WA'TENTATERWA',esperaremos.,wa'tentaterwa',flashcards,P00694,False
U00695,Trabajaremos.,SAKA'TATERWA',trabajaremos.,saka'taterwa',flashcards,P00695,False
U00696,Estamos ocupados.,A'ÑAPALLIDEK DUDIMPU' NU'TA'KAWA'SU',estamos ocupados.,a'ñapallidek dudimpu' nu'ta'kawa'su',flashcards,P00696,False
U00697,Terminamos.,A'TA'WANTULLIDEK,terminamos.,a'ta'wantullidek,flashcards,P00697,False
U00698,Estamos acá.,ASEK ÑAPALLIDEK,estamos acá.,asek ñapallidek,flashcards,P00698,True
U00699,Estamos perdidos.,WER'SU' ÑAPALLIDEK,estamos perdidos.,wer'su' ñapallidek,flashcards,P00699,False
U00700,Somos pobres.,KULLIKER'WI'ÑIDEK,somos pobres.,kulliker'wi'ñidek,flashcards,P00700,False
U00701,Estamos hartos.,PERLLI'LLIDEK,estamos hartos.,perlli'llidek,flashcards,P00701,False
U00702,Somos débiles.,SAPUTEK NUKA'KUDEK,somos débiles.,saputek nuka'kudek,flashcards,P00702,False
U00703,¿Qué pasa?,¿MAPU'LA?,¿qué pasa?,¿mapu'la?,flashcards,P00703,False
U00704,¿Dónde estoy?,¿ENÑUPA'CHA ÑAPALEK?,¿dónde estoy?,¿enñupa'cha ñapalek?,flashcards,P00704,False
U00705,¿Quién gritó?,¿DEN LAMAPU'LLI?,¿quién gritó?,¿den lamapu'lli?,flashcards,P00705,False
U00706,¿Llamaste?,¿PEKLU'TULA?,¿llamaste?,¿peklu'tula?,flashcards,P00706,False
U00707,Tú decides.,KENMA TECHU,tú decides.,kenma techu,flashcards,P00707,False
U00708,Puedes irte.,YENNITULA PA'A'MASU',puedes irte.,yennitula pa'a'masu',flashcards,P00708,False
U00709,Pueden irse.,YENNITULAMA' PA'A'MAMA'SU',pueden irse.,yennitulama' pa'a'mama'su',flashcards,P00709,False
U00710,Fallaste.,APER'LA,fallaste.,aper'la,flashcards,P00710,False
U00711,Ya verás.,IPA' LLI'ECHU,ya verás.,ipa' lli'echu,flashcards,P00711,False
U00712,Eres mala.,MUKANKANINPU' NUKA'MA,eres mala.,mukankaninpu' nuka'ma,flashcards,P00712,False
U00713,Estás vieja.,TASELLUN ÑAPALA,estás vieja.,tasellun ñapala,flashcards,P00713,False
U00714,Estás triste.,WE'INUTUSU' ÑAPALA,estás triste.,we'inutusu' ñapala,flashcards,P00714,False
U00715,¿Hemos terminado?,¿A'TA'WANTULEKWA'?,¿hemos terminado?,¿a'ta'wantulekwa'?,flashcards,P00715,True
U00716,¿Estás loco?,¿WA'DANPINDEK ÑAPALA?,¿estás loco?,¿wa'danpindek ñapala?,flashcards,P00716,False
U00717,¿Estás enfadado?,¿YUSU' ÑAPALA?,¿estás enfadado?,¿yusu' ñapala?,flashcards,P00717,True
U00718,¿Eres nuevo?,¿NAEKTU'KELLIA?,¿eres nuevo?,¿naektu'kellia?,flashcards,P00718,False
U00719,Como quieras.,KENMA LUWANTA'MASU'PU'SU',como quieras.,kenma luwanta'masu'pu'su',flashcards,P00719,False
U00720,Sé discreto.,LUNTEK YAÑITA,sé discreto.,luntek yañita,flashcards,P00720,False
U00721,Estate preparado.,INSEK'DIPERSU' ÑAPAKER',estate preparado.,insek'dipersu' ñapaker',flashcards,P00721,False
U00722,Sé puntual.,YATEK'DA'TA,sé puntual.,yatek'da'ta,flashcards,P00722,False
U00723,Sé razonable.,INLLI'INUTER' MUSU',sé razonable.,inlli'inuter' musu',flashcards,P00723,False
U00724,Sé específico.,CHEKSU' ÑIKER',sé específico.,cheksu' ñiker',flashcards,P00724,True
U00725,Especifica más.,WINTU'U A'PINTA,especifica más.,wintu'u a'pinta,flashcards,P00725,False
U00726,Sé tolerante.,YAN'KATEK'TER',sé tolerante.,yan'katek'ter',flashcards,P00726,True
U00727,Estate vigilante.,ÑAPER' LU'UK'TAN,estate vigilante.,ñaper' lu'uk'tan,flashcards,P00727,True
U00728,Estate atento.,ÑAPER' LU'UK'TAN,estate atento.,ñaper' lu'uk'tan,flashcards,P00728,True
U00729,¿Puedo comenzar?,¿YENNITULEK TENMIANSU'AK?,¿puedo comenzar?,¿yennitulek tenmiansu'ak?,flashcards,P00729,False
U00730,¿Podemos hablar?,¿YENNITULEKWA' LUN'AK?,¿podemos hablar?,¿yennitulekwa' lun'ak?,flashcards,P00730,True
U00731,¿Podemos conversar?,¿YENNITULEKWA' LUN'AK?,¿podemos conversar?,¿yennitulekwa' lun'ak?,flashcards,P00731,True
U00732,¿Puedes ver?,¿YENNITULAN'CHA LLI'TA'MAK?,¿puedes ver?,¿yennitulan'cha lli'ta'mak?,flashcards,P00732,False
U00733,Acercate.,KAWITER',acercate.,kawiter',flashcards,P00733,True
U00734,Cocíname (sin sopa).,AKUSUITU'U,cocíname (sin sopa).,akusuitu'u,flashcards,P00734,True
U00735,Cocíname (con sopa).,KALUITU'U,cocíname (con sopa).,kaluitu'u,flashcards,P00735,True
U00736,Cuenta conmigo.,KUA KATU'PEKCHEN,cuenta conmigo.,kua katu'pekchen,flashcards,P00736,False
U00737,¿Ganaste?,¿KANA'TULA?,¿ganaste?,¿kana'tula?,flashcards,P00737,False
U00738,Hazlo ahorita.,NU'TER' IPIA'LA,hazlo ahorita.,nu'ter' ipia'la,flashcards,P00738,False
U00739,¿Juegas boliche?,¿INDEKLLITAPALA BULICHI?,¿juegas boliche?,¿indekllitapala bulichi?,flashcards,P00739,False
U00740,No discutan.,YAINYUTUTAMA',no discutan.,yainyututama',flashcards,P00740,False
U00741,No copien.,NANA PU'SU' YANU'TUTAMA',no copien.,nana pu'su' yanu'tutama',flashcards,P00741,False
U00742,¡No dispares!,¡YAILANTUTA!,¡no dispares!,¡yailantuta!,flashcards,P00742,False
U00743,No chilles.,YALAMAPU'TA,no chilles.,yalamapu'ta,flashcards,P00743,True
U00744,No sonrías.,YAYAMERLADATA,no sonrías.,yayamerladata,flashcards,P00744,False
U00745,No sonrían.,YAYAMERLADATAMA',no sonrían.,yayamerladatama',flashcards,P00745,False
U00746,No fumes.,YAU'WA'TUTA,no fumes.,yau'wa'tuta,flashcards,P00746,False
U00747,Termine esto.,A'TA'WANTER ASU',termine esto.,a'ta'wanter asu',flashcards,P00747,True
U00748,Termina esto.,A'TA'WANTER ASU',termina esto.,a'ta'wanter asu',flashcards,P00748,True
U00749,Terminen esto.,A'TA'WANTUKU' ASU',terminen esto.,a'ta'wantuku' asu',flashcards,P00749,False
U00750,Vístete.,ISHINWER',vístete.,ishinwer',flashcards,P00750,False
U00751,¡Ponte serio!,¡ÑIKER' MUSU!,¡ponte serio!,¡ñiker' musu!,flashcards,P00751,False
U00752,¿Ha venido?,¿UKLLIN'CHA?,¿ha venido?,¿ukllin'cha?,flashcards,P00752,False
U00753,Tome asiento.,DU'KER',tome asiento.,du'ker',flashcards,P00753,True
U00754,Él envejeció.,NANA TASERPITULLI,él envejeció.,nana taserpitulli,flashcards,P00754,False
U00755,¡Ha venido!,¡WEK'LLI!,¡ha venido!,¡wek'lli!,flashcards,P00755,False
U00756,Tiene vino.,VINU' A'ÑAPALLI,tiene vino.,vinu' a'ñapalli,flashcards,P00756,False
U00757,Es feliz.,MUSU' NUKA'A,es feliz.,musu' nuka'a,flashcards,P00757,False
U00758,Le gustó.,IYATULLI,le gustó.,iyatulli,flashcards,P00758,False
U00759,Está fingiendo.,INTEK APALLI,está fingiendo.,intek apalli,flashcards,P00759,False
U00760,Está fingiendo comer.,INTEK WERANPALLI,está fingiendo comer.,intek weranpalli,flashcards,P00760,False
U00761,¡Aquí estamos!,¡ASEK ÑAPALLIDEK!,¡aquí estamos!,¡asek ñapallidek!,flashcards,P00761,False
U00762,Aquí estamos.,ASEK ÑAPALLIDEK,aquí estamos.,asek ñapallidek,flashcards,P00762,True
U00763,¡Qué curioso!,¡EMPU'NI ÑINCHIDINUSU'TA'!,¡qué curioso!,¡empu'ni ñinchidinusu'ta'!,flashcards,P00763,False
U00764,Qué raro.,EMPU'NI LLI'INEK,qué raro.,empu'ni lli'inek,flashcards,P00764,False
U00765,Soy cocinero.,KALU'TUTEK' NUKA'KA,soy cocinero.,kalu'tutek' nuka'ka,flashcards,P00765,False
U00766,Estoy jodiendo.,A'PERCHAPALEK,estoy jodiendo.,a'perchapalek,flashcards,P00766,False
U00767,Estoy leseando.,SI'LENTAPALEK,estoy leseando.,si'lentapalek,flashcards,P00767,False
U00768,Lo compré.,MAPA'LEK,lo compré.,mapa'lek,flashcards,P00768,False
U00769,Puedo hacerlo.,YENNITULEK NU'TAK,puedo hacerlo.,yennitulek nu'tak,flashcards,P00769,True
U00770,Puedo compartir.,YENNITULEK A'NAÑIAK,puedo compartir.,yennitulek a'nañiak,flashcards,P00770,False
U00771,Confesé.,LUNNEK ,confesé.,lunnek,flashcards,P00771,False
U00772,No como.,KA'API'NEK,no como.,ka'api'nek,flashcards,P00772,False
U00773,Como pan.,KA'APALEK TANTA',como pan.,ka'apalek tanta',flashcards,P00773,False
U00774,Como fruta.,KA'APALEK WAYUPI,como fruta.,ka'apalek wayupi,flashcards,P00774,False
U00775,Tenía frío.,SANEK'WANTUWINEK,tenía frío.,sanek'wantuwinek,flashcards,P00775,False
U00776,Te encontré.,KAPER'LLIEN,te encontré.,kaper'llien,flashcards,P00776,False
U00777,Me enfadé.,YULEK,me enfadé.,yulek,flashcards,P00777,False
U00778,Traigo noticias.,KERA'PILELLEK LA'LA'LUSA',traigo noticias.,kera'pilellek la'la'lusa',flashcards,P00778,False
U00779,Tengo tiempo.,MANENNU'TAPI'NEK,tengo tiempo.,manennu'tapi'nek,flashcards,P00779,False
U00780,Tengo vino.,VINU' A'ÑAPALEK,tengo vino.,vinu' a'ñapalek,flashcards,P00780,False
U00781,Te oí.,LAUK'LLIEN,te oí.,lauk'llien,flashcards,P00781,False
U00782,Los conozco.,LUWER'CHAPADEKLEK,los conozco.,luwer'chapadeklek,flashcards,P00782,False
U00783,Me gustan.,IYATUDEKLEK,me gustan.,iyatudeklek,flashcards,P00783,False
U00784,Vivo aquí.,ASEK NANPIPALEK,vivo aquí.,asek nanpipalek,flashcards,P00784,False
U00785,La amaba.,TANTENWINEK,la amaba.,tantenwinek,flashcards,P00785,True
U00786,Lo extrañaba.,LU'WANWINEK,lo extrañaba.,lu'wanwinek,flashcards,P00786,False
U00787,Debo esconderme.,INSEK'KITA'KASU'ÑAPALLI,debo esconderme.,insek'kita'kasu'ñapalli,flashcards,P00787,False
U00788,Necesito ayuda.,LUWANTULEK KATU'PA',necesito ayuda.,luwantulek katu'pa',flashcards,P00788,False
U00789,¡Necesito ayuda!,¡LUWANTULEK KATU'PA'!,¡necesito ayuda!,¡luwantulek katu'pa'!,flashcards,P00789,False
U00790,Los necesito.,LUWANTUDEK'LEK,los necesito.,luwantudek'lek,flashcards,P00790,False
U00791,Necesito esto.,LUWANTULEK ASU',necesito esto.,luwantulek asu',flashcards,P00791,False
U00792,Necesito tiempo.,INSEK'DIPERSU' ÑAPI'NEK,necesito tiempo.,insek'dipersu' ñapi'nek,flashcards,P00792,False
U00793,Leo labios.,ÑINCHITAPALEK MA'TAPALLINPA',leo labios.,ñinchitapalek ma'tapallinpa',flashcards,P00793,False
U00794,Vendo autos.,UKU'LATAPALEK WA'NATEKA'ASU',vendo autos.,uku'latapalek wa'nateka'asu',flashcards,P00794,False
U00795,Huelo gas.,LANERAPALEK GAS,huelo gas.,lanerapalek gas,flashcards,P00795,False
U00796,Quiero más.,A'PINTA' LUWANTULEK,quiero más.,a'pinta' luwantulek,flashcards,P00796,False
U00797,Quiero eso.,NANA LUWANTULEK,quiero eso.,nana luwantulek,flashcards,P00797,False
U00798,Quiero este.,ASU' LUWANTULEK,quiero este.,asu' luwantulek,flashcards,P00798,False
U00799,Estaba despierto.,ÑAPAWINEK NANPILADASU',estaba despierto.,ñapawinek nanpiladasu',flashcards,P00799,False
U00800,Estaba mareado.,ÑAPAWINEK LUPERSU',estaba mareado.,ñapawinek lupersu',flashcards,P00800,False
U00801,Me despidieron.,USU'LLINER'KU ,me despidieron.,usu'lliner'ku,flashcards,P00801,True
U00802,Estaba desnudo.,INANPILATEK ÑAPAWINEK,estaba desnudo.,inanpilatek ñapawinek,flashcards,P00802,False
U00803,Estaba cansado.,SAKA'TUSU' ÑAPAWINEK,estaba cansado.,saka'tusu' ñapawinek,flashcards,P00803,False
U00804,Estaba equivocado.,PEKTUNSU' ÑAPAWINEK,estaba equivocado.,pektunsu' ñapawinek,flashcards,P00804,False
U00805,Esperaré.,WA'TENTECHEK,esperaré.,wa'tentechek,flashcards,P00805,False
U00806,Trabajo aquí.,SAKA'TAPALLEK ASEK,trabajo aquí.,saka'tapallek asek,flashcards,P00806,False
U00807,Lo probaré.,LATA'ECHEK,lo probaré.,lata'echek,flashcards,P00807,False
U00808,Soy finlandés.,FINLANDIS NUKA'KA,soy finlandés.,finlandis nuka'ka,flashcards,P00808,False
U00809,Soy turco.,TURKU NUKA'KA,soy turco.,turku nuka'ka,flashcards,P00809,False
U00810,Soy turca.,TURKA NUKA'KA,soy turca.,turka nuka'ka,flashcards,P00810,False
U00811,Soy panadero.,TANTA' NU'TUTEK NUKA'KA,soy panadero.,tanta' nu'tutek nuka'ka,flashcards,P00811,False
U00812,Soy mujer.,KU'APER NUKA'KA,soy mujer.,ku'aper nuka'ka,flashcards,P00812,False
U00813,Tengo curiosidad.,ÑINCHIDINUPALEK,tengo curiosidad.,ñinchidinupalek,flashcards,P00813,False
U00814,Estoy bailando.,LANSA'PALEK,estoy bailando.,lansa'palek,flashcards,P00814,False
U00815,Estoy comprometida.,ÑAPALEK ALA'SA' ENMU'PINENLEK,estoy comprometida.,ñapalek ala'sa' enmu'pinenlek,flashcards,P00815,False
U00816,Estoy emocionado.,ÑAPALEK SAKEK'SU',estoy emocionado.,ñapalek sakek'su',flashcards,P00816,False
U00817,Estoy ayunando.,WERANPI'NEK,estoy ayunando.,weranpi'nek,flashcards,P00817,False
U00818,Estoy saludable.,ÑAPALEK MUDINUSU',estoy saludable.,ñapalek mudinusu',flashcards,P00818,False
U00819,Me voy.,PA'ECHEK,me voy.,pa'echek,flashcards,P00819,True
U00820,Estoy casado.,ÑAPALEK SADASU',estoy casado.,ñapalek sadasu',flashcards,P00820,False
U00821,Soy casado.,SADASU' NUKA'KA,soy casado.,sadasu' nuka'ka,flashcards,P00821,False
U00822,Soy casada.,SUDASU' NUKA'KA,soy casada.,sudasu' nuka'ka,flashcards,P00822,False
U00823,Estoy nervioso.,AMERCHA TEKUASU' ÑAPALEK,estoy nervioso.,amercha tekuasu' ñapalek,flashcards,P00823,False
U00824,Soy neutral.,ÑIDENKINPU' NUKA'KA,soy neutral.,ñidenkinpu' nuka'ka,flashcards,P00824,False
U00825,Soy paciente.,WA'TENTUTEK NUKA'KA,soy paciente.,wa'tentutek nuka'ka,flashcards,P00825,False
U00826,Estoy leyendo.,LUNPALEK,estoy leyendo.,lunpalek,flashcards,P00826,False
U00827,Estoy descansando.,NERIAPALEK,estoy descansando.,neriapalek,flashcards,P00827,False
U00828,Soy egoísta.,KUAKEKSA' LLI'INUPALEK,soy egoísta.,kuakeksa' lli'inupalek,flashcards,P00828,False
U00829,Estoy atrapado.,ÑAPALEK PILLI'PI,estoy atrapado.,ñapalek pilli'pi,flashcards,P00829,False
U00830,Estoy esperando.,WA'TENTAPALEK,estoy esperando.,wa'tentapalek,flashcards,P00830,False
U00831,Ignoralos.,LUWERCHINPU'DEKER,ignoralos.,luwerchinpu'deker,flashcards,P00831,False
U00832,¿Para llevar?,¿EKPA'AK?,¿para llevar?,¿ekpa'ak?,flashcards,P00832,False
U00833,¿Está ventoso?,¿NAKUSU' TANLUWATULLI?,¿está ventoso?,¿nakusu' tanluwatulli?,flashcards,P00833,False
U00834,¿Es suyo?,¿KENMAKIN'CHA?,¿es suyo?,¿kenmakin'cha?,flashcards,P00834,False
U00835,¿Es todo?,¿IÑER'A'CHA?,¿es todo?,¿iñer'a'cha?,flashcards,P00835,False
U00836,Pasó.,NAKULLI ,pasó.,nakulli,flashcards,P00836,False
U00837,Eso sucedió.,NANA NAKULLI,eso sucedió.,nana nakulli,flashcards,P00837,True
U00838,Yo invito.,KUA PEKLU'TULEK,yo invito.,kua peklu'tulek,flashcards,P00838,False
U00839,Me salvó.,KATU'PALUN,me salvó.,katu'palun,flashcards,P00839,False
U00840,Estuvo chevere.,UCHA'PAYA ÑAPAWIÑI,estuvo chevere.,ucha'paya ñapawiñi,flashcards,P00840,False
U00841,Fue fácil.,SAKA'DEKINPU' ÑIWIÑI,fue fácil.,saka'dekinpu' ñiwiñi,flashcards,P00841,False
U00842,Fue real.,ÑIWIÑI TEKINCHI,fue real.,ñiwiñi tekinchi,flashcards,P00842,False
U00843,Es lunes.,LUNES NUKA'A,es lunes.,lunes nuka'a,flashcards,P00843,False
U00844,Todo bien.,IÑER MUSU',todo bien.,iñer musu',flashcards,P00844,False
U00845,Hace fresco.,TANLUWATAPALLI,hace fresco.,tanluwatapalli,flashcards,P00845,True
U00846,Está nublado.,PULUNKER' WANTA'PALLI,está nublado.,pulunker' wanta'palli,flashcards,P00846,False
U00847,Es inútil. (sujeto),MA'KINPU' NUKA'A,es inútil. (sujeto),ma'kinpu' nuka'a,flashcards,P00847,True
U00848,Sigue intentando.,INTEKLERIAPER'ILA,sigue intentando.,intekleriaper'ila,flashcards,P00848,False
U00849,Déjame ayudarte.,TAITULA'U KATU'PE'CHEN,déjame ayudarte.,taitula'u katu'pe'chen,flashcards,P00849,False
U00850,Házmelo saber.,A'ÑINCHITU'U,házmelo saber.,a'ñinchitu'u,flashcards,P00850,False
U00851,Déjame vivir.,TAITULA'U NANPIAK,déjame vivir.,taitula'u nanpiak,flashcards,P00851,False
U00852,¡Empecemos!,¡TENMIANSU'WA'!,¡empecemos!,¡tenmiansu'wa'!,flashcards,P00852,False
U00853,Comencemos.,TENMIANSU'WA,comencemos.,tenmiansu'wa,flashcards,P00853,False
U00854,Bailemos.,LANSA'WA',bailemos.,lansa'wa',flashcards,P00854,False
U00855,¡Hagámoslo!,¡NU'TAWA'!,¡hagámoslo!,¡nu'tawa'!,flashcards,P00855,False
U00856,Entremos.,DA'AWA',entremos.,da'awa',flashcards,P00856,False
U00857,Vayámonos.,PA'AWA',vayámonos.,pa'awa',flashcards,P00857,False
U00858,Míralo.,LLI'KER',míralo.,lli'ker',flashcards,P00858,False
U00859,¡Muchas gracias!,¡YUSPEINET'ECHUN!,¡muchas gracias!,¡yuspeinet'echun!,flashcards,P00859,True
U00860,Memorízalo.,SEKDIPERKER' MUTU'PENKEK,memorízalo.,sekdiperker' mutu'penkek,flashcards,P00860,False
U00861,Nadie murió.,ÑIDEN CHIMII'ÑI,nadie murió.,ñiden chimii'ñi,flashcards,P00861,False
U00862,Nadie vino.,ÑIDEN U'I'ÑI,nadie vino.,ñiden u'i'ñi,flashcards,P00862,False
U00863,Nadie mintió.,ÑIDEN TUMUI'ÑI,nadie mintió.,ñiden tumui'ñi,flashcards,P00863,False
U00864,Ahora ayúdame.,IPA'LA KATUPA'U,ahora ayúdame.,ipa'la katupa'u,flashcards,P00864,False
U00865,Ahora resiste.,IPA'LA YAN'KATEKTER',ahora resiste.,ipa'la yan'katekter',flashcards,P00865,False
U00866,Ahora sigue.,IPA'LA TUPITER',ahora sigue.,ipa'la tupiter',flashcards,P00866,True
U00867,Ahora continúa.,IPA'LA TUPITER',ahora continúa.,ipa'la tupiter',flashcards,P00867,True
U00868,Ahora prosigue.,IPA'LA TUPITER',ahora prosigue.,ipa'la tupiter',flashcards,P00868,True
U00869,Ahora callate.,IPA'LA TA'TULER',ahora callate.,ipa'la ta'tuler',flashcards,P00869,False
U00870,Bájalo.,U'NU'WANGER',bájalo.,u'nu'wanger',flashcards,P00870,False
U00871,Ponte esto.,I'SHIKER' ASU',ponte esto.,i'shiker' asu',flashcards,P00871,True
U00872,Póngase esto.,I'SHIKER' ASU',póngase esto.,i'shiker' asu',flashcards,P00872,True
U00873,Libérale.,APU'KER',libérale.,apu'ker',flashcards,P00873,True
U00874,Recuérdalo.,LI'INUTER',recuérdalo.,li'inuter',flashcards,P00874,False
U00875,Mándalo dentro.,AKU'KER' KINEKLA,mándalo dentro.,aku'ker' kinekla,flashcards,P00875,True
U00876,Mándalo adentro.,AKU'KER' KINEKLA,mándalo adentro.,aku'ker' kinekla,flashcards,P00876,True
U00877,Mándenlo adentro.,AKU'KU' KINEKLA,mándenlo adentro.,aku'ku' kinekla,flashcards,P00877,False
U00878,¿Nos vamos?,¿PA'ATER'?,¿nos vamos?,¿pa'ater'?,flashcards,P00878,False
U00879,¿Debería ir?,¿PA'ECHEK'ATA'?,¿debería ir?,¿pa'echek'ata'?,flashcards,P00879,False
U00880,Muéstrame cómo.,A'LI'U MA'PU'SU',muéstrame cómo.,a'li'u ma'pu'su',flashcards,P00880,False
U00881,Háblame.,LUNTUU,háblame.,luntuu,flashcards,P00881,False
U00882,¡Dejad sitio!,¡TA'ITUKU' DU'AK!,¡dejad sitio!,¡ta'ituku' du'ak!,flashcards,P00882,False
U00883,¡Quieto ahí!,¡YALENMEKTA NANEK!,¡quieto ahí!,¡yalenmekta nanek!,flashcards,P00883,False
U00884,¡Quédate quieto!,¡LIA'KER' YALENMEKTA!,¡quédate quieto!,¡lia'ker' yalenmekta!,flashcards,P00884,False
U00885,¡Alto! ¡Ladrón!,¡WANERKER'! ¡APECHUTEK!,¡alto! ¡ladrón!,¡wanerker'! ¡apechutek!,flashcards,P00885,False
