pair_id,group_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,source,source_pair_id,has_audit_flags
U02616,G02391,Por eso con mi candela no van a cocinar.,Nana malek asu’ penweklek penwei’nchuma’.,por eso con mi candela no van a cocinar.,nana malek asu' penweklek penwei'nchuma'.,pdf_textos,T007_N036,True
U03203,G02978,"Así oigo ahora en nuestro pueblo de Jeberos, no es como antes.","Nu'su' ipa'la lawektapalek asu' Shiwilumapu'wek, ñi napi'pu'su'.","así oigo ahora en nuestro pueblo de jeberos, no es como antes.","nu'su' ipa'la lawektapalek asu' shiwilumapu'wek, ñi napi'pu'su'.",pdf_textos,T013_N057,False
U02601,G02376,"“No, sólo vayan alrededor, por la vereda de mi casa nomás, por los cantos de mi casa den la vuelta, pero no vayan a entrar.","- “Ma’sha, kunetlla’ku’, pidekwek sekllanen, pidekwek dunsanen kunetchuku’, ñi’na da’i’nchuma’.","no, sólo vayan alrededor, por la vereda de mi casa nomás, por los cantos de mi casa den la vuelta, pero no vayan a entrar.","- ma'sha, kunetlla'ku', pidekwek sekllanen, pidekwek dunsanen kunetchuku', ñi'na da'i'nchuma'.",pdf_textos,T007_N021,True
U02281,G02056,De esta lengua le voy a hablar.,Namasu’ la’leklan luntetchek.,de esta lengua le voy a hablar.,namasu' la'leklan luntetchek.,pdf_textos,T001_N031,True
U00602,G00504,Charlemos.,LUN'AWA',charlemos.,lun'awa',flashcards,P00602,True
U00608,G00504,Conversemos.,LUN'AWA',conversemos.,lun'awa',flashcards,P00608,True
U01341,G01169,¿Le conozco?,¿LUWER'CHAPALEK?,¿le conozco?,¿luwer'chapalek?,flashcards,P01341,False
U02577,G02352,"De ahí, escuchándoles, nosotros también hasta ahora nos acordamos de eso que hablaban.",Nanekla’nka lawektapamudek kudanta’ ipa’la walek lli’inutapallidek nana lunka’su’.,"de ahí, escuchándoles, nosotros también hasta ahora nos acordamos de eso que hablaban.",nanekla'nka lawektapamudek kudanta' ipa'la walek lli'inutapallidek nana lunka'su'.,pdf_textos,T006_N067,True
U02124,G01904,Hay reglas.,ÑAPALLI LA'LA'LUSA',hay reglas.,ñapalli la'la'lusa',flashcards,P02124,False
U01684,G01489,Cómanse todo.,KA'KU' IÑER',cómanse todo.,ka'ku' iñer',flashcards,P01684,False
U02402,G02177,lo domino.,"Musu’ lunpalek i’la Shiwilu la’la’mapu’wa’, kuaki Shiwilu la’la’ musu’ lunpalek i’la. Todavía hablo bien nuestra lengua shiwilu, mi idioma shiwilu todavía",lo domino.,"musu' lunpalek i'la shiwilu la'la'mapu'wa', kuaki shiwilu la'la' musu' lunpalek i'la. todavía hablo bien nuestra lengua shiwilu, mi idioma shiwilu todavía",pdf_textos,T003_N009,True
U03093,G02868,El pueblo puso policías en el medio del pueblo. Policía para el Barrio Bajo y policía para el Barrio Alto.,"Ninanlu' aku'llina' wala'wan ikiñek ñinanlu'. Wala'wan Chilenki, wala'wan Winenki.",el pueblo puso policías en el medio del pueblo. policía para el barrio bajo y policía para el barrio alto.,"ninanlu' aku'llina' wala'wan ikiñek ñinanlu'. wala'wan chilenki, wala'wan winenki.",pdf_textos,T011_N040,True
U00445,G00361,Esperen aquí.,WA'TENKU' ASEK,esperen aquí.,wa'tenku' asek,flashcards,P00445,False
U01397,G01221,No estudio.,KU'LA ÑINCHITAPI'NEK,no estudio.,ku'la ñinchitapi'nek,flashcards,P01397,False
U02273,G02048,Una hija mujer me está sirviendo.,Ala’sa’ ku’aperwawa luwektapallun.,una hija mujer me está sirviendo.,ala'sa' ku'aperwawa luwektapallun.,pdf_textos,T001_N023,True
U00685,G00573,Nos reímos.,YAMERLEK'WA',nos reímos.,yamerlek'wa',flashcards,P00685,False
U02441,G02216,Ellas me cuidan.,Nawa’ lli’apallinerku.,ellas me cuidan.,nawa' lli'apallinerku.,pdf_textos,T003_N048,True
U00894,G00766,Lo hicieron.,NU'TULLINA',lo hicieron.,nu'tullina',flashcards,P00894,True
U00895,G00766,Lo lograron.,NU'TULLINA',lo lograron.,nu'tullina',flashcards,P00895,True
U00704,G00590,¿Dónde estoy?,¿ENÑUPA'CHA ÑAPALEK?,¿dónde estoy?,¿enñupa'cha ñapalek?,flashcards,P00704,False
U00009,G00006,¡Socorro! ¡Auxilio!,¡KATU'PA'! ¡KATU'PA'!,¡socorro! ¡auxilio!,¡katu'pa'! ¡katu'pa'!,flashcards,P00009,False
U00573,G00477,¿Es gratis?,¿PA'CHI'ÑIN'CHA?,¿es gratis?,¿pa'chi'ñin'cha?,flashcards,P00573,False
U00421,G00341,Deténlos.,NANEK LIA'INA',deténlos.,nanek lia'ina',flashcards,P00421,True
U00422,G00341,Párales.,NANEK LIA'INA',párales.,nanek lia'ina',flashcards,P00422,True
U02520,G02295,"Ahí vino volando, bajó y le dijo (a la gente):","Nanima pennu’pilenchan, unchan itudeklli:","ahí vino volando, bajó y le dijo (a la gente):","nanima pennu'pilenchan, unchan itudeklli:",pdf_textos,T006_N010,True
U01301,G01132,Eres listo.,INSEKDIPERPI NUKA'MA,eres listo.,insekdiperpi nuka'ma,flashcards,P01301,False
U01999,G01785,La llamé.,PEKLU'LEK,la llamé.,peklu'lek,flashcards,P01999,False
U01591,G01402,Estamos atrapados.,PILLI'PI ÑAPALEKWA',estamos atrapados.,pilli'pi ñapalekwa',flashcards,P01591,False
U02431,G02206,"“Bebe, hijito” les digo.","- “Uker, hijito” itudeklek.","bebe, hijito les digo.","- uker, hijito itudeklek.",pdf_textos,T003_N038,True
U00187,G01794,He vuelto.,ADENCHA'LEK,he vuelto.,adencha'lek,flashcards,P00187,True
U02009,G01794,Volví.,ADENCHA'LEK,volví.,adencha'lek,flashcards,P02009,True
U01723,G01526,Odio bailar.,LUYULEK LANSA'AK,odio bailar.,luyulek lansa'ak,flashcards,P01723,True
U01724,G01526,Detesto bailar.,LUYULEK LANSA'AK,detesto bailar.,luyulek lansa'ak,flashcards,P01724,True
U00473,G00388,Escoge uno.,WADUNKER' ALA'SA',escoge uno.,wadunker' ala'sa',flashcards,P00473,False
U00110,G00078,Páralo. (detener),TU'NEKER',páralo. (detener),tu'neker',flashcards,P00110,True
U00111,G00078,Deténlo.,TU'NEKER',deténlo.,tu'neker',flashcards,P00111,True
U01452,G01270,Estoy desesperado.,PERWATENDUSU' ÑAPALEK,estoy desesperado.,perwatendusu' ñapalek,flashcards,P01452,False
U02895,G02670,Dice que ahí las esposas de los que se habían ido tuvieron un mal sueño.,Nanek ima nana pa’lusa’ sadinai’ma wa’apetchullina’.,dice que ahí las esposas de los que se habían ido tuvieron un mal sueño.,nanek ima nana pa'lusa' sadinai'ma wa'apetchullina'.,pdf_textos,T010_N063,True
U01729,G01531,Tengo hermanas.,UTRINWANPALEK,tengo hermanas.,utrinwanpalek,flashcards,P01729,False
U02114,G01895,Ella desapareció.,NANA WER'LLI,ella desapareció.,nana wer'lli,flashcards,P02114,False
U01067,G00926,No pagué.,PANWILEKCHI'NEK,no pagué.,panwilekchi'nek,flashcards,P01067,False
U01868,G01662,Están fatal.,MUINSU' ÑAPALLINA',están fatal.,muinsu' ñapallina',flashcards,P01868,False
U02579,G02354,"Ahora les digo hasta ahí nomás, todo lo de Pampayacu les he contado.","Ipa’la itullenma’ nanek waleksa’, iñer Panpadekkin lunek.","ahora les digo hasta ahí nomás, todo lo de pampayacu les he contado.","ipa'la itullenma' nanek waleksa', iñer panpadekkin lunek.",pdf_textos,T006_N069,True
U02416,G02191,Así ellas me dicen.,Nu’anna’ itullinerku,así ellas me dicen.,nu'anna' itullinerku,pdf_textos,T003_N023,True
U02781,G02556,"los niños no conocen la vacamarina,","wilalusa’ luwetchi’ñina’ panwalalan,","los niños no conocen la vacamarina,","wilalusa' luwetchi'ñina' panwalalan,",pdf_textos,T007_N201,True
U01798,G01596,Estaba nevando.,PULUNKER'APAWIÑI,estaba nevando.,pulunker'apawiñi,flashcards,P01798,True
U01799,G01596,Nevaba.,PULUNKER'APAWIÑI,nevaba.,pulunker'apawiñi,flashcards,P01799,True
U02242,G02017,Odia correr.,LUYU'LLI TEKA'AK,odia correr.,luyu'lli teka'ak,flashcards,P02242,False
U01765,G01566,Lo regañaré.,YUTE'CHEK,lo regañaré.,yute'chek,flashcards,P01765,True
U01766,G01566,Le reñiré.,YUTE'CHEK,le reñiré.,yute'chek,flashcards,P01766,True
U00163,G00121,Pásenla bien.,MUSU'NAKUKU',pásenla bien.,musu'nakuku',flashcards,P00163,False
U02464,G02239,"Sacando yuca la depositaban,","Ker’ uka’nna’ kala’tullina’,","sacando yuca la depositaban,","ker' uka'nna' kala'tullina',",pdf_textos,T004_N007,True
U02853,G02628,"No vamos a perecer atrapados por ningún animal, no vamos a temer nada”.","Ñi anaki’nterwa’, ñi tekkwi’nterwa’”.","no vamos a perecer atrapados por ningún animal, no vamos a temer nada.","ñi anaki'nterwa', ñi tekkwi'nterwa'.",pdf_textos,T010_N021,True
U01274,G01109,Puedes nadar.,YENNITULA' IDUN'A'MAK,puedes nadar.,yennitula' idun'a'mak,flashcards,P01274,False
U02435,G02210,"Felizmente bonito les he criado a mis hijos, con su padre.","Mula’si’la u’chimusha teksusudeklek wilaweklusa’, papinalek.","felizmente bonito les he criado a mis hijos, con su padre.","mula'si'la u'chimusha teksusudeklek wilaweklusa', papinalek.",pdf_textos,T003_N042,True
U01541,G01353,Gritaron.,LAMAPU'LLINA',gritaron.,lamapu'llina',flashcards,P01541,False
U00725,G00608,Especifica más.,WINTU'U A'PINTA,especifica más.,wintu'u a'pinta,flashcards,P00725,False
U02288,G02063,Bonito le hablo a esta señora con quien nunca antes había conversado.,We’chimu luntulek senñula’ enpi’pu’ lunchinpu’a’kasu’.,bonito le hablo a esta señora con quien nunca antes había conversado.,we'chimu luntulek senñula' enpi'pu' lunchinpu'a'kasu'.,pdf_textos,T001_N038,True
U01717,G01520,No sigo.,KU'LA TUPIAPI'NEK,no sigo.,ku'la tupiapi'nek,flashcards,P01717,False
U01252,G01088,Estamos encerrados.,UNKU'PI ÑAPALLIDEK,estamos encerrados.,unku'pi ñapallidek,flashcards,P01252,False
U00166,G00124,Ayúdalo.,KATU'PER',ayúdalo.,katu'per',flashcards,P00166,False
U02290,G02065,"Ella que lleve (mi palabra) a otro pueblo,","Nana ekpanta’i, ekpanta’i nerñinanluk,","ella que lleve (mi palabra) a otro pueblo,","nana ekpanta'i, ekpanta'i nerñinanluk,",pdf_textos,T001_N040,True
U00506,G00418,Aquí está.,ASEK' ÑAPALLI,aquí está.,asek' ñapalli,flashcards,P00506,False
U02349,G02124,Ahora ya no hacen así.,Ipa’li’na nui’ñina’.,ahora ya no hacen así.,ipa'li'na nui'ñina'.,pdf_textos,T002_N016,True
U02812,G02587,"Cuando contaron los he escuchado, los antiguos viejos y las abuelas finadas hablaban.","Ta’ser lauktulek papinkuku’lusa’, amiku’lusa’ luñina’.","cuando contaron los he escuchado, los antiguos viejos y las abuelas finadas hablaban.","ta'ser lauktulek papinkuku'lusa', amiku'lusa' luñina'.",pdf_textos,T007_N232,True
U02017,G01802,Necesito entrar.,YADA'LEK,necesito entrar.,yada'lek,flashcards,P02017,False
U00898,G00769,Obedecieron.,LATEKTULLINA',obedecieron.,latektullina',flashcards,P00898,False
U00955,G00822,¡Qué confusión!,¡EMBU'NI LUWER'CHI'ÑI!,¡qué confusión!,¡embu'ni luwer'chi'ñi!,flashcards,P00955,False
U00749,G00628,Terminen esto.,A'TA'WANTUKU' ASU',terminen esto.,a'ta'wantuku' asu',flashcards,P00749,False
U02371,G02146,Cuando vuelve a hervir se vuelve a batir....,"Ukluka’nunta’sik, utawinunta’lek...",cuando vuelve a hervir se vuelve a batir....,"ukluka'nunta'sik, utawinunta'lek...",pdf_textos,T002_N038,True
U01356,G01183,Dame algunos.,ENKA'U NU'UNTA'LUSA',dame algunos.,enka'u nu'unta'lusa',flashcards,P01356,False
U01504,G01320,Volvamos.,ADANTA'WA',volvamos.,adanta'wa',flashcards,P01504,False
U00487,G00400,No canten.,YATULENER'TAMA,no canten.,yatulener'tama,flashcards,P00487,False
U00197,G00152,¡Soy libre!,¡INAPIKU!,¡soy libre!,¡inapiku!,flashcards,P00197,False
U02436,G02211,Yo nunca he tenido hijos sin haberme esposado.,Ñi wilanwanpa’tamu ñi’nek.,yo nunca he tenido hijos sin haberme esposado.,ñi wilanwanpa'tamu ñi'nek.,pdf_textos,T003_N043,True
U02620,G02395,"Dicen que ellos, los shawala, se reunieron y comentaron.","Nawi’mi’na, Shawalalusa’, indiuntunna’ luñina’.","dicen que ellos, los shawala, se reunieron y comentaron.","nawi'mi'na, shawalalusa', indiuntunna' luñina'.",pdf_textos,T007_N040,True
U00102,G00071,Abre.,EK'KE'CHER',abre.,ek'ke'cher',flashcards,P00102,False
U02919,G02694,"¡No teman, ustedes tienen machetes, píquen con eso (a las fieras)!”","¡Aner yatek kuatama’, sunkiwanpalama’, pasektuku’ nanalek!”","¡no teman, ustedes tienen machetes, píquen con eso (a las fieras)!","¡aner yatek kuatama', sunkiwanpalama', pasektuku' nanalek!",pdf_textos,T010_N087,True
U01943,G01733,¿Estás ganando?,¿KANA'TAPALA?,¿estás ganando?,¿kana'tapala?,flashcards,P01943,False
U02475,G02250,Ahí me alumbró mi madre en Jeberos.,Nanek wadekllun awawek Shiwiluk.,ahí me alumbró mi madre en jeberos.,nanek wadekllun awawek shiwiluk.,pdf_textos,T005_N002,False
U00624,G00519,Empieza aquí.,TENMIAN'SUER' ASU',empieza aquí.,tenmian'suer' asu',flashcards,P00624,False
U02754,G02529,inunda bastante y se forman tahuampales.,wisunanpalli enpu’nipa’ tanpennan ñapalli.,inunda bastante y se forman tahuampales.,wisunanpalli enpu'nipa' tanpennan ñapalli.,pdf_textos,T007_N174,True
U01233,G01072,Camina conmigo.,DEK'KUNTER' KUALEK,camina conmigo.,dek'kunter' kualek,flashcards,P01233,False
U01780,G01579,Los vi.,LLI'DEK'LEK,los vi.,lli'dek'lek,flashcards,P01780,False
U00475,G00390,Vente.,WENLLER' ,vente.,wenller',flashcards,P00475,False
U02880,G02655,En la noche les voy a visitar para conversar”. (duende),Dekpilli lli’kunchenma’ lunpawa’”.,en la noche les voy a visitar para conversar. (duende),dekpilli lli'kunchenma' lunpawa'.,pdf_textos,T010_N048,True
U01794,G01593,Parece fácil.,SAKA'DEK'INPU' LLI'TULLI,parece fácil.,saka'dek'inpu' lli'tulli,flashcards,P01794,False
U01175,G01023,Alguien llegó.,ALA'SA' YALLI' EKTUKERLLI,alguien llegó.,ala'sa' yalli' ektukerlli,flashcards,P01175,False
U00603,G00500,Besémonos.,INMUSHA'WA',besémonos.,inmusha'wa',flashcards,P00603,False
U01476,G01294,Fue irónico.,SI'LEN ÑIWIÑI,fue irónico.,si'len ñiwiñi,flashcards,P01476,False
U00380,G00310,Ahora vete.,PAKER' IPA'LA,ahora vete.,paker' ipa'la,flashcards,P00380,True
U00381,G00310,Ahora lárgate.,PAKER' IPA'LA,ahora lárgate.,paker' ipa'la,flashcards,P00381,True
U00483,G00396,No vengas.,YAWENCHA'TA,no vengas.,yawencha'ta,flashcards,P00483,False
U03204,G02979,"De verdad tomaban las manos de sus compadres, tomaban las manos de sus comadres y se las besaban, se arrodillaban y lloraban.","Tekkinchi walek kunparinenna' pilli'iteklatanna', kumarinenna' pilli'iteklatanna', musha'iteklanna', yensunna', willekllina'.","de verdad tomaban las manos de sus compadres, tomaban las manos de sus comadres y se las besaban, se arrodillaban y lloraban.","tekkinchi walek kunparinenna' pilli'iteklatanna', kumarinenna' pilli'iteklatanna', musha'iteklanna', yensunna', willekllina'.",pdf_textos,T013_N058,True
U02949,G02724,"Lo mataron, atizaron la candela y lo metieron (al fuego).","Dei'tanna', pen dintunna', aku'lalatullina'.","lo mataron, atizaron la candela y lo metieron (al fuego).","dei'tanna', pen dintunna', aku'lalatullina'.",pdf_textos,T010_N117,True
U01876,G01670,Tom entendió.,TOM LACHEK'LLI,tom entendió.,tom lachek'lli,flashcards,P01876,False
U00254,G00201,Dia.,UKLLI,dia.,uklli,flashcards,P00254,False
U01419,G01239,Quiero café.,LUWANTULEK WAYUSA',quiero café.,luwantulek wayusa',flashcards,P01419,False
U00684,G00572,Nos divertimos.,SAKEKLEKWA',nos divertimos.,sakeklekwa',flashcards,P00684,False
U03052,G02827,"Lo que contaron he escuchado, que por causa del camino de Moyobamba algunos se terminaron.","Ta'ser lauktulek, asu' Muyunpa inchilala malek, nu'unta' taketllina'.","lo que contaron he escuchado, que por causa del camino de moyobamba algunos se terminaron.","ta'ser lauktulek, asu' muyunpa inchilala malek, nu'unta' taketllina'.",pdf_textos,T010_N220,False
U02562,G02337,mientras bebían su masato....empuñando sus mocahuas.,uklulu’nenna’ uwanna’pu’su’... sinanpachinenna’ pilli’tanna’.,mientras bebían su masato....empuñando sus mocahuas.,uklulu'nenna' uwanna'pu'su'... sinanpachinenna' pilli'tanna'.,pdf_textos,T006_N052,True
U02042,G01826,Traeré vino.,KERE'CHEK VINU',traeré vino.,kere'chek vinu',flashcards,P02042,False
U02877,G02652,"“¿Has venido, hermano menor?” (duende)","- “¿Ukla’ncha, yalli’wá?”","¿has venido, hermano menor? (duende)","- ¿ukla'ncha, yalli'wá?",pdf_textos,T010_N045,True
U02599,G02374,"“Por acá he entrado yo para criar peces, se llama Pampayacu” Arákayu les respondió","- “Asui’na asu’lupa’ da’kellek kua samer yapektawamu, Panpadek nuka’a” tullima.","por acá he entrado yo para criar peces, se llama pampayacu arákayu les respondió","- asui'na asu'lupa' da'kellek kua samer yapektawamu, panpadek nuka'a tullima.",pdf_textos,T007_N019,True
U00226,G00178,Es nuevo.,NALU' NUKA'A,es nuevo.,nalu' nuka'a,flashcards,P00226,False
U01021,G00883,¿Firmaste?,¿LLILLINPEN NU'TULA?,¿firmaste?,¿llillinpen nu'tula?,flashcards,P01021,False
U01621,G01432,Deberías ir.,PA'A'MASU' ÑAPALLI,deberías ir.,pa'a'masu' ñapalli,flashcards,P01621,False
U02985,G02760,"De ahí, otro grupo se fue otra vez colocando puentes.",Nanekla ali'la musun pa'nunta'lli pentunanlusa' aku'pilan.,"de ahí, otro grupo se fue otra vez colocando puentes.",nanekla ali'la musun pa'nunta'lli pentunanlusa' aku'pilan.,pdf_textos,T010_N153,False
U00512,G00423,¡Encantador!,¡MUPENCHA!,¡encantador!,¡mupencha!,flashcards,P00512,False
U00913,G00783,Tom gruñó.,TOM MERMIÑI,tom gruñó.,tom mermiñi,flashcards,P00913,False
U01499,G01315,Preguntémosle.,LEK'KAWA',preguntémosle.,lek'kawa',flashcards,P01499,False
U00633,G00528,¡Habla conmigo!,¡LUNKER' KUALEK!,¡habla conmigo!,¡lunker' kualek!,flashcards,P00633,False
U02237,G02012,Escaparon todos.,IÑER' CHIYEKLLINA',escaparon todos.,iñer' chiyekllina',flashcards,P02237,False
U00816,G00692,Estoy emocionado.,ÑAPALEK SAKEK'SU',estoy emocionado.,ñapalek sakek'su',flashcards,P00816,False
U00167,G00125,Buenas.,MULUSA',buenas.,mulusa',flashcards,P00167,False
U01971,G01760,¿La conoces?,¿LUWER'CHAPALA?,¿la conoces?,¿luwer'chapala?,flashcards,P01971,False
U02034,G01818,Estaba escuchando.,LAUK'TAPAWINEK,estaba escuchando.,lauk'tapawinek,flashcards,P02034,False
U02745,G02520,"las cuencas de las quebradas se secaron,","enpinantek’unta’llina’ dekshadeklusa’,","las cuencas de las quebradas se secaron,","enpinantek'unta'llina' dekshadeklusa',",pdf_textos,T007_N165,True
U00628,G00523,Quédate ahí.,NANEK LLIA'KER',quédate ahí.,nanek llia'ker',flashcards,P00628,False
U02515,G02290,Dicen que en ese tiempo el dueño (del Pampayacu) todavía vivía ahí en esa ribera del río.,Nanimi’na napi’pui’mi’na wa’anen nanpi’pawiñinpi’la nana Panpadek ukuchinkek.,dicen que en ese tiempo el dueño (del pampayacu) todavía vivía ahí en esa ribera del río.,nanimi'na napi'pui'mi'na wa'anen nanpi'pawiñinpi'la nana panpadek ukuchinkek.,pdf_textos,T006_N005,True
U02343,G02118,Cuando amanece entonces se lava (la yuca) y se la pone en una olla.,"Ukllinantusik ipa’linchi pamu’lek, a’du’lek uktak.",cuando amanece entonces se lava (la yuca) y se la pone en una olla.,"ukllinantusik ipa'linchi pamu'lek, a'du'lek uktak.",pdf_textos,T002_N010,True
U02722,G02497,"Cuando Arákayu icaró al lago “Junto al Pelejo” la joven de primera menstruación se acabó,","Kuntetchek Arakayuler pekkusik nana leklun ta’wantulli,","cuando arákayu icaró al lago junto al pelejo la joven de primera menstruación se acabó,","kuntetchek arakayuler pekkusik nana leklun ta'wantulli,",pdf_textos,T007_N142,True
U03146,G02921,Así lo que han dicho he oído cuando era muchacho y ahora les estoy contando.,"Ta'ser kuanta' wilaku ñamu lawektulek, ipa'la winta'pallenma'.",así lo que han dicho he oído cuando era muchacho y ahora les estoy contando.,"ta'ser kuanta' wilaku ñamu lawektulek, ipa'la winta'pallenma'.",pdf_textos,T012_N022,False
U02087,G01869,Sigan practicando.,TUPITUKU' INPALERIANMA',sigan practicando.,tupituku' inpalerianma',flashcards,P02087,False
U00944,G00812,Estamos limpios.,PEKUIPI ÑAPALIDEK,estamos limpios.,pekuipi ñapalidek,flashcards,P00944,False
U02352,G02127,"Después, al maíz pulverizado y la yuca asada desmenuzada se los apiacha (se mezclan a mano formando una masa).",Ipa’linchi chitetllu’ kellu’lek seklekka’lek.,"después, al maíz pulverizado y la yuca asada desmenuzada se los apiacha (se mezclan a mano formando una masa).",ipa'linchi chitetllu' kellu'lek seklekka'lek.,pdf_textos,T002_N019,True
U02230,G02005,¿Tienen hijos?,¿WILAWANPALAMA'?,¿tienen hijos?,¿wilawanpalama'?,flashcards,P02230,False
U02623,G02398,"“No” dijo un viejo,","“Ma’sha” tullima ala’sa’ taserpi,","no dijo un viejo,","ma'sha tullima ala'sa' taserpi,",pdf_textos,T007_N043,True
U01685,G01490,Todos mienten.,IÑER' TUMU'LLINA',todos mienten.,iñer' tumu'llina',flashcards,P01685,False
U02187,G01967,¿Estabas llorando?,¿WELLIEK'APAWINA?,¿estabas llorando?,¿welliek'apawina?,flashcards,P02187,False
U00343,G00275,Soy amado.,LUANPI NUKA'KA,soy amado.,luanpi nuka'ka,flashcards,P00343,True
U00344,G00275,Soy amada.,LUANPI NUKA'KA,soy amada.,luanpi nuka'ka,flashcards,P00344,True
U01095,G00954,Me arriesgaré.,INPALERICHEK,me arriesgaré.,inpalerichek,flashcards,P01095,False
U02183,G01963,Estamos satisfechos.,SAKEKSU' ÑAPALLIDEK,estamos satisfechos.,sakeksu' ñapallidek,flashcards,P02183,False
U00276,G00222,¿Quién nadó?,¿DEN IDUÑI?,¿quién nadó?,¿den iduñi?,flashcards,P00276,False
U00216,G00168,Estoy débil.,MUDINUI'SU' ÑAPALEK,estoy débil.,mudinui'su' ñapalek,flashcards,P00216,False
U03179,G02954,"“¿Cómo lo vas a llamar?, Fidel"", dijo (el cura).","“ ¿Ma'itetchuncha?, Pidir"" tullima.","¿cómo lo vas a llamar?, fidel, dijo (el cura).","¿ma'itetchuncha?, pidir tullima.",pdf_textos,T013_N033,True
U02509,G02284,Yo le voy a enseñar todo lo que sé.,kualer a’lek’etchek iñer ñinchita’kasu’.,yo le voy a enseñar todo lo que sé.,kualer a'lek'etchek iñer ñinchita'kasu'.,pdf_textos,T005_N036,True
U01983,G01770,Todos oraron.,IÑER'DAPER' MALLIA'LLINA',todos oraron.,iñer'daper' mallia'llina',flashcards,P01983,False
U01151,G01004,Adivina.,TEKLERIER' NINCHITA'MAK,adivina.,teklerier' ninchita'mak,flashcards,P01151,False
U02790,G02565,Antes los viejos ya finados no querían que nos acercáramos cuando éramos niños.,Napi’ taserpiku’lusa’ luwanchiñina’ kawita’kasu’ wilakudek ña’sekkudek.,antes los viejos ya finados no querían que nos acercáramos cuando éramos niños.,napi' taserpiku'lusa' luwanchiñina' kawita'kasu' wilakudek ña'sekkudek.,pdf_textos,T007_N210,True
U01561,G01373,Estamos llorando.,WELLIEK'APALLIDEK,estamos llorando.,welliek'apallidek,flashcards,P01561,False
U03195,G02970,"Ahora se escoge los nombres leyendo en papel, a veces.","Wadunek kerkek lli'amu llillinlusa', nerpi'pu'.","ahora se escoge los nombres leyendo en papel, a veces.","wadunek kerkek lli'amu llillinlusa', nerpi'pu'.",pdf_textos,T013_N049,False
U03183,G02958,De allí le tocó el turno a otro.,Naneklima asu' ali'lima panta'lli.,de allí le tocó el turno a otro.,naneklima asu' ali'lima panta'lli.,pdf_textos,T013_N037,False
U00930,G00799,Podemos ayudar.,YINNITULLIDEK KATU'PA'TAK,podemos ayudar.,yinnitullidek katu'pa'tak,flashcards,P00930,False
U01848,G01643,¡Increíble!,¡LATEK'I'NEK!,¡increíble!,¡latek'i'nek!,flashcards,P01848,False
U00953,G00820,¡Qué desastre!,¡EMBU'NI PANGER'IPA'!,¡qué desastre!,¡embu'ni panger'ipa'!,flashcards,P00953,False
U01316,G01145,¿Eres feliz?,¿MUSU' ÑAPALA?,¿eres feliz?,¿musu' ñapala?,flashcards,P01316,False
U02337,G02112,"Ustedes también quieren aprender de qué manera se hace,","Yañinchitulama’ kenmama’nta’ ma’pu’si’pa’ nu’tulek,","ustedes también quieren aprender de qué manera se hace,","yañinchitulama' kenmama'nta' ma'pu'si'pa' nu'tulek,",pdf_textos,T002_N004,True
U02932,G02707,"Cuando se la llevaron, el viejo la agarró y la detectó.",Ekpantasik ima taserpiler pilli’tan lutu’lli.,"cuando se la llevaron, el viejo la agarró y la detectó.",ekpantasik ima taserpiler pilli'tan lutu'lli.,pdf_textos,T010_N100,True
U01194,G01036,Se chocaron.,DA'PAÑINA',se chocaron.,da'pañina',flashcards,P01194,True
U01195,G01036,Se estrellaron.,DA'PAÑINA',se estrellaron.,da'pañina',flashcards,P01195,True
U02169,G01949,Andamos mucho.,DEK'KUNTAPALLIDEK' WAPU',andamos mucho.,dek'kuntapallidek' wapu',flashcards,P02169,False
U00159,G00118,¡Buen trabajo!,¡MUSA'KA'TUNA!,¡buen trabajo!,¡musa'ka'tuna!,flashcards,P00159,False
U01745,G01547,Quiero ayudar.,YAKATUPA'TULEK,quiero ayudar.,yakatupa'tulek,flashcards,P01745,False
U02232,G02007,¿Tienes arroz?,¿PUMULADAWANPALA?,¿tienes arroz?,¿pumuladawanpala?,flashcards,P02232,False
U01789,G01588,No funcionó.,KU'LA SAKA'CHI'ÑI,no funcionó.,ku'la saka'chi'ñi,flashcards,P01789,False
U01215,G01056,Tom canceló.,TOM A'TA'WANTULLI,tom canceló.,tom a'ta'wantulli,flashcards,P01215,True
U01216,G01056,Tom terminó.,TOM A'TA'WANTULLI,tom terminó.,tom a'ta'wantulli,flashcards,P01216,True
U00842,G00718,Fue real.,ÑIWIÑI TEKINCHI,fue real.,ñiwiñi tekinchi,flashcards,P00842,False
U00482,G00395,¿Fue Tom?,¿TOM ÑIWIÑI?,¿fue tom?,¿tom ñiwiñi?,flashcards,P00482,False
U00173,G00131,Puedo ir.,YENNITULEK PA'AK,puedo ir.,yennitulek pa'ak,flashcards,P00173,False
U00813,G00689,Tengo curiosidad.,ÑINCHIDINUPALEK,tengo curiosidad.,ñinchidinupalek,flashcards,P00813,False
U01044,G00904,Sé valiente.,NANTAPITEK ÑIKER',sé valiente.,nantapitek ñiker',flashcards,P01044,False
