pair_id,group_id,anchor,positive,negative,negative_pair_id,negative_group_id,difficulty,sim_positive,sim_negative,margin,negative_rank
U00493,G00406,no esperes.,yawa'tentuta,yalli'tama,U00485,G00398,hard,0.7331726551055908,0.6150543093681335,0.11811834573745728,2
U00493,G00406,no esperes.,yawa'tentuta,yataitula'ta,U00488,G00401,medium,0.7331726551055908,0.569639265537262,0.16353338956832886,5
U01862,G01656,estaban enfermos.,ñapawiñina' kaluwi'su',ñapawiñina' pektunsu',U02137,G01917,hard,0.852267324924469,0.7963968515396118,0.05587047338485718,2
U01862,G01656,estaban enfermos.,ñapawiñina' kaluwi'su',muinsu' ñapallina',U01868,G01662,medium,0.852267324924469,0.7000738382339478,0.15219348669052124,4
U02125,G01905,son lindos.,u'chimushala nuker'ka,sha'mu'su' nuka'ma,U01640,G01450,hard,0.6867078542709351,0.6219329833984375,0.06477487087249756,11
U02125,G01905,son lindos.,u'chimushala nuker'ka,u'chimusha nuka'a,U01481,G01299,medium,0.6867078542709351,0.5293650031089783,0.1573428511619568,16
U03088,G02863,"-vengan, su pueblo es.","-wencha'ku', ñinnanlu'penma' nuka'a.","- uklek, alli'sha. penshapen luwanpa'llen.",U02878,G02653,hard,0.6777843236923218,0.546209454536438,0.1315748691558838,2
U03088,G02863,"-vengan, su pueblo es.","-wencha'ku', ñinnanlu'penma' nuka'a.","- enta'n, er'washinchi lli'kunkenma'.",U02929,G02704,medium,0.6777843236923218,0.5083562135696411,0.16942811012268066,3
U00374,G00305,guarda esto.,sek'diperker' asu',lataker' asu',U00919,G00789,hard,0.7698387503623962,0.7186131477355957,0.05122560262680054,8
U00374,G00305,guarda esto.,sek'diperker' asu',sekdiperker' asu' mutu'penkek,U01514,G01329,medium,0.7698387503623962,0.6169188618659973,0.15291988849639893,23
U01017,G00879,enfríalo.,a'sanek'ker',i'shi'ker',U00399,G00324,hard,0.5758197903633118,0.5216526985168457,0.054167091846466064,2
U01017,G00879,enfríalo.,a'sanek'ker',tu'neker',U00110,G00078,medium,0.5758197903633118,0.4219730496406555,0.15384674072265625,28
U02225,G02001,¿me permiten?,¿ta'itule'chuner'ku?,¿tupitechunku?,U01348,G01175,medium,0.7595345973968506,0.6062160730361938,0.15331852436065674,2
U02379,G02154,así también yuca cruda rallada también se hierve en otra olla.,nu'sik ker' su'watek nananta' a'ukluka'lek ali'la uktak.,"ukluka'sik, ali'lak kupin uktak pekdu'a'kasu' upellek.",U02364,G02139,hard,0.6086957454681396,0.5180330276489258,0.09066271781921387,3
U02379,G02154,así también yuca cruda rallada también se hierve en otra olla.,nu'sik ker' su'watek nananta' a'ukluka'lek ali'la uktak.,ipa'linchi chitetllu' kellu'lek seklekka'lek.,U02352,G02127,medium,0.6086957454681396,0.45131126046180725,0.1573844850063324,7
U01776,G01575,estoy acostumbrado.,ñapalek da'iyasu',ñapalek sadasu',U00820,G00696,hard,0.6790591478347778,0.6266672611236572,0.052391886711120605,13
U01776,G01575,estoy acostumbrado.,ñapalek da'iyasu',makek saka'tapi'nek,U01775,G01574,medium,0.6790591478347778,0.5274623036384583,0.15159684419631958,37
U02229,G02004,¿tienes cerveza?,¿a'ñapala cerveza?,¿pumuladawanpala?,U02232,G02007,medium,0.9218037724494934,0.6885537505149841,0.23325002193450928,2
U02056,G01839,sigo vivo.,nanpi'palek'i'la,ku'la tupiapi'nek,U01717,G01520,medium,0.8685968518257141,0.680483341217041,0.1881135106086731,2
U00135,G00097,pregúntale.,lek'ker',lauk'ter',U00390,G00318,hard,0.6727615594863892,0.5976877808570862,0.07507377862930298,3
U00135,G00097,pregúntale.,lek'ker',wiuker',U00171,G00129,medium,0.6727615594863892,0.5215785503387451,0.15118300914764404,13
U00136,G00097,pregúntales.,lek'ker',teklerier',U00442,G00359,hard,0.6494056582450867,0.5927909016609192,0.05661475658416748,3
U00136,G00097,pregúntales.,lek'ker',lli'dek'ku',U00269,G00215,medium,0.6494056582450867,0.49753355979919434,0.15187209844589233,23
U00246,G00194,siéntate aquí.,du'ker' asek,asek lia'ker',U00420,G00340,hard,0.7867286801338196,0.7332231402397156,0.053505539894104004,3
U00246,G00194,siéntate aquí.,du'ker' asek,nanek llia'ker',U00628,G00523,medium,0.7867286801338196,0.5775446891784668,0.20918399095535278,10
U03071,G02846,"-¿por qué vamos a matarlos?, dijo un viejo.","– ¿ma'ki'na nu'taterwa?, tullima ala'sa' taserpi.",¿ma'ki'na kenmama' u'lama'? itullinerkudek.,U02794,G02569,hard,0.6090466380119324,0.5168822407722473,0.09216439723968506,3
U03071,G02846,"-¿por qué vamos a matarlos?, dijo un viejo.","– ¿ma'ki'na nu'taterwa?, tullima ala'sa' taserpi.",iñerdaper ¿ma'ki'nta' nu'tullinerkenmu'wa' ten?,U02771,G02546,medium,0.6090466380119324,0.45773985981941223,0.15130677819252014,8
U02648,G02423,todo tipo de peces.,dudinpu' samer.,uketchu samellusa'.,U02641,G02416,hard,0.6398413181304932,0.5162162184715271,0.12362509965896606,2
U02648,G02423,todo tipo de peces.,dudinpu' samer.,inetchaku'lusa'ki.,U02308,G02083,medium,0.6398413181304932,0.4754800796508789,0.16436123847961426,3
U00824,G00700,soy neutral.,ñidenkinpu' nuka'ka,kulliker'wi'nek,U00207,G00160,hard,0.7274224758148193,0.6238659024238586,0.1035565733909607,2
U00824,G00700,soy neutral.,ñidenkinpu' nuka'ka,pinanerchek'ku nukaka,U01454,G01272,medium,0.7274224758148193,0.5703190565109253,0.15710341930389404,10
U02718,G02493,"por eso dice los peces salieron,","nu'an imaka samellusa' yu'nketllina',","nu'wanta'sik ima sameller tupitunta'lli,",U02706,G02481,hard,0.7630207538604736,0.6916363835334778,0.07138437032699585,2
U02718,G02493,"por eso dice los peces salieron,","nu'an imaka samellusa' yu'nketllina',","ipa'linchi ñinanlu' indiuntun tulli,",U02738,G02513,medium,0.7630207538604736,0.6051667332649231,0.15785402059555054,5
U02703,G02478,cuando se silenció desapareció.,tuna'sik wetlli.,penwanpasik pidekñik.,U02584,G02359,hard,0.6575997471809387,0.5977437496185303,0.05985599756240845,3
U02703,G02478,cuando se silenció desapareció.,tuna'sik wetlli.,enpu'nipi'ma ituwetchapalli ulunta'su'.,U02549,G02324,medium,0.6575997471809387,0.5021145343780518,0.15548521280288696,6
U02133,G01913,parecen felices.,lli'tullina' musu',ñapaker' musu'kankantusu',U00465,G00380,hard,0.6817973852157593,0.5723491907119751,0.10944819450378418,2
U02133,G01913,parecen felices.,lli'tullina' musu',muisu' kankantullina,U00970,G00836,medium,0.6817973852157593,0.4968489706516266,0.1849484145641327,4
U00037,G00318,escucha.,lau'ter,tuluner'ker',U00621,G00516,hard,0.8102147579193115,0.7336293458938599,0.07658541202545166,4
U00037,G00318,escucha.,lau'ter,du'la'ker',U00416,G00336,medium,0.8102147579193115,0.6520012617111206,0.15821349620819092,16
U00390,G00318,escucha.,lauk'ter',lau'tuku',U00039,G00033,hard,0.8568833470344543,0.7689088582992554,0.08797448873519897,3
U00390,G00318,escucha.,lauk'ter',tenpu'ker',U00146,G00106,medium,0.8568833470344543,0.6900081634521484,0.1668751835823059,8
U00652,G00544,tom bebe.,tom uwapalli,tom lansa'palli,U00651,G00543,hard,0.7367804050445557,0.6721741557121277,0.06460624933242798,4
U00652,G00544,tom bebe.,tom uwapalli,tom wellek'echu,U00674,G00564,medium,0.7367804050445557,0.5863513946533203,0.15042901039123535,13
U00653,G00544,tom toma.,tom uwapalli,tom idenmechu,U01877,G01671,hard,0.6801707744598389,0.6225523948669434,0.05761837959289551,11
U00653,G00544,tom toma.,tom uwapalli,tom a'ta'wantulli,U01216,G01056,medium,0.6801707744598389,0.5299193859100342,0.1502513885498047,43
U00140,G00101,sean breves.,empu'ni yaluntama',nana pu'su' yanu'tutama',U00741,G00621,hard,0.5993465185165405,0.5356884598731995,0.06365805864334106,2
U00140,G00101,sean breves.,empu'ni yaluntama',musuk'i'la lli'inuper',U01529,G01342,medium,0.5993465185165405,0.433634489774704,0.16571202874183655,5
U02015,G01800,debo advertirle.,winta'kasu' ñapalli,lli'kuñini'ma.,U02659,G02434,hard,0.5210253596305847,0.45955488085746765,0.061470478773117065,10
U02015,G01800,debo advertirle.,winta'kasu' ñapalli,ñi'inaka inlu'uktutek,U01759,G01561,medium,0.5210253596305847,0.3710096478462219,0.1500157117843628,23
U00234,G00184,déjame.,tai'tula'u,tupi'tu'u,U00302,G00241,hard,0.8257009983062744,0.7427271008491516,0.0829738974571228,2
U00234,G00184,déjame.,tai'tula'u,ta'itula'u pae'chek,U01810,G01607,medium,0.8257009983062744,0.6634707450866699,0.1622302532196045,8
U02327,G02102,"no quieren (saber) nada,","ñi luwanchi'ñina',","ñimi'na luwetchi'ñina' iker'adu,",U02632,G02407,hard,0.8093904256820679,0.7040079236030579,0.10538250207901001,4
U02327,G02102,"no quieren (saber) nada,","ñi luwanchi'ñina',","ñi luwetchi'ñina' asu' tukuner,",U02633,G02408,medium,0.8093904256820679,0.6472480297088623,0.16214239597320557,8
U02329,G02104,no pueden hablar.,innichi'ñina' lu'nkasu'.,yatulener'tama,U00487,G00400,hard,0.6450724601745605,0.5901365280151367,0.05493593215942383,3
U02329,G02104,no pueden hablar.,innichi'ñina' lu'nkasu'.,yatu'nektuta,U01979,G01767,medium,0.6450724601745605,0.4886646866798401,0.15640777349472046,9
U02747,G02522,"el paiche salió,","unma' yunsu'lli,","kundetchek enñi,",U02713,G02488,hard,0.7352809309959412,0.6836042404174805,0.05167669057846069,10
U02747,G02522,"el paiche salió,","unma' yunsu'lli,","sennanlusa'nta' enñi,",U02710,G02485,medium,0.7352809309959412,0.5555334687232971,0.17974746227264404,13
U01879,G01673,ten cuidado.,inlu'uk'tuker',inluukter',U00423,G00342,hard,0.7000706791877747,0.6469731330871582,0.053097546100616455,3
U01879,G01673,ten cuidado.,inlu'uk'tuker',ñaper' lu'uk'tan,U00727,G00610,medium,0.7000706791877747,0.5449823141098022,0.1550883650779724,14
U02542,G02317,ahí toda esta enfermedad sa'la' va a desaparecer les dijo.,nanek iñer asu' sa'la' apu'tetchun itudekllima.,naneklimaka asu' nana lanla' pitunta' uwentunta'lli.,U02831,G02606,hard,0.6565297842025757,0.5922170877456665,0.06431269645690918,2
U02542,G02317,ahí toda esta enfermedad sa'la' va a desaparecer les dijo.,nanek iñer asu' sa'la' apu'tetchun itudekllima.,nu'sui'ma asu' panpadek uksu'ketchulli.,U02578,G02353,medium,0.6565297842025757,0.4939686954021454,0.1625610888004303,6
U02689,G02464,and he saw that his house had been completely burned.,"arakayu lli'unta'llima enpu'ni wa'inuipa' nana pideknen uksuketchulli,",nu'an ima arakayu sakek'an peklu'deklli inyulateknen ima.,U02595,G02370,hard,0.5035223960876465,0.4525892734527588,0.050933122634887695,19
U01513,G01328,¿puedo verlo?,¿yennitulek lli'ak?,¿yennitula ek'ker'cha'mak?,U01956,G01746,medium,0.8773035407066345,0.6852896213531494,0.1920139193534851,3
U00862,G00738,nadie vino.,ñiden u'i'ñi,amu utek'wañi,U01695,G01498,hard,0.659873902797699,0.5506865978240967,0.1091873049736023,9
U00862,G00738,nadie vino.,ñiden u'i'ñi,nana wer'lli,U02114,G01895,medium,0.659873902797699,0.5036990642547607,0.15617483854293823,11
U02473,G02248,"cargando (toda su vida) van a morir, todo el tiempo que vivan. jeberos, julio 2007","pipektapapachenma' chiminchuma', nanpia'mama' walek.","du'anna', wa'inutanna', nerpi'pu' ñiper'dekllina' nana pa'lusa'.",U03016,G02791,medium,0.6694658398628235,0.45385676622390747,0.21560907363891602,2
U00807,G00683,lo probaré.,lata'echek,nu'techek,U00552,G00457,hard,0.7425453066825867,0.6725103259086609,0.07003498077392578,4
U00807,G00683,lo probaré.,lata'echek,latek'iñen,U00521,G00432,medium,0.7425453066825867,0.5859102010726929,0.1566351056098938,10
U00302,G00241,sígueme.,tupi'tu'u,tupi'tu'udek,U00303,G00242,hard,0.6777424812316895,0.6250203847885132,0.05272209644317627,6
U00302,G00241,sígueme.,tupi'tu'u,katu'pa'u,U00078,G01152,medium,0.6777424812316895,0.527388334274292,0.15035414695739746,32
U00237,G00187,cuidado.,lli'ker'llia',lli'dek'ku',U00269,G00215,hard,0.6833117604255676,0.6311600208282471,0.05215173959732056,10
U00237,G00187,cuidado.,lli'ker'llia',wiuker',U00171,G00129,medium,0.6833117604255676,0.5261036157608032,0.1572081446647644,15
U01049,G00909,corre rápido.,tek'ker' wiuk'su',wiuk'su' nu'ter',U01511,G01326,hard,0.6829290390014648,0.6301883459091187,0.05274069309234619,6
U01049,G00909,corre rápido.,tek'ker' wiuk'su',eklli nu'ter',U01669,G01476,medium,0.6829290390014648,0.5275743007659912,0.15535473823547363,16
U02691,G02466,por eso dice arákayu se enojó mucho.,nu'an ima ipa'linchi arakayu yulli.,nanekla'nka kuanta' ñinchitulek asu' arakayu ma'pu'si'pa' nanpilli.,U02796,G02571,hard,0.6869525909423828,0.6332188844680786,0.0537337064743042,13
U02691,G02466,por eso dice arákayu se enojó mucho.,nu'an ima ipa'linchi arakayu yulli.,"yulli, willeklli, wa'inutulli arakayu.",U02694,G02469,medium,0.6869525909423828,0.5301520228385925,0.15680056810379028,31
U01501,G01317,hagamos eso.,nu'tawa' nana,nu'tawa' ipa'la,U02092,G01874,hard,0.7873333096504211,0.6684490442276001,0.11888426542282104,2
U01501,G01317,hagamos eso.,nu'tawa' nana,a'pinta' nu'tawa',U01500,G01316,medium,0.7873333096504211,0.5944233536720276,0.19290995597839355,4
U00394,G00319,deja sitio.,ta'iter' a'mercha,ta'ituler' da'encha'i,U00598,G00497,hard,0.7234951853752136,0.6599808931350708,0.06351429224014282,2
U00394,G00319,deja sitio.,ta'iter' a'mercha,ta'ituler' pa'i,U01143,G00996,medium,0.7234951853752136,0.5661388039588928,0.1573563814163208,3
U00674,G00564,tom llorará.,tom wellek'echu,tom akusute'chu,U01557,G01369,hard,0.8070361018180847,0.7127504348754883,0.09428566694259644,3
U00674,G00564,tom llorará.,tom wellek'echu,tom lansa'palli,U00651,G00543,medium,0.8070361018180847,0.6540580987930298,0.15297800302505493,7
U02657,G02432,en ese tiempo (comentaron) dicen que existe un tal arákayu y tiene peces.,"napi'pu' arakayu ima nanpipalli, samerwanpalli.",ipa'la lunchek arakayu ma'pu'si'pa' nanpilli panpadek ukuchik.,U02581,G02356,hard,0.597000002861023,0.5231050252914429,0.07389497756958008,4
U02657,G02432,en ese tiempo (comentaron) dicen que existe un tal arákayu y tiene peces.,"napi'pu' arakayu ima nanpipalli, samerwanpalli.",arakayu ima tulli asu' sellawa i'na kualer pektawapalek.,U02669,G02444,medium,0.597000002861023,0.4366621673107147,0.16033783555030823,14
U00075,G00056,el ají pica,nuka' ikerlli,asek ikerlli,U01474,G01292,hard,0.5555421113967896,0.4952560067176819,0.060286104679107666,2
U00075,G00056,el ají pica,nuka' ikerlli,pipersu' nuka'a,U00229,G00179,medium,0.5555421113967896,0.40532705187797546,0.1502150595188141,13
U02832,G02607,dicen que antes era grande ballena poza.,a'llupima ñiwiñi napi' lanla' pitun.,nu'su' lantekpi dekkuntuwiñi napi'.,U02467,G02242,hard,0.628943145275116,0.5333962440490723,0.0955469012260437,2
U02832,G02607,dicen que antes era grande ballena poza.,a'llupima ñiwiñi napi' lanla' pitun.,"nu'tan, pidekñik sichi'dandek'an iñer urañi.",U02894,G02669,medium,0.628943145275116,0.47574469447135925,0.1531984508037567,10
U02161,G01941,podemos ayudarlos.,yennitulek'wa' katu'pa'a'kawak,yennitulek katu'pa'a'kik,U01713,G01516,hard,0.7905234098434448,0.6813876628875732,0.10913574695587158,4
U02161,G01941,podemos ayudarlos.,yennitulek'wa' katu'pa'a'kawak,yinnitullidek lunnak,U00931,G00800,medium,0.7905234098434448,0.6352983713150024,0.15522503852844238,9
U01157,G01009,ahora déjanos.,ipa'la ta'itula'u'kudek,nu'tawa' ipa'la,U02092,G01874,medium,0.9059426784515381,0.6780092716217041,0.22793340682983398,2
U01208,G01049,se fueron.,pa'llina',da'pañina',U01195,G01036,hard,0.7724966406822205,0.7089047431945801,0.06359189748764038,6
U01208,G01049,se fueron.,pa'llina',ta'itula'llina,U01200,G01041,medium,0.7724966406822205,0.6224563121795654,0.15004032850265503,13
U03063,G02838,¡vamos a matarlos a estos dos10!,¡enchuku' di'tawa' asu' katu'ta'!,a'teradek'awa' asu' kenma'lusa'.,U03128,G02903,medium,0.7475264072418213,0.5664631128311157,0.18106329441070557,2
U00984,G00848,¿tienes frío?,¿sanekwantula?,¿wer'su' ñapala?,U00990,G00854,hard,0.7150704264640808,0.6459945440292358,0.06907588243484497,10
U00984,G00848,¿tienes frío?,¿sanekwantula?,¿iyatulun?,U01680,G01485,medium,0.7150704264640808,0.558861255645752,0.15620917081832886,21
U02959,G02734,"otros, dice, fueron a poner más yuca (para aprovisionarse).",ali'ladaper ima ker' aku'pakuñina'.,nanek ima inpinanerllanna' pek kuallina'.,U02892,G02667,hard,0.6936074495315552,0.5537442564964294,0.13986319303512573,2
U02959,G02734,"otros, dice, fueron a poner más yuca (para aprovisionarse).",ali'ladaper ima ker' aku'pakuñina'.,ali'lima llia'lli ma'i mutupik.,U03153,G02928,medium,0.6936074495315552,0.5328695774078369,0.16073787212371826,3
U01177,G01025,quedate conmigo.,llia'ker' kualek,dek'kunter' kualek,U01233,G01072,hard,0.6618233919143677,0.564544141292572,0.09727925062179565,3
U01177,G01025,quedate conmigo.,llia'ker' kualek,taitula'u nanpiak,U00851,G00727,medium,0.6618233919143677,0.49873781204223633,0.16308557987213135,8
U00441,G00358,tom irá.,tom pa'echu,tom chiminchu,U00675,G00565,hard,0.8460069298744202,0.7722899913787842,0.07371693849563599,3
U00441,G00358,tom irá.,tom pa'echu,tom wellek'echu,U00674,G00564,medium,0.8460069298744202,0.6901959180831909,0.15581101179122925,7
U03072,G02847,"- ¡no, cállate tú! quizás tú quieres que te sigan maltratando.","-!ma'sha, ta'tuler kenma! kenmeipa' luwantula llikanerchapinpu'erkensu'","mi'lencháaaa, kenmapa ñenpi' laki'dek uwapi'naaa.",U02375,G02150,hard,0.6540551781654358,0.5386629104614258,0.11539226770401001,2
U03072,G02847,"- ¡no, cállate tú! quizás tú quieres que te sigan maltratando.","-!ma'sha, ta'tuler kenma! kenmeipa' luwantula llikanerchapinpu'erkensu'","¡ma'sha, ñinanlu' iñer pa'i'nchu.",U02914,G02689,medium,0.6540551781654358,0.4995702803134918,0.15448489785194397,3
U01653,G01461,¿puedo besarte?,¿yennitulek musha'a'kik?,¿yennitaterwa tupitak?,U01656,G01464,hard,0.5565743446350098,0.4970109164714813,0.05956342816352844,24
U01653,G01461,¿puedo besarte?,¿yennitulek musha'a'kik?,iyatulek kana'tak,U01730,G01532,medium,0.5565743446350098,0.3990626633167267,0.15751168131828308,35
U01482,G01300,son negocios.,uku'latak nuker'ka,iñer' ñinchitulusa' nuker'ka,U01300,G01131,hard,0.543648898601532,0.4746086001396179,0.06904029846191406,12
U01482,G01300,son negocios.,uku'latak nuker'ka,nuka'kawa taserpilusa',U01250,G01086,medium,0.543648898601532,0.3924170434474945,0.15123185515403748,19
U02902,G02677,"dice que ahí otras estaban soñando,",nanek ima nu'unta' ipa' wa'latapallina'.,"nanapa yunsu'i kenmu'wa'kinsa' ñii asu' samer,",U02682,G02457,hard,0.5463433861732483,0.48793044686317444,0.05841293931007385,23
U01311,G01142,¿estás despierta?,¿nanpiladasu' ñapala?,¿saka'tusu' ñapala?,U01321,G01150,hard,0.7744278311729431,0.7199112772941589,0.05451655387878418,11
U01311,G01142,¿estás despierta?,¿nanpiladasu' ñapala?,¿enñupa'cha ñapala?,U01602,G01413,medium,0.7744278311729431,0.6192115545272827,0.1552162766456604,19
U01305,G01136,¿estoy soñando?,¿wa'latapalek?,¿weipensu' ñapalek?,U00134,G00096,hard,0.7381793856620789,0.6199450492858887,0.11823433637619019,2
U01305,G01136,¿estoy soñando?,¿wa'latapalek?,¿llitapalek musu'?,U01023,G00885,medium,0.7381793856620789,0.5406683087348938,0.19751107692718506,3
U00079,G01153,ayúdanos.,katu'pa'udek,katu'pa'taterwa',U00691,G00578,hard,0.8798043727874756,0.7740711569786072,0.10573321580886841,3
U00079,G01153,ayúdanos.,katu'pa'udek,katu'pa'u,U00078,G01152,medium,0.8798043727874756,0.6986271142959595,0.1811772584915161,6
U01324,G01153,apóyanos.,katu'pa'udek,katu'pa'taterwa',U00691,G00578,hard,0.7763549089431763,0.7192474603652954,0.05710744857788086,3
U01324,G01153,apóyanos.,katu'pa'udek,katu'pa',U01046,G00906,medium,0.7763549089431763,0.6263110637664795,0.15004384517669678,7
U00798,G00675,quiero este.,asu' luwantulek,lauk'lek nana,U02061,G01844,medium,0.7523810267448425,0.584884524345398,0.16749650239944458,4
U00229,G00179,es rojo.,pipersu' nuka'a,tumu'tek' nuka'a,U02077,G01860,hard,0.6310457587242126,0.578366219997406,0.05267953872680664,13
U00229,G00179,es rojo.,pipersu' nuka'a,nuka'a nana,U01853,G01647,medium,0.6310457587242126,0.48094674944877625,0.1500990092754364,28
U01892,G01686,somos hermanos.,iin nuka'kawa,a'lek'tutek'lusa' nuka'kawa',U02158,G01938,hard,0.6728001236915588,0.6179460287094116,0.05485409498214722,6
U01892,G01686,somos hermanos.,iin nuka'kawa,a'ñapalekwa' da'lusa',U02163,G01943,medium,0.6728001236915588,0.5209074020385742,0.15189272165298462,9
U02004,G01790,odio pelear.,luyulek idenmaak,luyu'lli teka'ak,U02242,G02017,hard,0.5992335081100464,0.5150178670883179,0.08421564102172852,8
U02004,G01790,odio pelear.,luyulek idenmaak,empu'duncha',U01725,G01527,medium,0.5992335081100464,0.42932966351509094,0.16990384459495544,12
U02005,G01790,detesto pelear.,luyulek idenmaak,luyu'lli teka'ak,U02242,G02017,hard,0.6076844930648804,0.5562214851379395,0.05146300792694092,8
U02005,G01790,detesto pelear.,luyulek idenmaak,yalansa'lek,U02026,G01811,medium,0.6076844930648804,0.4366071820259094,0.17107731103897095,13
U02271,G02046,"la ropita que tengo, me dan de todo.","kutunshawek a'ña'kasu', dudinpu' enka'pallinerku.","akusutuker'anna' a'ka'llinerku, a'uranñinerku.",U02444,G02219,hard,0.674626350402832,0.5484058856964111,0.1262204647064209,2
U02271,G02046,"la ropita que tengo, me dan de todo.","kutunshawek a'ña'kasu', dudinpu' enka'pallinerku.",kui'na enpu'nipa' insekluten'a'kasu' nanpi'kasu'.,U02482,G02257,medium,0.674626350402832,0.5110359787940979,0.16359037160873413,3
U01927,G01718,eres paciente.,wa'tentutek nuka'ma,watensu' nuka'ma,U01303,G01134,hard,0.7096450328826904,0.5987738966941833,0.11087113618850708,3
U01927,G01718,eres paciente.,wa'tentutek nuka'ma,wa'tenta'masu' ñapalli,U01618,G01429,medium,0.7096450328826904,0.5556519031524658,0.1539931297302246,5
U02572,G02347,a veces nos despiertan para que escuchemos y nos asustamos6 cuando escuchamos.,"nerpi'pu' uchinañinerkudek lauk'a'kudek, imanankankantullidek lauk'amudek.",nawa' lu'rnka'su' kudanta' laukta'kudeksu' wilakudek ñamudek lunpallidek.,U03003,G02778,hard,0.6456475257873535,0.5452650189399719,0.10038250684738159,2
U02572,G02347,a veces nos despiertan para que escuchemos y nos asustamos6 cuando escuchamos.,"nerpi'pu' uchinañinerkudek lauk'a'kudek, imanankankantullidek lauk'amudek.",nanek ima nu'unta' itudekllina' kerku' sha'wapenma' uku'lakeru'kudek.,U03005,G02780,medium,0.6456475257873535,0.4921571910381317,0.1534903347492218,3
U00615,G00511,sin comentarios.,ma'nen' ñi'ñi lun'ak',yalek'tuta,U00295,G00234,hard,0.6151244044303894,0.561538577079773,0.053585827350616455,7
U00615,G00511,sin comentarios.,ma'nen' ñi'ñi lun'ak',yawencha'ta,U00483,G00396,medium,0.6151244044303894,0.4586869776248932,0.15643742680549622,27
U00755,G00634,¡ha venido!,¡wek'lli!,¡pante'chek!,U00070,G01018,medium,0.8195785880088806,0.6248384118080139,0.1947401762008667,2
U01450,G01268,soy huérfano.,suila nuka'ka,tuluner'cheku nuka'ka,U01769,G01569,hard,0.7127792239189148,0.6563857197761536,0.05639350414276123,26
U01450,G01268,soy huérfano.,suila nuka'ka,doktor nuka'ka,U01098,G00957,medium,0.7127792239189148,0.5569239258766174,0.15585529804229736,42
U02158,G01938,somos profesores.,a'lek'tutek'lusa' nuka'kawa',nuka'kawa taserpilusa',U01250,G01086,hard,0.8117470145225525,0.7402760982513428,0.07147091627120972,2
U02158,G01938,somos profesores.,a'lek'tutek'lusa' nuka'kawa',insilan nuka'kawa',U00948,G00816,medium,0.8117470145225525,0.6404441595077515,0.17130285501480103,4
U01855,G01649,ellos aplaudieron.,nawa' inllipu'iteklatullina',iñer'daper yamerladallina',U01984,G01771,hard,0.6716318130493164,0.6074618697166443,0.06416994333267212,5
U01855,G01649,ellos aplaudieron.,nawa' inllipu'iteklatullina',iñer' panwilek'tullina',U01686,G01491,medium,0.6716318130493164,0.5141629576683044,0.15746885538101196,12
U01431,G01251,lo permitiré.,ta'itulekchek,yute'chek,U01765,G01566,hard,0.719480574131012,0.6287804245948792,0.09070014953613281,5
U01431,G01251,lo permitiré.,ta'itulekchek,ta'itula'lek,U00033,G00028,medium,0.719480574131012,0.5493096113204956,0.17017096281051636,8
U00861,G00737,nadie murió.,ñiden chimii'ñi,ñiden tumui'ñi,U00863,G00739,hard,0.7736659646034241,0.7216503024101257,0.05201566219329834,2
U00861,G00737,nadie murió.,ñiden chimii'ñi,ñidenler pata'pi'ñi aper'inpu'ek.,U02389,G02164,medium,0.7736659646034241,0.5591941475868225,0.21447181701660156,9
U02990,G02765,"al regresar de allí hablaron por ahí vive gente blanca, de ojos azules, de ojos claros.","nanekla adenchenna' luncha'llina' nanalupa' dadapu muda' nanpipalli, kañellu'ladatusu, adawa'ladatusu.","nerpi'lantetchuna' asu' kaiklusa', nadi'neklusa', taserpilusa', papinkulusa' tullima.",U02997,G02772,hard,0.6421846747398376,0.5383028388023376,0.1038818359375,2
U02990,G02765,"al regresar de allí hablaron por ahí vive gente blanca, de ojos azules, de ojos claros.","nanekla adenchenna' luncha'llina' nanalupa' dadapu muda' nanpipalli, kañellu'ladatusu, adawa'ladatusu.","wilawamui'na nawa' lli'apallinerku, uran'ukeklan3, uweklan, iñerkeklan lli'apallinerku wilaweklusa'.",U02411,G02186,medium,0.6421846747398376,0.4919893443584442,0.15019533038139343,5
U02686,G02461,mientras pasaba eso dice quemaron la casa.,nana nu'apasik ima di'serpidektullina'.,nanek ima inpinanerllanna' pek kuallina'.,U02892,G02667,hard,0.6791385412216187,0.6181714534759521,0.060967087745666504,2
U02686,G02461,mientras pasaba eso dice quemaron la casa.,nana nu'apasik ima di'serpidektullina'.,tanni'ma adenchanna' lunchallina' da'mupa'ser nana musun.,U02882,G02657,medium,0.6791385412216187,0.5223363637924194,0.15680217742919922,14
U03033,G02808,a eso dijeron ¡cuánto hemos sufrido para abrir el camino a moyobamba! dijeron.,nana nani'na itullina' ma'pu'si'pa' insekluteñek muyunpa inchilala yaekketchakwa' tullina'.,"adanda'nni'ma, nana katu'pa'chinpu'lusa' itudeklli ¡enchuku' di'tudekawa' asu' katu'pa'chinpu'lusa'!",U03082,G02857,hard,0.6642391681671143,0.6100430488586426,0.05419611930847168,2
U03033,G02808,a eso dijeron ¡cuánto hemos sufrido para abrir el camino a moyobamba! dijeron.,nana nani'na itullina' ma'pu'si'pa' insekluteñek muyunpa inchilala yaekketchakwa' tullina'.,"¡ma'nen ilipa' ñapalli anaka'lusa', nana inchilala yekketcha'kawa'su'lupa'!",U02847,G02622,medium,0.6642391681671143,0.5029195547103882,0.16131961345672607,6
