pair_id,ESP,SHIWILU
P00309,él no espera con tranquilidad.,NANA KU'LA WA'TENCHI'ÑI MUSICLANLEK'
P00310,él no espera en silencio.,NANA KU'LA WA'TENCHI'ÑI TA'TULA'KEK
P00311,el niño no estudia ciencias.,NANA WILA KU'LA ÑINCHITAPI'ÑI CIENCIAS
P00312,ella estudia ciencias.,NANA ÑINCHITAPALLI CIENCIAS
P00313,ella no estudia ciencias.,NANA KU'LA ÑINCHITAPI'ÑI CIENCIAS
P00314,ellas estudian historia.,NAWA' ÑINCHITAPALLINA' NANPIER'KASU'
P00315,ellas no estudian historia.,NAWA' KU'LA NINCHITAPI'ÑINA' NANPIER'KASU'
P00316,ellas no estudian ciencias.,NAWA' KU'LA NINCHITAPI'ÑINA' CIENCIAS
P00317,ellas estudian ciencias.,NAWA' NINCHITAPALLINA' CIENCIAS
P00318,ellos estudian el pasado.,NAWA' ÑINCHITULLINA NAKUA'SU
P00319,ellos estudian hoy.,NAWA' ÑINCHITULLINA IPA'LAKLA
P00320,ellos estudian el futuro.,NAWA' ÑINCHITULLINA YANAKUA'SU
P00321,la niña estudia ahora.,NANA WILLAKU'APER ÑINCHITAPALLI IPA'LA
P00322,la niña estudiara mañana.,NANA WILLAKU'APER ÑINCHITECHU EKLLI
P00323,las niñas estudiaran mañana.,NANA WILLA KU'APER'LUSA' ÑINCHITECHUNA' EKLLI
P00324,los niños estudiaran mañana.,NANA WILLALUSA' ÑINCHITECHUNA' EKLLI
P00325,los niños no estudian hoy.,WILLALUSA' KU'LA ÑINCHICHI'ÑINA' IPA'LA
P00326,los niños estudian hoy.,WILLALUSA' ÑINCHITULLINA' IPA'LA
P00327,nosotros no estudiamos hoy.,KENMU'WA' KU'LA ÑINCHITA'PI'ÑIDEK IPA'LA
P00328,tú estudias cocina.,KENMA ÑINCHITAPALA' KALU'TAK'
P00329,tú estudias medicina.,KENMA ÑINCHITAPALA' LULENTAK'
P00330,el niño habla en la escuela.,NANA WILLA LUNPA'LLI ÑINCHITUNAPIDEK'KEK
P00331,el niño no habla con su familia.,NANA WILLA KU'LA LUNPI'ÑI PATUN'NENLEK
P00332,el niño no habla en la casa.,NANA WILLA KU'LA LUNPI'ÑI PIDEKNENKEK
P00333,el niño habla con su familia.,NANA WILLA LUNPA'LLI PATUN'NENLEK
P00334,ella no habla con su familia.,NANA KU'LA LUMPI'ÑI PATUN'NENLEK
P00335,ellas no hablan en voz baja.,NAWA' KU'LA LUMPI'ÑINA TA'TULAN'NA'
P00336,ellas no hablan en la casa.,NAWA' KU'LA LUMPI'ÑINA PIDEK'KEK
P00337,ellas no hablan con su familia.,NAWA' KU'LA LUNPI'ÑINA PATUN'NEN'NA'LEK
P00338,ellos hablan en la casa.,NAWA' LUNPALLINA' PIDEK'KEK
P00339,ellos hablan en la escuela.,NAWA' LUNPALLINA' ÑINCHITUNAN'PIDEK'KEK
P00340,la niña no habla en la escuela.,NANA WILLAKU'APER KU'LA LUNPI'ÑI ÑINCHITUNAN'PIDEK'KEK
P00341,la niña no habla con su familia.,NANA WILLAKU'APER KU'LA LUNPI'ÑI PATUN'NEN'LUSA'LEK
P00342,la niña habla en la casa.,NANA WILLAKU'APER LUNPA'LLI  PIDEK'KEK
P00343,las niñas no hablan solas.,NANA WILAKUAPER'LUSA KU'LA LUNPI'ÑINA' NAWA'SA'
P00344,los niños hablan despacio.,NANA WILALUSA' LUÑINA' UTI'LA
P00345,nosotras hablamos fuerte.,KUDA LUÑIDEK IKERSU'
P00346,nosotras hablamos bien,KUDA LUÑIDEK MUSU'
P00347,nosotros no hablamos fuerte.,KUDA KU'LA LUI'ÑIDEK IKERSU'
P00348,nosotros no hablamos despacio.,KUDA KU'LA LUI'ÑIDEK UTI'LA
P00349,nosotros hablamos con su primo.,KUDA LUÑIDEK PRIMUNENLEK
P00350,tú no hablas en la iglesia.,KENMA KU'LA LUNPI'NA ILLISIAK
P00351,tú hablas en voz baja.,KENMA LUNPA'LA ADAWA'SU'
P00352,ustedes no hablan de ella,KENMAMA LUMPI'NAMA' NANAKIN
P00353,ustedes hablan entre ustedes.,KENMAMA LUMPA'LAMA KENMAMATUCHI
P00354,yo hablo en la iglesia.,KUA LUMPALEK ILLISIAK
P00355,yo me llamo erasmo,KUA IMPEKLUPALEK IRASHU
P00356,él habla por telefono.,NANA LUÑI WANA LUN'A'SUKEK
P00357,ella no lava la ropa.,NANA KU'LA PEKSA' PI'ÑI KUTUNLUSA'
P00358,ellos lavan los platos.,NAWA'PAMU'LLINA' SINANLUSA'
P00359,ellos no lavan los platos.,NAWA'KU'LA PAMUIÑINA' SINANLUSA'
P00360,ellos lavan la ropa.,NAWA'PEKSA´LLINA' KUTUNLUSA'
P00361,ellos no barren la casa.,NAWA'KU'LA WITEK'IÑINA PIDEK
P00362,ellos se lavan las manos.,NAWA'INPAMU ITEKLALLINA
P00363,las niñas lavan los platos.,NANA WILAKUAPER'LUSA' PAMUIÑINA' SINANLUSA'
P00364,las niñas no lavan los platos.,NANA WILAKUAPER'LUSA' KU'LA PAMUIÑINA' SINANLUSA'
P00365,nosotras nos lavamos las manos.,KUDA INPAMU' ITEKLALLIDEK
P00366,nosotras lavamos los platos.,KUDA PAMU'LLIDEK SINANLUSA'
P00367,nosotros lavamos los platos.,KUDA PAMU'LLIDEK SINANLUSA'
P00368,nosotros no lavamos los platos.,KUDA KU'LA PAMUI'ÑIDEK SINANLUSA'
P00369,tú te lavas las manos con agua.,KENMA PAMU'LA ITEKLAPEN DEKLEK
P00370,tú te lavas las manos con agua.,KENMA INWINSEK'LA DEKLEK
P00371,ustedes no lavan los platos.,KENMAMA' PAMUI'NAMA' SINANLUSA'
P00372,yo lavo la ropa.,KUA PEKSA'LEK KUTUN
P00373,él no lava la ropa.,NANA KU'LA PEKSI'ÑI KUTUN
P00374,él lava la ropa.,NANA PEKSA'LLI KUTUN
P00375,ella lee un libro.,NANA LUNTULLI ALA'SA' KERKA'
P00376,ella no lee una revista.,NANA KU'LA LUNCHIÑI ALA'SA' KERKA'
P00377,ellas leen una revista.,NAWA' LUNTULLINA' ALA'SA' KERKA'
P00378,ellas no leen un cuento.,NAWA' KU'LA LUNCHI'ÑINA ALA'SA' CUENTU
P00379,ellos leen un cuento.,NAWA' LUNTULLINA' ALA'SA' CUENTU
P00380,ellos leen una revista.,NAWA' LUNTULLINA' ALASA' KERKA'
P00381,las niñas leen un cuento.,NANA WILA KUAPERLUSA' LUNTULLINA' ALA'SA' CUENTU
P00382,las niñas leen un libro.,NANA WILA KUAPERLUSA' LUNTULLINA' ALA'SA' KERKA'
P00383,las niñas no leen un cuento.,NANA WILA KUAPERLUSA' KU'LA LUNCHI'ÑINA ALA'SA' CUENTU
P00384,los niños leen un libro.,NANA WILALUSA' LUNTULLINA' ALA'SA' KERKA'
P00385,los niños no leen un cuento.,NANA WILALUSA' KU'LA LUNCHI'ÑINA ALA'SA' CUENTU
P00386,nosotros leemos una revista.,KUDA LUNTULLIDEK ALA'SA' KERKA'
P00387,nosotros leemos un libro.,KUDA LUNTULLIDEK ALA'SA' KERKA'
P00388,nosotros no leemos una revista.,KUDA KU'LA LUNCHI'ÑIDEK ALA'SA' KERKA'
P00389,tú no lees un libro.,KENMA KU'LA LUNCHI'NA ALA'SA' KERKA'
P00390,tú lees una revista.,KENMA LUNTULA ALA'SA' KERKA'
P00391,yo no leo una revista.,KUA KU'LA LUNCHI'NEK ALA'SA' KERKA'
P00392,el niño limpia la casa.,NANA WILA WITEK'LLI PIDEK
P00393,ella no limpia la casa.,NANA KU'LA WITEK'IÑI PIDEK
P00394,ella limpia la casa.,NANA WITEK'LLI PIDEK
P00395,ella no limpia el cuarto.,NANA KU'LA WITEK'IÑI WICHI'AK
P00396,ellos no limpian la mesa.,NAWA'KU'LA PEKKUI'IÑINA MISA'
P00397,la niña no limpia la casa.,NANA WILA KUAPER KU'LA WITEK'IÑI PIDEK
P00398,la niña no limpia la mesa.,NANA WILA KUAPER KU'LA PEKKUI'IÑI MISA'
P00399,la niña no limpia el cuarto.,NANA WILA KUAPER KU'LA WITEK'IÑI WICHI'AK
P00400,las niñas no limpian la mesa.,NANA WILA KUAPERLUSA KU'LA PEKKUI'IÑINA MISA'
P00401,las niñas limpian la mesa.,NANA WILA KUAPERLUSA PEKKUI'LLINA' MISA'
P00402,los niños limpian la mesa.,NANA WILALUSA PEKKUI'LLINA MISA'
P00403,nosotras no limpiamos la mesa.,KUDA KU'LA PEKKUIA'PI'ÑIDEK MISA'
P00404,nosotros no limpiamos el cuarto.,KUDA KU'LA WITEK'API'ÑIDEK WICHI'AK
P00405,tú no limpias la mesa.,KENMA KU'LA PEKKUIA'PI'NA MISA'
P00406,tú no limpias el cuarto.,KENMA WITEK'API'NA WICHI'AK
P00407,ustedes limpian la mesa.,KENMAMA' PEKKUI'LAMA MISA
P00408,ustedes no limpian la casa.,KENMAMA' KU'LA WITEK'CHI'NAMA' PIDEK'KEK
P00409,yo limpio el cuarto.,KUA WITEK'TULEK WICHI'AK
P00410,yo no limpio la mesa.,KUA KU'LA PEKKUI'INEK MISA
P00411,el niño no nada en la piscina.,NANA WILA KU'LA IDUI'ÑI SEN'NAN'KEK
P00412,el niño nada con sus amigos.,NANA WILA IDUÑI EKKUANENLUSA'LEK
P00413,ellas nadan bajo la lluvia.,NAWA'IDUÑINA ULAN' WILEN'KEK
P00414,ellas no nadan con sus amigos.,NAWA' KU'LA IDUMPI'ÑINA' EKKUANEN'NA'LEK
P00415,ellos nadan bajo la lluvia.,NAWA' IDUÑINA' U'LAN WILENKEK
P00416,ellos nadan en la cocha.,NAWA' IDUÑINA' SENANKEK
P00417,la niña nada bajo la lluvia.,NANA WILAKUAPER' IDUÑI U'LAN WILENKEK
P00418,las niñas nadan en el río.,NANA WILAKUAPER'LUSA' IDUÑINA' KUPINDEK'SHADEK'KEK
P00419,las niñas nadan con sus amigos.,NANA WILAKUAPER'LUSA' IDUÑINA' EKKUANEN'NALEK
P00420,los niños no nadan bajo la lluvia.,NANA WILALUSA' KU'LA IDUNPIÑINA' U'LAN WILENKEK
P00421,nosotras no nadamos bajo la lluvia.,KUDA KU'LA IDUNPI'ÑIDEK U'LAN WILENKEK
P00422,nosotras nadamos bajo la lluvia.,KUDA IDUNPALLIDEK U'LAN WILENKEK
P00423,nosotras nadamos en la cocha.,KUDA IDUNPALLIDEK SENANKEK
P00424,nosotras no nadamos en la cocha.,KUDA KU'LA' IDUNPI'ÑIDEK SENANKEK
P00425,nosotros no nadamos en la cocha.,KUDA KU'LA' IDUNPI'ÑIDEK SENANKEK
P00426,nosotros no nadamos en el río.,KUDA KU'LA' IDUNPI'ÑIDEK KUPINDEK'SHADEK'KEK
P00427,tú nadas bajo la lluvia.,KEMMA IDUNPALA' U'LAN WILENKEK
P00428,yo nado bajo la lluvia.,KUA IDUMPALEK' U'LAN WILENKEK
P00429,yo no nado con sus amigos.,KUA KU'LA IDUMPINEK' EKKUANENLUSA'LEK
P00430,yo no nado en la cocha.,KUA KU'LA IDUMPINEK' SENANKEK
P00431,él nada bajo la lluvia.,NANA IDUÑI U'LAN WILENKEK 
P00432,él nada con sus amigos.,NANA IDUÑI EKKUANENLUSA'LEK
P00433,el niño no odia la oscuridad.,NANA WILA KU'LA LUYUIÑI KASISERLU'
P00434,el niño odia la oscuridad.,NANA WILA LUYULLI KASISER'LU'
P00435,ella odia la tarea.,NANA LUYULLI YANU'TA'SU'
P00436,ella no odia la tarea.,NANA KU'LA LUYUIÑI YANU'TA'SU'
P00437,ellos no odian la tarea.,NAWA'KU'LA LUYUIÑINA' YANU'TER'KASU'
P00438,las niñas odian la oscuridad.,NANA WILA KU'APERLUSA' LUYULLINA' KASISERLU'
P00439,las niñas odian la tarea.,NANA WILA KU'APERLUSA' LUYULLINA' YANU'TER'KASU'
P00440,los niños no odian la oscuridad.,NANA WILALUSA' KU'LA' LUYUIÑINA' KASISERLU'
P00441,nosotras odiamos la tarea.,KUDA LUYULLIDEK YANU'TA'KAWA'SU'
P00442,nosotros no odiamos la tarea.,KUDA KU'LA' LUYUIÑIDEK YANU'TA'KAWA'SU'
P00443,tú odias el ruido.,KENMA' LUYULA ILLIAN'SU'
P00444,ustedes odian el ruido.,KENMA'MA LUYULAMA' ILLIAN'SU'
P00445,yo no odio la tarea.,KUA KU'LA' LUYUINEK YANU'TA'KA'SU'
P00446,él odia la tarea.,NANA LUYULLI YANU'TA'SU'
P00447,el niño no olvida una fecha importante.,NANA WILA' KU'LA' PINANERIÑI ALA'SA' UKLLI PA'TA'SU'
P00448,ella olvida su cuaderno.,NANA PINANERIÑI KERKA'NEN
P00449,ellos estudian el presente.,NAWA' ÑINCHITULLINA NAKUPA'SU
P00450,¿Qué hace el perro por la noche?,¿MA'PU'PALLI ÑIÑI'WA DEKPILLI?
P00451,El doctor cura al paciente.,WA'DANLULENTUTEK LULENÑI KALUWINAN
P00452,Mi lengua vive en mi cabeza.,LA'LA'UK NANPIPALLI MUTU'UKEK
P00453,En el bosque me perdí,TANAK WER'LIEK
P00454,Me gusta el caldo de gallina.,IYATULEK WA'DANTE' DEK
P00455,¿Qué hace ella a mediodía?,¿MA'PU'PALLI NANA IKIÑEK UKLIK?
P00456,¿Qué hacen los niños en la fiesta?,¿MA'PU'PALLINA' WILALUSA' PISTAK?
P00457,Mi mamá cocina pescado.,AWAUK KALU'PALLI SAMER
P00458,mamá cocina pescado.,AWA KALU'PALLI SAMER
P00459,Mi mamá cocina caldo de gallina.,AWAUK KALU'PALLI WA'DANTE
P00460,Mi mamá cocina plátano,AWAUK AKUSULLI TANGU
P00461,Mañana iremos a la tienda.,EKLLI PA'ATER CHINTA'K
P00462,¿Qué hacen ustedes por la tarde?,¿MA'PU'LAMA' KEN'MAMA' ER'WA?
P00463,¿Qué hace el jaguar en la selva?,¿MA'PU'PALLI AMANA' TANAK'?
P00464,¿Qué hacen los hombres en el río?,¿MA'PU'PALLINA' ENMU'PINENLUSA' KUPIN DEKSHADEK'KEK?
P00465,Ella come arroz con pollo.,NANA KA'LLI PUMULADA WA'DANTEK WAWALEK'
P00466,Los niños cantan canciones alegres.,WILALUSA' TULUNER'LLINA' TULLUNER'LUSA' SAKEKSU'
P00467,El perro duerme en su cama.,ÑIÑIWA WICHI'LLI PEK'SA'NENKEK'
P00468,Nosotros jugamos fútbol en la calle.,KUDA INTEKLITULLIDEK PILUTAPI KALLIK'
P00469,El jaguar caza su alimento en silencio.,AMANA' MAPENÑI WERANEN TA'TULAN'
P00470,Ellos pescan con veneno de barbasco.,NAWA' PUR'LLINA' PUÑAÑIN SULLIMANLEK'
P00471,Yo canto por las mañanas.,KUA TULUNER'LEK DASU'LALUSA'
P00472,Tú cantas por las noches.,KENMA TULUNER'LA DEKPILLI'LUSA'
P00473,Él canta en la fiesta.,NANA TULUNER'LLI PISTAK
P00474,Ellos cantan juntos.,NAWA' TULUNER'LLINA MUMU'SU'
P00475,Nosotros cantamos juntos.,KENMU'WA' TULUNER'LEKWA' MUMU'SU'
P00476,El pájaro canta en las mañanas.,SHUNPULA PEK'KLALLI DASU'LALUSA'
P00477,Yo como arroz todos los días.,KUA KA'LEK PUMULADA IÑER'UKLLILUSA'
P00478,Tú comes pan con mantequilla.,KENMA KA'LA TANTA' MANTIKILLALEK
P00479,Él come frutas por la tarde.,NANA KA'LLI WAYU ER'WA
P00480,Ellos comen juntos en la mesa.,NAWA' WERAÑINA MUMU'SU' MISAK
P00481,Nosotros comemos en casa.,KUDA WERAÑIDEK PIDIK
P00482,Ese perro come rápido.,NANA ÑIÑIWA WERAÑI WIUKSU'
P00483,Yo duermo cinco horas al día.,KUA WICHA'PALEK ALI'TEKLUM URALUSA'
P00484,Tú duermes hasta tarde los sábados.,KENMA WICHA'PALA ER'WAWALEK' SAWADU'LUSA'
P00485,Él duerme en su cama.,NANA WICHA'PALLI CHIPECHEK'NENKEK
P00486,Ellos duermen en cuanto anochece.,NAWA' WICHA'PALLINA KASISERLA'SIK
P00487,Nosotros dormimos después de cenar.,KENMU'WA WICHA'TERWA WERAN'A'KA'SU'SUPINAK
P00488,El gato duerme en la mesa.,MISITU WICHI'LLI MISA'K
P00489,Yo juego a las escondidas con mi abuelo.,KUA INTEKLITULEK INSEKITAMU PAPINKU'UKLEK
P00490,Tú juegas en el patio.,KENMA INDEKLITULA INYULATE'KEK
P00491,Él juega con ellos.,NANA INDEKLITULLI NAWA'LEK
P00492,Ellos juegan juegos.,NAWA' INTEKLLITULLINA IÑER' UKLLILUSA'
P00493,Nosotros jugamos todos los días.,KUDA INTEKLLITULLIDEK IÑER' UKLLILUSA'
P00494,El niño juega con bloques.,WILA INTEKLLITULLI TUNTUNLUSA'LEK
P00495,Yo cazo con arco y flecha.,KUA YUNEK'APALEK' PEKTU'NANLEK' NALA EKDENPILEK
P00496,Tú cazas aves en la montaña.,KENMA DEI'TAPALA ILANSERLUSA' TA'NAK
P00497,Él caza con su padre.,NANA YUNEK'APALLI TATANENLEK
P00498,Ellos cazan juntos en el bosque.,NAWA' YUNEK'APALLINA' MUMU'SU' TANAK
P00499,Nosotros cazamos al amanecer.,KUDA YUNEK'LLIDEK UKLLIAPILASIK
P00500,El tigre caza sigilosamente.,NANA AMANA' MAPENÑI TATUSHALAN'
P00501,Yo pesco con caña en el río.,KUA PUR'APALEK DEKSAMERNALALEK KUPINDE'SHADE'KEK
P00502,Tú pescas los domingos.,KENMA PUR'APALA TUMINKU'LUSA'
P00503,Él pesca en el mar con su abuelo.,NANA PUR'APALLI KUPIN SEN'NAK PAPINKUNENLEK
P00504,Ellos pescan desde la orilla.,NAWA' PUR'LLINA' UKUCHIKLANEK
P00505,Nosotros pescamos en grupo.,KENMU'WA' PUR'LEK'WA' MUMU'SU'
P00506,El hombre pesca con red.,ENMU'PINEN PUR'LLI REDLEK'
P00507,ellas no olvidan una fecha importante.,NAWA' KU'LA PINANER'I'ÑINA' ALA'SA UKLI MUA'SU'
P00508,ellos no olvidan la tarea.,NAWA' KU'LA PINANER'I'ÑINA' YANU'TER'KASU'
P00509,ellos no olvidan una fecha importante.,NAWA' KU'LA PINANER'I'ÑINA' ALA'SA UKLI MUA'SU'
P00510,ellos olvidan sus cuadernos.,NAWA' PINANER'LLINA' KER'KA'NEN'NA'
P00511,la niña no olvida una fecha importante.,NANA WILA KU'APER KU'LA PINANER'I'ÑI ALA'SA UKLI PA'TA'SU'
P00512,las niñas olvidan una fecha importante.,NANA WILA KU'APERLUSA PINANER'LLINA'  ALA'SA UKLI PA'TA'SU'
P00513,los niños olvidan la tarea.,NANA WILALUSA' PINANER'LLINA' YANU'TER'KASU'
P00514,los niños no olvidan la tarea.,NANA WILALUSA' KU'LA PINANER'I'ÑINA' YANU'TER'KASU'
P00515,los niños olvidan una fecha importante.,NANA WILALUSA' PINANER'LLINA'  ALA'SA UKLI PA'TA'SU'
P00516,nosotras no olvidamos sus cuadernos.,KUDA KU'LA PINANER'API'ÑIDEK KER'KA' PENMA'
P00517,nosotras olvidamos una fecha importante.,KUDA PINANER'LLIDEK ALA'SA UKLI PA'TA'SU'
P00518,nosotros olvidamos su cuaderno.,KUDA PINANER'LLIDEK KER'KA'NEN
P00519,tú olvidas su cuaderno.,KENMA PINANER'LA' KER'KA'NEN
P00520,tú olvidas tu cuaderno.,KENMA PINANER'LA' KER'KA'PEN
P00521,ustedes no olvidan una fecha importante.,KENMAMA' PINANER'API'NAMA' ALA'SA' UKLI PA'TA'SU'
P00522,yo no olvido una fecha importante.,KUA KU'LA PINANER'API'NEK ALA'SA' UKLI PA'TA'SU'
P00523,yo olvido una fecha importante.,KUA PINANER'LEK ALA'SA' UKLI PA'TA'SU'
P00524,él olvida la tarea.,NANA PINANER'LLI YANU'TA'SU'
P00525,ella piensa en su tarea.,NANA LLI'INU'TAPALLI YANU'TA'SU'NEN'KEK
P00526,ella no piensa en su tarea.,NANA KU'LA LLI'INUTAPI'ÑI YANU'TA'SU'NEN'KEK
P00527,ellos piensan en su casa.,NAWA'LLI'INU'PALLINA' PIDEK'NEN'NAK
P00528,la niña no piensa en su tarea.,NANA WILA KUAPER KU'LA LLI'INU'PI'ÑI YANU'TA'SUN'NEN'KEK
P00529,las niñas piensan en su familia.,NANA WILA KUAPERLUSA LLI'INUPALLINA PA'TU'NEN'NAK
P00530,los niños no piensan en su familia.,NANA WILALUSA KU'LA LLI'INU'PI'ÑINA' PA'TU'NEN'NAK
P00531,los niños no piensan en su tarea.,NANA WILALUSA KU'LA LLI'INU'PI'ÑINA' YANU'TER'KEK
P00532,los niños no piensan en su casa.,NANA WILALUSA KU'LA LLI'INU'PI'ÑINA' PIDEK'NEN'NAK
P00533,los niños piensan en su tarea.,NANA WILALUSA LLI'INU'PALLINA' YANU'TERK'KEK
P00534,nosotras no piensamos en su familia.,KUDA KU'LA LLI'INU'PI'ÑIDEK PA'TU'NEN'KEK
P00535,nosotras piensamos en su familia.,KUDA LLI'INU'PALLIDEK PA'TU'NEN'KEK
P00536,nosotros piensamos en su familia.,KUDA LLI'INU'PALLIDEK PA'TU'NEN'KEK
P00537,tú no piensas en su familia.,KENMA KU'LA LLI'INUPI'NA PA'TU'NEN'KEK
P00538,él piensa en su casa.,NANA LLI'INULLI PIDEK'NEN'KEK
P00539,el niño no pinta un dibujo.,NANA WILA KU'LA LLINSERI'ÑI ALA'SA' DIBUJU
P00540,ella pinta una casa.,NANA LLINSERLLI ALA'SA' PIDEK
P00541,ellas no pintan un dibujo.,NAWA' KU'LA LLINSERI'ÑINA ALA'SA' DIBUJU
P00542,ellas no pintan una casa.,NAWA' KU'LA LLINSERI'ÑINA ALA'SA' PIDEK
P00543,la niña pinta una flor.,NANA WILA KUAPER LLINSERLLI ALA'SA DANKU
P00544,la niña pinta un plátano.,NANA WILA KUAPER LLINSERLLI ALA'SA TANKU
P00545,las niñas no pintan un dibujo.,NANA WILA KUAPERLUSA' KU'LA LLINSERI'ÑINA ALA'SA' DIBUJU
P00546,nosotras no pintamos una flor.,KUDA KU'LA LLINSERI'ÑI'DEK ALA'SA' DANKU
P00547,yo pinto un dibujo.,KUA LLINSERLEK ALA'SA' DIBUJU
P00548,yo pinto una flor.,KUA LLINSERLEK ALA'SA' DANKU
P00549,yo pinto una casa.,KUA LLINSERLEK ALA'SA' PIDEK
P00550,yo no pinto una casa.,KUA KU'LA LLINSERI'NEK ALA'SA' PIDEK
P00551,él no pinta una casa.,NANA KU'LA LLINSERI'ÑI ALA'SA' PIDEK
P00552,el niño recuerda una canción.,NANA WILA LLI'INUTA'PALLI ALA'SA' TULUNER'
P00553,el niño no recuerda una canción.,NANA WILA KU'LA LLI'INUTA'PI'ÑI ALA'SA' TULUNER'
P00554,ella no recuerda su nombre.,NANA KU'LA LLI'INUTAPI'ÑI LLILLINEN
P00555,ella no recuerda una canción.,NANA KU'LA LLI'INUTAPI'ÑI ALA'SA' TULUNER'
P00556,ellas no recuerdan una canción.,NAWA'KU'LA LLI'INUTAPI'ÑINA ALA'SA' TULUNER'
P00557,ellas no recuerdan su nombre.,NAWA'KU'LA LLI'INUTAPI'ÑINA LLILLINEN
P00558,ellas no recuerdan una historia.,NAWA'KU'LA LLI'INUTAPI'ÑINA ALA'SA HISTURIA
P00559,ellos recuerdan su nombre.,NAWA'LLI'INUTAPALLINA LLILLINEN
P00560,ellos no recuerdan su nombre.,NAWA'KU'LA LLI'INUTAPI'ÑINA LLILLINEN
P00561,las niñas no recuerdan una canción.,NANA WILA KUAPERLUSA KU'LA LLI'INUTAPI'ÑINA ALA'SA' TULUNER'
P00562,las niñas no recuerdan su nombre.,NANA WILA KUAPERLUSA KU'LA LLI'INUTAPI'ÑINA LLILLINEN
P00563,las niñas no recuerdan una historia.,NANA WILA KUAPERLUSA KU'LA LLI'INUTAPI'ÑINA ALA'SA' HISTURIA
P00564,los niños recuerdan su nombre.,NANA WILALUSA LLI'INU'TAPALLINA' LLILLINEN
P00565,nosotras no recordamos su nombre.,KUDA KU'LA LLI'INUTA'PI'ÑIDEK LLILLINEN
P00566,tú recuerdas una historia.,KENMA LLI'INUTAPALA ALA'SA' HISTURIA
P00567,ustedes no recuerdan una historia.,KENMAMA' KU'LA LLI'INUTAPI'NAMA' ALA'SA' HISTURIA
P00568,ustedes no recuerdan su nombre.,KENMAMA' KU'LA LLI'INUTAPI'NAMA' LLILLINEN
P00569,él no recuerda una historia.,NANA KU'LA LLI'INUTAPI'ÑI ALA'SA' HISTURIA
P00570,el niño sube la escalera.,NANA WILA CHINTEK'LLI CHINTEN'NAK
P00571,el niño sube al segundo piso.,NANA WILA CHINTEK'LLI KATU' MUSEN'KEK
P00572,ella sube al segundo piso.,NANA CHINTEK'LLI KATU' MUSEN'KEK
P00573,ellos no suben al segundo piso.,NAWA' KU'LA CHINTEK'IÑINA KATU' MUSEN'KEK
P00574,ellos suben la escalera.,NAWA' CHINTEK'TULLINA CHINTEN'NAN
P00575,la niña sube la escalera.,NANA WILA KUAPER CHINTEK'TULLI CHINTEN'NAN
P00576,la niña no sube a la montaña.,NANA WILA KUAPER KU'LA CHINTEK'IÑI MUTUPIK
P00577,las niñas suben a la montaña.,NANA WILA KUAPERLUSA CHINTEK'LLINA MUTUPIK
P00578,las niñas no suben a la montaña.,NANA WILA KUAPERLUSA KU'LA CHINTEK'IÑINA MUTUPIK
P00579,los niños suben la escalera.,NANA WILALUSA' CHINTEK'LLINA CHINTEN'NAK
P00580,los niños no suben al segundo piso.,NANA WILALUSA' KU'LA CHINTEK'IÑINA KATU' MUSEN'KEK
P00581,los niños no suben a la montaña.,NANA WILALUSA' KU'LA CHINTEK'IÑINA MUTUPIK
P00582,nosotros no subimos la escalera.,KUDA KU'LA CHINTEK'IÑIDEK CHINTEN'NAK
P00583,nosotros no subimos a la montaña.,KUDA KU'LA CHINTEK'IÑIDEK MUTUPIK
P00584,nosotros subimos al segundo piso.,KUDA CHINTEK'LLIDEK KATU' MUSEN'KEK
P00585,tú no subes la escalera.,KENMA KU'LA CHINTEK'INA CHINTEN'NAK
P00586,ustedes suben a la montaña.,KENMAMA' CHINTEK'LAMA' MUTUPIK
P00587,yo no subo a la montaña.,KUA KU'LA CHINTEK'INEK MUTUPIK
P00588,él sube a la montaña.,NANA CHINTEK'LLI MUTUPIK
P00589,él sube al segundo piso.,NANA CHINTEK'LLI KATU' MUSEN'KEK
P00590,él no sube la escalera.,NANA KU'LA CHINTEK'IÑI CHINDEN'NAK 
P00591,él no sube a la montaña.,NANA KU'LA CHINTEK'IÑI MUTUPIK
P00592,el niño no trabaja todos los días.,NANA WILA KU'LA SAKA'TAPI'ÑI IÑER'UKLLILUSA'
P00593,el niño no trabaja con alegría.,NANA WILA KU'LA SAKA'TAPI'ÑI SAKEKSU'
P00594,ella no trabaja todos los días.,NANA KU'LA SAKA'TAPI'ÑI IÑER'UKLLILUSA'
P00595,ella no trabaja en la escuela.,NANA KU'LA SAKA'TAPI'ÑI ÑINCHITUNAPIDEK'KEK
P00596,ella trabaja con alegría.,NANA SAKA'TAPALLI SAKEKSU'
P00597,ellas no trabajan en la escuela.,NAWA'KU'LA SAKA'TAPI'ÑINA' ÑINCHITUNAPIDEK'KEK
P00598,ellas no trabajan con alegría.,NAWA'KU'LA SAKA'TAPI'ÑINA' SAKEKSU'
P00599,ellas no trabajan todos los días.,NAWA'KU'LA SAKA'TAPI'ÑINA' IÑER' UKLLILUSA'
P00600,ellos no trabajan en la casa.,NAWA'KU'LA SAKA'TAPI'ÑINA PIDEK'KEK
P00601,ellos no trabajan todos los días.,NAWA'KU'LA SAKA'TAPI'ÑINA IÑER' UKLLILUSA'
P00602,ellos trabajan en la casa.,NAWA'SAKA'TAPALLINA PIDEK'KEK
