pair_id,ESP,SHIWILU
P00239,"Cavando, salió ahí mismo donde estaba sentado el Tigre.",Iwa’tan ima asu’ du’apak’inchi Amana’ pekpikuñi.
P00240,“¡Qué grandes son tus testículos!” dijo en su corazón el Carachupa.,“¡A’mellulunpi ken a’ka” kankañik!” tulli Chi’lek.
P00241,Ya estaba delgadita la tierra (cerca a la superficie) y el Carachupa tuvo la idea de agarrar los testículos del Tigre.,"Ipi’ma simensha lupa’, Chi’lek kankantuwiñi yapilli’tan Amana’ kadu’pinen."
P00242,"Nuevamente, vio que los testículos del Tigre colgaban.",Lli’nunta’llima nanek ukunpalli Amana’ kadu’lanenlusa’.
P00243,"“¡Qué grandes habían sido tus testículos, tío!” volvió a decirle en su corazón.","“¡A’mellulunpin a’ka, apetchá!” itununta’llima kankañik ."
P00244,"Diciéndo eso, le agarró de los testículos y se colgó de sus huevos el Carachupa.","Nu’tan imi’na, pilli’kadu’latan ima, ukunkadu’lalli nana Chi’lek."
P00245,El Carachupa le arrancó los testículos al Tigre.,Chi’lekler usetchekkadu’lalli Amana’.
P00246,"Revolcándose y gritando de dolor, el Tigre se levantó y corrió capado.","Inpikanpan ima, Amana’ lamapu’pan ikercha’su’, yunsan tekka’lli makadu’lapi."
P00247,"Entonces, el Carachupa agarró su pifuano y corrió en otra dirección.",Nu’an Chi’lek pilenñanen man tekka’lli ala’lupa’pi’la.
P00248,Cuando había pasado aproximadamente un mes,Ala’dukerpu’su’ nakusik
P00249,Nuevamente el Carachupa volvió a tocar su pifuano en una fiesta.,Nanapu’si’la Chi’lek pilenñantununta’lli pistak.
P00250,Ahí las mujeres otra vez bailaban contentas.,Nanek shaya’lusa’ lansa’nunta’llina’ sakeksu’.
P00251,Ya cuando terminó el baile,Ipi’ma pista ta’wantusik
P00252,el Carachupa regresó a su casa a dormir.,Chi’lek adanta’lli pidekñik yawichi’nta’n.
P00253,Cuando llegó a su casa se encontró con el Tigre que lo estaba esperando.,Pidekñik ektu’nta’sik inkanañi Amana’lek wa’ten’apa’su’.
P00254,"“Ahora sí, sobrino, te voy a comer”, le dijo.","“Ipa’la’ka, surinú, ka’etchen,” itullima."
P00255,"“No me comas, tío. ¿Por qué me vas a comer?”","“Aner’ yaka’tun, apetchá. ¿Ma’ki’na ka’etchunku?”"
P00256,Entonces el Carachupa se escapó corriendo.,Ipa’linchi Chi’lek chi’yeklli tekka’nta’n.
P00257," “Ahora sí, atrápame, tío” le dijo el Carachupa al Tigre.","“Ipa’la a’ka pilli’tuu, apetchá!” itulli Chi’lekler Amana’."
P00258,El Carachupa corrió rápidamente donde las mujeres y les dijo: ,Chi’lek wiuksu’ tekka’nta’lli shaya’lusak. Itudeklli: 
P00259,"“Escóndanme, el Tigre me quiere atrapar”.","“Sekkituu’ku’, Amana’ yapilli’tullun”"
P00260,"Las mujeres, dice, le bañaron con resina de leche caspi y le pegaron plumas en todo su cuerpo.",Shaya’lusa’ler a’ma’tanna’ ekka’deklek anpulu’lek a’per’ku’tullina’ iñer’ pinen.
P00261,"Cuando hacían eso, el tigre Viejo llegó nuevamente.",Nu’apa’ser’ ima Amana’ taserpi nanapu’si’la ektu’nunta’lli.
P00262,"Al ver al Carachupa cubierto de plumas, le desconoció.",Lli’an Chi’lek anpulu’wa’nsu’ a’pinta’ luwerchi’ñi.
P00263,“¿Quién es este señor?” les fue a decir (a las mujeres).,“Den i’na asu’ yalli’?” itukundekllima.
P00264,“Este es el hombre enplumado”,“Asui’na anpulu’ muda’”
P00265,le dijeron las mujeres al Tigre.,itullina’ nana shaya’lusa’ler Amana’.
P00266,"Entonces, el Tigre se fue por otro lado en busca del Carachupa.",Ipa’linchi Amana’ pa’lli nellupa’pi’la yadunker’an Chi’lek.
P00267,"“¡Pifuanea otra vez, vamos a bailar!” ","“¡Pilenñantununter’, lanserchidek!” "
P00268,le dijeron al Carachupa (las mujeres).,itullina’ Chi’lek.
P00269,El Carachupa volvió a pifuanear y las mujeres nuevamente volvieron a bailar felices.,Chi’lek pilenñantununta’lli. 
P00270,"Desde entonces y hasta el día de hoy, el viejo Tigre está buscando a su sobrino Carachupa.",Naneklanek Amana’ taserpi ipa’lalek dunker’apalli surinunen Chi’lek.
P00271,Un joven quería tener enamorada y salió a buscar.,"Ala’sa’ nadi’nek yaekkuanwanwiñi, yunsu’lli yadunker’an."
P00272,"Yendo a ver a una señorita, le propuso que sea su enamorada.","Ala’sa’ wilalun lli’kun, dunker’lli ekkuanenki."
P00273,La señorita le dijo: ,Wilalunler itulli: 
P00274,“Te voy a querer si me traes yuca cocinada”.,“Luwantetchen keritupachinku ker’ akusupi”.
P00275,Eso fue a regalarle a su pretendida.,Nana panunta’lli ekkuanen yaña’su’.
P00276,La señorita lo recibió y le dijo: ,Wilalunler sekkaper’an itulli: 
P00277,“Ahora regálame caña de azúcar”.,“Ipa’la panu’u lasenñan”.
P00278,"Entonces, el joven fue a la chacra de su mamá, fue a traer una carga de caña.","Ipa’linchi nadi’nek pa’lli awanen menmiñik, makuñi ala’ tenpunan lasenñan."
P00279,Eso también fue a regalarle a la señorita.,Nananta’ wilalun panunta’lli.
P00280,La señorita lo recibió y le dijo:,Wilalunler sekkaper’an itulli:
P00281," “Ahora sí, si me traes ají te voy a querer”.", “Ipa’la’ka nuka’ keritupachinku luwantetchen”.
P00282,El joven se fue nuevamente a la chacra de su abuelita.,Nadi’nek nanapu’si’la pa’lli aminen menmiñik.
P00283,"De ahí, fue a traer un voltijo de ají.",Nanekla makuñi nuka’ ala’ pu’pi.
P00284,Mientras volvía venía diciendo: ,Adanpilencha’n tapilencha’lli: 
P00285,“Con esto sí que me va a querer esa señorita”.,“Asu’lek a’ka ipa’ luwantetchunku nana wilalunsha”.
P00286,"Llegando, fue a regalarle el voltijo de ají.",Ektu’nta’n panunta’lli nuka’ pu’pi.
P00287,"Entonces, la señorita le dijo: ",Ipa’linchi wilanlunler itulli: 
P00288,"“¿Acaso yuca cocinada, acaso caña de azúcar, acaso ají te he pedido?","“¿Ker’ akusupi a’cha, lasenñan a’cha, nuka’ a’cha lekllin?"
P00289,"Yo te he pedido yungururo, pinsha, paujil .","Kui’na lekllen dunkululun, duwin, isha."
P00290,"Tú no vales nada, eres un afasi.","Kenma ma’kek pa’chi’na, uku’lu’tekken nuka’ma."
P00291,"Vete, regrésate, ahorita te voy palear”, le ha dicho al joven.","Paker’ adanter’, ipia’la nalaktetchen itullima’ nadi’nek."
P00292,Él se fue calladito.,Nana ta’tulan panta’lli.
P00293,"Por no entender el pedido de la señorita, no consiguió enamorada.",Lachek’inpu’n wilalunler lek’a’su’ ekkuanen kani’ñi.
P00294,Yo conocí Yurimaguas cuando era adolescente.,Kua luwerchulek Yurimawa’ nadi’nek wawaku ñamu.
P00295,"Cuando enfermó mi mamá, viajamos en el bote de mi hermano.",Kaluwi’sik awawek yalli’shawek a’llupi nunkek pa’llidek.
P00296,Fuimos para mandar curar a nuestra mamá en el hospital.,A’lulentukuñidek awawidek uspitalkek.
P00297,Ahí conocí el río Aipena hasta su desembocadura en el Huallaga.,Nanek luwerchulek Erpina’ chinpenñanenwalek Wella’dik.
P00298,"Me asusté al ver este río, ancho es su agua.","Imanantulek lli’amu asu’ kupin dekshadek, du’wadek nuka’a."
P00299,"Su agua es turbia, no me gustó, no la quería tomar.","Deknen uchulu’dek, iyachi’nek, iyui’nek."
P00300,"Tampoco quería bañarme, al ver su agua lodosa.",Yaami’nek’unta’ mumulu’dek lli’amu.
P00301,"De esta manera, hemos surcado el Huallaga.",Nu’su’ penwinerchullidek Wella’dek.
P00302,"Entonces, conocí el pueblo de Lagunas. Ahí también dormimos.",Nanek luwerchulek Sennan Ñinanlu’. Nanek’unta’ wichi’llidek.
P00303,"Solo de día surcábamos, de noche no.","Uklliksa’ penwinerllidek, dekpilli’ ku’la."
P00304,"Después de surcar cuatro días, llegamos a Yurimaguas.",Inkatu’ ukllik penwineramudek ektu’llidek Yurimawak.
P00305,Mi hermano viajaba con su esposa.,Yalli’shawek sadinlek pa’lli.
P00306,"De comida llevamos carne, masato y yuca; nada nos faltó mientras surcábamos.","Chuchu, uklulu’, ker’ ekpa’llidek weranki; ma’nen pawanchi’ñidek penwinerapilamudek."
P00307,"Al llegar a Yurimaguas yo me asusté, al ver la ciudad tan grande.",Kua ektu’mu Yurimawak imanantulek lli’amu a’llupi ñinanlu’.
P00308,Poco a poco me he acostumbrado.,Uti’lakla da’iyalek.
P00309,No conocía las calles.,Kallilusa’ luwerchi’nek.
P00310,Ahí probé por primera vez lo que llaman,Nanek luwerchulek “raspadilla” iter’kasu’.
P00311,"Comprando, he chupado y me ha gustado.","Mapa’tamu pisha’lek, iyatulek."
P00312,En ese tiempo no existía eso que llaman “curichi”.,Nana “curichi” iter’kasu’ napi’pu’ ñinpu’wiñi.
P00313,"Asimismo, conocí el mercado. ",Nanek’unta’ luwerchulek mercado.
P00314,Vi que vendían de todo.,Lli’lek uku’later’kasu’ dudinpu’lusa’.
P00315,"Llegando a Yurimaguas nos hospedamos en la casa de un shiwilu, en la orillita del Huallaga.",Ektu’mudek Yurimawak da’kuñidek ala’sa’ Shiwilu pideknenkek. 
P00316,Su nombre era Evangelista Chota Mozombite.,Llillinen Banji Chuta Musunpiti.
P00317,"A este hermano Evangelista, otros que eran como él le decían “Yacuruna” porque tenía la frente pelacha.","Asu’ yalli’wa Vanji nawa’pu’a’su’daperler itullina’ Dekmuda’, nuweklatu’ta’su’malek. "
P00318,"En Yurimaguas estuvimos una semana, hasta que terminaran de curar a mi mamá.","Yurimawak ñapawiñidek ala’ simana’, awawek lulen’er’kekwalek."
P00319,"Terminada la curación, regresamos a Jeberos en el mismo bote de mi hermano.","Ta’wantusik lulen’er’kasu’ adencha’llidek Shiwiluk, a’llupi nunkek i’la yalli’shawekki."
P00320,Ahí también viajaron los profesores que iban a trabajar en Jeberos.,Nanek’unta’ ukllina’ a’lektuteklusa’ yasaka’tanna’ Shiwiluk.
P00321,"Siendo ya un hombre joven, fui nuevamente a Yurimaguas para inscribirme como soldado, para obtener mi libreta militar.","Nanekla pa’nunta’lek Yurimawak a’pinta’ nadi’nektamu, yainllinserlapimu, yaa’ñamu kirka’wek suntatuki"
P00322,"Esa vez me quedé tres meses, trabajando para comprar mi ropa.",Napi’pu’ lli’alek kala duker’ yasaka’tamu mapa’tak kutunweklusa’.
P00323,"Siendo ya un joven, yo también quería vestirme como los demás.",Ipa’ nadi’nektamu kuanta’ yai’shiwanek ali’ladaperpu’su’.
P00324,Así conocí Yurimaguas. ,Nu’su’ luwerchulek Yurimawa’. 
P00325,"Ahora acá vivo, tengo casa.","Ipa’la asek nanpipalek, pidekwanpalek."
P00326,Yurimaguas es bonito solo en el centro de la ciudad.,Yurimawa’ u’chimusha nuka’a ikiñik ñinanlu’sak. 
P00327,Sus casas son bonitas. ,Pideknenlusa’ u’chimushala nuker’ka. 
P00328,Su iglesia es todavía más bonita.,Illisianen a’pinta’ u’chimusha nuka’a. 
P00329,Al costado de su plaza están las tiendas.,Plazanen lallinteklusak ñapallina’ chinta’lusa’. 
P00330,"Ellos venden motocarros, celulares, furgonetas y otras cosas más de valor.","Nawa’ uku’latullina’ mutucarrulusa’, celularlusa’, furgunetalusa’, a’pinta’ dudinpu’lusa’ pa’ter’kasu’. "
P00331,También está la iglesia y el palacio municipal donde trabaja el alcalde.,"Nanek’unta’ ñapalli illisia, alakanter’lusa’ pideknen, naneklanek alakanter’ saka’tapalli. "
P00332,En todo el pueblo hay bastantes tiendas.,Iñer ñinanluk wapu’ chinta’lusa’ ñapallina’. 
P00333,"También está su mercado, como ya les había dicho. ","Nanek’unta’ mercadunen ñapalli, ipa’ ituwiñenma’. "
P00334,Ahí venden de todo.,Nanek dudinpu’ uku’latullina’.
P00335,Puedes comprar lo que quieras:,Kenma luwanta’masu’ mapa’tunansin: 
P00336,"pescado, carne de chancho, gallina, condimentos, frutas, golosinas.","samer, kusherlu’, wa’dantek, pimuladalusa’, wayulusa’, kaser’llalusa’."
P00337,"Todo lo que quieras, allá lo vas a encontrar.",Iñer’ luwanta’masu’ nanek kanenchu.
P00338,En este mercado he trabajado tres meses como barredor. ,Asu’ mercaduk saka’tulek kala duker witektamu. 
P00339,Ahí he ganado mi platita.,Nanek kana’lek kulliker’chawek.
P00340,Con eso he comprado lo que me faltaba.,Nanalek mapa’tulek ma’nen’unta’ pawanta’kasu’.
P00341,"En el centro del pueblo las calles son bonitas, ","Ikiñik ñinanluk kallilusa’ u’chimusha nuker’ka, "
P00342,pero en las afueras las calles no son buenas.,dunsanlupi’na kallilusa’ mui’ñina’
P00343,Cuando llueve se forma barro.,U’lansik mumulu’tullina’. 
P00344,Después de la lluvia no se puede caminar,U’lan ma’ta’ yennichi’nek dekkunta’kasu’
P00345,", es demasiado lodoso.",", nakusu’ mumulu’ nuka’a."
P00346,Eso nomás no vale de Yurimaguas.,Nanasa’ mui’ñi Yurimawakki.
P00347,"Cuando caminas por la calle, así doble de barro se pega a tu zapato.","Pa’a’sin kallilupa’, u’ne tanalu’ mumulu’ pasuñi."
P00348,Eso nomás no me gusta.,Nanasa’ musu’ a’kankanchi’ñu.
P00349,A veces quiero volver a mi pueblo.,Nerpi’pu’lusa’ ñinanlu’wekkek yaadanta’lek.
P00350,Allá sí que después de la lluvia no se forma barro,"Nanek a’ka’ u’lan ma’ta’ lli’i’nek mumulu’,"
P00351,", bonito se camina por la calle.", kallik u’chimusha dekkuntulek.
P00352,En la calle no se ensucia tu zapato.,Kallik sapatupen uchui’ñi.
P00353,"Esta enfermedad llegó a fines del año 2019, ","Asu’ kaluwi’ ektu’kerlli 2019 ta’wantapilasik, "
P00354,por eso le pusieron el nombre de covid-19.,nanamalek llillinen aku’tullina’ kuvi-19.
P00355,"Esta enfermedad nunca la habíamos conocido, como conocemos otras enfermedades.","Asu’ kaluwi’ ñi enpi’ luwer’chi’nekwa’, ali’la kaluwi’lusa’pu’su’."
P00356,Las enfermedades que habían antiguamente eran: ,Napi’ kaluwi’lusa’ ñiwiñina’: 
P00357,"tos ferina, sarampión, viruela, quitamuro.","chinku’kaluwi’, saranpion, sa’la’pi, sa’punpi."
P00358,"Estas enfermedades ya desaparecieron, los wiracochas que conocen de medicina le encontraron su vacuna; ","Asu’ kaluwi’lusa’ ipa’ wer’llina’, wa’danlusa’ ilulenna ñinchiter’kasu’, nawa’ler vacunanen kanintullina’; "
P00359,con eso curaron (a los pacientes) hasta que desaparecieron (las enfermedades).,nanalek lulendekllina’ wer’akwalek.
P00360,"A estas (enfermedades) nadie las ha producido,","Asu’ kaluwi’lusa’ nawa’ ñidenler nu’chi’ñi, "
P00361, por eso desaparecieron rápidamente.,nanamalek wiuksu’ wer’llina’. 
P00362,"Ahora, en cambio, dicen que el covid-19 fue producido por el hombre.",Ipa’li’na tullina’ kuvi-19 enmu’pinenler nu’tulli.
P00363,Ya van tres años desde que llegó esta enfermedad.,Ipa’ kala ekkilala ñapilalli asu’ kaluwi’ ektu’kera’su’.
P00364,"Con eso murieron muchos hermanos de edad avanzada,",Nanalek muinchi yalli’lusa’ chimiñina’
P00365," las hermanas mayores murieron,",", sha’shalusa’ chimiñina’, "
P00366," los señores importantes murieron,","yalli’lusa’ pa’ter’kasu’nta’ chimiñina’, "
P00367," los doctores murieron, ","lulentulusa’ chimiñina’, "
P00368,muchos policías murieron.,muinchi suntaDulusa’ chimiñina’.
P00369,"Esta enfermedad ha arrasado en toda la Tierra, ","Asu’ kaluwi’ iñer’ Lupak panker’chulli,"
P00370,"hasta hoy sigue arrasando, ","ipa’lalek panker’chapilalli,"
P00371,no pueden encontrar su cura., innichi’ñina’ kananer’kasu’ ilulennanen.
P00372,"Sin embargo, ahora ya han encontrado una vacuna, con eso están tratando (a la gente).","Ipa’li’na ipa’ kanañina’ vacunanen, nanalek lulen’apadekllina’."
P00373,"Pero todavía no han vacunado en toda la Tierra, falta aún la mitad de la población mundial.","Ku’li’na iñer’ Lupak lulendek’i’ñina’pi’la,"
P00374,"Los hermanos que viven en la chacra, ","Yalli’lusa’ nanpier’ka’su’ menmik,"
P00375,a ellos todavía falta vacunar., nawa’ pawanpallina’pi’la lulendek’er’ka’su’.
P00376,Primero comenzaron a vacunar a los mayores,"Nanentu tenmiansu’llina’ lulenter’ka’su’ taserpilusakla, "
P00377,", después a los jóvenes, ","nanekla nadi’neklusa’,"
P00378,ahora están vacunando a los niños; , ipa’la lulendek’apallina’ wilalusa’; 
P00379,"dos veces, tres veces les están vacunando.","katu’lu’, kalalu’ lulendek’apallina’."
P00380,"Con eso, dice, la enfermedad del covid-19 no les va a coger.",Nanalek ima kuvi-19 kaluwi’ler a’pinta’pilli’tudek’i’nchu. 
P00381,"El día que te vas a mandar vacunar,.","Yayanlulenta’mapi’pu’ wa’tentetchu wanersu’, "
P00382," vas a esperar parado,","nerpi’pu’lusa’ lulentuna-pidek setllanenkek,"
P00383," a veces en la vereda de la posta, con sol, con lluvia"," kekkilek, u’lanlek."
P00384,A mí ya me han vacunado tres veces.,Ipa’ kua lulenñiner’ku kalalu’.
P00385,"Para que no contraigas el covid-19, cuídate, lávate las manos con jabón, ","Dan’inpu’ak kuvi-19, inluwekter’, inwinsekker’ shapunlek,"
P00386,"ponte la mascarilla, "," aku’ker’ patannetchekmapu’, "
P00387,en la calle lávate las manos con alcohol.,kallik alcohollek inwinsekker’.
P00388,A mí el año pasado me agarró el covid-19.,Kua napi’ ekkilala kuvi-19 pilli’tullu.
P00389,"Tenía dolor de cabeza, fiebre, dolor de cuerpo y dolor de garganta; pero no me agarró fuerte.","Ikermutu’lek, ukalek, ikerllupilek, ikersi’lek; ku’li’na ikersu’ pilli’chi’ñu."
P00390,"Me he sanado tomando ivermectina, ","A’padiperllek uwamu ivermectina, "
P00391,"jengibre cocinado con cebolla, matico cocinado,","latekmu’sana’ akusupi siullalek, patella akusupi,"
P00392, esos tomando me he sanado., nanadaper uwamu a’padiperllek.
P00393,"Cuando recién apareció la vacuna del covid-19, de todo hablaban las personas.","Nalli’tusik kuvi-19 ilulennanen, intekdudinsu’ luñina’ yalli’lusa’."
P00394,"Por eso, algunos no querían mandarse a vacunar.",Nanamalek nu’unta’lusa’ ayanlulenchinpu’wiñina’.
P00395,Pero ahora les están vacunando a todos.,Ipa’li’na iñer’daper lulen’apadekllina’.
P00396,"Muchos se preguntaban por qué habían creado esta enfermedad,","Muinchi tullina’ ma’ki’na nu’tullina’ asu’ kaluwi’,"
P00397,"otros decían que hemos aumentado mucho en la Tierra y va a faltar comida,","ali’ladaper tullina’ nakusi’ma nadalekwa’ Lupak, weran pawenchu,"
P00398,"otros decían que la gente rica quería tener más dinero, ","ali’ladaper tullina’ kulliker’wanlusa’ a’pinta’ yakulliker’wañina’, "
P00399,acumular más dinero vendiendo la vacuna del covid-19.,kulliker’ yadimullina’ kuvi-19 ilulennan uku’latanna’.
P00400,¡Cuánto dinero quizás estará gastando nuestro país comprando la vacuna!,¡Kupin ñinanlu’mapu’wa’ enpu’dun kulliker’ ipa’ dekker’apalli ilulenna mapa’tan!
P00401,Pero todavía no están vacunados a todos.,Ku’li’na iñer’daper lulenpilusi’npu’pi’la.
P00402,"A partir del covid -19, están apareciendo más enfermedades, variante delta, omicron.","kuvi-19 kaluwikla a’pinta’ kaluwi’lusa’ lli’tapilallina’, variante delta, omicron."
P00403,"Si no nos lleva el covid-19, estaremos viviendo todavía.","kuvi-19 ekpi’npu’pachinmu’, nanpiapaterpi’la."
P00404,Yo ya estoy viviendo 70 años y nunca hemos oído de estas enfermedades.,"Kua ipa’ nanpipalek kanchis-shunka’ ekkilala, ñi enpi’ lawekchi’nekwa’ asu’ kaluwi’lusa’ki."
P00405,Más enfermedades van a ir apareciendo.,A’pinta’ kaluwi’lusa’ lli’tapilechuna’.
P00406,Me voy. ,Panterchek.
P00407,Mi pueblo está ubicado en el medio del monte.,Ñinanlu’wek ñapalli ikiñek tanak.
P00408,No tiene carretera ni ríos cerca.,"Kupin dekkunwi’ñi, kupin dekshadek kawinak a’ñi’ñi."
P00409,Tiene caminos y quebradas.,Dekkunlusa’ dekshadeklusa’ a’ñapalli.
P00410,Tiene donde aterrizan los aviones (aeropuerto).,A’ñapalli wa’napennu’a’su’ lerak.
P00411,Como no tiene carreteras ,"Kupin dekkunwinpu’a’su’malek, "
P00412,Como no tiene ríos cerca,"kupin dekshadekwinpu’a’su’malek kawinak,"
P00413,por eso no llegan a cada rato los foráneos., nanamalek ektu’pi’ñina’ utalinpu’sa’ nerlusa’.
P00414,En mi pueblo nunca se ve que pasan los fierros flotantes (lanchas).,Ñinanlu’wekkek ñi enpi’ lli’i’nek nakuer’kasu’ wa’nalusa’ punka’er’kasu’.
P00415,Ellos son los que llevan las enfermedades.,Nawa’ nuker’ka kaluwi’ ekpa’er’kasu’.
P00416,"Los fierros que corren (carros), ellos también llevan las enfermedades.","Wa’nalusa’ tekka’er’kasu’, nawa’nta’ kaluwi’ ekpa’pallina’."
P00417,A Jeberos nunca han llegado.,Shiwiluk ñi enpi’ ektui’ñina’.
P00418,Por eso el covid-19 no arrasó mucho.,Nanamalek kuvi-19 enpu’ni panker’chi’ñi.
P00419,"Algunos se contagiaron y se sanaron tomando matico, cebolla, eucalipto hervido.","Nu’unta’lusa’ pilli’tudeklli nawa’ a’padiperllina’ uwanna’ patella, siwella, eucalipto akusupi."
P00420,Otros se curaron tomando masato fuerte con jenjibre.,"Ali’ladaper ilulenñina’ uwanna’ uklulu’dektek, latekmu’sana’lek."
P00421,En Jeberos ya desapareció el covid-19.,Shiwiluk ipa’ werlli kuvi-19.
P00422,En mi pueblo nadie ha muerto con la enfermedad del covid-19.,Ñinanlu’wekkek ñi den chimi’ñi kuvi-19 kaluwi’lek.
P00423,"Nuestro remedio es el masato, nosotros lo tomamos todos los días.","Ilulennawidek nuka’a uklulu’, kuda iñer’ ukllilusa’ uwapallidek."
P00424,Por eso no nos enfermamos con el covid-19.,Nanamalek kaluwi’i’ñidek kuvi-19lek.
P00425,"De todo Loreto, solo en Jeberos no murieron con el covid-19.","Iñer’ Luretuk, Shiwiluksa’ chimi’ñina’ kuvi-19lek."
P00426,En otros pueblos que viven en la ribera del río,"Ali’la ñinanlu’lusak nanpier’kasu’ kupin dekshadek ukuchik, "
P00427, y el canto de la carretera,"kupin dekkun dunsak,"
P00428,", ahí han muerto muchos.", nanek enpu’nipa’ chimiñina’.
P00429,Hasta hoy están muriendo.,Ipa’lalek chimianpallina’.
P00430,No puede desaparecer el covid-19.,Yennichi’ñi wer’a’su’ kuvi-19.
P00431,"Las lanchas,","Wa’na punka’a’su’daperler, "
P00432," los carros, ","wa’na tekka’a’su’daperler, "
P00433,"ellos todos los días estando de paso, van dejando (el covid-19) y se van.",nawa’ iñer’ ukllilusa’ nakupilanna’ akui’lanna’ pa’llina’.
P00434,"En mi pueblo no es así, por eso rápido se perdió el covid-19.","Ñinanlu’wekkek nu’si’npu’, nanamalek wiuksu’ werlli kuvi-19."
P00435,"Las lanchas, los carros, ellos todos los días estando de paso, van dejando (el covid-19) y se van.","tekka’a’su’daperler, nawa’ iñer’ ukllilusa’ nakupilanna’ akui’lanna’ pa’llina’."
P00436,"En mi pueblo no es así, por eso rápido se perdió el covid-19.","Ñinanlu’wekkek nu’si’npu’, nanamalek wiuksu’ werlli kuvi-19."
P00437,Les contaré la biografía de mi finado hermano Meneleo.,Wintetchenma’ yalli’shawekku’ Miñiku nanpia’su’. 
P00438,El nombre de mi finado hermano es Meneleo Cariajano Chota.,Yalli’shawekku’ llillinen nuka’a Miñiku Cariajanu Chuta. 
P00439,"Nació el día 22, ","Wadekllina’ katu’-shunka’ katu’ta’pi’pu’, "
P00440,"del séptimo mes (julio), ","kanchis dukerkek, "
P00441,en el año 1940.,ala’waranka iskun-pasak inkatu’- shunka’ ekkilalak. 
P00442,Nuestra finada mamá se llamaba Soledad Chota Mozombite.,Awamapu’ peklu’lek Shulli Chuta Musunpiti. 
P00443,Mi finado hermano desde niño hablaba la lengua shiwilu.,Yalli’shawekku’ wilaklanen luñi Shiwilu la’la’. 
P00444,Creció sin padre. ,Susulli tatawi’nsu’. 
P00445,No terminó su primaria por falta de dinero.,Kerka’nen a’ta’wanchi’ñi kulliker’ pawansu’malek.
P00446,"Siendo joven, salió (de Jeberos) a trabajar.",Nadi’nektan yunsu’lli yasakatan.
P00447,Allá encontró a un señor que tenía educación formal;,Nanek kanañi ala’sa’ yalli’ kerka’ ñinchita’su’;
P00448,"él le enseñó a mi finado hermano, entonces aprendió más.","nanaler a’leklli yalli’shawekku’, nanek a’pinta’ kerka’ ñinchitulli."
P00449,"Siendo mayor, se casó con una señorita de nombre Teresa Acho Chota.",Susunentan sadalli ala’sa’ wilalunlek llillinen Chirisa Achu Chuta.
P00450,"Con ella tuvieron varios hijos, tres varones y tres mujeres.","Nanalek wapu’ wilawañina’, kala enmu’pinenlusa’, kala kua’perwawalusa’."
P00451,Meneleo salió de Jeberos y vino a vivir por Jeberillos.,"Miñiku yunsu’lli Shiwilukla, nanpikerlli Shiwiluwawalupa’."
P00452,"Cuando vivían allá, él y su esposa se separaron.",Nanek nanpipan yanpu’llina’ sadinlek.
P00453,"Entonces Meneleo regresó a Jeberos, vino para acompañar a nuestra mamá.","Ipa’linchi Miñiku adencha’lli Shiwiluk, ka’tanencha’lli awamapu’."
P00454,"Posteriormente, salió (de Jeberos) y se fue por el rio Marañón, allá se fue a vivir por muchos años.","Nanek ñapan yunsu’lli, pa’lli Tandeklupa’, nanek nanpikuñi wapu’ ekkilala."
P00455,"Luego, volviendo (del Marañón) participó en un grupo de teatro.",Nanekla adencha’n saka’tulli teatruk.
P00456,"Viajó a Iquitos, a Lima y llegó hasta Chile (con el grupo de teatro).","Pa’lli Iquituk, Llimak, Chilekekwalek ektu’lli."
P00457,"Saliendo del teatro se encontró con la hermana Pilar, con ella han trabajado para levantar a la lengua Shiwilu.","Teatrukla yunsu’n inkanañina’ sha’wa Pillishalek, nanalek saka’tullina’ Shiwilu la’la’ yausanna’."
P00458,Ahí colaboraron varias personas: ,Nanek saka’tullina’ wapu’daper: 
P00459,"el hermano Fernando Lachuma Cachique, ","yalli’sha Nantu Lachuma Kachiki, "
P00460,"la hermana Julita Inuma Inuma, ","sha’sha Kullasha Inuma Inuma, "
P00461,la hermana Emérita Guerra Acho y otros más.,"sha’sha Imicha Kira Achu, ali’ladaperunta’."
P00462,"Terminando este trabajo se fue a Lima, donde sus hijos.","A’ta’wantan asu’ saka’tuna pa’lli Llimak, willinlusak."
P00463,Allá también fue a vivir muchos años.,Nanek’unta’ wapu’ ekklilala nanpikuñi.
P00464,"Cuando sus hijos volvieron a Yurimaguas, él","Willinlusa’ adencha’a’ser’ Yurimawak, nananta’ adenc ha’lli."
P00465,"Estuvo viviendo por Jeberillos, en la casa de su hija.",Nanpipawiñi Shiwiluwawalupa’ teklapin pideknenkek.
P00466,Desde allá venía a veces a visitarme.,Naneklanek nerpi’pu’lusa’ lli’apencha’wiñu.
P00467,"Estando allá, se enfermó con el covid-19.",Nanek ñapan kaluwi’lli kuvilek.
P00468,"Su hija le mandó curar en el hospital, pero no pudo sanarse, más se agravó.","Teklapinler a’lulentulli uspitalkek, ku’li’na yennichi’ñi a’padipera’su’, a’pinta’ tekkikerlli."
P00469,"Agravándose, murió.",Tekkikeran chimiñi.
P00470,"Murió el veintitrés, del séptimo mes (julio), del año dos mil veintiuno.","Chimiñi katu’-shunka’ kala, kanchis dukerkek, katu’-waranka katu’-shunka’ ala’sa’ ekkilalak."
P00471,"Lo sepultamos en nuestra tierra, en Jeberos. Lo que le pasó a Meneleo","Lupa’mapuk paperchullidek, Shiwiluk."
