pair_id,group_id,anchor,positive,negative,negative_anchor,negative_pair_id,negative_group_id,difficulty,sim_positive,sim_negative,margin,negative_rank,risk_flags
U03001,G02776,"así como algunos maltratan a sus hijos a cada instante, así estas dos personas (nos maltratan a nosotros)8 dijeron en una reunion hablando.","ma'lusa', nu'unta' willina' llikanetchi'ñina' nanapu'tullinerkenmu'wa', asu' katu'shadaper tullina' ima idiuntunna' lunna'.","nani'na kenmu'wa' itapallinerkenmu'wa' u'su' pennu'chuma' kenmama'nta' enpi' uklli, tullina' ima amiku'lusa'.","eso a nosotros nos está diciendo así van a volar ustedes también algún día, cuentan que dijeron las abuelas ya finadas.",U03030,G02805,hard,0.6731172800064087,0.6003203392028809,0.0727969408035278,3,shared_shiwilu_tokens
U00062,G00048,sal.,yunsuer',muuklli,buenos días.,U01036,G00897,hard,0.7012182474136353,0.6447533369064331,0.0564649105072021,5,very_close_margin
U01682,G01487,no forcejees.,yanantapita,yatu'nektuta,no interfieras.,U01979,G01767,hard,0.7368999719619751,0.6853960752487183,0.0515038967132568,7,very_close_margin
U01889,G01683,ahí estaremos.,nanek ñapaterwa',ñapechek nanek,estaré ahí.,U01434,G01254,hard,0.8385782837867737,0.700239896774292,0.1383383870124817,2,shared_shiwilu_tokens
U01735,G01537,necesito trabajar.,luwantulek saka'tak,luwantulek katu'pa',necesito ayuda.,U00788,G00665,hard,0.8574439883232117,0.7302352786064148,0.1272087097167968,2,shared_shiwilu_tokens
U01735,G01537,necesito trabajar.,luwantulek saka'tak,luwantulek neriak,necesito descansar.,U01734,G01536,medium,0.8574439883232117,0.697276771068573,0.1601672172546386,3,shared_shiwilu_tokens
U02481,G02256,todo eso quiere saber esta señora.,nanadaper iñer asu' senñula' yañinchitulli.,nanek iñer asu' sa'la' apu'tetchun itudekllima.,ahí toda esta enfermedad sa'la' va a desaparecer les dijo.,U02542,G02317,hard,0.7410064339637756,0.6252260208129883,0.1157804131507873,2,shared_shiwilu_tokens
U02481,G02256,todo eso quiere saber esta señora.,nanadaper iñer asu' senñula' yañinchitulli.,nananti'mi'na yañinchitulli.,ella también quiere aprender.,U02507,G02282,medium,0.7410064339637756,0.5582823753356934,0.1827240586280822,3,shared_shiwilu_tokens
U00021,G00508,levanta. (un objeto),usanker',pilli'ter',agárralo.,U00160,G00329,hard,0.7254112362861633,0.6738784313201904,0.0515328049659729,7,very_close_margin
U00612,G00508,levántalo.,usanker',a'kawiter',acércalo.,U01946,G01736,hard,0.7942061424255371,0.7349730134010315,0.0592331290245056,5,very_close_margin
U01250,G01086,somos adultos.,nuka'kawa taserpilusa',a'lek'tutek'lusa' nuka'kawa',somos profesores.,U02158,G01938,hard,0.8164467811584473,0.7619868516921997,0.0544599294662475,4,very_close_margin
U01325,G01154,tráelo aquí.,kencher' asek,linsercher' asek,firme aquí.,U00412,G00332,hard,0.8846112489700317,0.8322812914848328,0.0523299574851989,2,very_close_margin|shared_shiwilu_tokens
U02115,G01896,lo abofeteó.,lliaka'uk enka'lina,latada'pilalli,está calmando. (dolor),U00191,G00146,hard,0.6697598099708557,0.6169449090957642,0.0528149008750915,8,very_close_margin
U02068,G01851,sabía dulce.,kasersu' ñiwiñi,lli'inupi ñiwiñi,fue planeado.,U01797,G01595,hard,0.7593702673912048,0.6901291012763977,0.0692411661148071,3,shared_shiwilu_tokens
U01334,G01162,¿puedo quedármelo?,¿yennitulek ek'llia'ak?,¿yennitulek wiperi'a'kik?,¿puedo abrazarte?,U01332,G01160,hard,0.8757135272026062,0.8209341168403625,0.0547794103622436,4,very_close_margin|shared_shiwilu_tokens
U01334,G01162,¿puedo quedármelo?,¿yennitulek ek'llia'ak?,¿yennitulek du'ak?,¿puedo sentarme?,U01655,G01463,medium,0.8757135272026062,0.7231623530387878,0.1525511741638183,14,shared_shiwilu_tokens
U01602,G01413,¿dónde estás?,¿enñupa'cha ñapala?,¿inapiken ñapala?,¿estás soltero?,U01649,G01458,hard,0.8705527782440186,0.8018653392791748,0.0686874389648437,3,shared_shiwilu_tokens
U01602,G01413,¿dónde estás?,¿enñupa'cha ñapala?,¿insek'diperpi ñapala?,¿estás lista?,U01318,G01147,medium,0.8705527782440186,0.7063050270080566,0.1642477512359619,7,shared_shiwilu_tokens
U00417,G00337,más despacio.,a'pinta' uti'la,a'pinta' musenkek,más alto.,U00458,G00374,medium,0.7416041493415833,0.5909407138824463,0.1506634354591369,2,shared_shiwilu_tokens
U00152,G00116,adelante. (ingresa),da'encher',da'kerker',pase.,U00058,G00046,hard,0.8218482136726379,0.7690988779067993,0.0527493357658386,11,very_close_margin
U02748,G02523,"la charapa salió,","puka' yunsu'lli,","damer'ita yunsu'lli,","la taricaya salió,",U02749,G02524,hard,0.9132471680641174,0.8471143841743469,0.0661327838897705,6,shared_shiwilu_tokens
U02716,G02491,arákayu shinguró7 (los lagos).,arakayuler pilleklli.,arakayu ima luntulli wa'anler.,a arákayu le habló el gobernante.,U02672,G02447,hard,0.7542285323143005,0.6965922117233276,0.0576363205909729,5,very_close_margin
U02272,G02047,la que más me cuida es mi hija que es casada.,a'pinta' luwektapa'nkusui'na ku'aperwawa suda'su'.,ala'sa' ku'aperwawa luwektapallun.,una hija mujer me está sirviendo.,U02273,G02048,hard,0.7171004414558411,0.6521559953689575,0.0649444460868835,2,shared_shiwilu_tokens
U00039,G00033,escuchen.,lau'tuku',tununter',repítelo.,U01166,G01017,hard,0.797134280204773,0.7462421655654907,0.0508921146392822,3,very_close_margin
U02398,G02173,"los niños ahora no la entienden, ahora sí que ellos ya no comprenden nuestra lengua shiwilu.","wilalusa' ipa'la ñi lachek'i'ñina', ipa'li'na shiwilu la'la'mapu'wa' nawa' lachek'i'ñina'.",shiwiluku'lusa' ipa'la ita'kawa'su' kanpana' pitun napi' i'na itullina' lanla' pitun.,los finados shiwilu a la que llamamos ahora campana poza antes la llamaban ballena poza.,U02817,G02592,medium,0.9160242080688475,0.731959342956543,0.1840648651123047,2,shared_shiwilu_tokens
U03059,G02834,y cuando (los shawala) estaban pasando a trabajar con esos castellano-hablantes los llamó y les dijo:,nakupila'ser yasaka'tanna' nana kaschilla lu'nsu'lek peklu'dek'an itudeklli:,"nana anaka'ler pekdadeklli tan ima a'insekdiperdeklli, musu pilendek'anna':",esa fiera les comió a todos dijo eso y (el gobernador) hizo que se preparen y les aconsejaron:,U02917,G02692,hard,0.6949370503425598,0.6233500242233276,0.0715870261192321,3,shared_shiwilu_tokens
U03059,G02834,y cuando (los shawala) estaban pasando a trabajar con esos castellano-hablantes los llamó y les dijo:,nakupila'ser yasaka'tanna' nana kaschilla lu'nsu'lek peklu'dek'an itudeklli:,"arakayu ima peklu'deklli, itudeklli:",dice que arákayu llamó (a los peces) y le dijo (a la gente):,U02637,G02412,medium,0.6949370503425598,0.5426144599914551,0.1523225903511047,9,shared_shiwilu_tokens
U01186,G01031,dinos más.,wintu'udek a'pinta',wintu'u a'pinta,especifica más.,U00725,G00608,hard,0.8645246028900146,0.81357741355896,0.0509471893310546,4,very_close_margin
U01187,G01031,dígannos más.,wintu'udek a'pinta',wintu'u a'pinta',cuéntame más.,U01183,G01030,hard,0.8721455931663513,0.8072699904441833,0.0648756027221679,4,shared_shiwilu_tokens
U03095,G02870,"desde entonces en adelante, poco a poco algunos barriobajinos se rabian cuando los barrioaltinos van por ahí.",ipa'leklanlek a'metchala nu'unta' chilenñusa' yullina' winenllusa' pa'a'ser nanalupa'.,nu'apileklima kencha'llina' inalupa' ku'apellusa' kullikerwanlusa'.,así seguía hasta que trajeron por acá (por jeberos) mujeres adineradas.,U03019,G02794,hard,0.6458160281181335,0.5920423865318298,0.0537736415863037,4,very_close_margin
U00117,G00083,tom ganó.,tom kana'tulli,tom saka'tulli,tom trabajó.,U00671,G00561,hard,0.8683664202690125,0.7376465201377869,0.1307199001312255,2,shared_shiwilu_tokens
U00117,G00083,tom ganó.,tom kana'tulli,tom yunsu'lli,tom renunció.,U00259,G00206,medium,0.8683664202690125,0.6915603280067444,0.176806092262268,3,shared_shiwilu_tokens
U01550,G01362,es incorrecto.,mui'su' nuka'a,tumu'tek' nuka'a,es engañoso.,U02077,G01860,hard,0.7236374020576477,0.6552175879478455,0.0684198141098022,5,shared_shiwilu_tokens
U01550,G01362,es incorrecto.,mui'su' nuka'a,sakeknansu' nuka'a,es emocionante.,U01484,G01302,medium,0.7236374020576477,0.5650584697723389,0.1585789322853088,13,shared_shiwilu_tokens
U01386,G01211,soy japonés.,japones nuka'ka,koreano nuka'ka,soy coreano.,U00554,G00459,medium,0.9325946569442748,0.6738649606704712,0.2587296962738037,2,shared_shiwilu_tokens
U00919,G00789,pruébate este.,lataker' asu',lli'ku' asu',examinen esto.,U01032,G00893,hard,0.8884374499320984,0.8335699439048767,0.0548675060272216,6,very_close_margin|shared_shiwilu_tokens
U02395,G02170,usted señora quiere aprender esta nuestra lengua shiwilu.,kenma senñula' yañinchitula asu' shiwilu la'la'mapu'wa'.,napi' wilashakuñamu asu' shiwilu la'la' mushasu' lunek.,antes cuando era niñita hablaba bonito el shiwilu.,U02399,G02174,hard,0.8166332244873047,0.7080151438713074,0.1086180806159973,2,shared_shiwilu_tokens
U02395,G02170,usted señora quiere aprender esta nuestra lengua shiwilu.,kenma senñula' yañinchitula asu' shiwilu la'la'mapu'wa'.,shiwilu la'la'mapu'wa' u'chimusha.,nuestra lengua shiwilu es bonita.,U02396,G02171,medium,0.8166332244873047,0.6093629002571106,0.2072703242301941,4,shared_shiwilu_tokens
U01196,G01037,se escaparon.,chi'yek llina',uker'llina',se quemaron.,U00891,G00763,hard,0.8335174322128296,0.7825035452842712,0.0510138869285583,11,very_close_margin
U00916,G00786,tom estornudó.,tom a'shulli,tom chi'ye'klli,tom escapó.,U00911,G00781,hard,0.8191448450088501,0.7620583176612854,0.0570865273475647,8,very_close_margin|shared_shiwilu_tokens
U00916,G00786,tom estornudó.,tom a'shulli,tom lanteñi,tom teje.,U00433,G00350,medium,0.8191448450088501,0.6672875881195068,0.1518572568893432,33,shared_shiwilu_tokens
U00721,G00605,estate preparado.,insek'dipersu' ñapaker',i'shiwansu' ñapaku',manténganse abrigados.,U00379,G00309,hard,0.8313836455345154,0.7777144908905029,0.0536691546440124,5,very_close_margin
U00721,G00605,estate preparado.,insek'dipersu' ñapaker',ñapaker' musu'kankantusu',estate contento.,U00465,G00380,medium,0.8313836455345154,0.6756885051727295,0.1556951403617859,8,shared_shiwilu_tokens
U01373,G01198,es abogado.,chimidekpi nuka'a,inantek' nuka'a,está vacío.,U00586,G00487,hard,0.6824425458908081,0.6256504058837891,0.056792140007019,6,very_close_margin|shared_shiwilu_tokens
U01490,G01307,solo levántate.,kenmasa' yunsanker',wek'ker' ipia'la,ven enseguida.,U01010,G00873,hard,0.6768317818641663,0.6184806227684021,0.0583511590957641,6,very_close_margin
U02888,G02663,"de ahí, dice, (el duende) les hizo dormir después de que comieron.",nanek ima wa'ki'lleklli urankasu' supinak ima.,nanek ima nana pa'lusa' sadinai'ma wa'apetchullina'.,dice que ahí las esposas de los que se habían ido tuvieron un mal sueño.,U02895,G02670,hard,0.7836456894874573,0.6662095785140991,0.1174361109733581,2,shared_shiwilu_tokens
U02888,G02663,"de ahí, dice, (el duende) les hizo dormir después de que comieron.",nanek ima wa'ki'lleklli urankasu' supinak ima.,nanek ima tekkinchi lupa' lenmeklli.,dice que de verdad la tierra tembló (debido a que el duende venía).,U02942,G02717,medium,0.7836456894874573,0.6246705055236816,0.1589751839637756,4,shared_shiwilu_tokens
U02134,G01914,me ataron.,tenpu'llinerku',pinaner'u,olvídame.,U00304,G00243,hard,0.7575923800468445,0.7015899419784546,0.0560024380683898,12,very_close_margin
U00464,G00379,¡sé cuidadoso!,¡li'ker'la!,¡inlu'uk'ter!,¡contrólate!,U02228,G02003,hard,0.8377100229263306,0.7804466485977173,0.0572633743286132,3,very_close_margin
U01862,G01656,estaban enfermos.,ñapawiñina' kaluwi'su',ñapawiñina' pektunsu',estaban equivocados.,U02137,G01917,hard,0.8701308965682983,0.778542697429657,0.0915881991386413,2,shared_shiwilu_tokens
U02125,G01905,son lindos.,u'chimushala nuker'ka,iyasu'lusa' nuker'ka,son ricas.,U01210,G01051,hard,0.856122612953186,0.797191858291626,0.05893075466156,3,very_close_margin|shared_shiwilu_tokens
U02125,G01905,son lindos.,u'chimushala nuker'ka,uku'latak nuker'ka,son negocios.,U01482,G01300,medium,0.856122612953186,0.700275719165802,0.155846893787384,9,shared_shiwilu_tokens
U00374,G00305,guarda esto.,sek'diperker' asu',tenmian'suer' asu',empieza aquí.,U00624,G00519,hard,0.8632767796516418,0.8061832189559937,0.0570935606956481,6,very_close_margin|shared_shiwilu_tokens
U00374,G00305,guarda esto.,sek'diperker' asu',a'ta'wantuku' asu',terminen esto.,U00749,G00628,medium,0.8632767796516418,0.7006193399429321,0.1626574397087097,25,shared_shiwilu_tokens
U02379,G02154,así también yuca cruda rallada también se hierve en otra olla.,nu'sik ker' su'watek nananta' a'ukluka'lek ali'la uktak.,chiter nanpi peksanpi nananta' ali'la uktak a'ukluka'lek.,maíz crudo molido también se hierve en otra olla.,U02378,G02153,hard,0.7365691065788269,0.645971417427063,0.0905976891517639,2,shared_shiwilu_tokens
U01776,G01575,estoy acostumbrado.,ñapalek da'iyasu',wa'danpintek ñapalek,estoy loco.,U00340,G00273,hard,0.734272301197052,0.6826890110969543,0.0515832901000976,17,very_close_margin|shared_shiwilu_tokens
U01776,G01575,estoy acostumbrado.,ñapalek da'iyasu',weipensu' ñapalek,estoy gordo.,U00092,G00064,medium,0.734272301197052,0.5745134949684143,0.1597588062286377,46,shared_shiwilu_tokens
U00135,G00097,pregúntale.,lek'ker',lau'ter,escucha.,U00037,G00318,hard,0.7920969724655151,0.7358605861663818,0.0562363862991333,6,very_close_margin
U00136,G00097,pregúntales.,lek'ker',lau'ter,escucha.,U00037,G00318,hard,0.7210027575492859,0.6683515906333923,0.0526511669158935,9,very_close_margin
U00246,G00194,siéntate aquí.,du'ker' asek,du'ker' nanek,sentate ahí.,U00414,G00334,hard,0.8903793096542358,0.8331676125526428,0.057211697101593,2,very_close_margin|shared_shiwilu_tokens
U00246,G00194,siéntate aquí.,du'ker' asek,kencher' asek,tráelo aquí.,U01325,G01154,medium,0.8903793096542358,0.6935102343559265,0.1968690752983093,4,shared_shiwilu_tokens
U00824,G00700,soy neutral.,ñidenkinpu' nuka'ka,latek'tutek nuka'ka,soy responsable.,U02055,G01838,medium,0.7116410136222839,0.5608999729156494,0.1507410407066345,20,shared_shiwilu_tokens
U02133,G01913,parecen felices.,lli'tullina' musu',sadasu' ñapallina',están casados.,U02147,G01927,hard,0.7352713942527771,0.6805732250213623,0.0546981692314147,2,very_close_margin
U00652,G00544,tom bebe.,tom uwapalli,tom si'lentulli,tom vaciló.,U01554,G01366,hard,0.7134913206100464,0.6615816354751587,0.0519096851348876,13,very_close_margin|shared_shiwilu_tokens
U00652,G00544,tom bebe.,tom uwapalli,tom lachek'lli,tom entendió.,U01876,G01670,medium,0.7134913206100464,0.5558047890663147,0.1576865315437317,35,shared_shiwilu_tokens
U00653,G00544,tom toma.,tom uwapalli,tom dekkuntulli,tom camina.,U00438,G00355,hard,0.7151249647140503,0.6611273288726807,0.0539976358413696,9,very_close_margin|shared_shiwilu_tokens
U00653,G00544,tom toma.,tom uwapalli,tom ñinchitapalli,tom sabe.,U00434,G00351,medium,0.7151249647140503,0.5630567073822021,0.1520682573318481,32,shared_shiwilu_tokens
U02015,G01800,debo advertirle.,winta'kasu' ñapalli,inlli'inuinsu' ñapalli,está inconsciente.,U02246,G02021,hard,0.8131645917892456,0.7456328272819519,0.0675317645072937,2,shared_shiwilu_tokens
U02015,G01800,debo advertirle.,winta'kasu' ñapalli,katu'pa'a'kasu' ñapalli,debo ayudarlo.,U02014,G01799,medium,0.8131645917892456,0.6585717797279358,0.1545928120613098,8,shared_shiwilu_tokens
U02327,G02102,"no quieren (saber) nada,","ñi luwanchi'ñina',","ñimi'na luwetchi'ñina' iker'adu,","pero dice que no conocían el acarahuasú,",U02632,G02407,hard,0.8765302300453186,0.817359447479248,0.0591707825660705,3,very_close_margin
U02542,G02317,ahí toda esta enfermedad sa'la' va a desaparecer les dijo.,nanek iñer asu' sa'la' apu'tetchun itudekllima.,"nu'tan, pidekñik sichi'dandek'an iñer urañi.","después de hacer eso, los acarreó a su casa (a todos los cadáveres) y se los comió.",U02894,G02669,medium,0.7151947021484375,0.5458188652992249,0.1693758368492126,4,shared_shiwilu_tokens
U01513,G01328,¿puedo verlo?,¿yennitulek lli'ak?,¿yennitulek lata'ak?,¿puedo probármelo?,U01948,G01738,medium,0.90664404630661,0.7425369620323181,0.164107084274292,4,shared_shiwilu_tokens
U00862,G00738,nadie vino.,ñiden u'i'ñi,ñiden tumui'ñi,nadie mintió.,U00863,G00739,hard,0.7855580449104309,0.7210360169410706,0.0645220279693603,3,shared_shiwilu_tokens
U00302,G00241,sígueme.,tupi'tu'u,na'pi'u,respóndeme.,U00281,G00226,hard,0.8438347578048706,0.7887201309204102,0.0551146268844604,3,very_close_margin
U00237,G00187,cuidado.,lli'ker'llia',ñilupa'sha,aléjate.,U00419,G00339,hard,0.7628250122070312,0.7100722789764404,0.0527527332305908,9,very_close_margin
U01049,G00909,corre rápido.,tek'ker' wiuk'su',adencher' wiuk'su',regresa pronto.,U01661,G01468,hard,0.7995490431785583,0.7433522343635559,0.0561968088150024,4,very_close_margin|shared_shiwilu_tokens
U02691,G02466,por eso dice arákayu se enojó mucho.,nu'an ima ipa'linchi arakayu yulli.,arakayu ima pillektutek.,"arákayu, dice, era un shingurador.",U02717,G02492,hard,0.6799517869949341,0.6233846545219421,0.0565671324729919,8,very_close_margin|shared_shiwilu_tokens
U02691,G02466,por eso dice arákayu se enojó mucho.,nu'an ima ipa'linchi arakayu yulli.,ipa'linchi arakayu ima pekkutulli naneklanek dekshadeklusa' samerwa'nsu'.,entonces dicen que arákayu icaró (con su saber) desde allí a los riachuelos que tenían peces.,U02743,G02518,medium,0.6799517869949341,0.5251602530479431,0.1547915339469909,21,shared_shiwilu_tokens
U00674,G00564,tom llorará.,tom wellek'echu,tom idenmechu,tom luchará.,U01877,G01671,hard,0.7633008360862732,0.709456205368042,0.0538446307182312,5,very_close_margin|shared_shiwilu_tokens
U00674,G00564,tom llorará.,tom wellek'echu,tom latekte'chu,tom obedecerá.,U01558,G01370,medium,0.7633008360862732,0.6063830256462097,0.1569178104400634,16,shared_shiwilu_tokens
U02657,G02432,en ese tiempo (comentaron) dicen que existe un tal arákayu y tiene peces.,"napi'pu' arakayu ima nanpipalli, samerwanpalli.",nanekla'nka kuanta' ñinchitulek asu' arakayu ma'pu'si'pa' nanpilli.,de ahí yo también he aprendido de qué manera vivió este arákayu.,U02796,G02571,hard,0.6768376231193542,0.6166481971740723,0.0601894259452819,3,shared_shiwilu_tokens
U02657,G02432,en ese tiempo (comentaron) dicen que existe un tal arákayu y tiene peces.,"napi'pu' arakayu ima nanpipalli, samerwanpalli.",nu'an ima arakayu sakek'an peklu'deklli inyulateknen ima.,luego alegrándose los invitó a su patio exterior.,U02595,G02370,medium,0.6768376231193542,0.5262458920478821,0.1505917310714721,7,shared_shiwilu_tokens
