source_pair_id,shiwilu_original,shiwilu_variant,detected_suffix,swapped_with,spanish_kept,status,warning
U01194,da'pañina',da'paña',ina',a',se chocaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01194,da'pañina',da'pañek,ina',ek,se chocaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01194,da'pañina',da'pañu',ina',u',se chocaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01195,da'pañina',da'paña',ina',a',se estrellaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01195,da'pañina',da'pañek,ina',ek,se estrellaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01195,da'pañina',da'pañu',ina',u',se estrellaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01745,yakatupa'tulek,yakatupa'tua',lek,a',quiero ayudar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01745,yakatupa'tulek,yakatupa'tuek,lek,ek,quiero ayudar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01745,yakatupa'tulek,yakatupa'tuu',lek,u',quiero ayudar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00813,ñinchidinupalek,ñinchidinupaa',lek,a',tengo curiosidad.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00813,ñinchidinupalek,ñinchidinupaek,lek,ek,tengo curiosidad.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00813,ñinchidinupalek,ñinchidinupau',lek,u',tengo curiosidad.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02047,yamerlek,yamera',lek,a',me carcajeo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02047,yamerlek,yamerek,lek,ek,me carcajeo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02047,yamerlek,yameru',lek,u',me carcajeo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02175,lumpawiñidek,lumpawiñida',ek,a',estábamos hablando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02175,lumpawiñidek,lumpawiñidu',ek,u',estábamos hablando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02175,lumpawiñidek,lumpawiñidna',ek,na',estábamos hablando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00786,lu'wanwinek,lu'wanwina',ek,a',lo extrañaba.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00786,lu'wanwinek,lu'wanwinu',ek,u',lo extrañaba.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00786,lu'wanwinek,lu'wanwinna',ek,na',lo extrañaba.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00030,tumu'lek,tumu'a',lek,a',mentí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00030,tumu'lek,tumu'ek,lek,ek,mentí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00030,tumu'lek,tumu'u',lek,u',mentí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01720,pilli'tulliner'ku',pilli'tulliner'ka',u',a',me arrestaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01720,pilli'tulliner'ku',pilli'tulliner'kek,u',ek,me arrestaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01720,pilli'tulliner'ku',pilli'tulliner'kna',u',na',me arrestaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01865,panper'echuna',panper'echua',na',a',atacarán.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01865,panper'echuna',panper'echuek,na',ek,atacarán.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01865,panper'echuna',panper'echuu',na',u',atacarán.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01064,indei'techek,indei'techa',ek,a',me corto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01064,indei'techek,indei'techu',ek,u',me corto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01064,indei'techek,indei'techna',ek,na',me corto.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01747,yaintekllitulek,yaintekllitua',lek,a',quiero jugar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01747,yaintekllitulek,yaintekllituek,lek,ek,quiero jugar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01747,yaintekllitulek,yaintekllituu',lek,u',quiero jugar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01698,yutulli,yutua',lli,a',la increpó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01698,yutulli,yutuek,lli,ek,la increpó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01698,yutulli,yutuu',lli,u',la increpó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01534,saka'dek'inpu',saka'dek'inpa',u',a',es simple.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01534,saka'dek'inpu',saka'dek'inpek,u',ek,es simple.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01534,saka'dek'inpu',saka'dek'inpna',u',na',es simple.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01823,tupitawa',tupitawek,a',ek,continuemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01823,tupitawa',tupitawu',a',u',continuemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01823,tupitawa',tupitawna',a',na',continuemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00942,a'nañiechidek,a'nañiechida',ek,a',compartiremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00942,a'nañiechidek,a'nañiechidu',ek,u',compartiremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00942,a'nañiechidek,a'nañiechidna',ek,na',compartiremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02139,iyatechuna',iyatechua',na',a',les gustará.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02139,iyatechuna',iyatechuek,na',ek,les gustará.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02139,iyatechuna',iyatechuu',na',u',les gustará.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01642,yanu'tapala,yanu'tapaa',la,a',estás tratando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01642,yanu'tapala,yanu'tapaek,la,ek,estás tratando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01642,yanu'tapala,yanu'tapau',la,u',estás tratando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00771,lunnek,lunna',ek,a',confesé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00771,lunnek,lunnu',ek,u',confesé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00771,lunnek,lunnna',ek,na',confesé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01755,ellia'pawinek,ellia'pawina',ek,a',estaba sudando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01755,ellia'pawinek,ellia'pawinu',ek,u',estaba sudando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01755,ellia'pawinek,ellia'pawinna',ek,na',estaba sudando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00360,analli,anaa',lli,a',apesta.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00360,analli,anaek,lli,ek,apesta.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00360,analli,anau',lli,u',apesta.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01123,kerpi'a'cha',kerpi'a'chek,a',ek,era negro.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01123,kerpi'a'cha',kerpi'a'chu',a',u',era negro.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01123,kerpi'a'cha',kerpi'a'chna',a',na',era negro.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01139,lun'aper'i'la,lun'aper'i'a',la,a',continuá hablando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01139,lun'aper'i'la,lun'aper'i'ek,la,ek,continuá hablando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01139,lun'aper'i'la,lun'aper'i'u',la,u',continuá hablando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00235,tai'tula'udek,tai'tula'uda',ek,a',déjanos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00235,tai'tula'udek,tai'tula'udu',ek,u',déjanos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00235,tai'tula'udek,tai'tula'udna',ek,na',déjanos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00051,kana'llidek,kana'llida',ek,a',ganamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00051,kana'llidek,kana'llidu',ek,u',ganamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00051,kana'llidek,kana'llidna',ek,na',ganamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02182,sipuk'ñapallidek,sipuk'ñapallida',ek,a',somos prisioneros.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02182,sipuk'ñapallidek,sipuk'ñapallidu',ek,u',somos prisioneros.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02182,sipuk'ñapallidek,sipuk'ñapallidna',ek,na',somos prisioneros.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01091,yawichi'winek,yawichi'wina',ek,a',tenía sueño.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01091,yawichi'winek,yawichi'winu',ek,u',tenía sueño.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01091,yawichi'winek,yawichi'winna',ek,na',tenía sueño.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01882,ta'itula'llidek,ta'itula'llida',ek,a',le perdonamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01882,ta'itula'llidek,ta'itula'llidu',ek,u',le perdonamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01882,ta'itula'llidek,ta'itula'llidna',ek,na',le perdonamos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00064,yunsu'ku',yunsu'ka',u',a',salgan.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00064,yunsu'ku',yunsu'kek,u',ek,salgan.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00064,yunsu'ku',yunsu'kna',u',na',salgan.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00891,uker'llina',uker'lla',ina',a',se quemaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00891,uker'llina',uker'llek,ina',ek,se quemaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00891,uker'llina',uker'llu',ina',u',se quemaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02213,wa'latapala,wa'latapaa',la,a',estás soñando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02213,wa'latapala,wa'latapaek,la,ek,estás soñando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02213,wa'latapala,wa'latapau',la,u',estás soñando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00607,idunwa',idunwek,a',ek,nademos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00607,idunwa',idunwu',a',u',nademos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00607,idunwa',idunwna',a',na',nademos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01389,a'shupalek,a'shupaa',lek,a',estoy estornudando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01389,a'shupalek,a'shupaek,lek,ek,estoy estornudando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01389,a'shupalek,a'shupau',lek,u',estoy estornudando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01728,ninchichi'nek,ninchichi'na',ek,a',ni idea.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01728,ninchichi'nek,ninchichi'nu',ek,u',ni idea.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01728,ninchichi'nek,ninchichi'nna',ek,na',ni idea.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00814,lansa'palek,lansa'paa',lek,a',estoy bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00814,lansa'palek,lansa'paek,lek,ek,estoy bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00814,lansa'palek,lansa'pau',lek,u',estoy bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00567,yawichi'lek,yawichi'a',lek,a',tengo sueño.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00567,yawichi'lek,yawichi'ek,lek,ek,tengo sueño.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00567,yawichi'lek,yawichi'u',lek,u',tengo sueño.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01110,llinserchapalek,llinserchapaa',lek,a',estoy pintando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01110,llinserchapalek,llinserchapaek,lek,ek,estoy pintando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01110,llinserchapalek,llinserchapau',lek,u',estoy pintando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01392,peklu'deklek,peklu'deka',lek,a',los llamé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01392,peklu'deklek,peklu'dekek,lek,ek,los llamé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01392,peklu'deklek,peklu'deku',lek,u',los llamé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01149,lauk'tawa',lauk'tawek,a',ek,escuchemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01149,lauk'tawa',lauk'tawu',a',u',escuchemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01149,lauk'tawa',lauk'tawna',a',na',escuchemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01436,peclu'echek,peclu'echa',ek,a',lo llamaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01436,peclu'echek,peclu'echu',ek,u',lo llamaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01436,peclu'echek,peclu'echna',ek,na',lo llamaré.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00361,saka'tulli,saka'tua',lli,a',funcionó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00361,saka'tulli,saka'tuek,lli,ek,funcionó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00361,saka'tulli,saka'tuu',lli,u',funcionó.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01255,wer'apallidek,wer'apallida',ek,a',estamos perdiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01255,wer'apallidek,wer'apallidu',ek,u',estamos perdiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01255,wer'apallidek,wer'apallidna',ek,na',estamos perdiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00695,saka'taterwa',saka'taterwek,a',ek,trabajaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00695,saka'taterwa',saka'taterwu',a',u',trabajaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00695,saka'taterwa',saka'taterwna',a',na',trabajaremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00038,lau'tulek,lau'tua',lek,a',escuché.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00038,lau'tulek,lau'tuek,lek,ek,escuché.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00038,lau'tulek,lau'tuu',lek,u',escuché.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00893,lansa'llina',lansa'lla',ina',a',bailaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00893,lansa'llina',lansa'llek,ina',ek,bailaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00893,lansa'llina',lansa'llu',ina',u',bailaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02141,inyutapallina',inyutapalla',ina',a',están discutiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02141,inyutapallina',inyutapallek,ina',ek,están discutiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02141,inyutapallina',inyutapallu',ina',u',están discutiendo.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01885,katu'pa'tuwinansu',katu'pa'tuwinana',su',a',deberíamos ayudar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01885,katu'pa'tuwinansu',katu'pa'tuwinanek,su',ek,deberíamos ayudar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01885,katu'pa'tuwinansu',katu'pa'tuwinanu',su',u',deberíamos ayudar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01080,pekklu'lek,pekklu'a',lek,a',lo llamé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01080,pekklu'lek,pekklu'ek,lek,ek,lo llamé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01080,pekklu'lek,pekklu'u',lek,u',lo llamé.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01131,lansa'per'i'la,lansa'per'i'a',la,a',sigue bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01131,lansa'per'i'la,lansa'per'i'ek,la,ek,sigue bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01131,lansa'per'i'la,lansa'per'i'u',la,u',sigue bailando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01867,uk'apilellina',uk'apilella',ina',a',vienen.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01867,uk'apilellina',uk'apilellek,ina',ek,vienen.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01867,uk'apilellina',uk'apilellu',ina',u',vienen.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01424,yakana'lek,yakana'a',lek,a',quiero ganar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01424,yakana'lek,yakana'ek,lek,ek,quiero ganar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01424,yakana'lek,yakana'u',lek,u',quiero ganar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02151,saka'tapallina',saka'tapalla',ina',a',están trabajando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02151,saka'tapallina',saka'tapallek,ina',ek,están trabajando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02151,saka'tapallina',saka'tapallu',ina',u',están trabajando.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01199,luwanchi'ñina',luwanchi'ña',ina',a',se negaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01199,luwanchi'ñina',luwanchi'ñek,ina',ek,se negaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01199,luwanchi'ñina',luwanchi'ñu',ina',u',se negaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00085,wichi'lek,wichi'a',lek,a',dormí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00085,wichi'lek,wichi'ek,lek,ek,dormí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00085,wichi'lek,wichi'u',lek,u',dormí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01399,wichi'lek,wichi'a',lek,a',me dormí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01399,wichi'lek,wichi'ek,lek,ek,me dormí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01399,wichi'lek,wichi'u',lek,u',me dormí.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00101,kuanta',kuantek,a',ek,"yo, también.",manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00101,kuanta',kuantu',a',u',"yo, también.",manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00101,kuanta',kuantna',a',na',"yo, también.",manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00303,tupi'tu'udek,tupi'tu'uda',ek,a',síguenos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00303,tupi'tu'udek,tupi'tu'udu',ek,u',síguenos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00303,tupi'tu'udek,tupi'tu'udna',ek,na',síguenos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01768,tenmiansu'palek,tenmiansu'paa',lek,a',soy principiante.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01768,tenmiansu'palek,tenmiansu'paek,lek,ek,soy principiante.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01768,tenmiansu'palek,tenmiansu'pau',lek,u',soy principiante.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00892,peklu'tullina',peklu'tulla',ina',a',llamaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00892,peklu'tullina',peklu'tullek,ina',ek,llamaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00892,peklu'tullina',peklu'tullu',ina',u',llamaron.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00193,a'ta'wantulek,a'ta'wantua',lek,a',he terminado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00193,a'ta'wantulek,a'ta'wantuek,lek,ek,he terminado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00193,a'ta'wantulek,a'ta'wantuu',lek,u',he terminado.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00329,luantulek,luantua',lek,a',lo necesito.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00329,luantulek,luantuek,lek,ek,lo necesito.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00329,luantulek,luantuu',lek,u',lo necesito.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01046,katu'pa',katu'pek,a',ek,la ayuda.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01046,katu'pa',katu'pu',a',u',la ayuda.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01046,katu'pa',katu'pna',a',na',la ayuda.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02244,ya'wencha'lli,ya'wencha'a',lli,a',quiere venir.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02244,ya'wencha'lli,ya'wencha'ek,lli,ek,quiere venir.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02244,ya'wencha'lli,ya'wencha'u',lli,u',quiere venir.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00546,nampilek,nampia',lek,a',viví,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00546,nampilek,nampiek,lek,ek,viví,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00546,nampilek,nampiu',lek,u',viví,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00123,ñinchitapallidek,ñinchitapallida',ek,a',lo sabemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00123,ñinchitapallidek,ñinchitapallidu',ek,u',lo sabemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00123,ñinchitapallidek,ñinchitapallidna',ek,na',lo sabemos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02030,yawelliekwinek,yawelliekwina',ek,a',quise llorar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02030,yawelliekwinek,yawelliekwinu',ek,u',quise llorar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02030,yawelliekwinek,yawelliekwinna',ek,na',quise llorar.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01727,ilulek,ilua',lek,a',tengo tos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01727,ilulek,iluek,lek,ek,tengo tos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U01727,ilulek,iluu',lek,u',tengo tos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02177,tu'nek'echidek,tu'nek'echida',ek,a',los detendremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02177,tu'nek'echidek,tu'nek'echidu',ek,u',los detendremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U02177,tu'nek'echidek,tu'nek'echidna',ek,na',los detendremos.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00543,lamapu'lek,lamapu'a',lek,a',grité.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00543,lamapu'lek,lamapu'ek,lek,ek,grité.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00543,lamapu'lek,lamapu'u',lek,u',grité.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00298,yawellektama',yawellektamek,a',ek,no lloren.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00298,yawellektama',yawellektamu',a',u',no lloren.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00298,yawellektama',yawellektamna',a',na',no lloren.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00772,ka'api'nek,ka'api'na',ek,a',no como.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00772,ka'api'nek,ka'api'nu',ek,u',no como.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
U00772,ka'api'nek,ka'api'nna',ek,na',no como.,manual_review_required,morphological mapping not linguist-validated; do NOT add to training data without supervision
