pair_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,source,source_pair_id
U01013,Baja.,NU'WANKER',baja.,nu'wanker',flashcards2,P01013
U01014,Baje.,NU'WANKER',baje.,nu'wanker',flashcards2,P01014
U01015,Sal fuera.,YUNSUER' ADIPI,sal fuera.,yunsuer' adipi,flashcards2,P01015
U01016,Venga conmigo.,WEK'KER' KUALEK,venga conmigo.,wek'ker' kualek,flashcards2,P01016
U01017,Enfríalo.,A'SANEK'KER',enfríalo.,a'sanek'ker',flashcards2,P01017
U01018,¿Vino Tom?,¿TOM WEK'LLI?,¿vino tom?,¿tom wek'lli?,flashcards2,P01018
U01019,¿Tom ayudó?,¿TOM KATU'PA'TULLI?,¿tom ayudó?,¿tom katu'pa'tulli?,flashcards2,P01019
U01020,¿Ayudaste?,¿KATU'PA'TULA?,¿ayudaste?,¿katu'pa'tula?,flashcards2,P01020
U01021,¿Firmaste?,¿LLILLINPEN NU'TULA?,¿firmaste?,¿llillinpen nu'tula?,flashcards2,P01021
U01022,¿Firmaron?,¿LLILLINPENMA' NU'TULAMA'?,¿firmaron?,¿llillinpenma' nu'tulama'?,flashcards2,P01022
U01023,¿Luzco bien?,¿LLITAPALEK MUSU'?,¿luzco bien?,¿llitapalek musu'?,flashcards2,P01023
U01024,¿Usted fuma?,¿KENMA U'WA'TAPALA?,¿usted fuma?,¿kenma u'wa'tapala?,flashcards2,P01024
U01025,¿Fumas?,¿U'WA'TAPALA?,¿fumas?,¿u'wa'tapala?,flashcards2,P01025
U01026,¿Usted ronca?,¿KENMA TUKULU'PALA?,¿usted ronca?,¿kenma tukulu'pala?,flashcards2,P01026
U01027,¿Tú roncas?,¿KENMA TUKULU'PALA?,¿tú roncas?,¿kenma tukulu'pala?,flashcards2,P01027
U01028,¿Duele?,¿IKERLLI?,¿duele?,¿ikerlli?,flashcards2,P01028
U01029,No divagues.,CHEKSU' ÑIKER',no divagues.,cheksu' ñiker',flashcards2,P01029
U01030,Conduce lentamente.,EKPA'KER' UTILA',conduce lentamente.,ekpa'ker' utila',flashcards2,P01030
U01031,Examine esto.,LLI'KER' ASU',examine esto.,lli'ker' asu',flashcards2,P01031
U01032,Examinen esto.,LLI'KU' ASU',examinen esto.,lli'ku' asu',flashcards2,P01032
U01033,Dame eso.,ENKA'U NANA,dame eso.,enka'u nana,flashcards2,P01033
U01034,Deme tiempo.,WA'TEN'U,deme tiempo.,wa'ten'u,flashcards2,P01034
U01035,Ve adentro.,PAKER' KINEKLA,ve adentro.,paker' kinekla,flashcards2,P01035
U01036,Buenos días.,MUUKLLI,buenos días.,muuklli,flashcards2,P01036
U01037,"Espera, Tom.",WA'TENKER' TOM,"espera, tom.",wa'tenker' tom,flashcards2,P01037
U01038,Feliz Pascua.,MUSU' PASKUA',feliz pascua.,musu' paskua',flashcards2,P01038
U01039,¡Feliz Pascua!,¡MUSU' PASKUA'!,¡feliz pascua!,¡musu' paskua'!,flashcards2,P01039
U01040,Tómate algo.,UKER' MA'PINTA',tómate algo.,uker' ma'pinta',flashcards2,P01040
U01041,Come algo.,KAKER' MA'PINTA',come algo.,kaker' ma'pinta',flashcards2,P01041
U01042,Toma otro. (beber),UKER' ALI'LA',toma otro. (beber),uker' ali'la',flashcards2,P01042
U01043,Toma otro. (sostener),MA'ATASU' ALI'LA',toma otro. (sostener),ma'atasu' ali'la',flashcards2,P01043
U01044,Sé valiente.,NANTAPITEK ÑIKER',sé valiente.,nantapitek ñiker',flashcards2,P01044
U01045,Él gritó.,NANA LAMAPU'LLI,él gritó.,nana lamapu'lli,flashcards2,P01045
U01046,La ayuda.,KATU'PA',la ayuda.,katu'pa',flashcards2,P01046
U01047,Es francés.,FRANCÉS NUKA'A,es francés.,francés nuka'a,flashcards2,P01047
U01048,Está comiendo.,WERANPALLI,está comiendo.,weranpalli,flashcards2,P01048
U01049,Corre rápido.,TEK'KER' WIUK'SU',corre rápido.,tek'ker' wiuk'su',flashcards2,P01049
U01050,Esperará.,WA'TENTECHU,esperará.,wa'tentechu,flashcards2,P01050
U01051,Está sufriendo.,INSEK'LUTENAPALLI,está sufriendo.,insek'lutenapalli,flashcards2,P01051
U01052,"¡Oye, aguarda!","¡LAU'KER', WA'TENTER'!","¡oye, aguarda!","¡lau'ker', wa'tenter'!",flashcards2,P01052
U01053,¡Qué pesado!,¡ENPU'NI SAKA'DEK'IPA'!,¡qué pesado!,¡enpu'ni saka'dek'ipa'!,flashcards2,P01053
U01054,¡Qué horrible!,¡ENPU'NI APERPIPA'!,¡qué horrible!,¡enpu'ni aperpipa'!,flashcards2,P01054
U01055,¡Qué romántico!,¡ENPU'NI MUPENCHIPA'!,¡qué romántico!,¡enpu'ni mupenchipa'!,flashcards2,P01055
U01056,Te admiro.,KENMAPU'SU' ÑIINA'KA,te admiro.,kenmapu'su' ñiina'ka,flashcards2,P01056
U01057,Soy chino.,CHINU NUKA'KA,soy chino.,chinu nuka'ka,flashcards2,P01057
U01058,Quiero saberlo.,YAÑINCHITULEK,quiero saberlo.,yañinchitulek,flashcards2,P01058
U01059,Estoy lesionado.,ÑAPALEK DA'PEKSU',estoy lesionado.,ñapalek da'peksu',flashcards2,P01059
U01060,Estoy rezando.,MALLIA'PALEK,estoy rezando.,mallia'palek,flashcards2,P01060
U01061,Comí manzanas.,KA'LEK MANZANAS,comí manzanas.,ka'lek manzanas,flashcards2,P01061
U01062,Comí caviar.,KA'LEK CAVIAR,comí caviar.,ka'lek caviar,flashcards2,P01062
U01063,Podría caminar.,YENNITUWINASKU DEKKUNTA',podría caminar.,yennituwinasku dekkunta',flashcards2,P01063
U01064,Me corto.,INDEI'TECHEK,me corto.,indei'techek,flashcards2,P01064
U01065,Me corté.,INDEI'TULEK,me corté.,indei'tulek,flashcards2,P01065
U01066,No mentí.,TUMUI'NEK,no mentí.,tumui'nek,flashcards2,P01066
U01067,No pagué.,PANWILEKCHI'NEK,no pagué.,panwilekchi'nek,flashcards2,P01067
U01068,No sé.,ÑINCHICHI'NEK,no sé.,ñinchichi'nek,flashcards2,P01068
U01069,Lo desconozco.,LUVER'CHI'NEK ,lo desconozco.,luver'chi'nek,flashcards2,P01069
U01070,Tomé leche.,MUDIDEK ULEK,tomé leche.,mudidek ulek,flashcards2,P01070
U01071,Los encontré.,KANANDEKLEK,los encontré.,kanandeklek,flashcards2,P01071
U01072,Tengo dinero.,KULLIKER'WANPALEK,tengo dinero.,kulliker'wanpalek,flashcards2,P01072
U01073,La abracé.,WIPERI'LEK,la abracé.,wiperi'lek,flashcards2,P01073
U01074,Te extrañé.,LU'WAÑEN,te extrañé.,lu'wañen,flashcards2,P01074
U01075,Necesito pintura.,LUWANTULEK LLINSERCHUNAN,necesito pintura.,luwantulek llinserchunan,flashcards2,P01075
U01076,Necesito dormir.,LUWANTULEK WICHI'AK,necesito dormir.,luwantulek wichi'ak,flashcards2,P01076
U01077,Necesito agua.,LUWANTULEK DEK',necesito agua.,luwantulek dek',flashcards2,P01077
U01078,Te necesitaba.,LUWANTUWIÑEN,te necesitaba.,luwantuwiñen,flashcards2,P01078
U01079,Leo frecuentemente.,LUNPA'LEK UTALINPU'SA',leo frecuentemente.,lunpa'lek utalinpu'sa',flashcards2,P01079
U01080,Lo llamé.,PEKKLU'LEK,lo llamé.,pekklu'lek,flashcards2,P01080
U01081,Leo libros.,LUNTULEK KERKA'LUSA',leo libros.,luntulek kerka'lusa',flashcards2,P01081
U01082,Hablo rápido.,WIUKSU' LUNPALEK,hablo rápido.,wiuksu' lunpalek,flashcards2,P01082
U01083,Simpatizo.,MUSU' LLI'APALEK,simpatizo.,musu' lli'apalek,flashcards2,P01083
U01084,Entiendo.,LACHEKAPALEK,entiendo.,lachekapalek,flashcards2,P01084
U01085,Quiero dinero.,LUWANTULEK KULLIKER',quiero dinero.,luwantulek kulliker',flashcards2,P01085
U01086,Quiero ir.,YAPA'LEK,quiero ir.,yapa'lek,flashcards2,P01086
U01087,Tenía miedo.,TEKUAWINEK,tenía miedo.,tekuawinek,flashcards2,P01087
U01088,Fui enmarcado.,A'APITULLINER'KU,fui enmarcado.,a'apitulliner'ku,flashcards2,P01088
U01089,Tenía hambre.,UKI'LA A'ÑIWINEK,tenía hambre.,uki'la a'ñiwinek,flashcards2,P01089
U01090,Estaba solo.,KUASHASA' ÑAPAWINEK,estaba solo.,kuashasa' ñapawinek,flashcards2,P01090
U01091,Tenía sueño.,YAWICHI'WINEK,tenía sueño.,yawichi'winek,flashcards2,P01091
U01092,Volveré.,ADENCHE'CHEK,volveré.,adenche'chek,flashcards2,P01092
U01093,Estaré bien.,MUSU' ÑAPECHEK,estaré bien.,musu' ñapechek,flashcards2,P01093
U01094,Seré libre.,INAPI ÑECHEK,seré libre.,inapi ñechek,flashcards2,P01094
U01095,Me arriesgaré.,INPALERICHEK,me arriesgaré.,inpalerichek,flashcards2,P01095
U01096,Te demandaré.,WINLAPICHEN,te demandaré.,winlapichen,flashcards2,P01096
U01097,Soy médico.,LULENTUTEK' NUKA'KA,soy médico.,lulentutek' nuka'ka,flashcards2,P01097
U01098,Soy doctor.,DOKTOR NUKA'KA,soy doctor.,doktor nuka'ka,flashcards2,P01098
U01099,Soy escritor.,LLINSERCHUTEK' NUKA'KA,soy escritor.,llinserchutek' nuka'ka,flashcards2,P01099
U01100,Soy adulta.,TASERLUNKU NUKA'KA,soy adulta.,taserlunku nuka'ka,flashcards2,P01100
U01101,Estoy descalzo.,INAPILANTE'ÑAPALEK,estoy descalzo.,inapilante'ñapalek,flashcards2,P01101
U01102,Estoy confuso.,LACHEK'KI'NEK,estoy confuso.,lachek'ki'nek,flashcards2,P01102
U01103,Estoy confundido.,LACHEK'KI'NEK,estoy confundido.,lachek'ki'nek,flashcards2,P01103
U01104,Estoy divorciada.,APU'PI NUKA'KA,estoy divorciada.,apu'pi nuka'ka,flashcards2,P01104
U01105,Estoy congelado.,NAKUSU' SANEKWANTULEK,estoy congelado.,nakusu' sanekwantulek,flashcards2,P01105
U01106,Estoy helado.,NAKUSU' SANEKWANTULEK,estoy helado.,nakusu' sanekwantulek,flashcards2,P01106
U01107,Estoy dudando.,KU'LA LATEKTAPI'NEK,estoy dudando.,ku'la latektapi'nek,flashcards2,P01107
U01108,Soy inocente.,MA'NEN NU'CHI'NEK,soy inocente.,ma'nen nu'chi'nek,flashcards2,P01108
U01109,Estoy indignado.,YUSU' ÑAPALEK,estoy indignado.,yusu' ñapalek,flashcards2,P01109
U01110,Estoy pintando.,LLINSERCHAPALEK,estoy pintando.,llinserchapalek,flashcards2,P01110
U01111,Estoy embarazada.,KADULUNSU' ÑAPALEK,estoy embarazada.,kadulunsu' ñapalek,flashcards2,P01111
U01112,Estoy preparado.,ÑAPALEK INSEKDIPERSU',estoy preparado.,ñapalek insekdipersu',flashcards2,P01112
U01113,Soy inquieto.,WA'DANPINTEK NUKA'KA,soy inquieto.,wa'danpintek nuka'ka,flashcards2,P01113
U01114,Soy intranquilo.,WA'DANPINTEK NUKA'KA,soy intranquilo.,wa'danpintek nuka'ka,flashcards2,P01114
U01115,Estoy estudiando.,KERKA' ÑINCHITAPALEK,estoy estudiando.,kerka' ñinchitapalek,flashcards2,P01115
U01116,Estoy exhausto.,ÑAPALEK SAKA'TUSU',estoy exhausto.,ñapalek saka'tusu',flashcards2,P01116
U01117,Estoy reventado.,ÑAPALEK SAKA'TUSU',estoy reventado.,ñapalek saka'tusu',flashcards2,P01117
U01118,¿Está roto?,¿NUSHA'TUSU' ÑAPALLI?,¿está roto?,¿nusha'tusu' ñapalli?,flashcards2,P01118
U01119,¿Es suficiente?,¿NANASA'CHA IÑER'?,¿es suficiente?,¿nanasa'cha iñer'?,flashcards2,P01119
U01120,Ha empezado.,TENMIANSU'LLI,ha empezado.,tenmiansu'lli,flashcards2,P01120
U01121,Empezó.,TENMIANSU'LLI,empezó.,tenmiansu'lli,flashcards2,P01121
U01122,Comenzó.,TENMIANSU'LLI,comenzó.,tenmiansu'lli,flashcards2,P01122
U01123,Era negro.,KERPI'A'CHA',era negro.,kerpi'a'cha',flashcards2,P01123
U01124,Fue repugnante.,NUDU'PI ÑIWIÑI,fue repugnante.,nudu'pi ñiwiñi,flashcards2,P01124
U01125,Se quemará.,UKER'ECHU,se quemará.,uker'echu,flashcards2,P01125
U01126,Me toca. (tocar),PATA'LLIU,me toca. (tocar),pata'lliu,flashcards2,P01126
U01127,Está perfecto.,MUPALLI,está perfecto.,mupalli,flashcards2,P01127
U01128,Está nevando.,PULUNKER'WANPALLI,está nevando.,pulunker'wanpalli,flashcards2,P01128
U01129,Está funcionando.,SAKA'TAPALLI,está funcionando.,saka'tapalli,flashcards2,P01129
U01130,Sólo espera.,WA'TENKER'LA,sólo espera.,wa'tenker'la,flashcards2,P01130
U01131,Sigue bailando.,LANSA'PER'I'LA,sigue bailando.,lansa'per'i'la,flashcards2,P01131
U01132,Sigue cavando.,IWA'TAPER'I'LA,sigue cavando.,iwa'taper'i'la,flashcards2,P01132
U01133,Sigue conduciendo.,EKPA'APER'I'LA,sigue conduciendo.,ekpa'aper'i'la,flashcards2,P01133
U01134,Sigue mirando.,LLI'TAPER'I'LA,sigue mirando.,lli'taper'i'la,flashcards2,P01134
U01135,Siga leyendo.,LUNTAPER'I'LA,siga leyendo.,luntaper'i'la,flashcards2,P01135
U01136,Sigue corriendo.,TEKA'PER'I'LA,sigue corriendo.,teka'per'i'la,flashcards2,P01136
U01137,Sigan corriendo.,TEKA'PA'KU'I'LA,sigan corriendo.,teka'pa'ku'i'la,flashcards2,P01137
U01138,Sigue cantando.,TULUNER'APER'I'LA,sigue cantando.,tuluner'aper'i'la,flashcards2,P01138
U01139,Continuá hablando.,LUN'APER'I'LA,continuá hablando.,lun'aper'i'la,flashcards2,P01139
U01140,Continúe hablando.,LUN'APER'PI'LA,continúe hablando.,lun'aper'pi'la,flashcards2,P01140
U01141,Sigue caminando.,DEK'KUNTAPER'PI'LA,sigue caminando.,dek'kuntaper'pi'la,flashcards2,P01141
U01142,Sigue escribiendo.,LLINSECHER'PI'LA,sigue escribiendo.,llinsecher'pi'la,flashcards2,P01142
U01143,Déjalo ir.,TA'ITULER' PA'I,déjalo ir.,ta'ituler' pa'i,flashcards2,P01143
U01144,Déjame ir.,TA'ITULA'U PA'AK,déjame ir.,ta'itula'u pa'ak,flashcards2,P01144
U01145,¡Déjame irme!,¡TA'ITULA'U PA'AK!,¡déjame irme!,¡ta'itula'u pa'ak!,flashcards2,P01145
U01146,Dejame hablar.,TA'ITULA'U LUN'ECHEK,dejame hablar.,ta'itula'u lun'echek,flashcards2,P01146
U01147,Déjame pensar.,TA'ITULA'U INLLI'INUTECHEK,déjame pensar.,ta'itula'u inlli'inutechek,flashcards2,P01147
U01148,Salgamos.,YUNSU'WA',salgamos.,yunsu'wa',flashcards2,P01148
U01149,Escuchemos.,LAUK'TAWA',escuchemos.,lauk'tawa',flashcards2,P01149
U01150,No vayamos.,PA'INPU'WA',no vayamos.,pa'inpu'wa',flashcards2,P01150
U01151,Adivina.,TEKLERIER' NINCHITA'MAK,adivina.,teklerier' ninchita'mak,flashcards2,P01151
U01152,Entró Mary.,DA'KERLLI MARI,entró mary.,da'kerlli mari,flashcards2,P01152
U01153,"Continúa, Tom.","TUPITER', TOM","continúa, tom.","tupiter', tom",flashcards2,P01153
U01154,"Prosigue, Tom.","TUPITER', TOM","prosigue, tom.","tupiter', tom",flashcards2,P01154
U01155,Nadie sabe.,ÑIDEN ÑINCHICHI'ÑI,nadie sabe.,ñiden ñinchichi'ñi,flashcards2,P01155
U01156,Nadie preguntó.,ÑIDEN LEKCHI'ÑI,nadie preguntó.,ñiden lekchi'ñi,flashcards2,P01156
U01157,Ahora déjanos.,IPA'LA TA'ITULA'U'KUDEK,ahora déjanos.,ipa'la ta'itula'u'kudek,flashcards2,P01157
U01158,Ahora sientate.,IPA'LA DU'KER',ahora sientate.,ipa'la du'ker',flashcards2,P01158
U01159,"Ah, entiendo.","AH, LACHEK'APALEK","ah, entiendo.","ah, lachek'apalek",flashcards2,P01159
U01160,Sonrian.,YAMERLADAKU',sonrian.,yamerladaku',flashcards2,P01160
U01161,Señálalo.,TAÑITUKER',señálalo.,tañituker',flashcards2,P01161
U01162,Ábrela.,EK'KER'CHER',ábrela.,ek'ker'cher',flashcards2,P01162
U01163,Ponlo allí.,AKU'KER' NANEK ,ponlo allí.,aku'ker' nanek,flashcards2,P01163
U01164,Pónganlo allí.,AKU'KU' NANEK,pónganlo allí.,aku'ku' nanek,flashcards2,P01164
U01165,Ponlo ahí.,AKU'KER' NANEK ,ponlo ahí.,aku'ker' nanek,flashcards2,P01165
U01166,Repítelo.,TUNUNTER',repítelo.,tununter',flashcards2,P01166
U01167,¡Hasta pronto!,¡PANTE'CHEK!,¡hasta pronto!,¡pante'chek!,flashcards2,P01167
U01168,Hasta entonces.,¡PANTE'CHEK!,hasta entonces.,¡pante'chek!,flashcards2,P01168
U01169,¡Qué vergüenza!,¡DAKUTA'LEK!,¡qué vergüenza!,¡dakuta'lek!,flashcards2,P01169
U01170,¡Avergüénzate!,¡DAKUTA'KER'!,¡avergüénzate!,¡dakuta'ker'!,flashcards2,P01170
U01171,Le gustó.,IYATULLI,le gustó.,iyatulli,flashcards2,P01171
U01172,Le disparó.,ILANÑI,le disparó.,ilanñi,flashcards2,P01172
U01173,Ella salió.,NANA YUNSU'LLI,ella salió.,nana yunsu'lli,flashcards2,P01173
U01174,Muéstrame eso.,A'LLI'U NANA,muéstrame eso.,a'lli'u nana,flashcards2,P01174
U01175,Alguien llegó.,ALA'SA' YALLI' EKTUKERLLI,alguien llegó.,ala'sa' yalli' ektukerlli,flashcards2,P01175
U01176,Concéntrate.,LLI'KER' MUSU',concéntrate.,lli'ker' musu',flashcards2,P01176
U01177,Quedate conmigo.,LLIA'KER' KUALEK,quedate conmigo.,llia'ker' kualek,flashcards2,P01177
U01178,No discutas.,YAINYUTUTA,no discutas.,yainyututa,flashcards2,P01178
U01179,Cállate.,TA'TULER',cállate.,ta'tuler',flashcards2,P01179
U01180,¡Felices sueños!,¡U'CHIMUSHA WICHI'KER'!,¡felices sueños!,¡u'chimusha wichi'ker'!,flashcards2,P01180
U01181,¡Dulces sueños!,¡U'CHIMUSHA WICHI'KER'!,¡dulces sueños!,¡u'chimusha wichi'ker'!,flashcards2,P01181
U01182,¡Relajate!,¡LATADA'KER'!,¡relajate!,¡latada'ker'!,flashcards2,P01182
U01183,Cuéntame más.,WINTU'U A'PINTA',cuéntame más.,wintu'u a'pinta',flashcards2,P01183
U01184,Dime más.,WINTU'U A'PINTA',dime más.,wintu'u a'pinta',flashcards2,P01184
U01185,Dígame más.,WINTU'U A'PINTA',dígame más.,wintu'u a'pinta',flashcards2,P01185
U01186,Dinos más.,WINTU'UDEK A'PINTA',dinos más.,wintu'udek a'pinta',flashcards2,P01186
U01187,Dígannos más.,WINTU'UDEK A'PINTA',dígannos más.,wintu'udek a'pinta',flashcards2,P01187
U01188,Cuéntanos más.,WINTU'UDEK A'PINTA',cuéntanos más.,wintu'udek a'pinta',flashcards2,P01188
U01189,¡Gracias nuevamente!,¡YUSPEINET'ECHUN NANAPU'SI'LA!,¡gracias nuevamente!,¡yuspeinet'echun nanapu'si'la!,flashcards2,P01189
U01190,Eso ayudará.,NANA KATU'PA'TECHU,eso ayudará.,nana katu'pa'techu,flashcards2,P01190
U01191,Así es.,NU'SU' NUKA'A,así es.,nu'su' nuka'a,flashcards2,P01191
U01192,Es raro.,NERPI'LA NUKA'A,es raro.,nerpi'la nuka'a,flashcards2,P01192
U01193,Son grandes.,A'LLUPI NUKER'KA,son grandes.,a'llupi nuker'ka,flashcards2,P01193
U01194,Se chocaron.,DA'PAÑINA',se chocaron.,da'pañina',flashcards2,P01194
U01195,Se estrellaron.,DA'PAÑINA',se estrellaron.,da'pañina',flashcards2,P01195
U01196,Se escaparon.,CHI'YEK LLINA',se escaparon.,chi'yek llina',flashcards2,P01196
U01197,Me conocían.,LUWER'CHUWIÑINER'KU,me conocían.,luwer'chuwiñiner'ku,flashcards2,P01197
U01198,Rieron.,LUMER'LLINA',rieron.,lumer'llina',flashcards2,P01198
U01199,Se negaron.,LUWANCHI'ÑINA',se negaron.,luwanchi'ñina',flashcards2,P01199
U01200,Pararon.,TA'ITULA'LLINA,pararon.,ta'itula'llina,flashcards2,P01200
U01201,Sudaron.,ELLI'LLINA',sudaron.,elli'llina',flashcards2,P01201
U01202,Llamarán.,PEKLU'TECHUNA',llamarán.,peklu'techuna',flashcards2,P01202
U01203,Ellos llamarán.,NAWA' PEKLU'TECHUNA',ellos llamarán.,nawa' peklu'techuna',flashcards2,P01203
U01204,Ellos vendrán.,NAWA' WENCHE'CHUNA',ellos vendrán.,nawa' wenche'chuna',flashcards2,P01204
U01205,Vendrán.,WENCHE'CHUNA',vendrán.,wenche'chuna',flashcards2,P01205
U01206,Son huevos.,KADU'LUSA' NUKER'KA,son huevos.,kadu'lusa' nuker'ka,flashcards2,P01206
U01207,Son rápidos.,WIUKSU'LUSA' NUKER'KA,son rápidos.,wiuksu'lusa' nuker'ka,flashcards2,P01207
U01208,Se fueron.,PA'LLINA',se fueron.,pa'llina',flashcards2,P01208
U01209,Son buenos.,U'CHIMULUSA' NUKER'KA,son buenos.,u'chimulusa' nuker'ka,flashcards2,P01209
U01210,Son ricas.,IYASU'LUSA' NUKER'KA,son ricas.,iyasu'lusa' nuker'ka,flashcards2,P01210
U01211,Son feos.,APER'PILUSA' NUKER'KA,son feos.,aper'pilusa' nuker'ka,flashcards2,P01211
U01212,Son débiles.,SAPUTEK'LUSA' NUKER'KA,son débiles.,saputek'lusa' nuker'ka,flashcards2,P01212
U01213,Esto ayudará.,ASU' KATU'PA'TECHU,esto ayudará.,asu' katu'pa'techu,flashcards2,P01213
U01214,Tom respondió.,TOM NA'PITULLI,tom respondió.,tom na'pitulli,flashcards2,P01214
U01215,Tom canceló.,TOM A'TA'WANTULLI,tom canceló.,tom a'ta'wantulli,flashcards2,P01215
U01216,Tom terminó.,TOM A'TA'WANTULLI,tom terminó.,tom a'ta'wantulli,flashcards2,P01216
U01217,Tom insistió.,TOM A'PERCHULLI,tom insistió.,tom a'perchulli,flashcards2,P01217
U01218,Tom escuchó.,TOM LAUK'TULLI,tom escuchó.,tom lauk'tulli,flashcards2,P01218
U01219,Tom prometió.,TOM TEKINCHI'WALEK TULLI,tom prometió.,tom tekinchi'walek tulli,flashcards2,P01219
U01220,Tom huyó.,TOM TEKA'LLI,tom huyó.,tom teka'lli,flashcards2,P01220
U01221,Tom creció.,TOM SUSU'LLI,tom creció.,tom susu'lli,flashcards2,P01221
U01222,Tomás renunció.,CHUMA YUNSU'LLI,tomás renunció.,chuma yunsu'lli,flashcards2,P01222
U01223,Tom tartamudea.,TOM MUSU' LUNPI'ÑI,tom tartamudea.,tom musu' lunpi'ñi,flashcards2,P01223
U01224,Tom balbucea.,TOM MUSU' LUNPI'ÑI,tom balbucea.,tom musu' lunpi'ñi,flashcards2,P01224
U01225,Tom sobrevivió.,TOM CHIMILLINKEKLA NAMPILLI,tom sobrevivió.,tom chimillinkekla nampilli,flashcards2,P01225
U01226,Tomás desapareció.,CHUMA WER'LLI,tomás desapareció.,chuma wer'lli,flashcards2,P01226
U01227,Tom hablará.,TOM LUN'ECHU,tom hablará.,tom lun'echu,flashcards2,P01227
U01228,"Tom, despierta.","TOM, NANPILADALLI","tom, despierta.","tom, nanpiladalli",flashcards2,P01228
U01229,Pruébate estos.,TEKLE'RIER ASU'LUSA,pruébate estos.,tekle'rier asu'lusa,flashcards2,P01229
U01230,Espera fuera.,ADIPI WANTENTER',espera fuera.,adipi wantenter',flashcards2,P01230
U01231,Despiertalos.,UCHINANDE'KER,despiertalos.,uchinande'ker,flashcards2,P01231
U01232,"Despiértate, Tom.","NANPILADAKER', TOM","despiértate, tom.","nanpiladaker', tom",flashcards2,P01232
U01233,Camina conmigo.,DEK'KUNTER' KUALEK,camina conmigo.,dek'kunter' kualek,flashcards2,P01233
U01234,Podemos hacerlo.,YENNITULEKWA' NU'TAK,podemos hacerlo.,yennitulekwa' nu'tak,flashcards2,P01234
U01235,Nos preparamos.,INSEK'DIPERLEKWA',nos preparamos.,insek'diperlekwa',flashcards2,P01235
U01236,Estábamos listos.,INSEK'DIPERPI ÑAPAWIÑIDEK,estábamos listos.,insek'diperpi ñapawiñidek,flashcards2,P01236
U01237,Almorzamos.,IKINEK'UKLLI WERAÑIDEK ,almorzamos.,ikinek'uklli werañidek,flashcards2,P01237
U01238,Tenemos vino.,A'ÑAPALLIDEK VINU',tenemos vino.,a'ñapallidek vinu',flashcards2,P01238
U01239,Los amamos.,TANTEN'ÑIDEK,los amamos.,tanten'ñidek,flashcards2,P01239
U01240,Necesitamos ayuda.,LUWANTULLIDEK KATU'PA',necesitamos ayuda.,luwantullidek katu'pa',flashcards2,P01240
U01241,Necesitamos más.,LUWANTULLIDEK A'PINTA',necesitamos más.,luwantullidek a'pinta',flashcards2,P01241
U01242,Lo necesitamos.,LUWANTULLIDEK,lo necesitamos.,luwantullidek,flashcards2,P01242
U01243,Dormimos demasiado.,NAKUSU' WICHI'LLIDEK,dormimos demasiado.,nakusu' wichi'llidek,flashcards2,P01243
U01244,Deberíamos irnos.,PA'A'KAWA'SU' ÑAPALLI,deberíamos irnos.,pa'a'kawa'su' ñapalli,flashcards2,P01244
U01245,¡Lo conseguimos!,¡KANANEKWA'!,¡lo conseguimos!,¡kananekwa'!,flashcards2,P01245
U01246,¡Lo logramos!,¡KANANEKWA'!,¡lo logramos!,¡kananekwa'!,flashcards2,P01246
U01247,Nos rendimos.,YENNICHI'NEK'WA',nos rendimos.,yennichi'nek'wa',flashcards2,P01247
U01248,Estábamos heridos.,LLIPU'PI ÑAPAWIÑIDEK,estábamos heridos.,llipu'pi ñapawiñidek,flashcards2,P01248
U01249,Estábamos lastimados.,LLIPU'PI ÑAPAWIÑIDEK,estábamos lastimados.,llipu'pi ñapawiñidek,flashcards2,P01249
U01250,Somos adultos.,NUKA'KAWA TASERPILUSA',somos adultos.,nuka'kawa taserpilusa',flashcards2,P01250
U01251,Estamos asustados.,IMANTUSU' ÑAPALLIDEK,estamos asustados.,imantusu' ñapallidek,flashcards2,P01251
U01252,Estamos encerrados.,UNKU'PI ÑAPALLIDEK,estamos encerrados.,unku'pi ñapallidek,flashcards2,P01252
U01253,Estamos hambrientos.,UKI'LATEK ÑAPALLIDEK,estamos hambrientos.,uki'latek ñapallidek,flashcards2,P01253
U01254,Estamos bromeando.,SI'LENTAPALLIDEK,estamos bromeando.,si'lentapallidek,flashcards2,P01254
U01255,Estamos perdiendo.,WER'APALLIDEK,estamos perdiendo.,wer'apallidek,flashcards2,P01255
U01256,Lo tenemos.,A'ÑAPALLIDEK,lo tenemos.,a'ñapallidek,flashcards2,P01256
U01257,¿Quiénes son?,¿DENLUSA'CHA?,¿quiénes son?,¿denlusa'cha?,flashcards2,P01257
U01258,¿Quién canceló?,¿DEN ATA'WANTULLI?,¿quién canceló?,¿den ata'wantulli?,flashcards2,P01258
U01259,¿Quién escuchó?,¿DEN LAUK'TULLI?,¿quién escuchó?,¿den lauk'tulli?,flashcards2,P01259
U01260,¿Quién renunció?,¿DEN YUNSU'LLI?,¿quién renunció?,¿den yunsu'lli?,flashcards2,P01260
U01261,¿Quién desapareció?,¿DEN WER'LLI?,¿quién desapareció?,¿den wer'lli?,flashcards2,P01261
U01262,¿Quién empieza?,¿DEN TENMIAN'SU'LLI?,¿quién empieza?,¿den tenmian'su'lli?,flashcards2,P01262
U01263,¿Quién parte?,¿DEN TENMIAN'SU'LLI?,¿quién parte?,¿den tenmian'su'lli?,flashcards2,P01263
