CODIGO,ESP,SHIWILU,Grabado?,Defectuosos?,
FL2_1046,Él gritó.,NANA LAMAPU'LLI,TRUE,FALSE,
FL2_1047,La ayuda.,KATU'PA',TRUE,FALSE,(ayuda)
FL2_1048,Es francés.,FRANCÉS NUKA'A,TRUE,FALSE,
FL2_1049,Está comiendo.,WERANPALLI,TRUE,FALSE,
FL2_1050,Corre rápido.,TEK'KER' WIUK'SU',TRUE,FALSE,
FL2_1051,Esperará.,WA'TENTECHU,TRUE,FALSE,
FL2_1052,Está sufriendo.,INSEK'LUTENAPALLI,TRUE,FALSE,
FL2_1053,"¡Oye, aguarda!","¡LAU'KER', WA'TENTER'!",TRUE,FALSE,
,¡Qué rollo!,--,,,
FL2_1054,¡Qué pesado!,¡ENPU'NI SAKA'DEK'IPA'!,TRUE,FALSE,(que dificil)
,¡Qué incordio!,--,,,
,¡Qué arrogante!,--,,,
FL2_1055,¡Qué horrible!,¡ENPU'NI APERPIPA'!,TRUE,FALSE,(que feo)
FL2_1056,¡Qué romántico!,¡ENPU'NI MUPENCHIPA'!,TRUE,FALSE,
FL2_1057,Te admiro.,KENMAPU'SU' ÑIINA'KA,TRUE,FALSE,(quisiera ser comoo tú)
FL2_1058,Soy chino.,CHINU NUKA'KA,TRUE,FALSE,
FL2_1059,Quiero saberlo.,YAÑINCHITULEK,TRUE,FALSE,
FL2_1060,Estoy lesionado.,ÑAPALEK DA'PEKSU',TRUE,FALSE,
FL2_1061,Estoy rezando.,MALLIA'PALEK,TRUE,FALSE,
,Me disculpé.,--,,,
FL2_1062,Comí manzanas.,KA'LEK MANZANAS,TRUE,FALSE,
FL2_1063,Comí caviar.,KA'LEK CAVIAR,TRUE,FALSE,
FL2_1064,Podría caminar.,YENNITUWINASKU DEKKUNTA',TRUE,FALSE,
FL2_1065,Me corto.,INDEI'TECHEK,TRUE,FALSE,
FL2_1066,Me corté.,INDEI'TULEK,TRUE,FALSE,
FL2_1067,No mentí.,TUMUI'NEK,TRUE,FALSE,
FL2_1068,No pagué.,PANWILEKCHI'NEK,TRUE,FALSE,
FL2_1069,No sé.,ÑINCHICHI'NEK,TRUE,FALSE,
FL2_1070,Lo desconozco.,LUVER'CHI'NEK ,TRUE,FALSE,
FL2_1071,Tomé leche.,MUDIDEK ULEK,TRUE,FALSE,
FL2_1072,Los encontré.,KANANDEKLEK,TRUE,FALSE,
FL2_1073,Tengo dinero.,KULLIKER'WANPALEK,TRUE,FALSE,
FL2_1074,La abracé.,WIPERI'LEK,TRUE,FALSE,
FL2_1075,Te extrañé.,LU'WAÑEN,TRUE,FALSE,
FL2_1076,Necesito pintura.,LUWANTULEK LLINSERCHUNAN,TRUE,FALSE,
FL2_1077,Necesito dormir.,LUWANTULEK WICHI'AK,TRUE,FALSE,
,Necesito espacio.,--,,,
FL2_1078,Necesito agua.,LUWANTULEK DEK',TRUE,FALSE,
FL2_1079,Te necesitaba.,LUWANTUWIÑEN,TRUE,FALSE,
FL2_1080,Leo frecuentemente.,LUNPA'LEK UTALINPU'SA',TRUE,TRUE,(hablo a cada rato)
FL2_1081,Lo llamé.,PEKKLU'LEK,TRUE,FALSE,
FL2_1082,Leo libros.,LUNTULEK KERKA'LUSA',TRUE,FALSE,
FL2_1083,Hablo rápido.,WIUKSU' LUNPALEK,TRUE,FALSE,
FL2_1084,Simpatizo.,MUSU' LLI'APALEK,TRUE,FALSE,(lo veo bien)
FL2_1085,Entiendo.,LACHEKAPALEK,TRUE,FALSE,
FL2_1086,Quiero dinero.,LUWANTULEK KULLIKER',TRUE,FALSE,
FL2_1087,Quiero ir.,YAPA'LEK,TRUE,FALSE,
FL2_1088,Tenía miedo.,TEKUAWINEK,TRUE,FALSE,
FL2_1089,Fui enmarcado.,A'APITULLINER'KU,TRUE,FALSE,
FL2_1090,Tenía hambre.,UKI'LA A'ÑIWINEK,TRUE,FALSE,
FL2_1091,Estaba solo.,KUASHASA' ÑAPAWINEK,TRUE,FALSE,
FL2_1092,Tenía sueño.,YAWICHI'WINEK,TRUE,FALSE,(quería dormir)
FL2_1093,Volveré.,ADENCHE'CHEK,TRUE,FALSE,
FL2_1094,Estaré bien.,MUSU' ÑAPECHEK,TRUE,FALSE,
FL2_1095,Seré libre.,INAPI ÑECHEK,TRUE,FALSE,
FL2_1096,Me arriesgaré.,INPALERICHEK,TRUE,FALSE,(lo intentaré)
FL2_1097,Te demandaré.,WINLAPICHEN,TRUE,FALSE,(te acusaré)
FL2_1098,Soy médico.,LULENTUTEK' NUKA'KA,TRUE,FALSE,
FL2_1099,Soy doctor.,DOKTOR NUKA'KA,TRUE,FALSE,
,Soy surfista.,--,,,
,Soy camarero.,--,,,
FL2_1100,Soy escritor.,LLINSERCHUTEK' NUKA'KA,TRUE,FALSE,
,Soy actor.,--,,,
FL2_1101,Soy adulta.,TASERLUNKU NUKA'KA,TRUE,FALSE,
,Soy agente.,--,,,
,Soy anoréxico.,--,,,
,Soy autista.,--,,,
FL2_1102,Estoy descalzo.,INAPILANTE'ÑAPALEK,TRUE,FALSE,
FL2_1103,Estoy confuso.,LACHEK'KI'NEK,TRUE,FALSE,(no entiendo)
FL2_1104,Estoy confundido.,LACHEK'KI'NEK,TRUE,FALSE,(no entiendo)
FL2_1105,Estoy divorciada.,APU'PI NUKA'KA,TRUE,FALSE,(estoy soltada)
,Tengo formación.,--,,,
FL2_1106,Estoy congelado.,NAKUSU' SANEKWANTULEK,TRUE,FALSE,(tengo mucho frio)
FL2_1107,Estoy helado.,NAKUSU' SANEKWANTULEK,TRUE,FALSE,(tengo mucho frio)
,Soy agradecida.,--,,,
FL2_1108,Estoy dudando.,KU'LA LATEKTAPI'NEK,TRUE,FALSE,(no creo)
FL2_1109,Soy inocente.,MA'NEN NU'CHI'NEK,TRUE,FALSE,(no hice nada)
,Soy culto.,--,,,
FL2_1110,Estoy indignado.,YUSU' ÑAPALEK,TRUE,FALSE,
FL2_1111,Estoy pintando.,LLINSERCHAPALEK,TRUE,FALSE,
FL2_1112,Estoy embarazada.,KADULUNSU' ÑAPALEK,TRUE,FALSE,
FL2_1113,Estoy preparado.,ÑAPALEK INSEKDIPERSU',TRUE,FALSE,(estoy listo)
,Soy racional.,--,,,
FL2_1114,Soy inquieto.,WA'DANPINTEK NUKA'KA,TRUE,FALSE,(soy loco)
FL2_1115,Soy intranquilo.,WA'DANPINTEK NUKA'KA,TRUE,FALSE,(soy loco)
,Soy terco.,--,,,
FL2_1116,Estoy estudiando.,KERKA' ÑINCHITAPALEK,TRUE,FALSE,
,Soy concienzudo.,--,,,
,Estoy entusiasmado.,--,,,
,Soy tolerante.,--,,,
FL2_1117,Estoy exhausto.,ÑAPALEK SAKA'TUSU',TRUE,FALSE,(estoy cansado)
FL2_1118,Estoy reventado.,ÑAPALEK SAKA'TUSU',TRUE,FALSE,(estoy cansado)
FL2_1119,¿Está roto?,¿NUSHA'TUSU' ÑAPALLI?,TRUE,FALSE,
FL2_1120,¿Es suficiente?,¿NANASA'CHA IÑER'?,TRUE,FALSE,(eso es todo?)
FL2_1121,Ha empezado.,TENMIANSU'LLI,TRUE,FALSE,
FL2_1122,Empezó.,TENMIANSU'LLI,TRUE,FALSE,
FL2_1123,Comenzó.,TENMIANSU'LLI,TRUE,FALSE,
FL2_1124,Era negro.,KERPI'A'CHA',TRUE,FALSE,
FL2_1125,Fue repugnante.,NUDU'PI ÑIWIÑI,TRUE,FALSE,
,Fue mágico.,--,,,
FL2_1126,Se quemará.,UKER'ECHU,TRUE,FALSE,
FL2_1127,Me toca. (tocar),PATA'LLIU,TRUE,FALSE,
FL2_1128,Está perfecto.,MUPALLI,TRUE,FALSE,
FL2_1129,Está nevando.,PULUNKER'WANPALLI,TRUE,FALSE,(el cielo está con serenos)
FL2_1130,Está funcionando.,SAKA'TAPALLI,TRUE,FALSE,
FL2_1131,Sólo espera.,WA'TENKER'LA,TRUE,FALSE,
FL2_1132,Sigue bailando.,LANSA'PER'I'LA,TRUE,FALSE,
FL2_1133,Sigue cavando.,IWA'TAPER'I'LA,TRUE,FALSE,
FL2_1134,Sigue conduciendo.,EKPA'APER'I'LA,TRUE,FALSE,(sigue llevando)
FL2_1135,Sigue mirando.,LLI'TAPER'I'LA,TRUE,FALSE,
FL2_1136,Siga leyendo.,LUNTAPER'I'LA,TRUE,FALSE,
,Seguí corriendo.,--,,,
FL2_1137,Sigue corriendo.,TEKA'PER'I'LA,TRUE,FALSE,
FL2_1138,Sigan corriendo.,TEKA'PA'KU'I'LA,TRUE,FALSE,
FL2_1139,Sigue cantando.,TULUNER'APER'I'LA,TRUE,FALSE,
FL2_1140,Continuá hablando.,LUN'APER'I'LA,TRUE,FALSE,
FL2_1141,Continúe hablando.,LUN'APER'PI'LA,TRUE,FALSE,
FL2_1142,Sigue caminando.,DEK'KUNTAPER'PI'LA,TRUE,FALSE,
FL2_1143,Sigue escribiendo.,LLINSECHER'PI'LA,TRUE,FALSE,
FL2_1144,Déjalo ir.,TA'ITULER' PA'I,TRUE,FALSE,
FL2_1145,Déjame ir.,TA'ITULA'U PA'AK,TRUE,FALSE,
FL2_1146,¡Déjame irme!,¡TA'ITULA'U PA'AK!,TRUE,FALSE,
FL2_1147,Dejame hablar.,TA'ITULA'U LUN'ECHEK,TRUE,FALSE,
FL2_1148,Déjame pensar.,TA'ITULA'U INLLI'INUTECHEK,TRUE,FALSE,
FL2_1149,Salgamos.,YUNSU'WA',TRUE,FALSE,
FL2_1150,Escuchemos.,LAUK'TAWA',TRUE,FALSE,
FL2_1151,No vayamos.,PA'INPU'WA',TRUE,FALSE,
FL2_1152,Adivina.,TEKLERIER' NINCHITA'MAK,TRUE,FALSE,(intenta saber)
FL2_1153,Entró Mary.,DA'KERLLI MARI,TRUE,TRUE,
FL2_1154,"Continúa, Tom.","TUPITER', TOM",TRUE,TRUE,
FL2_1155,"Prosigue, Tom.","TUPITER', TOM",TRUE,TRUE,
FL2_1156,Nadie sabe.,ÑIDEN ÑINCHICHI'ÑI,TRUE,TRUE,
FL2_1157,Nadie preguntó.,ÑIDEN LEKCHI'ÑI,TRUE,TRUE,
FL2_1158,Ahora déjanos.,IPA'LA TA'ITULA'U'KUDEK,TRUE,TRUE,
FL2_1159,Ahora sientate.,IPA'LA DU'KER',TRUE,TRUE,
FL2_1160,"Ah, entiendo.","AH, LACHEK'APALEK",TRUE,TRUE,
FL2_1161,Sonrian.,YAMERLADAKU',TRUE,TRUE,
FL2_1162,Señálalo.,TAÑITUKER',TRUE,TRUE,
FL2_1163,Ábrela.,EK'KER'CHER',TRUE,TRUE,
FL2_1164,Ponlo allí.,AKU'KER' NANEK ,TRUE,TRUE,
FL2_1165,Pónganlo allí.,AKU'KU' NANEK,TRUE,TRUE,
FL2_1166,Ponlo ahí.,AKU'KER' NANEK ,TRUE,TRUE,
FL2_1167,Repítelo.,TUNUNTER',TRUE,TRUE,
FL2_1168,¡Hasta pronto!,¡PANTE'CHEK!,TRUE,TRUE,(me voy)
FL2_1169,Hasta entonces.,¡PANTE'CHEK!,TRUE,TRUE,(me voy)
FL2_1170,¡Qué vergüenza!,¡DAKUTA'LEK!,TRUE,TRUE,(tengo verguenza)
FL2_1171,¡Avergüénzate!,¡DAKUTA'KER'!,TRUE,TRUE,
,Es tranquila.,--,,,
,Está tranquila.,--,,,
FL2_1172,Le gustó.,IYATULLI,TRUE,TRUE,
FL2_1173,Le disparó.,ILANÑI,TRUE,TRUE,
FL2_1174,Ella salió.,NANA YUNSU'LLI,TRUE,TRUE,
FL2_1175,Muéstrame eso.,A'LLI'U NANA,TRUE,TRUE,
FL2_1176,Alguien llegó.,ALA'SA' YALLI' EKTUKERLLI,TRUE,TRUE,(una persona llegó)
FL2_1177,Concéntrate.,LLI'KER' MUSU',TRUE,TRUE,(mira bien)
FL2_1178,Quedate conmigo.,LLIA'KER' KUALEK,TRUE,TRUE,
FL2_1179,No discutas.,YAINYUTUTA,TRUE,TRUE,
FL2_1180,Cállate.,TA'TULER',TRUE,TRUE,
FL2_1181,¡Felices sueños!,¡U'CHIMUSHA WICHI'KER'!,TRUE,TRUE,
FL2_1182,¡Dulces sueños!,¡U'CHIMUSHA WICHI'KER'!,TRUE,TRUE,
FL2_1183,¡Relajate!,¡LATADA'KER'!,TRUE,TRUE,
FL2_1184,Cuéntame más.,WINTU'U A'PINTA',TRUE,TRUE,
FL2_1185,Dime más.,WINTU'U A'PINTA',TRUE,TRUE,
FL2_1186,Dígame más.,WINTU'U A'PINTA',TRUE,TRUE,
FL2_1187,Dinos más.,WINTU'UDEK A'PINTA',TRUE,TRUE,
FL2_1188,Dígannos más.,WINTU'UDEK A'PINTA',TRUE,TRUE,
FL2_1189,Cuéntanos más.,WINTU'UDEK A'PINTA',TRUE,TRUE,
FL2_1190,¡Gracias nuevamente!,¡YUSPEINET'ECHUN NANAPU'SI'LA!,TRUE,TRUE,
FL2_1191,Eso ayudará.,NANA KATU'PA'TECHU,TRUE,TRUE,
FL2_1192,Así es.,NU'SU' NUKA'A,TRUE,TRUE,
FL2_1193,Es raro.,NERPI'LA NUKA'A,TRUE,TRUE,
,Aprueban.,--,,,
,Ellos aprueban.,--,,,
FL2_1194,Son grandes.,A'LLUPI NUKER'KA,TRUE,TRUE,
,Vitorearon.,--,,,
FL2_1195,Se chocaron.,DA'PAÑINA',TRUE,TRUE,
FL2_1196,Se estrellaron.,DA'PAÑINA',TRUE,TRUE,
FL2_1197,Se escaparon.,CHI'YEK LLINA',TRUE,TRUE,
FL2_1198,Me conocían.,LUWER'CHUWIÑINER'KU,TRUE,TRUE,
FL2_1199,Rieron.,LUMER'LLINA',TRUE,TRUE,
FL2_1200,Se negaron.,LUWANCHI'ÑINA',TRUE,TRUE,(no quieren)
FL2_1201,Pararon.,TA'ITULA'LLINA,TRUE,TRUE,(dejaron)
FL2_1202,Sudaron.,ELLI'LLINA',TRUE,TRUE,
FL2_1203,Llamarán.,PEKLU'TECHUNA',TRUE,TRUE,
FL2_1204,Ellos llamarán.,NAWA' PEKLU'TECHUNA',TRUE,TRUE,
FL2_1205,Ellos vendrán.,NAWA' WENCHE'CHUNA',TRUE,TRUE,
FL2_1206,Vendrán.,WENCHE'CHUNA',TRUE,TRUE,
FL2_1207,Son huevos.,KADU'LUSA' NUKER'KA,TRUE,TRUE,
FL2_1208,Son rápidos.,WIUKSU'LUSA' NUKER'KA,TRUE,TRUE,
FL2_1209,Se fueron.,PA'LLINA',TRUE,TRUE,
FL2_1210,Son buenos.,U'CHIMULUSA' NUKER'KA,TRUE,TRUE,
FL2_1211,Son ricas.,IYASU'LUSA' NUKER'KA,TRUE,TRUE,
FL2_1212,Son feos.,APER'PILUSA' NUKER'KA,TRUE,TRUE,
FL2_1213,Son débiles.,SAPUTEK'LUSA' NUKER'KA,TRUE,TRUE,
FL2_1214,Esto ayudará.,ASU' KATU'PA'TECHU,TRUE,TRUE,
FL2_1215,Tom respondió.,TOM NA'PITULLI,TRUE,TRUE,
,Tom aprueba.,--,,,
FL2_1216,Tom canceló.,TOM A'TA'WANTULLI,TRUE,TRUE,
FL2_1217,Tom terminó.,TOM A'TA'WANTULLI,TRUE,TRUE,
FL2_1218,Tom insistió.,TOM A'PERCHULLI,TRUE,TRUE,
FL2_1219,Tom escuchó.,TOM LAUK'TULLI,TRUE,TRUE,
FL2_1220,Tom prometió.,TOM TEKINCHI'WALEK TULLI,TRUE,TRUE,(tom dijo de verdad)
FL2_1221,Tom huyó.,TOM TEKA'LLI,TRUE,TRUE,
FL2_1222,Tom creció.,TOM SUSU'LLI,TRUE,TRUE,
FL2_1223,Tomás renunció.,CHUMA YUNSU'LLI,TRUE,TRUE,
FL2_1224,Tom tartamudea.,TOM MUSU' LUNPI'ÑI,TRUE,TRUE,(tom no habla bien)
FL2_1225,Tom balbucea.,TOM MUSU' LUNPI'ÑI,TRUE,TRUE,(tom no habla bien)
FL2_1226,Tom sobrevivió.,TOM CHIMILLINKEKLA NAMPILLI,TRUE,TRUE,
FL2_1227,Tomás desapareció.,CHUMA WER'LLI,TRUE,TRUE,
FL2_1228,Tom hablará.,TOM LUN'ECHU,TRUE,TRUE,
FL2_1229,"Tom, despierta.","TOM, NANPILADALLI",TRUE,TRUE,
FL2_1230,Pruébate estos.,TEKLE'RIER ASU'LUSA,TRUE,TRUE,(cosas)
,Intenta centrarte.,--,,,
FL2_1231,Espera fuera.,ADIPI WANTENTER',TRUE,TRUE,
FL2_1232,Despiertalos.,UCHINANDE'KER,TRUE,TRUE,
FL2_1233,"Despiértate, Tom.","NANPILADAKER', TOM",TRUE,TRUE,
FL2_1234,Camina conmigo.,DEK'KUNTER' KUALEK,TRUE,TRUE,
,Pedimos disculpas.,--,,,
FL2_1235,Podemos hacerlo.,YENNITULEKWA' NU'TAK,TRUE,TRUE,
FL2_1236,Nos preparamos.,INSEK'DIPERLEKWA',TRUE,TRUE,
FL2_1237,Estábamos listos.,INSEK'DIPERPI ÑAPAWIÑIDEK,TRUE,TRUE,
FL2_1238,Almorzamos.,IKINEK'UKLLI WERAÑIDEK ,TRUE,TRUE,(comemos a medio dia)
,Tenemos tiempo.,--,,,
FL2_1239,Tenemos vino.,A'ÑAPALLIDEK VINU',TRUE,TRUE,
FL2_1240,Los amamos.,TANTEN'ÑIDEK,TRUE,TRUE,
FL2_1241,Necesitamos ayuda.,LUWANTULLIDEK KATU'PA',TRUE,TRUE,
FL2_1242,Necesitamos más.,LUWANTULLIDEK A'PINTA',TRUE,TRUE,
FL2_1243,Lo necesitamos.,LUWANTULLIDEK,TRUE,TRUE,
FL2_1244,Dormimos demasiado.,NAKUSU' WICHI'LLIDEK,TRUE,FALSE,
FL2_1245,Deberíamos irnos.,PA'A'KAWA'SU' ÑAPALLI,TRUE,FALSE,(tenemos que irnos)
FL2_1246,¡Lo conseguimos!,¡KANANEKWA'!,TRUE,FALSE,
FL2_1247,¡Lo logramos!,¡KANANEKWA'!,TRUE,FALSE,
FL2_1248,Nos rendimos.,YENNICHI'NEK'WA',TRUE,FALSE,(no podemos)
FL2_1249,Estábamos heridos.,LLIPU'PI ÑAPAWIÑIDEK,TRUE,FALSE,
FL2_1250,Estábamos lastimados.,LLIPU'PI ÑAPAWIÑIDEK,TRUE,FALSE,
FL2_1251,Somos adultos.,NUKA'KAWA TASERPILUSA',TRUE,FALSE,
FL2_1252,Estamos asustados.,IMANTUSU' ÑAPALLIDEK,TRUE,FALSE,
FL2_1253,Estamos encerrados.,UNKU'PI ÑAPALLIDEK,TRUE,FALSE,
FL2_1254,Estamos hambrientos.,UKI'LATEK ÑAPALLIDEK,TRUE,FALSE,
FL2_1255,Estamos bromeando.,SI'LENTAPALLIDEK,TRUE,FALSE,
FL2_1256,Estamos perdiendo.,WER'APALLIDEK,TRUE,FALSE,
FL2_1257,Lo tenemos.,A'ÑAPALLIDEK,TRUE,FALSE,
,¡Qué festín!,--,,,
,¡Qué noche!,--,,,
,¡Qué farsante!,--,,,
,¡Qué susto!,--,,,
,¡Qué desperdicio!,--,,,
,¡Qué mujer!,--,,,
,¡Qué idea!,--,,,
FL2_1258,¿Quiénes son?,¿DENLUSA'CHA?,TRUE,FALSE,
FL2_1259,¿Quién canceló?,¿DEN ATA'WANTULLI?,TRUE,FALSE,
FL2_1260,¿Quién escuchó?,¿DEN LAUK'TULLI?,TRUE,FALSE,
FL2_1261,¿Quién renunció?,¿DEN YUNSU'LLI?,TRUE,FALSE,
FL2_1262,¿Quién desapareció?,¿DEN WER'LLI?,TRUE,FALSE,
FL2_1263,¿Quién empieza?,¿DEN TENMIAN'SU'LLI?,TRUE,FALSE,
FL2_1264,¿Quién parte?,¿DEN TENMIAN'SU'LLI?,TRUE,FALSE,
FL2_1265,¿Acaso vivirá?,¿NANPICHUA'CHA?,TRUE,FALSE,
FL2_1266,Eres bueno.,U'CHIMU NUKA'MA,TRUE,FALSE,
FL2_1267,Estás bien.,MU'SU' ÑAPALA,TRUE,FALSE,
FL2_1268,Eres rico.,KULLIKER'WANPALA,TRUE,FALSE,
FL2_1269,Puedes venir.,YENNITULA' UK'A'MAK,TRUE,FALSE,
FL2_1270,Puedes quedarte.,YENNITULA' LLIA'A'MAK,TRUE,FALSE,
FL2_1271,Tú primera.,NANENTUPEN,TRUE,FALSE,
FL2_1272,Ustedes primero.,NANENTU KENMAMA',TRUE,FALSE,
,Vosotros primero.,--,,,
FL2_1273,Lo heriste.,LLIPU'TULA,TRUE,FALSE,(lo golpeaste)
FL2_1274,Le conoces.,LUWER'CHAPALA,TRUE,FALSE,
FL2_1275,Puedes nadar.,YENNITULA' IDUN'A'MAK,TRUE,FALSE,
FL2_1276,Prometiste.,NU'TECHUN TUWINA,TRUE,FALSE,(dijiste que lo harías)
FL2_1277,Tú prometiste.,KENMA NU'TECHUN TUWINA,TRUE,FALSE,
FL2_1278,Prometió.,NANA TUWIÑI NU'TECHU,TRUE,FALSE,(dijo que lo va a hacer)
FL2_1279,Usted prometió.,KENMA TUWINA NU'TECHU,TRUE,FALSE,
FL2_1280,Ustedes prometisteis.,KENMAMA' TUWINAMA' NU'TECHUMA,TRUE,FALSE,
FL2_1281,Prometieron.,TUWIÑINA' NU'TECHUNA,TRUE,FALSE,
FL2_1282,Ustedes prometieron.,KENMAMA' TUWINAMA' NU'TECHUMA,TRUE,FALSE,
FL2_1283,Lo prometiste.,NU'TECHUN TUWINA,TRUE,FALSE,
FL2_1284,Lo prometió.,TUWIÑI NU'TECHU,TRUE,FALSE,
FL2_1285,Lo prometieron.,TUWIÑINA' NU'TECHUNA,TRUE,FALSE,
FL2_1286,Me asustas.,A'IMANANTULUN,TRUE,FALSE,
FL2_1287,Sobreviviste.,CHIMINLLINKEKLA NAMPILA,TRUE,FALSE,
FL2_1288,Tú sobreviviste.,KENMA CHIMINLLINKEKLA NAMPILA,TRUE,FALSE,
FL2_1289,Sobrevivió.,CHIMINLLINKEKLA NAMPILLI,TRUE,FALSE,
FL2_1290,Usted sobrevivió.,KENMA CHIMINLLINKEKLA NAMPILA,TRUE,FALSE,
FL2_1291,Estarás bien.,MUSU' ÑAPE'CHU,TRUE,FALSE,
FL2_1292,Estás loco.,WA'DANPINTEK ÑAPALA,TRUE,FALSE,
FL2_1293,Es cruel.,MUKANKAN'INPU' NUKA'A,TRUE,FALSE,
FL2_1294,Estás borracha.,LUPERSU' ÑAPALA,TRUE,FALSE,
FL2_1295,Está despedido.,SAKA'TUNAKLA USU'LLINA,TRUE,FALSE,(le sacaron del trabajo)
FL2_1296,Están despedidos.,SAKA'TUNAKLA USU'DEKLLINA',TRUE,FALSE,
,Eres gracioso.,--,,,
FL2_1297,Estás gordo.,WEIPENSU' ÑAPALA,TRUE,FALSE,
FL2_1298,Estás mintiendo.,TUMU'PALA,TRUE,FALSE,
,Eres ingenuo.,--,,,
FL2_1299,Tienes razón.,TEKINCHI NUKA'A,TRUE,FALSE,(es verdad)
FL2_1300,Eres inteligente.,IÑER' ÑINCHITAPALA',TRUE,FALSE,
FL2_1301,Son inteligentes.,IÑER' ÑINCHITULUSA' NUKER'KA,TRUE,FALSE,
FL2_1302,Eres listo.,INSEKDIPERPI NUKA'MA,TRUE,FALSE,
FL2_1303,Estás cansado.,SAKA'TUSU' ÑAPALA,TRUE,FALSE,
FL2_1304,Eres duro.,WATENSU' NUKA'MA,TRUE,FALSE,
FL2_1305,Estás equivocado.,APER'SU' ÑAPALA,TRUE,FALSE,
,¿Yo aprobé?,--,,,
FL2_1306,¿Estoy soñando?,¿WA'LATAPALEK?,TRUE,FALSE,
FL2_1307,¿Están ocupados?,¿YENNICHI'NAMA'?,TRUE,FALSE,(¿no pueden?)
FL2_1308,¿Son polis?,¿SUNTADULUSA'CHA?,TRUE,FALSE,
FL2_1309,¿Son altos?,¿SHIPENLUSA' NUKER'KA?,TRUE,FALSE,
FL2_1310,¿Estás sola?,¿KENMASHASA' ÑAPALA?,TRUE,FALSE,
FL2_1311,¿Estás enojada?,¿YUSU' ÑAPALA?,TRUE,FALSE,
FL2_1312,¿Estás despierta?,¿NANPILADASU' ÑAPALA?,TRUE,FALSE,
,¿Estás aburrido?,--,,,
,¿Te aburres?,--,,,
FL2_1313,¿Estás borracho?,¿LUPERSU' ÑAPALA?,TRUE,FALSE,
FL2_1314,¿Estás ebrio?,¿LUPERSU' ÑAPALA?,TRUE,FALSE,
FL2_1315,¿Estás embriagado?,¿LUPERSU' ÑAPALA?,TRUE,FALSE,
,¿Eres gracioso?,--,,,
FL2_1316,¿Estás contento?,¿MUSU'CHA ÑAPALA?,TRUE,FALSE,
FL2_1317,¿Eres feliz?,¿MUSU' ÑAPALA?,TRUE,FALSE,¿estas bien?
FL2_1318,¿Contento?,¿MUSU'?,TRUE,FALSE,
FL2_1319,¿Estás lista?,¿INSEK'DIPERPI ÑAPALA?,TRUE,FALSE,
FL2_1320,¿Están listos?,¿INSEK'DIPERPI ÑAPALAMA'?,TRUE,FALSE,
FL2_1321,¿Estás?,¿ÑAPALA?,TRUE,FALSE,
FL2_1322,¿Estás cansado?,¿SAKA'TUSU' ÑAPALA?,TRUE,FALSE,
FL2_1323,Pórtate bien.,MUSU' ÑIKER,TRUE,FALSE,
,Sea razonable.,--,,,
,Sé respetuoso.,--,,,
FL2_1324,Apóyame.,KATU'PA'U,TRUE,FALSE,
FL2_1325,Apóyanos.,KATU'PA'UDEK,TRUE,FALSE,
FL2_1326,Tráelo aquí.,KENCHER' ASEK,TRUE,FALSE,
FL2_1327,Pide ayuda.,LEKTER' KATU'PA',TRUE,FALSE,
FL2_1328,Pida ayuda.,LEKTER' KATU'PA',TRUE,FALSE,
FL2_1329,Pidan ayuda.,LEKTUKU' KATU'PA',TRUE,FALSE,
FL2_1330,¡Llámame después!,¡PEKLU'U MA'ISIK!,TRUE,FALSE,
FL2_1331,¿Puedo entrar?,¿YENNITULEK DA'AK?,TRUE,FALSE,
FL2_1332,¿Puedo tenerlo?,¿YENNITULEK A'ÑAK?,TRUE,FALSE,
FL2_1333,¿Puedo abrazarte?,¿YENNITULEK WIPERI'A'KIK?,TRUE,FALSE,
FL2_1334,¿Puedo participar?,¿YENNITULEK KATUPA'TAK?,TRUE,FALSE,
FL2_1335,¿Puedo quedármelo?,¿YENNITULEK EK'LLIA'AK?,TRUE,FALSE,
FL2_1336,¿Puedo visitar?,¿YENNITULEK LLIAK?,TRUE,FALSE,(¿puedo verlo?)
FL2_1337,¿Puedo tomarlo?,¿YENNITULEK PILLI'TAK?,TRUE,FALSE,
FL2_1338,¿Puedes dormir?,¿YENNITULA WICHI'A'MAK?,TRUE,FALSE,
FL2_1339,Venga mañana.,WEKER' EKLLI,TRUE,FALSE,
FL2_1340,Baila conmigo.,LANSA'KER' KUALEK,TRUE,FALSE,
FL2_1341,¿Hablaste?,¿LUN'NA?,TRUE,FALSE,
FL2_1342,¿Le conozco?,¿LUWER'CHAPALEK?,TRUE,FALSE,
FL2_1343,¿Te conozco?,¿LUWER'CHAPALLIEN?,TRUE,FALSE,
FL2_1344,¿Necesito uno?,¿LUANTULEK ALA'SA'?,TRUE,FALSE,
FL2_1345,Serás bienvenido.,MUSU' SEK'KAPERECHUNER'KEN,TRUE,FALSE,(bien te van a recibir)
FL2_1346,Hazlo rápidamente.,WIU'SU' NU'TER',TRUE,FALSE,
FL2_1347,Hágalo rápido.,WIU'SU' NU'TER',TRUE,FALSE,
FL2_1348,Hazlo conmigo.,KUALEK NU'TER',TRUE,FALSE,
FL2_1349,¿Me sigues?,¿TUPITECHUNKU?,TRUE,FALSE,
FL2_1350,¿Lo ves?,¿LI'APALA?,TRUE,FALSE,
FL2_1351,¿Me ves?,¿LI'APALU?,TRUE,FALSE,
FL2_1352,No engordes.,YAWEYTA,TRUE,FALSE,
