pair_id,group_id,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado,source,source_pair_id,has_audit_flags
U03538,G03295,el niño no habla con su familia.,NANA WILLA KU'LA LUNPI'ÑI PATUN'NENLEK,el niño no habla con su familia.,nana willa ku'la lunpi'ñi patun'nenlek,flashcards_oraciones,P00331,False
U02300,G02069,"Hartos hijos he parido, hartos hijos he criado.","U’dun wawalu’ wadek’a’kasu’, u’dun wawalu’ kua teksusu’kasu’.","hartos hijos he parido, hartos hijos he criado.","u'dun wawalu' wadek'a'kasu', u'dun wawalu' kua teksusu'kasu'.",pdf_textos,P00049,True
U03198,G02967,"Antes les ponían María, Virginia, este, les ponían nombres de los santos antiguamente.","Napi' i'na Maria, Wirkiña aku'llina', ma'i, santu llillinlusa' aku'llina' napi'.","antes les ponían maría, virginia, este, les ponían nombres de los santos antiguamente.","napi' i'na maria, wirkiña aku'llina', ma'i, santu llillinlusa' aku'llina' napi'.",pdf_textos,P00947,True
U04093,G03830,"“No, yo le voy a quitar. Yo también voy a pifuanear”, diciendo, se acercó al Carachupa.","“Ma’sha, kualer siwerchechek. Kuanta’ nu’pachi pilenñantechek,” tan ima Chi’lek kawilli.","no, yo le voy a quitar. yo también voy a pifuanear, diciendo, se acercó al carachupa.","ma'sha, kualer siwerchechek. kuanta' nu'pachi pilenñantechek, tan ima chi'lek kawilli.",fidel_lomas,P00217,True
U00750,G00625,Vístete.,ISHINWER',vístete.,ishinwer',flashcards2,P00750,False
U02782,G02551,"no conocen la huangana,","luwetchi’ñina’ panwala,","no conocen la huangana,","luwetchi'ñina' panwala,",pdf_textos,P00531,True
U00945,G00807,Estamos listos.,INSEKDIPERPI ÑAPALIDEK,estamos listos.,insekdiperpi ñapalidek,flashcards2,P00945,False
U04361,G04096,"Buceando, hemos sacado su canoa.",Da’dektamudek u’ser’llidek nunen.,"buceando, hemos sacado su canoa.",da'dektamudek u'ser'llidek nunen.,fidel_lomas,P00485,True
U02624,G02393,"“él no cría gallinas, no cría huanganas, nada de esos animales.","“ñi nana wa’dantek pektawapi’ñi, ñi laman pektawapi’ñi, ñi ma’nen nanadaper.","él no cría gallinas, no cría huanganas, nada de esos animales.","ñi nana wa'dantek pektawapi'ñi, ñi laman pektawapi'ñi, ñi ma'nen nanadaper.",pdf_textos,P00373,True
U00389,G00313,¡Intentémoslo!,¡INTEK'KLIERIWA'!,¡intentémoslo!,¡intek'klieriwa'!,flashcards2,P00389,False
U03179,G02948,"“¿Cómo lo vas a llamar?, Fidel"", dijo (el cura).","“ ¿Ma'itetchuncha?, Pidir"" tullima.","¿cómo lo vas a llamar?, fidel, dijo (el cura).","¿ma'itetchuncha?, pidir tullima.",pdf_textos,P00928,True
U03091,G02860,"Ahora vamos a vivir así, ahora ya no vamos a pandillar todo el pueblo.","Nu'su' ipa'la ñaterwa', ñi kenmu'wa' ipa'la chu'kenapi'nterwa' iñer ñinanlu'.","ahora vamos a vivir así, ahora ya no vamos a pandillar todo el pueblo.","nu'su' ipa'la ñaterwa', ñi kenmu'wa' ipa'la chu'kenapi'nterwa' iñer ñinanlu'.",pdf_textos,P00840,False
U03402,G03166,él camina con su familia.,NANA DEKKUNTULLI PATUNENLEK',él camina con su familia.,nana dekkuntulli patunenlek',flashcards_oraciones,P00195,False
U01472,G01284,Empeora.,NU'LA'LLI,empeora.,nu'la'lli,flashcards2,P01472,False
U02864,G02633,Un grupo que vaya durmiendo y el otro grupo que haga guardia.,"Ala’musun wicha’pai, ali’la musui’na nanpiladapai.",un grupo que vaya durmiendo y el otro grupo que haga guardia.,"ala'musun wicha'pai, ali'la musui'na nanpiladapai.",pdf_textos,P00613,True
U00714,G00596,Estás triste.,WE'INUTUSU' ÑAPALA,estás triste.,we'inutusu' ñapala,flashcards2,P00714,False
U00965,G00825,¿Quién viene?,¿DEN U'APILELLI?,¿quién viene?,¿den u'apilelli?,flashcards2,P00965,False
U00387,G00311,Comamos.,WERANWA',comamos.,weranwa',flashcards2,P00387,False
U02939,G02708,Unos cortaron trozos de madera para meterlos dentro de sus mosquiteros (y hacerle creer al duende que eran ellos durmiendo).,"Ali’ladaper nalatuntun llituntullina’, chipetcheknenna’ lalak yakala’nna’.",unos cortaron trozos de madera para meterlos dentro de sus mosquiteros (y hacerle creer al duende que eran ellos durmiendo).,"ali'ladaper nalatuntun llituntullina', chipetcheknenna' lalak yakala'nna'.",pdf_textos,P00688,True
U03786,G03533,los niños suben la escalera.,NANA WILALUSA' CHINTEK'LLINA CHINTEN'NAK,los niños suben la escalera.,nana wilalusa' chintek'llina chinten'nak,flashcards_oraciones,P00579,False
U04313,G04048,Les contaré la biografía de mi finado hermano Meneleo.,Wintetchenma’ yalli’shawekku’ Miñiku nanpia’su’. ,les contaré la biografía de mi finado hermano meneleo.,wintetchenma' yalli'shawekku' miñiku nanpia'su'.,fidel_lomas,P00437,True
U00159,G00114,¡Buen trabajo!,¡MUSA'KA'TUNA!,¡buen trabajo!,¡musa'ka'tuna!,flashcards2,P00159,False
U03886,G03630,El pueblo no bebe el agua del Armanayacu porque es puro (agua con) jabón.,"Ama’winadek ñinanlu’ uapi’ñi, shapundeksa’ ña’su’malek.",el pueblo no bebe el agua del armanayacu porque es puro (agua con) jabón.,"ama'winadek ñinanlu' uapi'ñi, shapundeksa' ña'su'malek.",fidel_lomas,P00010,True
U02784,G02553,"paiche, tucunaré, arahuana.","unma’, tukuner, dunantek.","paiche, tucunaré, arahuana.","unma', tukuner, dunantek.",pdf_textos,P00533,True
U04231,G03967,"Esta enfermedad nunca la habíamos conocido, como conocemos otras enfermedades.","Asu’ kaluwi’ ñi enpi’ luwer’chi’nekwa’, ali’la kaluwi’lusa’pu’su’.","esta enfermedad nunca la habíamos conocido, como conocemos otras enfermedades.","asu' kaluwi' ñi enpi' luwer'chi'nekwa', ali'la kaluwi'lusa'pu'su'.",fidel_lomas,P00355,True
U01160,G01006,Sonrian.,YAMERLADAKU',sonrian.,yamerladaku',flashcards2,P01160,False
U03134,G02903,"En cambio Apu’tek no sabía aborrecer mucho, no era miserable.","Apu’tek i'mi'na ñinpu' ninchiluyuchi'ñi, ñi aperku'tekinpu'.","en cambio apu'tek no sabía aborrecer mucho, no era miserable.","apu'tek i'mi'na ñinpu' ninchiluyuchi'ñi, ñi aperku'tekinpu'.",pdf_textos,P00883,True
U04422,G04157,Pero los profesores tampoco la hablan.,Ku’li’na a’lektuteklusa’nta’ ñinchilui’ñina’.,pero los profesores tampoco la hablan.,ku'li'na a'lektuteklusa'nta' ñinchilui'ñina'.,fidel_lomas,P00546,True
U01353,G01174,Todos ganan.,IÑER' KANA'TULLINA',todos ganan.,iñer' kana'tullina',flashcards2,P01353,False
U03030,G02799,"Eso a nosotros nos está diciendo ""Así van a volar ustedes también algún día"", cuentan que dijeron las abuelas ya finadas.","Nani'na kenmu'wa' itapallinerkenmu'wa' ""U'su' pennu'chuma' kenmama'nta' enpi' uklli”, tullina' ima amiku'lusa'.","eso a nosotros nos está diciendo así van a volar ustedes también algún día, cuentan que dijeron las abuelas ya finadas.","nani'na kenmu'wa' itapallinerkenmu'wa' u'su' pennu'chuma' kenmama'nta' enpi' uklli, tullina' ima amiku'lusa'.",pdf_textos,P00779,True
U00280,G00221,Apunta. ¡Fuego!,TAÑITER' . ¡PEN!,apunta. ¡fuego!,tañiter' . ¡pen!,flashcards2,P00280,False
U03506,G03263,nosotras esperamos en silencio.,KUDA WA'TEN'TULLI'DEK TA'TULA'MUDEK,nosotras esperamos en silencio.,kuda wa'ten'tulli'dek ta'tula'mudek,flashcards_oraciones,P00299,False
U02399,G02168,Antes cuando era niñita hablaba bonito el shiwilu.,Napi’ wilashakuñamu asu’ Shiwilu la’la’ mushasu’ lunek.,antes cuando era niñita hablaba bonito el shiwilu.,napi' wilashakuñamu asu' shiwilu la'la' mushasu' lunek.,pdf_textos,P00148,True
U04229,G03965,"Esta enfermedad llegó a fines del año 2019, ","Asu’ kaluwi’ ektu’kerlli 2019 ta’wantapilasik, ","esta enfermedad llegó a fines del año 2019,","asu' kaluwi' ektu'kerlli 2019 ta'wantapilasik,",fidel_lomas,P00353,True
U00092,G00060,Estoy gordo.,WEIPENSU' ÑAPALEK,estoy gordo.,weipensu' ñapalek,flashcards2,P00092,False
U00899,G00764,Sonrieron.,YAMERLADALLINA',sonrieron.,yamerladallina',flashcards2,P00899,False
U03978,G03722,"Entonces, picándole con palo puntalado, se le mata.",Nanek nala ekdenpilek ekkuan’ak dei’tulek.,"entonces, picándole con palo puntalado, se le mata.",nanek nala ekdenpilek ekkuan'ak dei'tulek.,fidel_lomas,P00102,True
U01576,G01381,Estábamos cerca.,KAWITUSU' ÑAPAWIÑIDEK,estábamos cerca.,kawitusu' ñapawiñidek,flashcards2,P01576,False
U02355,G02124,Entonces se empieza a mascar formando líquido.,Ipa’linchi ukdinu’tulek.,entonces se empieza a mascar formando líquido.,ipa'linchi ukdinu'tulek.,pdf_textos,P00104,True
U01834,G01624,Nadie gritó.,ÑIDEN LAMAPUI'ÑI,nadie gritó.,ñiden lamapui'ñi,flashcards2,P01834,False
U00508,G00416,"Hey, cálmate.",LAUK'LA TUNA'KER',"hey, cálmate.",lauk'la tuna'ker',flashcards2,P00508,False
U02349,G02118,Ahora ya no hacen así.,Ipa’li’na nui’ñina’.,ahora ya no hacen así.,ipa'li'na nui'ñina'.,pdf_textos,P00098,True
U03369,G03135,los niños bajan al río.,WILALUSA NU'WAN'ÑINA' KUPIN'DEK'SHADIK,los niños bajan al río.,wilalusa nu'wan'ñina' kupin'dek'shadik,flashcards_oraciones,P00162,False
U03517,G03274,él no espera en silencio.,NANA KU'LA WA'TENCHI'ÑI TA'TULA'KEK,él no espera en silencio.,nana ku'la wa'tenchi'ñi ta'tula'kek,flashcards_oraciones,P00310,False
U03566,G03323,ellos no lavan los platos.,NAWA'KU'LA PAMUIÑINA' SINANLUSA',ellos no lavan los platos.,nawa'ku'la pamuiñina' sinanlusa',flashcards_oraciones,P00359,False
U03330,G03097,ellas aman a su familia.,NAWA' TANTENÑINA PATUN'NENLUSA,ellas aman a su familia.,nawa' tantenñina patun'nenlusa,flashcards_oraciones,P00123,False
U02595,G02364,Luego alegrándose los invitó a su patio exterior.,Nu’an ima Arakayu sakek’an peklu’deklli inyulateknen ima.,luego alegrándose los invitó a su patio exterior.,nu'an ima arakayu sakek'an peklu'deklli inyulateknen ima.,pdf_textos,P00344,True
U02291,G02060,"ella también que enseñe para que (otros) la aprendan,","nananta’ a’lekchii, ñinchichii,","ella también que enseñe para que (otros) la aprendan,","nananta' a'lekchii, ñinchichii,",pdf_textos,P00040,True
U02293,G02062,Más que sigan ellos (difundiéndola).,A’pinta’ tupichina’ nawa’.,más que sigan ellos (difundiéndola).,a'pinta' tupichina' nawa'.,pdf_textos,P00042,True
U03589,G03344,las niñas leen un libro.,NANA WILA KUAPERLUSA' LUNTULLINA' ALA'SA' KERKA',las niñas leen un libro.,nana wila kuaperlusa' luntullina' ala'sa' kerka',flashcards_oraciones,P00382,False
U01881,G01669,Bebimos mucho.,NAKUSU' ULLIDEK,bebimos mucho.,nakusu' ullidek,flashcards2,P01881,False
U02208,G01979,Deberían quedarse.,LLIA'A'MAMASU' ÑAPALLI,deberían quedarse.,llia'a'mamasu' ñapalli,flashcards2,P02208,False
U02566,G02335,Por eso los sobrevivientes dijeron:,Nana malek dansu’lusa’ tullina’:,por eso los sobrevivientes dijeron:,nana malek dansu'lusa' tullina':,pdf_textos,P00315,True
U02259,G02028,Por eso me arrimé donde mi abuelita.,Nu’amu amishawekkek pipetchulek.,por eso me arrimé donde mi abuelita.,nu'amu amishawekkek pipetchulek.,pdf_textos,P00008,True
U01986,G01767,¡Dámelas!,¡ENKA'U!,¡dámelas!,¡enka'u!,flashcards2,P01986,True
U01987,G01767,¡Dámelos!,¡ENKA'U!,¡dámelos!,¡enka'u!,flashcards2,P01987,True
U03701,G03452,El niño juega con bloques.,WILA INTEKLLITULLI TUNTUNLUSA'LEK,el niño juega con bloques.,wila intekllitulli tuntunlusa'lek,flashcards_oraciones,P00494,False
U02717,G02486,"Arákayu, dice, era un shingurador.",Arakayu ima pillektutek.,"arákayu, dice, era un shingurador.",arakayu ima pillektutek.,pdf_textos,P00466,False
U03481,G03242,las niñas escuchan música.,WILA KU'APERLUSA' LAUK'LLINA' TULUNER' ,las niñas escuchan música.,wila ku'aperlusa' lauk'llina' tuluner',flashcards_oraciones,P00274,False
U03951,G03695,La huangana hembra tiene solo unita cría.,Laman ku’apenñen ala’shasa’ wawinwanpalli.,la huangana hembra tiene solo unita cría.,laman ku'apenñen ala'shasa' wawinwanpalli.,fidel_lomas,P00075,True
U02167,G01941,Hablamos francés.,LUMPALLIDEK FRANCES,hablamos francés.,lumpallidek frances,flashcards2,P02167,False
U02923,G02692,Diluyó tabaco el viejo.,Pinter ima sekmu’lli papinku.,diluyó tabaco el viejo.,pinter ima sekmu'lli papinku.,pdf_textos,P00672,True
U01773,G01568,Estoy desempleado.,MAKEK SAKA'TAPI'NEK,estoy desempleado.,makek saka'tapi'nek,flashcards2,P01773,True
U01775,G01568,Estoy desempleada.,MAKEK SAKA'TAPI'NEK,estoy desempleada.,makek saka'tapi'nek,flashcards2,P01775,True
U01936,G01721,¿Estás saludable?,¿MUDINU'PALA?,¿estás saludable?,¿mudinu'pala?,flashcards2,P01936,True
U01937,G01721,¿Estás sano?,¿MUDINU'PALA?,¿estás sano?,¿mudinu'pala?,flashcards2,P01937,True
U02978,G02747,"-""Queriendo conocer hemos venido.","-""Yaluwer’amudek ukllidek.",-queriendo conocer hemos venido.,-yaluwer'amudek ukllidek.,pdf_textos,P00727,True
U02696,G02465,"“Ahora sí ustedes sufrirán hambre,","“Ipa’laka kenmama’ uki’la nakuchuma’,","ahora sí ustedes sufrirán hambre,","ipa'laka kenmama' uki'la nakuchuma',",pdf_textos,P00445,True
U01631,G01436,Llegaran lejos.,WEI EK'TUE'CHUNA',llegaran lejos.,wei ek'tue'chuna',flashcards2,P01631,False
U00015,G00012,¡He ganado!,¡KANA'TULEK!,¡he ganado!,¡kana'tulek!,flashcards2,P00015,False
U02970,G02739,"Calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",Ta’tushalai’ni’ma nakutullina’ (tanluwa ima yunsanpalli lamapu’nna’ nakuerkasu’).,"calladitos pasaron (el viento se levanta, dice, cuando se pasa haciendo bulla).",ta'tushalai'ni'ma nakutullina' (tanluwa ima yunsanpalli lamapu'nna' nakuerkasu').,pdf_textos,P00719,True
U02545,G02314,"A ver qué cosa van a ver ustedes, algo que nunca antes han visto” les dijo a los niños”.","Ma’pu’si’pa’ lli’etchuma’ kenmama’, ñienpi’ lli’npu’a’mama’su’” itudekllima wilalusa’”.","a ver qué cosa van a ver ustedes, algo que nunca antes han visto les dijo a los niños.","ma'pu'si'pa' lli'etchuma' kenmama', ñienpi' lli'npu'a'mama'su' itudekllima wilalusa'.",pdf_textos,P00294,True
U04368,G04103,"Llevábamos una carguita de barbasco, con eso pescamos en el Cunchiyacu.","Ekpa’llidek ala’ tenpu’sha puñañin, nanalek puer’chullidek Ku’ku’chi’dek.","llevábamos una carguita de barbasco, con eso pescamos en el cunchiyacu.","ekpa'llidek ala' tenpu'sha puñañin, nanalek puer'chullidek ku'ku'chi'dek.",fidel_lomas,P00492,True
U00901,G00766,Caminaron.,DEK'KUNTULLINA',caminaron.,dek'kuntullina',flashcards2,P00901,False
U01217,G01051,Tom insistió.,TOM A'PERCHULLI,tom insistió.,tom a'perchulli,flashcards2,P01217,False
U02095,G01871,Remontemos barriletes.,A'PENU'WA' BARRILETES,remontemos barriletes.,a'penu'wa' barriletes,flashcards2,P02095,False
U01902,G01690,¡Buen pensamiento!,¡U'CHIMU LLI'INU!,¡buen pensamiento!,¡u'chimu lli'inu!,flashcards2,P01902,False
U00643,G00532,Votaron.,DEKLLINA',votaron.,dekllina',flashcards2,P00643,False
U00419,G00335,Aléjate.,ÑILUPA'SHA,aléjate.,ñilupa'sha,flashcards2,P00419,False
U03621,G03375,ellas no nadan con sus amigos.,NAWA' KU'LA IDUMPI'ÑINA' EKKUANEN'NA'LEK,ellas no nadan con sus amigos.,nawa' ku'la idumpi'ñina' ekkuanen'na'lek,flashcards_oraciones,P00414,False
U02202,G01973,Nos traicionaste.,WA'DANPILAPILUNDEK,nos traicionaste.,wa'danpilapilundek,flashcards2,P02202,False
U03193,G02962,Nuestros abuelos finados ellos han sido así.,Papinkumapu'wa'ku'lusa' nana nu'llina'.,nuestros abuelos finados ellos han sido así.,papinkumapu'wa'ku'lusa' nana nu'llina'.,pdf_textos,P00942,False
U00937,G00799,Te necesitamos.,LUWANTULLIDEN,te necesitamos.,luwantulliden,flashcards2,P00937,False
U02429,G02198,"“¿Recién vienen?” les digo en castellano, “¿Ya han venido, hijos?” les digo.","“¿Nauncha’lama’? Kaschilleklan itulek, “¿Ya han venido, hijos?” itudeklek.","¿recién vienen? les digo en castellano, ¿ya han venido, hijos? les digo.","¿nauncha'lama'? kaschilleklan itulek, ¿ya han venido, hijos? itudeklek.",pdf_textos,P00178,True
U01981,G01762,¡No mientas!,¡YATUMU'TA!,¡no mientas!,¡yatumu'ta!,flashcards2,P01981,False
U00443,G00356,Espera aquí.,WA'TENTER' ASEK,espera aquí.,wa'tenter' asek,flashcards2,P00443,True
U00444,G00356,Aguarda aquí.,WA'TENTER' ASEK,aguarda aquí.,wa'tenter' asek,flashcards2,P00444,True
U02376,G02145,"Abeja mi’len, tú qué cantidad de chicha que hagas siempre la endulzas.","Mi’lencháaa, kenma enpu’nipi’nta’ uklutetchu iñer a’kaser apalaaa.","abeja mi'len, tú qué cantidad de chicha que hagas siempre la endulzas.","mi'lencháaa, kenma enpu'nipi'nta' uklutetchu iñer a'kaser apalaaa.",pdf_textos,P00125,True
U00304,G00239,Olvídame.,PINANER'U,olvídame.,pinaner'u,flashcards2,P00304,False
U00232,G00178,No entrar.,KU'LA DAI'NCHU,no entrar.,ku'la dai'nchu,flashcards2,P00232,False
U02357,G02126,"Mientras se masca en la boca, ya está hirviendo la olla de aluminio con la yuca.","Katentapek walek, ukluka’palli wa’naukta kellek.","mientras se masca en la boca, ya está hirviendo la olla de aluminio con la yuca.","katentapek walek, ukluka'palli wa'naukta kellek.",pdf_textos,P00106,True
U03753,G03502,nosotras no pintamos una flor.,KUDA KU'LA LLINSERI'ÑI'DEK ALA'SA' DANKU,nosotras no pintamos una flor.,kuda ku'la llinseri'ñi'dek ala'sa' danku,flashcards_oraciones,P00546,False
U01019,G00875,¿Tom ayudó?,¿TOM KATU'PA'TULLI?,¿tom ayudó?,¿tom katu'pa'tulli?,flashcards2,P01019,False
U02953,G02722,dijo el Duende Puro Hueso mientras se quemaba.,tullima Lansi' Wa'dan uker'apan.,dijo el duende puro hueso mientras se quemaba.,tullima lansi' wa'dan uker'apan.,pdf_textos,P00702,False
U01731,G01527,Hice panecitos.,NUTULEK TANTA'SHALA,hice panecitos.,nutulek tanta'shala,flashcards2,P01731,False
U00210,G00158,Estoy enferma.,KALUWI'SU' ÑAPALEK,estoy enferma.,kaluwi'su' ñapalek,flashcards2,P00210,False
U04234,G03970,"Estas enfermedades ya desaparecieron, los wiracochas que conocen de medicina le encontraron su vacuna; ","Asu’ kaluwi’lusa’ ipa’ wer’llina’, wa’danlusa’ ilulenna ñinchiter’kasu’, nawa’ler vacunanen kanintullina’; ","estas enfermedades ya desaparecieron, los wiracochas que conocen de medicina le encontraron su vacuna;","asu' kaluwi'lusa' ipa' wer'llina', wa'danlusa' ilulenna ñinchiter'kasu', nawa'ler vacunanen kanintullina';",fidel_lomas,P00358,True
U03462,G03225,ustedes enseñan a contar.,KENMAMA' A'LEKTULAMA PICHITAK,ustedes enseñan a contar.,kenmama' a'lektulama pichitak,flashcards_oraciones,P00255,False
U03456,G03219,la niña enseña a los niños.,WILA KU'APER A'LEKDEK'LLI WILALUSA',la niña enseña a los niños.,wila ku'aper a'lekdek'lli wilalusa',flashcards_oraciones,P00249,False
U00894,G00760,Lo hicieron.,NU'TULLINA',lo hicieron.,nu'tullina',flashcards2,P00894,True
U00895,G00760,Lo lograron.,NU'TULLINA',lo lograron.,nu'tullina',flashcards2,P00895,True
U04202,G03938,Yurimaguas es bonito solo en el centro de la ciudad.,Yurimawa’ u’chimusha nuka’a ikiñik ñinanlu’sak. ,yurimaguas es bonito solo en el centro de la ciudad.,yurimawa' u'chimusha nuka'a ikiñik ñinanlu'sak.,fidel_lomas,P00326,True
U02955,G02724,Uno que madrugó no se acordó nada de lo que le habían advertido (que no ventee la candela antes de que la icaren).,Nana chida’su'la’sui’mi’na ñi illi’inui’ñi winter’kasu’.,uno que madrugó no se acordó nada de lo que le habían advertido (que no ventee la candela antes de que la icaren).,nana chida'su'la'sui'mi'na ñi illi'inui'ñi winter'kasu'.,pdf_textos,P00704,True
U02564,G02333,"Las jóvenes también, alzando la vista, mirando al cielo, mirando las estrellas, lloraban.","Wilalunlusa’nta kuten’anna’, kekkilu’tek lli’anna’, tandulalusa’ lli’anna’, willekllina’.","las jóvenes también, alzando la vista, mirando al cielo, mirando las estrellas, lloraban.","wilalunlusa'nta kuten'anna', kekkilu'tek lli'anna', tandulalusa' lli'anna', willekllina'.",pdf_textos,P00313,True
U00623,G00514,Huelan esto.,LANERKU' ASU',huelan esto.,lanerku' asu',flashcards2,P00623,False
U04106,G03843,"Entonces, el Tigre vino corriendo para agarrar al Carahupa.","Ipa’linchi Amana’ tekkencha’lli, Chi’lek yapilli’tan.","entonces, el tigre vino corriendo para agarrar al carahupa.","ipa'linchi amana' tekkencha'lli, chi'lek yapilli'tan.",fidel_lomas,P00230,True
U04395,G04130,Desde niño yo hablo en la lengua shiwilu. ,Kua wilaklanek shiwilu la’lakla lunek. ,desde niño yo hablo en la lengua shiwilu.,kua wilaklanek shiwilu la'lakla lunek.,fidel_lomas,P00519,True
U01807,G01598,¡Es maravilloso!,¡LIATUSU' NUKA'A!,¡es maravilloso!,¡liatusu' nuka'a!,flashcards2,P01807,False
U01342,G01164,¿Te conozco?,¿LUWER'CHAPALLIEN?,¿te conozco?,¿luwer'chapallien?,flashcards2,P01342,False
U00196,G00147,Estoy perfectamente.,U'CHIMUINCHI ÑAPALEK,estoy perfectamente.,u'chimuinchi ñapalek,flashcards2,P00196,False
U01862,G01650,Estaban enfermos.,ÑAPAWIÑINA' KALUWI'SU',estaban enfermos.,ñapawiñina' kaluwi'su',flashcards2,P01862,False
U00440,G00353,Tomás trabaja.,TOMÁS SAKA'TAPALLI,tomás trabaja.,tomás saka'tapalli,flashcards2,P00440,False
U03896,G03640,En el monte de Jeberos tenemos toda clase de hojas.,Shiwilu tanak a’ñapallidek dudinpu’ lalumeklusa’.,en el monte de jeberos tenemos toda clase de hojas.,shiwilu tanak a'ñapallidek dudinpu' lalumeklusa'.,fidel_lomas,P00020,True
U03200,G02969,"Bufeo, todo tipo (de nombres) le ponen.","Sapana', dudinpu’ aku'llina'.","bufeo, todo tipo (de nombres) le ponen.","sapana', dudinpu' aku'llina'.",pdf_textos,P00949,True
U00815,G00687,Estoy comprometida.,ÑAPALEK ALA'SA' ENMU'PINENLEK,estoy comprometida.,ñapalek ala'sa' enmu'pinenlek,flashcards2,P00815,False
U02609,G02378,Ahí dice se sorprendieron.,Nanek ima imanankankantullina’.,ahí dice se sorprendieron.,nanek ima imanankankantullina'.,pdf_textos,P00358,True
U01630,G01435,Trabajas mucho.,SAKA'TECHU EMPU'NIPA,trabajas mucho.,saka'techu empu'nipa,flashcards2,P01630,False
U03989,G03733,Con lo que sobra el añuje le ayuda.,A’dansu’a’su’ ekchekler katu’pa’palli.,con lo que sobra el añuje le ayuda.,a'dansu'a'su' ekchekler katu'pa'palli.,fidel_lomas,P00113,True
U03148,G02917,"Después de matar a Sekputchek, (los jeberinos) se han esparcido, se han aborrecido.","Nana Sekputchekkui'na di'tanna, inpasetllina', inluyullina'.","después de matar a sekputchek, (los jeberinos) se han esparcido, se han aborrecido.","nana sekputchekkui'na di'tanna, inpasetllina', inluyullina'.",pdf_textos,P00897,True
U03535,G03292,tú estudias cocina.,KENMA ÑINCHITAPALA' KALU'TAK',tú estudias cocina.,kenma ñinchitapala' kalu'tak',flashcards_oraciones,P00328,False
U00752,G00627,¿Ha venido?,¿UKLLIN'CHA?,¿ha venido?,¿ukllin'cha?,flashcards2,P00752,False
U02677,G02446,"“¿Qué tipo de hombre es este, Arákayu?” dijeron los pobladores.",“¿Ma’pu’lusa’ asu’ muda’ ñan i’na asu’ Arakayu u’lli?” tullini’ma nana ñinanlu’wanlusa’.,"¿qué tipo de hombre es este, arákayu? dijeron los pobladores.",¿ma'pu'lusa' asu' muda' ñan i'na asu' arakayu u'lli? tullini'ma nana ñinanlu'wanlusa'.,pdf_textos,P00426,True
U00783,G00656,Me gustan.,IYATUDEKLEK,me gustan.,iyatudeklek,flashcards2,P00783,False
U00176,G00130,Lo olvidé.,PINANER'LEK',lo olvidé.,pinaner'lek',flashcards2,P00176,False
U01713,G01510,Puedo ayudarte.,YENNITULEK KATU'PA'A'KIK,puedo ayudarte.,yennitulek katu'pa'a'kik,flashcards2,P01713,False
U01001,G00858,¿Puede hacerlo?,¿YENNITULEK NU'TAK?,¿puede hacerlo?,¿yennitulek nu'tak?,flashcards2,P01001,False
U02993,G02762,"Regresando por ese camino dijeron: ""Por ese camino hay bastante comida, hay de todo"".","Nana inchilalalupa’ adencha’nni’ma luncha’llina’: ""Enpu’nipa’ uran ñilli nana inchilalalupa’, dudinpu’ ñapalli.","regresando por ese camino dijeron: por ese camino hay bastante comida, hay de todo.","nana inchilalalupa' adencha'nni'ma luncha'llina': enpu'nipa' uran ñilli nana inchilalalupa', dudinpu' ñapalli.",pdf_textos,P00742,True
U02493,G02262,De ahí seguía viviendo en Varadero mismo.,Nanekla nanpipawinek Simirkek i’la.,de ahí seguía viviendo en varadero mismo.,nanekla nanpipawinek simirkek i'la.,pdf_textos,P00242,True
U03210,G02979,El perro duerme bajo la mesa.,ÑIÑI'WA WICHI'LLI MISA'' WILENKEK,el perro duerme bajo la mesa.,ñiñi'wa wichi'lli misa'' wilenkek,flashcards_oraciones,P00003,False
U03255,G03024,El espíritu cuida el bosque.,TANAMUDA' LUUKTAPALLI TANAN,el espíritu cuida el bosque.,tanamuda' luuktapalli tanan,flashcards_oraciones,P00048,False
U02992,G02761,Cuentan que de ahí se trajeron al cura raptándolo por la noche.,"Naneklimaka, pacher kencha’llina’ apetchanna’ dekpilli.",cuentan que de ahí se trajeron al cura raptándolo por la noche.,"naneklimaka, pacher kencha'llina' apetchanna' dekpilli.",pdf_textos,P00741,True
U04149,G03886,La señorita le dijo: ,Wilalunler itulli: ,la señorita le dijo:,wilalunler itulli:,fidel_lomas,P00273,False
U04184,G03920,Poco a poco me he acostumbrado.,Uti’lakla da’iyalek.,poco a poco me he acostumbrado.,uti'lakla da'iyalek.,fidel_lomas,P00308,True
U03279,G03047,Todos trajeron comida.,IÑER' KERLINA' WUERAN ,todos trajeron comida.,iñer' kerlina' wueran,flashcards_oraciones,P00072,False
U03762,G03511,ella no recuerda una canción.,NANA KU'LA LLI'INUTAPI'ÑI ALA'SA' TULUNER',ella no recuerda una canción.,nana ku'la lli'inutapi'ñi ala'sa' tuluner',flashcards_oraciones,P00555,False
U04012,G03749,"Crece apegado a otro árbol, abrazado abrazado.","Susupalli ali’la nalak pasun, wiperi’n wiperi’n.","crece apegado a otro árbol, abrazado abrazado.","susupalli ali'la nalak pasun, wiperi'n wiperi'n.",fidel_lomas,P00136,True
U04316,G04051,"del séptimo mes (julio), ","kanchis dukerkek, ","del séptimo mes (julio),","kanchis dukerkek,",fidel_lomas,P00440,True
