pair_id,ESP_normalizado,SHIWILU_normalizado,similarity_score
U00848,sigue intentando.,intekleriaper'ila,0.8689783215522766
U00849,déjame ayudarte.,taitula'u katu'pe'chen,0.8823160529136658
U00850,házmelo saber.,a'ñinchitu'u,0.8397425413131714
U00851,déjame vivir.,taitula'u nanpiak,0.869606614112854
U00852,¡empecemos!,¡tenmiansu'wa'!,0.8991055488586426
U00853,comencemos.,tenmiansu'wa,0.9008851051330566
U00854,bailemos.,lansa'wa',0.8549782633781433
U00855,¡hagámoslo!,¡nu'tawa'!,0.8876935839653015
U00856,entremos.,da'awa',0.8592645525932312
U00857,vayámonos.,pa'awa',0.8577650785446167
U00858,míralo.,lli'ker',0.8446176052093506
U00859,¡muchas gracias!,¡yuspeinet'echun!,0.8863393068313599
U00860,memorízalo.,sekdiperker' mutu'penkek,0.8360421657562256
U00861,nadie murió.,ñiden chimii'ñi,0.8590812683105469
U00862,nadie vino.,ñiden u'i'ñi,0.831760823726654
U00863,nadie mintió.,ñiden tumui'ñi,0.8343973159790039
U00864,ahora ayúdame.,ipa'la katupa'u,0.8560324907302856
U00865,ahora resiste.,ipa'la yan'katekter',0.8490533232688904
U00866,ahora sigue.,ipa'la tupiter',0.8543033003807068
U00867,ahora continúa.,ipa'la tupiter',0.8569504022598267
U00868,ahora prosigue.,ipa'la tupiter',0.8449587821960449
U00869,ahora callate.,ipa'la ta'tuler',0.8552467226982117
U00870,bájalo.,u'nu'wanger',0.8479050993919373
U00871,ponte esto.,i'shiker' asu',0.8435081839561462
U00872,póngase esto.,i'shiker' asu',0.8462927341461182
U00873,libérale.,apu'ker',0.8565853238105774
U00874,recuérdalo.,li'inuter',0.8618901968002319
U00875,mándalo dentro.,aku'ker' kinekla,0.8414899110794067
U00876,mándalo adentro.,aku'ker' kinekla,0.8442617654800415
U00877,mándenlo adentro.,aku'ku' kinekla,0.8359734416007996
U00878,¿nos vamos?,¿pa'ater'?,0.8493049144744873
U00879,¿debería ir?,¿pa'echek'ata'?,0.8473967909812927
U00880,muéstrame cómo.,a'li'u ma'pu'su',0.8410167694091797
U00881,háblame.,luntuu,0.8545379042625427
U00882,¡dejad sitio!,¡ta'ituku' du'ak!,0.8606966733932495
U00883,¡quieto ahí!,¡yalenmekta nanek!,0.8715524673461914
U00884,¡quédate quieto!,¡lia'ker' yalenmekta!,0.8860483169555664
U00885,¡alto! ¡ladrón!,¡wanerker'! ¡apechutek!,0.8828418254852295
U00886,descansad.,neriker',0.8377036452293396
U00887,actúa.,nu'ter',0.8470802307128906
U00888,eso ayudó.,nana katu'pa'tulli,0.8238089680671692
U00889,está mojado.,wiwersu' ñapalli,0.864997148513794
U00890,¡allá está!,¡nanek ñapalli!,0.8796118497848511
U00891,se quemaron.,uker'llina',0.8625150918960571
U00892,llamaron.,peklu'tullina',0.8574783205986023
U00893,bailaron.,lansa'llina',0.8582862615585327
U00894,lo hicieron.,nu'tullina',0.8441001176834106
U00895,lo lograron.,nu'tullina',0.842390775680542
U00896,se abrazaron.,inwiperi'llina',0.8482326865196228
U00897,se besaron.,inmusha'llina',0.8571687936782837
U00898,obedecieron.,latektullina',0.8537825345993042
U00899,sonrieron.,yamerladallina',0.8461710810661316
U00900,esperaron.,wa'tentullina',0.8686801195144653
U00901,caminaron.,dek'kuntullina',0.8540875911712646
U00902,ellos caminaron.,nawa dek'kuntillina',0.8518011569976807
U00903,pasearon.,da'llina',0.8521410226821899
U00904,ellos gritaron.,nawa lamapu'llina',0.8241564035415649
U00905,esto apesta.,asu' analli,0.8307905197143555
U00906,tom llegó.,tom ektu'lli,0.9180472493171692
U00907,tom cambió.,tom a'pawillek'lli,0.8980169296264648
U00908,tom varió.,tom a'pawillek'lli,0.893395185470581
U00909,tomás aplaudió.,tomas inllipu'ite'lalli,0.8605469465255737
U00910,tom decidió.,tom waduñi,0.8929446935653687
U00911,tom escapó.,tom chi'ye'klli,0.8750447034835815
U00912,tom espiró.,tom deklli nerideknen,0.8710142970085144
U00913,tom gruñó.,tom mermiñi,0.8746154308319092
U00914,tom inhaló.,tom lanerlli,0.8534676432609558
U00915,tom escucha.,tom lauktapalli,0.8626508712768555
U00916,tom estornudó.,tom a'shulli,0.8678255677223206
U00917,tom enseña.,tom a'lektapalli,0.888094425201416
U00918,tom ayudará.,tom katu'pa'techu,0.8643432259559631
U00919,pruébate este.,lataker' asu',0.8556760549545288
U00920,apágalo.,a'tashunker',0.8484574556350708
U00921,esperame.,wa'ten'u,0.8625919818878174
U00922,espéranos.,wa'ten'u'kudek,0.8783643245697021
U00923,despertalo.,a'nambiker',0.8537458777427673
U00924,camina lentamente.,dekunder' uti'la,0.862040638923645
U00925,¿estaba equivocada?,¿ñapawinek pektunsu'?,0.8497639298439026
U00926,¿hacía frío?,¿sanekwanwiñi?,0.8427842855453491
U00927,¿estuvo bueno?,¿musu'ñapawiñi?,0.838175892829895
U00928,estamos aquí.,asek ñapallidek,0.877682089805603
U00929,comimos huevos.,ka'llidek kadu',0.8292945027351379
U00930,podemos ayudar.,yinnitullidek katu'pa'tak,0.851186215877533
U00931,podemos hablar.,yinnitullidek lunnak,0.8752132654190063
U00932,podemos esperar.,yinnitullidek wa'tentak,0.8656827211380005
U00933,nos perdimos.,wer'llidek,0.8572521805763245
U00934,te queremos.,tandenñiden,0.8741738796234131
U00935,te amamos.,tandenñiden,0.8568356037139893
U00936,te extrañamos.,lu'wanñiden,0.8502302169799805
U00937,te necesitamos.,luwantulliden,0.8680493831634521
U00938,nos recordamos.,lli'inutapallidek,0.8753742575645447
U00939,sobrevivimos.,chiminllinkekla nampipalekwa',0.8438413739204407
U00940,nosotros conduciremos.,kuda ekpekchidek,0.8913063406944275
U00941,nosotros compartiremos.,kuda a'nañiechidek,0.8882404565811157
U00942,compartiremos.,a'nañiechidek,0.8822025060653687
U00943,estamos despiertos.,nampilalasu' ñapalidek,0.8869064450263977
U00944,estamos limpios.,pekuipi ñapalidek,0.8984187841415405
U00945,estamos listos.,insekdiperpi ñapalidek,0.870039701461792
U00946,lo sentimos.,we'inutulidek,0.8794784545898438
U00947,estamos cansados.,saka'tusu' ñapalidek,0.8844308853149414
U00948,somos gemelos.,insilan nuka'kawa',0.8256138563156128
U00949,somos jóvenes.,nadi'nek nuka'kawa',0.8533045649528503
U00950,¡qué burro!,¡ma'nen ñinchichi'na!,0.8648844957351685
U00951,¡qué imbécil!,¡ma'nen ñinchichi'na!,0.8611088991165161
U00952,¡qué pérdida!,¡embu'ni wer'ipa'!,0.8650035858154297
U00953,¡qué desastre!,¡embu'ni panger'ipa'!,0.8612017631530762
U00954,¡qué mugre!,!embu'ni uchutek'ipa'!,0.8663995265960693
U00955,¡qué confusión!,¡embu'ni luwer'chi'ñi!,0.8615927696228027
U00956,qué dolor.,embu'ni iker'ipa',0.8436696529388428
U00957,qué lástima.,embu'ni we'inuipa',0.8519030809402466
U00958,qué pena.,embu'ni we'inuipa',0.8512471914291382
U00959,¡qué lástima!,!embu'ni we'inuipa'!,0.8683056831359863
U00960,¡qué equipo!,mumu'wanbalek,0.8392441272735596
U00961,¿quiénes sois?,¿denlusa'acha?,0.8708429336547852
U00962,¿quién sos?,¿denkena'cha?,0.8474624156951904
U00963,¿quién vitoreó?,¿den inllipu'iteklatulli?,0.7806481122970581
U00964,¿quién escapó?,¿den chi'yeklli?,0.8512775897979736
U00965,¿quién viene?,¿den u'apilelli?,0.8436275720596313
U00966,sos grande.,a'lliupiken nuka'ma,0.823917031288147
U00967,estás loca.,wa'danpindek ñapala,0.8774469494819641
U00968,hizo trampa.,tumu'lli,0.860885500907898
U00969,hicieron trampa.,tumu'llina',0.8549365401268005
U00970,se desmayaron.,muisu' kankantullina,0.867653489112854
U00971,te desmayaste.,muisu' kankantula,0.8412407040596008
U00972,se desmayó.,muisu' kankatulli,0.8628445863723755
U00973,me lastimas.,a'kaluwi'lun,0.8664768934249878
U00974,quédatelo.,lia'ker',0.838358998298645
U00975,lo necesitas.,luantapala,0.8628565073013306
U00976,nos necesitas.,luantapalundek,0.8769007921218872
U00977,eres libre.,inapiken nuka'ma,0.8559942245483398
U00978,¡estás loco!,¡wadanpintek ñapala!,0.8705825805664062
U00979,¡estás enfermo!,!kaluwi'pala!,0.8543436527252197
U00980,estás enfermo.,kaluwi'pala,0.8577933311462402
U00981,estás débil.,nantapi'na,0.8580349683761597
U00982,¿estoy invitado?,¿peklu'pi ñapalek?,0.8485977649688721
U00983,¿nada nuevo?,¿ñimanen nalu?,0.8563300371170044
U00984,¿tienes frío?,¿sanekwantula?,0.8549720048904419
U00985,¿estás muerto?,¿chimipi ñapala?,0.8303567171096802
U00986,¿eres sordo?,¿luuktek' nukama?,0.8329216241836548
U00987,¿estás libre?,¿inapi ñapala?,0.8575653433799744
U00988,¿estás lleno?,¿mer'su' ñapala?,0.8588981628417969
U00989,¿estás herida?,¿chacha'wanpala?,0.8651514649391174
U00990,¿estás perdido?,¿wer'su' ñapala?,0.8605135679244995
U00991,¿estás enfermo?,¿kaluwipala?,0.8552727699279785
U00992,¿está segura?,¿tekinchi'cha' ñapala?,0.8623881936073303
U00993,¿está seguro?,¿tekinchi'cha' ñapala?,0.866858720779419
U00994,¿están seguros?,¿tekinchi'cha' ñapalama?,0.8557591438293457
U00995,estar atento.,insekdipersu' ñapaker',0.8442604541778564
U00996,sé confiado.,lu'uktutek'ken ñiker,0.8532868027687073
U00997,ten seguridad.,latek'u,0.83189857006073
U00998,sé despiadado.,lutanteninpu'ker',0.8541355133056641
U00999,hazle pasar.,a'nakuker',0.8487191200256348
U01000,¿puedo intentar?,¿yennitulek inpaleriak?,0.8650599718093872
U01001,¿puede hacerlo?,¿yennitulek nu'tak?,0.8497134447097778
U01002,¿puedes venir?,¿yennitula uk'a'mak?,0.8772369027137756
U01003,¿puedes ayudar?,¿yennitula katu'pa'ta'mak?,0.8609023094177246
U01004,¿puedes leer?,¿yennitula lunta'mak?,0.8700988292694092
U01005,¿sabes nadar?,¿ñinchitapala idun'ak?,0.8473405241966248
U01006,¿puedes andar?,¿yennitapala dekkunta'mak?,0.8681864142417908
U01007,¿pueden andar?,¿yennitulama' dekkunta'mamak?,0.8468225002288818
U01008,¡míralo!,¡lli'ker'!,0.8901497721672058
U01009,¡compruébalo!,¡lli'ker' mupallinpa'!,0.8935655355453491
U01010,ven enseguida.,wek'ker' ipia'la,0.8495807647705078
U01011,acércate.,kawiter',0.8627308011054993
U01012,regresa.,adencher',0.8570579290390015
U01013,baja.,nu'wanker',0.8460754156112671
U01014,baje.,nu'wanker',0.8540591597557068
U01015,sal fuera.,yunsuer' adipi,0.8419870138168335
U01016,venga conmigo.,wek'ker' kualek,0.8717836141586304
U01017,enfríalo.,a'sanek'ker',0.8507288098335266
U01018,¿vino tom?,¿tom wek'lli?,0.8651123046875
U01019,¿tom ayudó?,¿tom katu'pa'tulli?,0.8430824279785156
U01020,¿ayudaste?,¿katu'pa'tula?,0.872956395149231
U01021,¿firmaste?,¿llillinpen nu'tula?,0.8471827507019043
U01022,¿firmaron?,¿llillinpenma' nu'tulama'?,0.8269001245498657
U01023,¿luzco bien?,¿llitapalek musu'?,0.8205978274345398
U01024,¿usted fuma?,¿kenma u'wa'tapala?,0.8725576400756836
U01025,¿fumas?,¿u'wa'tapala?,0.8282777070999146
U01026,¿usted ronca?,¿kenma tukulu'pala?,0.838001012802124
U01027,¿tú roncas?,¿kenma tukulu'pala?,0.8446527719497681
U01028,¿duele?,¿ikerlli?,0.8722286224365234
U01029,no divagues.,cheksu' ñiker',0.8685622811317444
U01030,conduce lentamente.,ekpa'ker' utila',0.8289269208908081
U01031,examine esto.,lli'ker' asu',0.8746849894523621
U01032,examinen esto.,lli'ku' asu',0.8763148784637451
U01033,dame eso.,enka'u nana,0.861089289188385
U01034,deme tiempo.,wa'ten'u,0.850907564163208
U01035,ve adentro.,paker' kinekla,0.8512052297592163
U01036,buenos días.,muuklli,0.839663028717041
U01037,"espera, tom.",wa'tenker' tom,0.889380693435669
U01038,feliz pascua.,musu' paskua',0.9012529850006104
U01039,¡feliz pascua!,¡musu' paskua'!,0.9143111705780029
U01040,tómate algo.,uker' ma'pinta',0.8314289450645447
U01041,come algo.,kaker' ma'pinta',0.8488638401031494
U01042,toma otro. (beber),uker' ali'la',0.8238212466239929
U01043,toma otro. (sostener),ma'atasu' ali'la',0.8361544609069824
U01044,sé valiente.,nantapitek ñiker',0.8388948440551758
U01045,él gritó.,nana lamapu'lli,0.8349326252937317
U01046,la ayuda.,katu'pa',0.8517956137657166
U01047,es francés.,francés nuka'a,0.9123010635375977
U01048,está comiendo.,weranpalli,0.8200762271881104
U01049,corre rápido.,tek'ker' wiuk'su',0.8561626672744751
U01050,esperará.,wa'tentechu,0.8795143365859985
U01051,está sufriendo.,insek'lutenapalli,0.8564200401306152
U01052,"¡oye, aguarda!","¡lau'ker', wa'tenter'!",0.8654846549034119
U01053,¡qué pesado!,¡enpu'ni saka'dek'ipa'!,0.8685654997825623
U01054,¡qué horrible!,¡enpu'ni aperpipa'!,0.867498517036438
U01055,¡qué romántico!,¡enpu'ni mupenchipa'!,0.8621096611022949
U01056,te admiro.,kenmapu'su' ñiina'ka,0.8421728014945984
U01057,soy chino.,chinu nuka'ka,0.8470402956008911
U01058,quiero saberlo.,yañinchitulek,0.8757662773132324
U01059,estoy lesionado.,ñapalek da'peksu',0.8707490563392639
U01060,estoy rezando.,mallia'palek,0.8649015426635742
U01061,comí manzanas.,ka'lek manzanas,0.9220929741859436
U01062,comí caviar.,ka'lek caviar,0.9283148050308228
U01063,podría caminar.,yennituwinasku dekkunta',0.8575268983840942
U01064,me corto.,indei'techek,0.8510580062866211
U01065,me corté.,indei'tulek,0.866796612739563
U01066,no mentí.,tumui'nek,0.855726957321167
U01067,no pagué.,panwilekchi'nek,0.8564409613609314
U01068,no sé.,ñinchichi'nek,0.8571188449859619
U01069,lo desconozco.,luver'chi'nek,0.8497730493545532
U01070,tomé leche.,mudidek ulek,0.9119876623153687
U01071,los encontré.,kanandeklek,0.8752251863479614
U01072,tengo dinero.,kulliker'wanpalek,0.8545447587966919
U01073,la abracé.,wiperi'lek,0.8906420469284058
U01074,te extrañé.,lu'wañen,0.844712495803833
U01075,necesito pintura.,luwantulek llinserchunan,0.8297919631004333
U01076,necesito dormir.,luwantulek wichi'ak,0.8421862721443176
U01077,necesito agua.,luwantulek dek',0.8307076096534729
U01078,te necesitaba.,luwantuwiñen,0.8567632436752319
U01079,leo frecuentemente.,lunpa'lek utalinpu'sa',0.8273764252662659
U01080,lo llamé.,pekklu'lek,0.8628477454185486
U01081,leo libros.,luntulek kerka'lusa',0.8393326997756958
U01082,hablo rápido.,wiuksu' lunpalek,0.8548429012298584
U01083,simpatizo.,musu' lli'apalek,0.8551104068756104
U01084,entiendo.,lachekapalek,0.8707574009895325
U01085,quiero dinero.,luwantulek kulliker',0.8525713682174683
U01086,quiero ir.,yapa'lek,0.8563902378082275
U01087,tenía miedo.,tekuawinek,0.8679342269897461
U01088,fui enmarcado.,a'apitulliner'ku,0.8862459063529968
U01089,tenía hambre.,uki'la a'ñiwinek,0.8590342998504639
U01090,estaba solo.,kuashasa' ñapawinek,0.8372468948364258
U01091,tenía sueño.,yawichi'winek,0.8591029047966003
U01092,volveré.,adenche'chek,0.8695403933525085
U01093,estaré bien.,musu' ñapechek,0.8731375336647034
U01094,seré libre.,inapi ñechek,0.870189905166626
U01095,me arriesgaré.,inpalerichek,0.866203248500824
U01096,te demandaré.,winlapichen,0.8195315599441528
U01097,soy médico.,lulentutek' nuka'ka,0.8366178274154663
U01098,soy doctor.,doktor nuka'ka,0.9037194848060608
U01099,soy escritor.,llinserchutek' nuka'ka,0.8358672857284546
U01100,soy adulta.,taserlunku nuka'ka,0.8400791883468628
U01101,estoy descalzo.,inapilante'ñapalek,0.8787370920181274
U01102,estoy confuso.,lachek'ki'nek,0.8769750595092773
U01103,estoy confundido.,lachek'ki'nek,0.8792473077774048
U01104,estoy divorciada.,apu'pi nuka'ka,0.8625553846359253
U01105,estoy congelado.,nakusu' sanekwantulek,0.8810333609580994
U01106,estoy helado.,nakusu' sanekwantulek,0.8666728138923645
U01107,estoy dudando.,ku'la latektapi'nek,0.866537868976593
U01108,soy inocente.,ma'nen nu'chi'nek,0.8484346866607666
U01109,estoy indignado.,yusu' ñapalek,0.8712460994720459
U01110,estoy pintando.,llinserchapalek,0.8497611880302429
U01111,estoy embarazada.,kadulunsu' ñapalek,0.8680400848388672
U01112,estoy preparado.,ñapalek insekdipersu',0.8670216798782349
U01113,soy inquieto.,wa'danpintek nuka'ka,0.8441991806030273
U01114,soy intranquilo.,wa'danpintek nuka'ka,0.835516095161438
U01115,estoy estudiando.,kerka' ñinchitapalek,0.880878210067749
U01116,estoy exhausto.,ñapalek saka'tusu',0.8644394278526306
U01117,estoy reventado.,ñapalek saka'tusu',0.8464943766593933
U01118,¿está roto?,¿nusha'tusu' ñapalli?,0.8545293211936951
U01119,¿es suficiente?,¿nanasa'cha iñer'?,0.862542450428009
U01120,ha empezado.,tenmiansu'lli,0.8644378781318665
U01121,empezó.,tenmiansu'lli,0.8592504262924194
U01122,comenzó.,tenmiansu'lli,0.862739086151123
U01123,era negro.,kerpi'a'cha',0.8469635844230652
U01124,fue repugnante.,nudu'pi ñiwiñi,0.8407127857208252
U01125,se quemará.,uker'echu,0.8819113969802856
U01126,me toca. (tocar),pata'lliu,0.849493682384491
U01127,está perfecto.,mupalli,0.8204556703567505
U01128,está nevando.,pulunker'wanpalli,0.8673008680343628
U01129,está funcionando.,saka'tapalli,0.884323239326477
U01130,sólo espera.,wa'tenker'la,0.8444392681121826
U01131,sigue bailando.,lansa'per'i'la,0.8498510122299194
U01132,sigue cavando.,iwa'taper'i'la,0.8507522344589233
U01133,sigue conduciendo.,ekpa'aper'i'la,0.8349490165710449
U01134,sigue mirando.,lli'taper'i'la,0.8506733179092407
U01135,siga leyendo.,luntaper'i'la,0.8638864755630493
U01136,sigue corriendo.,teka'per'i'la,0.8764256238937378
U01137,sigan corriendo.,teka'pa'ku'i'la,0.8333320617675781
U01138,sigue cantando.,tuluner'aper'i'la,0.8554038405418396
U01139,continuá hablando.,lun'aper'i'la,0.8261895775794983
U01140,continúe hablando.,lun'aper'pi'la,0.8201959729194641
U01141,sigue caminando.,dek'kuntaper'pi'la,0.8560526371002197
U01142,sigue escribiendo.,llinsecher'pi'la,0.8575604557991028
U01143,déjalo ir.,ta'ituler' pa'i,0.8525630235671997
U01144,déjame ir.,ta'itula'u pa'ak,0.8465890288352966
U01145,¡déjame irme!,¡ta'itula'u pa'ak!,0.873924195766449
U01146,dejame hablar.,ta'itula'u lun'echek,0.8622389435768127
U01147,déjame pensar.,ta'itula'u inlli'inutechek,0.8502403497695923
U01148,salgamos.,yunsu'wa',0.8644007444381714
U01149,escuchemos.,lauk'tawa',0.8800777196884155
U01150,no vayamos.,pa'inpu'wa',0.8524091839790344
U01151,adivina.,teklerier' ninchita'mak,0.8428435921669006
U01152,entró mary.,da'kerlli mari,0.8711403608322144
U01153,"continúa, tom.","tupiter', tom",0.8971058130264282
U01154,"prosigue, tom.","tupiter', tom",0.9039211273193359
U01155,nadie sabe.,ñiden ñinchichi'ñi,0.8494667410850525
U01156,nadie preguntó.,ñiden lekchi'ñi,0.8093504905700684
U01157,ahora déjanos.,ipa'la ta'itula'u'kudek,0.8637935519218445
U01158,ahora sientate.,ipa'la du'ker',0.8452953100204468
U01159,"ah, entiendo.","ah, lachek'apalek",0.8945025205612183
U01160,sonrian.,yamerladaku',0.8299302458763123
U01161,señálalo.,tañituker',0.8617385625839233
U01162,ábrela.,ek'ker'cher',0.8449286222457886
U01163,ponlo allí.,aku'ker' nanek,0.8388605117797852
U01164,pónganlo allí.,aku'ku' nanek,0.812146008014679
U01165,ponlo ahí.,aku'ker' nanek,0.8380060195922852
U01166,repítelo.,tununter',0.8513075113296509
U01167,¡hasta pronto!,¡pante'chek!,0.8838306069374084
U01168,hasta entonces.,¡pante'chek!,0.8693072199821472
U01169,¡qué vergüenza!,¡dakuta'lek!,0.8559308052062988
U01170,¡avergüénzate!,¡dakuta'ker'!,0.8672857284545898
U01171,le gustó.,iyatulli,0.8571511507034302
U01172,le disparó.,ilanñi,0.8777087926864624
U01173,ella salió.,nana yunsu'lli,0.8760404586791992
U01174,muéstrame eso.,a'lli'u nana,0.8226954936981201
U01175,alguien llegó.,ala'sa' yalli' ektukerlli,0.853906512260437
U01176,concéntrate.,lli'ker' musu',0.8556233048439026
U01177,quedate conmigo.,llia'ker' kualek,0.8855201601982117
U01178,no discutas.,yainyututa,0.8518133163452148
U01179,cállate.,ta'tuler',0.8599892854690552
U01180,¡felices sueños!,¡u'chimusha wichi'ker'!,0.8648339509963989
U01181,¡dulces sueños!,¡u'chimusha wichi'ker'!,0.872879147529602
U01182,¡relajate!,¡latada'ker'!,0.8956552743911743
U01183,cuéntame más.,wintu'u a'pinta',0.8379314541816711
U01184,dime más.,wintu'u a'pinta',0.8459959030151367
U01185,dígame más.,wintu'u a'pinta',0.847943902015686
U01186,dinos más.,wintu'udek a'pinta',0.8485091924667358
U01187,dígannos más.,wintu'udek a'pinta',0.8482029438018799
U01188,cuéntanos más.,wintu'udek a'pinta',0.8478207588195801
U01189,¡gracias nuevamente!,¡yuspeinet'echun nanapu'si'la!,0.8743034601211548
U01190,eso ayudará.,nana katu'pa'techu,0.8425165414810181
U01191,así es.,nu'su' nuka'a,0.8469120264053345
U01192,es raro.,nerpi'la nuka'a,0.8533602952957153
U01193,son grandes.,a'llupi nuker'ka,0.8735568523406982
U01194,se chocaron.,da'pañina',0.873345136642456
U01195,se estrellaron.,da'pañina',0.8605027198791504
U01196,se escaparon.,chi'yek llina',0.8293701410293579
U01197,me conocían.,luwer'chuwiñiner'ku,0.8976835012435913
U01198,rieron.,lumer'llina',0.8362552523612976
U01199,se negaron.,luwanchi'ñina',0.8208981156349182
U01200,pararon.,ta'itula'llina,0.8555194139480591
U01201,sudaron.,elli'llina',0.838553786277771
U01202,llamarán.,peklu'techuna',0.86810702085495
U01203,ellos llamarán.,nawa' peklu'techuna',0.881474494934082
U01204,ellos vendrán.,nawa' wenche'chuna',0.8606467843055725
U01205,vendrán.,wenche'chuna',0.8605103492736816
U01206,son huevos.,kadu'lusa' nuker'ka,0.8493454456329346
U01207,son rápidos.,wiuksu'lusa' nuker'ka,0.856430172920227
U01208,se fueron.,pa'llina',0.8624159097671509
U01209,son buenos.,u'chimulusa' nuker'ka,0.8444780707359314
U01210,son ricas.,iyasu'lusa' nuker'ka,0.8533568978309631
U01211,son feos.,aper'pilusa' nuker'ka,0.8535828590393066
U01212,son débiles.,saputek'lusa' nuker'ka,0.8851526975631714
U01213,esto ayudará.,asu' katu'pa'techu,0.8568758964538574
U01214,tom respondió.,tom na'pitulli,0.8697736263275146
U01215,tom canceló.,tom a'ta'wantulli,0.891753077507019
U01216,tom terminó.,tom a'ta'wantulli,0.8850821256637573
U01217,tom insistió.,tom a'perchulli,0.891830325126648
U01218,tom escuchó.,tom lauk'tulli,0.8835752606391907
U01219,tom prometió.,tom tekinchi'walek tulli,0.8841437101364136
U01220,tom huyó.,tom teka'lli,0.8746526837348938
U01221,tom creció.,tom susu'lli,0.8832340240478516
U01222,tomás renunció.,chuma yunsu'lli,0.8277784585952759
U01223,tom tartamudea.,tom musu' lunpi'ñi,0.8648707866668701
U01224,tom balbucea.,tom musu' lunpi'ñi,0.8804229497909546
U01225,tom sobrevivió.,tom chimillinkekla nampilli,0.8877522349357605
U01226,tomás desapareció.,chuma wer'lli,0.8230026364326477
U01227,tom hablará.,tom lun'echu,0.8652455806732178
U01228,"tom, despierta.","tom, nanpiladalli",0.8982093334197998
U01229,pruébate estos.,tekle'rier asu'lusa,0.842302680015564
U01230,espera fuera.,adipi wantenter',0.849268913269043
U01231,despiertalos.,uchinande'ker,0.8751716017723083
U01232,"despiértate, tom.","nanpiladaker', tom",0.9022312164306641
U01233,camina conmigo.,dek'kunter' kualek,0.8730841279029846
U01234,podemos hacerlo.,yennitulekwa' nu'tak,0.8641043305397034
U01235,nos preparamos.,insek'diperlekwa',0.8513455390930176
U01236,estábamos listos.,insek'diperpi ñapawiñidek,0.8715276718139648
U01237,almorzamos.,ikinek'uklli werañidek,0.8343052864074707
U01238,tenemos vino.,a'ñapallidek vinu',0.8853460550308228
U01239,los amamos.,tanten'ñidek,0.8601208925247192
U01240,necesitamos ayuda.,luwantullidek katu'pa',0.8512306213378906
U01241,necesitamos más.,luwantullidek a'pinta',0.8477662205696106
U01242,lo necesitamos.,luwantullidek,0.8738527297973633
U01243,dormimos demasiado.,nakusu' wichi'llidek,0.8457074165344238
U01244,deberíamos irnos.,pa'a'kawa'su' ñapalli,0.8409331440925598
U01245,¡lo conseguimos!,¡kananekwa'!,0.8959082365036011
U01246,¡lo logramos!,¡kananekwa'!,0.8766422271728516
U01247,nos rendimos.,yennichi'nek'wa',0.8351971507072449
U01248,estábamos heridos.,llipu'pi ñapawiñidek,0.881158709526062
U01249,estábamos lastimados.,llipu'pi ñapawiñidek,0.8876677751541138
U01250,somos adultos.,nuka'kawa taserpilusa',0.8555982112884521
U01251,estamos asustados.,imantusu' ñapallidek,0.9025126099586487
U01252,estamos encerrados.,unku'pi ñapallidek,0.8879411220550537
U01253,estamos hambrientos.,uki'latek ñapallidek,0.881040096282959
U01254,estamos bromeando.,si'lentapallidek,0.8872392177581787
U01255,estamos perdiendo.,wer'apallidek,0.8977082967758179
U01256,lo tenemos.,a'ñapallidek,0.8751817941665649
U01257,¿quiénes son?,¿denlusa'cha?,0.8543899655342102
U01258,¿quién canceló?,¿den ata'wantulli?,0.8074979186058044
U01259,¿quién escuchó?,¿den lauk'tulli?,0.8164389133453369
U01260,¿quién renunció?,¿den yunsu'lli?,0.7999220490455627
U01261,¿quién desapareció?,¿den wer'lli?,0.807368278503418
U01262,¿quién empieza?,¿den tenmian'su'lli?,0.8428360223770142
U01263,¿quién parte?,¿den tenmian'su'lli?,0.8466168642044067
U01264,¿acaso vivirá?,¿nanpichua'cha?,0.8567696213722229
U01265,eres bueno.,u'chimu nuka'ma,0.8434792757034302
U01266,estás bien.,mu'su' ñapala,0.8763954043388367
U01267,eres rico.,kulliker'wanpala,0.852674126625061
U01268,puedes venir.,yennitula' uk'a'mak,0.8767120838165283
U01269,puedes quedarte.,yennitula' llia'a'mak,0.8764510750770569
U01270,tú primera.,nanentupen,0.8455207347869873
U01271,ustedes primero.,nanentu kenmama',0.8573492765426636
U01272,lo heriste.,llipu'tula,0.8754713535308838
U01273,le conoces.,luwer'chapala,0.8724114298820496
U01274,puedes nadar.,yennitula' idun'a'mak,0.8575369715690613
U01275,prometiste.,nu'techun tuwina,0.8589438199996948
U01276,tú prometiste.,kenma nu'techun tuwina,0.8350095748901367
U01277,prometió.,nana tuwiñi nu'techu,0.8506561517715454
U01278,usted prometió.,kenma tuwina nu'techu,0.8496776819229126
U01279,ustedes prometisteis.,kenmama' tuwinama' nu'techuma,0.8783754110336304
U01280,prometieron.,tuwiñina' nu'techuna,0.8469588160514832
U01281,ustedes prometieron.,kenmama' tuwinama' nu'techuma,0.8653905391693115
U01282,lo prometiste.,nu'techun tuwina,0.8525612950325012
U01283,lo prometió.,tuwiñi nu'techu,0.8614245653152466
U01284,lo prometieron.,tuwiñina' nu'techuna,0.8478902578353882
U01285,me asustas.,a'imanantulun,0.8810344934463501
U01286,sobreviviste.,chiminllinkekla nampila,0.8452695608139038
U01287,tú sobreviviste.,kenma chiminllinkekla nampila,0.812423586845398
U01288,sobrevivió.,chiminllinkekla nampilli,0.8600268959999084
U01289,usted sobrevivió.,kenma chiminllinkekla nampila,0.8477120399475098
