id,pair_id,group_id,source,target,source_lang,target_lang,split,has_audit_flags,origin_source
U03520__shw2spa,U03520,G03277,nana ku'la ñinchitapi'ñi ciencias,ella no estudia ciencias.,shw,spa,train,False,flashcards_oraciones
U03520__spa2shw,U03520,G03277,ella no estudia ciencias.,nana ku'la ñinchitapi'ñi ciencias,spa,shw,train,False,flashcards_oraciones
U04104__shw2spa,U04104,G03841,"chi'lek ima tupitunta'lli amana', pilenñanen yasiwerchan.","el carachupa, dice, le siguió al tigre para quitarle su pifuano.",shw,spa,train,True,fidel_lomas
U04104__spa2shw,U04104,G03841,"el carachupa, dice, le siguió al tigre para quitarle su pifuano.","chi'lek ima tupitunta'lli amana', pilenñanen yasiwerchan.",spa,shw,train,True,fidel_lomas
U03793__shw2spa,U03793,G03540,kenmama' chintek'lama' mutupik,ustedes suben a la montaña.,shw,spa,train,False,flashcards_oraciones
U03793__spa2shw,U03793,G03540,ustedes suben a la montaña.,kenmama' chintek'lama' mutupik,spa,shw,train,False,flashcards_oraciones
U04256__shw2spa,U04256,G03992,nanalek ima kuvi-19 kaluwi'ler a'pinta'pilli'tudek'i'nchu.,"con eso, dice, la enfermedad del covid-19 no les va a coger.",shw,spa,train,True,fidel_lomas
U04256__spa2shw,U04256,G03992,"con eso, dice, la enfermedad del covid-19 no les va a coger.",nanalek ima kuvi-19 kaluwi'ler a'pinta'pilli'tudek'i'nchu.,spa,shw,train,True,fidel_lomas
U01947__shw2spa,U01947,G01731,keritu'u nana,traeme eso.,shw,spa,train,False,flashcards2
U01947__spa2shw,U01947,G01731,traeme eso.,keritu'u nana,spa,shw,train,False,flashcards2
U01729__shw2spa,U01729,G01525,utrinwanpalek,tengo hermanas.,shw,spa,train,False,flashcards2
U01729__spa2shw,U01729,G01525,tengo hermanas.,utrinwanpalek,spa,shw,train,False,flashcards2
U00817__shw2spa,U00817,G00689,weranpi'nek,estoy ayunando.,shw,spa,train,False,flashcards2
U00817__spa2shw,U00817,G00689,estoy ayunando.,weranpi'nek,spa,shw,train,False,flashcards2
U01983__shw2spa,U01983,G01764,iñer'daper' mallia'llina',todos oraron.,shw,spa,train,False,flashcards2
U01983__spa2shw,U01983,G01764,todos oraron.,iñer'daper' mallia'llina',spa,shw,train,False,flashcards2
U04214__shw2spa,U04214,G03950,asu' mercaduk saka'tulek kala duker witektamu.,en este mercado he trabajado tres meses como barredor.,shw,spa,train,True,fidel_lomas
U04214__spa2shw,U04214,G03950,en este mercado he trabajado tres meses como barredor.,asu' mercaduk saka'tulek kala duker witektamu.,spa,shw,train,True,fidel_lomas
U02002__shw2spa,U02002,G01782,sapulek,me acobardé.,shw,spa,train,False,flashcards2
U02002__spa2shw,U02002,G01782,me acobardé.,sapulek,spa,shw,train,False,flashcards2
U03991__shw2spa,U03991,G03735,nadallina' ishan ukllik wadeker'kek.,aumentan para desovar en la época de vaciante.,shw,spa,train,True,fidel_lomas
U03991__spa2shw,U03991,G03735,aumentan para desovar en la época de vaciante.,nadallina' ishan ukllik wadeker'kek.,spa,shw,train,True,fidel_lomas
U01411__shw2spa,U01411,G01226,tumu'tuleklek,les mentí.,shw,spa,train,False,flashcards2
U01411__spa2shw,U01411,G01226,les mentí.,tumu'tuleklek,spa,shw,train,False,flashcards2
U01749__shw2spa,U01749,G01545,yanerilek,quiero descansar.,shw,spa,train,False,flashcards2
U01749__spa2shw,U01749,G01545,quiero descansar.,yanerilek,spa,shw,train,False,flashcards2
U01558__shw2spa,U01558,G01364,tom latekte'chu,tom obedecerá.,shw,spa,train,False,flashcards2
U01558__spa2shw,U01558,G01364,tom obedecerá.,tom latekte'chu,spa,shw,train,False,flashcards2
U00404__shw2spa,U00404,G00324,li'ker' musenkek,véase arriba.,shw,spa,train,False,flashcards2
U00404__spa2shw,U00404,G00324,véase arriba.,li'ker' musenkek,spa,shw,train,False,flashcards2
U02531__shw2spa,U02531,G02300,"ipi'ma nana ukalu' yata'wanta'su'lupa' ima, uk'apilincha', nanek kapeklli ala'sa' enmu'pinen nadi'nek piperunkallu'la'su', pipelladasu'. cuando iban terminando ese bajial, cuando venían, allí encontraron a",un hombre joven de cuello colorado y cara colorada.,shw,spa,train,True,pdf_textos
U02531__spa2shw,U02531,G02300,un hombre joven de cuello colorado y cara colorada.,"ipi'ma nana ukalu' yata'wanta'su'lupa' ima, uk'apilincha', nanek kapeklli ala'sa' enmu'pinen nadi'nek piperunkallu'la'su', pipelladasu'. cuando iban terminando ese bajial, cuando venían, allí encontraron a",spa,shw,train,True,pdf_textos
U02412__shw2spa,U02412,G02181,ipa'la shiwiluwekkek ñi a'pinta' lunpi'ñina' asu' shiwilu la'la'mapu'wa'.,ahora en mi jeberos ya no hablan más esta nuestra lengua shiwilu.,shw,spa,train,True,pdf_textos
U02412__spa2shw,U02412,G02181,ahora en mi jeberos ya no hablan más esta nuestra lengua shiwilu.,ipa'la shiwiluwekkek ñi a'pinta' lunpi'ñina' asu' shiwilu la'la'mapu'wa'.,spa,shw,train,True,pdf_textos
U00029__shw2spa,U00029,G00024,yunsu'lek,salí.,shw,spa,train,False,flashcards2
U00029__spa2shw,U00029,G00024,salí.,yunsu'lek,spa,shw,train,False,flashcards2
U01604__shw2spa,U01604,G01409,¿enñupa'cha ñapawinekwa'?,¿dónde estábamos?,shw,spa,train,False,flashcards2
U01604__spa2shw,U01604,G01409,¿dónde estábamos?,¿enñupa'cha ñapawinekwa'?,spa,shw,train,False,flashcards2
U01759__shw2spa,U01759,G01555,ñi'inaka inlu'uktutek,sería cuidadoso.,shw,spa,train,False,flashcards2
U01759__spa2shw,U01759,G01555,sería cuidadoso.,ñi'inaka inlu'uktutek,spa,shw,train,False,flashcards2
U03842__shw2spa,U03842,G03587,nana wila kuaper pa'lli menmik,la niña viaja al campo.,shw,spa,train,False,flashcards_oraciones
U03842__spa2shw,U03842,G03587,la niña viaja al campo.,nana wila kuaper pa'lli menmik,spa,shw,train,False,flashcards_oraciones
U00368__shw2spa,U00368,G00295,mukankan,es agradable. (persona),shw,spa,train,True,flashcards2
U00368__spa2shw,U00368,G00295,es agradable. (persona),mukankan,spa,shw,train,True,flashcards2
U00853__shw2spa,U00853,G00723,tenmiansu'wa,comencemos.,shw,spa,train,False,flashcards2
U00853__spa2shw,U00853,G00723,comencemos.,tenmiansu'wa,spa,shw,train,False,flashcards2
U00878__shw2spa,U00878,G00744,¿pa'ater'?,¿nos vamos?,shw,spa,train,False,flashcards2
U00878__spa2shw,U00878,G00744,¿nos vamos?,¿pa'ater'?,spa,shw,train,False,flashcards2
U02457__shw2spa,U02457,G02226,nu'la'su' nanpipalek ipa'la asek kua.,así nomás vivo ahora yo aquí. 24 de julio del 2005,shw,spa,train,True,pdf_textos
U02457__spa2shw,U02457,G02226,así nomás vivo ahora yo aquí. 24 de julio del 2005,nu'la'su' nanpipalek ipa'la asek kua.,spa,shw,train,True,pdf_textos
U03986__shw2spa,U03986,G03730,"uwan wadi'nen tekda'lli ala' uklli, katu' uklli.",la mijanada de la rana dura uno o dos días.,shw,spa,train,True,fidel_lomas
U03986__spa2shw,U03986,G03730,la mijanada de la rana dura uno o dos días.,"uwan wadi'nen tekda'lli ala' uklli, katu' uklli.",spa,shw,train,True,fidel_lomas
U01519__shw2spa,U01519,G01328,¿tenmiansu'chek?,¿empiezo?,shw,spa,train,False,flashcards2
U01519__spa2shw,U01519,G01328,¿empiezo?,¿tenmiansu'chek?,spa,shw,train,False,flashcards2
U01518__shw2spa,U01518,G01327,a'uktuwu,mándamelo.,shw,spa,train,False,flashcards2
U01518__spa2shw,U01518,G01327,mándamelo.,a'uktuwu,spa,shw,train,False,flashcards2
U02177__shw2spa,U02177,G01951,tu'nek'echidek,los detendremos.,shw,spa,train,False,flashcards2
U02177__spa2shw,U02177,G01951,los detendremos.,tu'nek'echidek,spa,shw,train,False,flashcards2
U00521__shw2spa,U00521,G00428,latek'iñen,lo dudo.,shw,spa,train,False,flashcards2
U00521__spa2shw,U00521,G00428,lo dudo.,latek'iñen,spa,shw,train,False,flashcards2
U03772__shw2spa,U03772,G03520,kuda ku'la lli'inuta'pi'ñidek llillinen,nosotras no recordamos su nombre.,shw,spa,train,False,flashcards_oraciones
U03772__spa2shw,U03772,G03520,nosotras no recordamos su nombre.,kuda ku'la lli'inuta'pi'ñidek llillinen,spa,shw,train,False,flashcards_oraciones
U00584__shw2spa,U00584,G00481,kuakin nuka'a,es mío.,shw,spa,train,False,flashcards2
U00584__spa2shw,U00584,G00481,es mío.,kuakin nuka'a,spa,shw,train,False,flashcards2
U03434__shw2spa,U03434,G03197,nana ku'la teka'pi'ñi u'lan wilenkek,ella no corre bajo la lluvia.,shw,spa,train,False,flashcards_oraciones
U03434__spa2shw,U03434,G03197,ella no corre bajo la lluvia.,nana ku'la teka'pi'ñi u'lan wilenkek,spa,shw,train,False,flashcards_oraciones
U01372__shw2spa,U01372,G01191,a'pinta' luwantulli,quiere más.,shw,spa,train,False,flashcards2
U01372__spa2shw,U01372,G01191,quiere más.,a'pinta' luwantulli,spa,shw,train,False,flashcards2
U02615__shw2spa,U02615,G02384,"aper'etchuma', wer'etchuma'.","se van a confundir, se van a extraviar.",shw,spa,train,True,pdf_textos
U02615__spa2shw,U02615,G02384,"se van a confundir, se van a extraviar.","aper'etchuma', wer'etchuma'.",spa,shw,train,True,pdf_textos
U01066__shw2spa,U01066,G00919,tumui'nek,no mentí.,shw,spa,train,False,flashcards2
U01066__spa2shw,U01066,G00919,no mentí.,tumui'nek,spa,shw,train,False,flashcards2
U02265__shw2spa,U02265,G02034,nu'amui'na wadeklek wilaweklusa'.,después tuve mis hijos.,shw,spa,train,True,pdf_textos
U02265__spa2shw,U02265,G02034,después tuve mis hijos.,nu'amui'na wadeklek wilaweklusa'.,spa,shw,train,True,pdf_textos
U00418__shw2spa,U00418,G00334,adipi,fuera.,shw,spa,train,False,flashcards2
U00418__spa2shw,U00418,G00334,fuera.,adipi,spa,shw,train,False,flashcards2
U00757__shw2spa,U00757,G00632,musu' nuka'a,es feliz.,shw,spa,train,False,flashcards2
U00757__spa2shw,U00757,G00632,es feliz.,musu' nuka'a,spa,shw,train,False,flashcards2
U03752__shw2spa,U03752,G03501,nana wila kuaperlusa' ku'la llinseri'ñina ala'sa' dibuju,las niñas no pintan un dibujo.,shw,spa,train,False,flashcards_oraciones
U03752__spa2shw,U03752,G03501,las niñas no pintan un dibujo.,nana wila kuaperlusa' ku'la llinseri'ñina ala'sa' dibuju,spa,shw,train,False,flashcards_oraciones
U04523__shw2spa,U04523,G04232,"asu' yalli' susunen nanpipalli franciak nanek uki'lalek, sanek'wantulek, pawantulli denler ka'tana'su'","esta persona mayor vive en francia donde siente hambre, frío y tiene gran necesidad de ser consolada.",shw,spa,train,True,el_principito
U04523__spa2shw,U04523,G04232,"esta persona mayor vive en francia donde siente hambre, frío y tiene gran necesidad de ser consolada.","asu' yalli' susunen nanpipalli franciak nanek uki'lalek, sanek'wantulek, pawantulli denler ka'tana'su'",spa,shw,train,True,el_principito
U00504__shw2spa,U00504,G00412,nana tumu'palli,él miente.,shw,spa,train,False,flashcards2
U00504__spa2shw,U00504,G00412,él miente.,nana tumu'palli,spa,shw,train,False,flashcards2
U03714__shw2spa,U03714,G03466,nawa' ku'la pinaner'i'ñina' ala'sa ukli mua'su',ellas no olvidan una fecha importante.,shw,spa,train,True,flashcards_oraciones
U03714__spa2shw,U03714,G03466,ellas no olvidan una fecha importante.,nawa' ku'la pinaner'i'ñina' ala'sa ukli mua'su',spa,shw,train,True,flashcards_oraciones
U03716__shw2spa,U03716,G03466,nawa' ku'la pinaner'i'ñina' ala'sa ukli mua'su',ellos no olvidan una fecha importante.,shw,spa,train,True,flashcards_oraciones
U03716__spa2shw,U03716,G03466,ellos no olvidan una fecha importante.,nawa' ku'la pinaner'i'ñina' ala'sa ukli mua'su',spa,shw,train,True,flashcards_oraciones
U03203__shw2spa,U03203,G02972,"nu'su' ipa'la lawektapalek asu' shiwilumapu'wek, ñi napi'pu'su'.","así oigo ahora en nuestro pueblo de jeberos, no es como antes.",shw,spa,train,False,pdf_textos
U03203__spa2shw,U03203,G02972,"así oigo ahora en nuestro pueblo de jeberos, no es como antes.","nu'su' ipa'la lawektapalek asu' shiwilumapu'wek, ñi napi'pu'su'.",spa,shw,train,False,pdf_textos
U02397__shw2spa,U02397,G02166,"lachek'erkasu' lachekllina', lachek'inpu'erkasui'na innichi'ñina' lachek'erkasu'.","los que la entienden, la entienden, pero los que no la entienden no pueden entender.",shw,spa,train,True,pdf_textos
U02397__spa2shw,U02397,G02166,"los que la entienden, la entienden, pero los que no la entienden no pueden entender.","lachek'erkasu' lachekllina', lachek'inpu'erkasui'na innichi'ñina' lachek'erkasu'.",spa,shw,train,True,pdf_textos
U00059__shw2spa,U00059,G00046,¡daker'ku'!,¡entren!,shw,spa,train,False,flashcards2
U00059__spa2shw,U00059,G00046,¡entren!,¡daker'ku'!,spa,shw,train,False,flashcards2
U02525__shw2spa,U02525,G02294,sa'la'wenkasu' malek ima itudekllina':,dice que como estaban cubiertos de chupos les dijeron:,shw,spa,train,True,pdf_textos
U02525__spa2shw,U02525,G02294,dice que como estaban cubiertos de chupos les dijeron:,sa'la'wenkasu' malek ima itudekllina':,spa,shw,train,True,pdf_textos
U02815__shw2spa,U02815,G02584,nanasa' winterkenma' arakayuki.,eso nomás les he contado sobre arákayu.,shw,spa,train,True,pdf_textos
U02815__spa2shw,U02815,G02584,eso nomás les he contado sobre arákayu.,nanasa' winterkenma' arakayuki.,spa,shw,train,True,pdf_textos
U02452__shw2spa,U02452,G02221,ma'pu'sui'na ikellandu'mu innichi'nek dekkunta'kasu'.,como ahora con este dolor de pierna no puedo caminar.,shw,spa,train,True,pdf_textos
U02452__spa2shw,U02452,G02221,como ahora con este dolor de pierna no puedo caminar.,ma'pu'sui'na ikellandu'mu innichi'nek dekkunta'kasu'.,spa,shw,train,True,pdf_textos
U00952__shw2spa,U00952,G00813,¡embu'ni wer'ipa'!,¡qué pérdida!,shw,spa,train,False,flashcards2
U00952__spa2shw,U00952,G00813,¡qué pérdida!,¡embu'ni wer'ipa'!,spa,shw,train,False,flashcards2
U04098__shw2spa,U04098,G03835,"a'llupila'la' ima nana amana', nanimi'na inpektunla'lli, nerideknen ima yenñichi'ñi.","la boca del tigre, dice, era grande y se equivocó allí nomás, su respiración no daba.",shw,spa,train,True,fidel_lomas
U04098__spa2shw,U04098,G03835,"la boca del tigre, dice, era grande y se equivocó allí nomás, su respiración no daba.","a'llupila'la' ima nana amana', nanimi'na inpektunla'lli, nerideknen ima yenñichi'ñi.",spa,shw,train,True,fidel_lomas
U01386__shw2spa,U01386,G01205,japones nuka'ka,soy japonés.,shw,spa,train,False,flashcards2
U01386__spa2shw,U01386,G01205,soy japonés.,japones nuka'ka,spa,shw,train,False,flashcards2
U04236__shw2spa,U04236,G03972,"asu' kaluwi'lusa' nawa' ñidenler nu'chi'ñi,","a estas (enfermedades) nadie las ha producido,",shw,spa,train,True,fidel_lomas
U04236__spa2shw,U04236,G03972,"a estas (enfermedades) nadie las ha producido,","asu' kaluwi'lusa' nawa' ñidenler nu'chi'ñi,",spa,shw,train,True,fidel_lomas
U00684__shw2spa,U00684,G00568,sakeklekwa',nos divertimos.,shw,spa,train,False,flashcards2
U00684__spa2shw,U00684,G00568,nos divertimos.,sakeklekwa',spa,shw,train,False,flashcards2
U02184__shw2spa,U02184,G01958,yampu'su' ñapallidek,estamos separados.,shw,spa,train,False,flashcards2
U02184__spa2shw,U02184,G01958,estamos separados.,yampu'su' ñapallidek,spa,shw,train,False,flashcards2
U03023__shw2spa,U03023,G02792,"nu'unti'ma kelluluñiñi'ler ka'deklli, pa'nunta'nni'ma ipa' di'tullina'.","a algunos se los comió el tigre negro, cuando volvieron a ir los mataron.",shw,spa,train,False,pdf_textos
U03023__spa2shw,U03023,G02792,"a algunos se los comió el tigre negro, cuando volvieron a ir los mataron.","nu'unti'ma kelluluñiñi'ler ka'deklli, pa'nunta'nni'ma ipa' di'tullina'.",spa,shw,train,False,pdf_textos
U02400__shw2spa,U02400,G02169,ipa'li'na a'metcha yateknellek.,"ahora, en cambio, un poco la quiero desviar.",shw,spa,train,True,pdf_textos
U02400__spa2shw,U02400,G02169,"ahora, en cambio, un poco la quiero desviar.",ipa'li'na a'metcha yateknellek.,spa,shw,train,True,pdf_textos
U03987__shw2spa,U03987,G03731,tera'wi'nsu' llia'llina ishansik kupin dekshadek.,se quedan sin sembríos una vez que merma el río.,shw,spa,train,True,fidel_lomas
U03987__spa2shw,U03987,G03731,se quedan sin sembríos una vez que merma el río.,tera'wi'nsu' llia'llina ishansik kupin dekshadek.,spa,shw,train,True,fidel_lomas
U00573__shw2spa,U00573,G00473,¿pa'chi'ñin'cha?,¿es gratis?,shw,spa,train,False,flashcards2
U00573__spa2shw,U00573,G00473,¿es gratis?,¿pa'chi'ñin'cha?,spa,shw,train,False,flashcards2
U01201__shw2spa,U01201,G01036,elli'llina',sudaron.,shw,spa,train,False,flashcards2
U01201__spa2shw,U01201,G01036,sudaron.,elli'llina',spa,shw,train,False,flashcards2
U03065__shw2spa,U03065,G02834,"tukaner'chi'ñinerkenmu'wa', llikaner'chi'ñinerkenmu'wa', ¿nana'cha mulli?","no se cansan de reñirnos, no dejan de pegarnos, ¿acaso eso es bueno?",shw,spa,train,True,pdf_textos
U03065__spa2shw,U03065,G02834,"no se cansan de reñirnos, no dejan de pegarnos, ¿acaso eso es bueno?","tukaner'chi'ñinerkenmu'wa', llikaner'chi'ñinerkenmu'wa', ¿nana'cha mulli?",spa,shw,train,True,pdf_textos
U01283__shw2spa,U01283,G01109,tuwiñi nu'techu,lo prometió.,shw,spa,train,False,flashcards2
U01283__spa2shw,U01283,G01109,lo prometió.,tuwiñi nu'techu,spa,shw,train,False,flashcards2
U02714__shw2spa,U02714,G02483,u'lan untunan enñi.,el puerto de lluvia se secó.,shw,spa,train,True,pdf_textos
U02714__spa2shw,U02714,G02483,el puerto de lluvia se secó.,u'lan untunan enñi.,spa,shw,train,True,pdf_textos
U03829__shw2spa,U03829,G03574,nana wila'lu'sa lliapi'ñi'na' patu'nenlu'sa',los niños ven a sus amigos.,shw,spa,train,False,flashcards_oraciones
U03829__spa2shw,U03829,G03574,los niños ven a sus amigos.,nana wila'lu'sa lliapi'ñi'na' patu'nenlu'sa',spa,shw,train,False,flashcards_oraciones
U01549__shw2spa,U01549,G01355,insilanpi nuker'ka,son gemelos.,shw,spa,train,False,flashcards2
U01549__spa2shw,U01549,G01355,son gemelos.,insilanpi nuker'ka,spa,shw,train,False,flashcards2
U02021__shw2spa,U02021,G01800,lunpalek ingles,hablo inglés.,shw,spa,train,False,flashcards2
U02021__spa2shw,U02021,G01800,hablo inglés.,lunpalek ingles,spa,shw,train,False,flashcards2
U00018__shw2spa,U00018,G00015,yamer,sonríe.,shw,spa,train,False,flashcards2
U00018__spa2shw,U00018,G00015,sonríe.,yamer,spa,shw,train,False,flashcards2
U02240__shw2spa,U02240,G02009,ku'la wicha'pi'ñi,no duerme.,shw,spa,train,False,flashcards2
U02240__spa2shw,U02240,G02009,no duerme.,ku'la wicha'pi'ñi,spa,shw,train,False,flashcards2
U04182__shw2spa,U04182,G03918,"chuchu, uklulu', ker' ekpa'llidek weranki; ma'nen pawanchi'ñidek penwinerapilamudek.","de comida llevamos carne, masato y yuca; nada nos faltó mientras surcábamos.",shw,spa,train,True,fidel_lomas
U04182__spa2shw,U04182,G03918,"de comida llevamos carne, masato y yuca; nada nos faltó mientras surcábamos.","chuchu, uklulu', ker' ekpa'llidek weranki; ma'nen pawanchi'ñidek penwinerapilamudek.",spa,shw,train,True,fidel_lomas
U01212__shw2spa,U01212,G01047,saputek'lusa' nuker'ka,son débiles.,shw,spa,train,False,flashcards2
U01212__spa2shw,U01212,G01047,son débiles.,saputek'lusa' nuker'ka,spa,shw,train,False,flashcards2
U03156__shw2spa,U03156,G02925,ali'limi'na katu'ta mutupi laweklatekkasu'pu'si'ma ñilli.,"otros, dice, hay dos lomas que parecen una boca abierta.",shw,spa,train,False,pdf_textos
U03156__spa2shw,U03156,G02925,"otros, dice, hay dos lomas que parecen una boca abierta.",ali'limi'na katu'ta mutupi laweklatekkasu'pu'si'ma ñilli.,spa,shw,train,False,pdf_textos
U02880__shw2spa,U02880,G02649,dekpilli lli'kunchenma' lunpawa'.,en la noche les voy a visitar para conversar. (duende),shw,spa,train,True,pdf_textos
U02880__spa2shw,U02880,G02649,en la noche les voy a visitar para conversar. (duende),dekpilli lli'kunchenma' lunpawa'.,spa,shw,train,True,pdf_textos
U02230__shw2spa,U02230,G01999,¿wilawanpalama'?,¿tienen hijos?,shw,spa,train,False,flashcards2
U02230__spa2shw,U02230,G01999,¿tienen hijos?,¿wilawanpalama'?,spa,shw,train,False,flashcards2
U02304__shw2spa,U02304,G02073,ipa'li'na nawa' yañinchituwiñina' saka'dek.,ahora ellos quisieran aprender pero es difícil.,shw,spa,train,True,pdf_textos
U02304__spa2shw,U02304,G02073,ahora ellos quisieran aprender pero es difícil.,ipa'li'na nawa' yañinchituwiñina' saka'dek.,spa,shw,train,True,pdf_textos
U02137__shw2spa,U02137,G01911,ñapawiñina' pektunsu',estaban equivocados.,shw,spa,train,False,flashcards2
U02137__spa2shw,U02137,G01911,estaban equivocados.,ñapawiñina' pektunsu',spa,shw,train,False,flashcards2
U03711__shw2spa,U03711,G03462,nawa' pur'llina' ukuchiklanek,ellos pescan desde la orilla.,shw,spa,train,False,flashcards_oraciones
U03711__spa2shw,U03711,G03462,ellos pescan desde la orilla.,nawa' pur'llina' ukuchiklanek,spa,shw,train,False,flashcards_oraciones
U00967__shw2spa,U00967,G00827,wa'danpindek ñapala,estás loca.,shw,spa,train,False,flashcards2
U00967__spa2shw,U00967,G00827,estás loca.,wa'danpindek ñapala,spa,shw,train,False,flashcards2
U02379__shw2spa,U02379,G02148,nu'sik ker' su'watek nananta' a'ukluka'lek ali'la uktak.,así también yuca cruda rallada también se hierve en otra olla.,shw,spa,train,True,pdf_textos
U02379__spa2shw,U02379,G02148,así también yuca cruda rallada también se hierve en otra olla.,nu'sik ker' su'watek nananta' a'ukluka'lek ali'la uktak.,spa,shw,train,True,pdf_textos
U00007__shw2spa,U00007,G00005,¡ukeñan!,¡incendio!,shw,spa,train,False,flashcards2
U00007__spa2shw,U00007,G00005,¡incendio!,¡ukeñan!,spa,shw,train,False,flashcards2
U01457__shw2spa,U01457,G01269,luwantulliner'ku,soy importante.,shw,spa,train,False,flashcards2
U01457__spa2shw,U01457,G01269,soy importante.,luwantulliner'ku,spa,shw,train,False,flashcards2
U02873__shw2spa,U02873,G02642,nana ala'sa' nadi'nek ima tulli ¿nanek den ipa' nanpipalli? enta'n lli'kunchek i'na tan ima pa'lli.,cuentan que un joven dijo ¿ahí quién vivirá? a ver voy a ver dijo y se fue.,shw,spa,train,True,pdf_textos
U02873__spa2shw,U02873,G02642,cuentan que un joven dijo ¿ahí quién vivirá? a ver voy a ver dijo y se fue.,nana ala'sa' nadi'nek ima tulli ¿nanek den ipa' nanpipalli? enta'n lli'kunchek i'na tan ima pa'lli.,spa,shw,train,True,pdf_textos
U00073__shw2spa,U00073,G01196,pilli'ter' ikersu',agarra fuertemente.,shw,spa,train,True,flashcards2
U00073__spa2shw,U00073,G01196,agarra fuertemente.,pilli'ter' ikersu',spa,shw,train,True,flashcards2
U01377__shw2spa,U01377,G01196,pilli'ter' ikersu',sujétalo fuerte.,shw,spa,train,True,flashcards2
U01377__spa2shw,U01377,G01196,sujétalo fuerte.,pilli'ter' ikersu',spa,shw,train,True,flashcards2
U03563__shw2spa,U03563,G03320,nana luñi wana lun'a'sukek,él habla por telefono.,shw,spa,train,False,flashcards_oraciones
U03563__spa2shw,U03563,G03320,él habla por telefono.,nana luñi wana lun'a'sukek,spa,shw,train,False,flashcards_oraciones
U03453__shw2spa,U03453,G03216,nana wila ku'la alek'apadeki'ñi wilalusa',el niño no enseña a los niños.,shw,spa,train,False,flashcards_oraciones
U03453__spa2shw,U03453,G03216,el niño no enseña a los niños.,nana wila ku'la alek'apadeki'ñi wilalusa',spa,shw,train,False,flashcards_oraciones
U00388__shw2spa,U00388,G00312,lli'awa',veamos.,shw,spa,train,False,flashcards2
U00388__spa2shw,U00388,G00312,veamos.,lli'awa',spa,shw,train,False,flashcards2
U01341__shw2spa,U01341,G01163,¿luwer'chapalek?,¿le conozco?,shw,spa,train,False,flashcards2
U01341__spa2shw,U01341,G01163,¿le conozco?,¿luwer'chapalek?,spa,shw,train,False,flashcards2
U01886__shw2spa,U01886,G01674,a'apitulliner'kudek,fuimos culpados.,shw,spa,train,False,flashcards2
U01886__spa2shw,U01886,G01674,fuimos culpados.,a'apitulliner'kudek,spa,shw,train,False,flashcards2
U02392__shw2spa,U02392,G02161,"nu'tulek kai kualusa', senñula'lusa',","así se hace hermanas, señoras,",shw,spa,train,True,pdf_textos
U02392__spa2shw,U02392,G02161,"así se hace hermanas, señoras,","nu'tulek kai kualusa', senñula'lusa',",spa,shw,train,True,pdf_textos
U01603__shw2spa,U01603,G01408,¿enñupa'cha ñapalama'?,¿dónde están?,shw,spa,train,False,flashcards2
U01603__spa2shw,U01603,G01408,¿dónde están?,¿enñupa'cha ñapalama'?,spa,shw,train,False,flashcards2
U02271__shw2spa,U02271,G02040,"kutunshawek a'ña'kasu', dudinpu' enka'pallinerku.","la ropita que tengo, me dan de todo.",shw,spa,train,True,pdf_textos
U02271__spa2shw,U02271,G02040,"la ropita que tengo, me dan de todo.","kutunshawek a'ña'kasu', dudinpu' enka'pallinerku.",spa,shw,train,True,pdf_textos
U00070__shw2spa,U00070,G01012,¡pante'chek!,¡hasta luego!,shw,spa,train,True,flashcards2
U00070__spa2shw,U00070,G01012,¡hasta luego!,¡pante'chek!,spa,shw,train,True,flashcards2
U00071__shw2spa,U00071,G01012,¡pante'chek!,¡chau!,shw,spa,train,True,flashcards2
U00071__spa2shw,U00071,G01012,¡chau!,¡pante'chek!,spa,shw,train,True,flashcards2
U01167__shw2spa,U01167,G01012,¡pante'chek!,¡hasta pronto!,shw,spa,train,True,flashcards2
U01167__spa2shw,U01167,G01012,¡hasta pronto!,¡pante'chek!,spa,shw,train,True,flashcards2
U01168__shw2spa,U01168,G01012,¡pante'chek!,hasta entonces.,shw,spa,train,True,flashcards2
U01168__spa2shw,U01168,G01012,hasta entonces.,¡pante'chek!,spa,shw,train,True,flashcards2
U03201__shw2spa,U03201,G02970,ipa'la lacheknawi'ñina'.,ahora no se puede entender.,shw,spa,train,True,pdf_textos
U03201__spa2shw,U03201,G02970,ahora no se puede entender.,ipa'la lacheknawi'ñina'.,spa,shw,train,True,pdf_textos
U01741__shw2spa,U01741,G01537,a'lek'apalliner'ku frances,estudio francés.,shw,spa,train,False,flashcards2
U01741__spa2shw,U01741,G01537,estudio francés.,a'lek'apalliner'ku frances,spa,shw,train,False,flashcards2
U02787__shw2spa,U02787,G02556,"ñiden usha'wi'ñi ma'kinpa',","nadie más tiene la culpa,",shw,spa,train,True,pdf_textos
U02787__spa2shw,U02787,G02556,"nadie más tiene la culpa,","ñiden usha'wi'ñi ma'kinpa',",spa,shw,train,True,pdf_textos
U02386__shw2spa,U02386,G02155,a'pi'dekta'kasu' supinak a'du'dektulek kupin uktak.,"después de cutipar, se deposita (la bebida) en una olla grande (que está enterrada hasta la mitad).",shw,spa,train,True,pdf_textos
U02386__spa2shw,U02386,G02155,"después de cutipar, se deposita (la bebida) en una olla grande (que está enterrada hasta la mitad).",a'pi'dekta'kasu' supinak a'du'dektulek kupin uktak.,spa,shw,train,True,pdf_textos
