pair_id,column,rule_name,before,after
P00610,SHIWILU,lowercase,DEK'KUNTAWA',dek'kuntawa'
P00611,ESP,lowercase,Trabajemos.,trabajemos.
P00611,SHIWILU,lowercase,SAKA'TAWA',saka'tawa'
P00612,ESP,lowercase,Levántalo.,levántalo.
P00612,SHIWILU,lowercase,USANKER',usanker'
P00613,ESP,lowercase,Mira allí.,mira allí.
P00613,SHIWILU,lowercase,LLI'KER' NANEK,lli'ker' nanek
P00614,ESP,lowercase,Mamá lloró.,mamá lloró.
P00614,SHIWILU,lowercase,AWA WELLEK'LLI,awa wellek'lli
P00615,ESP,lowercase,Sin comentarios.,sin comentarios.
P00615,SHIWILU,lowercase,MA'NEN' ÑI'ÑI LUN'AK',ma'nen' ñi'ñi lun'ak'
P00616,ESP,lowercase,Reemplázalo.,reemplázalo.
P00616,SHIWILU,lowercase,A'PAWILEK'KER',a'pawilek'ker'
P00617,ESP,lowercase,Di papa.,di papa.
P00617,SHIWILU,lowercase,TUKER' TATA,tuker' tata
P00618,ESP,lowercase,Sonría.,sonría.
P00618,SHIWILU,lowercase,YAMERLADAKER',yamerladaker'
P00619,ESP,lowercase,Es vieja.,es vieja.
P00619,SHIWILU,lowercase,NAPI'DA' NUKA'A,napi'da' nuka'a
P00620,ESP,lowercase,Es guapa.,es guapa.
P00620,SHIWILU,lowercase,MULUNSHA NUKA'A,mulunsha nuka'a
P00621,ESP,lowercase,Canta.,canta.
P00621,SHIWILU,lowercase,TULUNER'KER',tuluner'ker'
P00622,ESP,lowercase,Huele esto.,huele esto.
P00622,SHIWILU,lowercase,LANERKER' ASU',lanerker' asu'
P00623,ESP,lowercase,Huelan esto.,huelan esto.
P00623,SHIWILU,lowercase,LANERKU' ASU',lanerku' asu'
P00624,ESP,lowercase,Empieza aquí.,empieza aquí.
P00624,SHIWILU,lowercase,TENMIAN'SUER' ASU',tenmian'suer' asu'
P00625,ESP,lowercase,Mantente alerta.,mantente alerta.
P00625,SHIWILU,lowercase,ÑAPAKER' INSEK'DIPERSU',ñapaker' insek'dipersu'
P00626,ESP,lowercase,Mantente despierto.,mantente despierto.
P00626,SHIWILU,lowercase,ÑAPAKER' NANPILADASU',ñapaker' nanpiladasu'
P00627,ESP,lowercase,Mantente cerca.,mantente cerca.
P00627,SHIWILU,lowercase,ÑAPAKER' KAWIK,ñapaker' kawik
P00628,ESP,lowercase,Quédate ahí.,quédate ahí.
P00628,SHIWILU,lowercase,NANEK LLIA'KER',nanek llia'ker'
P00629,ESP,lowercase,¡Más rápido!,¡más rápido!
P00629,SHIWILU,lowercase,¡A'PINTA' WIUKSU'!,¡a'pinta' wiuksu'!
P00630,ESP,lowercase,Detente ahí.,detente ahí.
P00630,SHIWILU,lowercase,LLIA'KER' NANEK,llia'ker' nanek
P00631,ESP,lowercase,Estudia mucho.,estudia mucho.
P00631,SHIWILU,lowercase,NINCHITER' WAPU',ninchiter' wapu'
P00632,ESP,lowercase,¡Háblame!,¡háblame!
P00632,SHIWILU,lowercase,¡LUNTUU!,¡luntuu!
P00633,ESP,lowercase,¡Habla conmigo!,¡habla conmigo!
P00633,SHIWILU,lowercase,¡LUNKER' KUALEK!,¡lunker' kualek!
P00634,ESP,lowercase,Buen chico.,buen chico.
P00634,SHIWILU,lowercase,WILA MUKANKAN,wila mukankan
P00635,ESP,lowercase,Eso duele.,eso duele.
P00635,SHIWILU,lowercase,NANA IKERLLI,nana ikerlli
P00636,ESP,lowercase,Eso funciona.,eso funciona.
P00636,SHIWILU,lowercase,NANA SAKA'TAPALLI,nana saka'tapalli
P00637,ESP,lowercase,Engañaron.,engañaron.
P00637,SHIWILU,lowercase,TUMU'LLINA',tumu'llina'
P00638,ESP,lowercase,Hicieron trampas.,hicieron trampas.
P00638,SHIWILU,lowercase,ALLISEK NU'TAPALLINA',allisek nu'tapallina'
P00639,ESP,lowercase,Se quedaron.,se quedaron.
P00639,SHIWILU,lowercase,LLIA'LLINA',llia'llina'
P00640,ESP,lowercase,Se mantuvieron.,se mantuvieron.
P00640,SHIWILU,lowercase,LLIA'LLINA',llia'llina'
P00641,ESP,lowercase,Lo intentaron.,lo intentaron.
P00641,SHIWILU,lowercase,INDEK'LLINA',indek'llina'
P00642,ESP,lowercase,Ellos votaron.,ellos votaron.
P00642,SHIWILU,lowercase,NAWA DEKLLINA',nawa dekllina'
P00643,ESP,lowercase,Votaron.,votaron.
P00643,SHIWILU,lowercase,DEKLLINA',dekllina'
P00644,ESP,lowercase,Hemos llegado.,hemos llegado.
P00644,SHIWILU,lowercase,EKTU'LEKWA',ektu'lekwa'
P00645,ESP,lowercase,Éste es.,éste es.
P00645,SHIWILU,lowercase,ASU' NUKA'A,asu' nuka'a
P00646,ESP,lowercase,Esto funciona.,esto funciona.
P00646,SHIWILU,lowercase,ASU' SAKA'TAPALLI,asu' saka'tapalli
P00647,ESP,lowercase,Esto trabaja.,esto trabaja.
P00647,SHIWILU,lowercase,ASU' SAKA'TAPALLI,asu' saka'tapalli
P00648,ESP,lowercase,Tomás eructó.,tomás eructó.
P00648,SHIWILU,lowercase,CHUMA EK'LLI,chuma ek'lli
P00649,ESP,lowercase,Tom llamó.,tom llamó.
P00649,SHIWILU,lowercase,TOM PEKLU'TULLI,tom peklu'tulli
P00650,ESP,lowercase,Tomás bailó.,tomás bailó.
P00650,SHIWILU,lowercase,CHUMA LANSA'LLI,chuma lansa'lli
P00651,ESP,lowercase,Tom baila.,tom baila.
P00651,SHIWILU,lowercase,TOM LANSA'PALLI,tom lansa'palli
P00652,ESP,lowercase,Tom bebe.,tom bebe.
P00652,SHIWILU,lowercase,TOM UWAPALLI,tom uwapalli
P00653,ESP,lowercase,Tom toma.,tom toma.
P00653,SHIWILU,lowercase,TOM UWAPALLI,tom uwapalli
P00654,ESP,lowercase,Tomás conduce.,tomás conduce.
P00654,SHIWILU,lowercase,CHUMA EKPA'PALLI,chuma ekpa'palli
P00655,ESP,lowercase,Tom fracasó.,tom fracasó.
P00655,SHIWILU,lowercase,TOM APER'LLI,tom aper'lli
P00656,ESP,lowercase,Tom peleó.,tom peleó.
P00656,SHIWILU,lowercase,TOM IDENMALLI,tom idenmalli
P00657,ESP,lowercase,Tom luchó.,tom luchó.
P00657,SHIWILU,lowercase,TOM IDENMALLI,tom idenmalli
P00658,ESP,lowercase,Tom ayudó.,tom ayudó.
P00658,SHIWILU,lowercase,TOM KATU'PA'TULLI,tom katu'pa'tulli
P00659,ESP,lowercase,Tom saltó.,tom saltó.
P00659,SHIWILU,lowercase,TOM INDEK'LLI,tom indek'lli
P00660,ESP,lowercase,Tom miró.,tom miró.
P00660,SHIWILU,lowercase,TOM LLI'TULLI,tom lli'tulli
P00661,ESP,lowercase,Tom asintió.,tom asintió.
P00661,SHIWILU,lowercase,TOM TULLI AJÁ,tom tulli ajá
P00662,ESP,lowercase,Tom obedeció.,tom obedeció.
P00662,SHIWILU,lowercase,TOM LATEK'TULLI,tom latek'tulli
P00663,ESP,lowercase,Tomás llamó.,tomás llamó.
P00663,SHIWILU,trim,CHUMA PEKLU'TULLI ,CHUMA PEKLU'TULLI
P00663,SHIWILU,lowercase,CHUMA PEKLU'TULLI,chuma peklu'tulli
P00664,ESP,lowercase,Tomás llamó soplando hoja.,tomás llamó soplando hoja.
P00664,SHIWILU,lowercase,CHUMA PEKLU'TULLI PENMEK'TAN,chuma peklu'tulli penmek'tan
P00665,ESP,lowercase,Tom rezó.,tom rezó.
P00665,SHIWILU,lowercase,TOM MALLA'LLI,tom malla'lli
P00666,ESP,lowercase,Tom sonrió.,tom sonrió.
P00666,SHIWILU,lowercase,TOM YAMERLADALLI,tom yamerladalli
P00667,ESP,lowercase,Tom ronca.,tom ronca.
P00667,SHIWILU,lowercase,TOM TUKULU'PALLI,tom tukulu'palli
P00668,ESP,lowercase,Tom charló.,tom charló.
P00668,SHIWILU,lowercase,TOM LUNÑI,tom lunñi
P00669,ESP,lowercase,Tomás esperó.,tomás esperó.
P00669,SHIWILU,lowercase,CHUMA WA'TENTULLI,chuma wa'tentulli
P00670,ESP,lowercase,Tom caminó.,tom caminó.
P00670,SHIWILU,lowercase,TOM DEK'KUNTULLI,tom dek'kuntulli
P00671,ESP,lowercase,Tom trabajó.,tom trabajó.
P00671,SHIWILU,trim,TOM SAKA'TULLI ,TOM SAKA'TULLI
P00671,SHIWILU,lowercase,TOM SAKA'TULLI,tom saka'tulli
P00672,ESP,lowercase,Tom bostezó.,tom bostezó.
P00672,SHIWILU,lowercase,TOM LAUKI'LLI,tom lauki'lli
P00673,ESP,lowercase,Tom gritó.,tom gritó.
P00673,SHIWILU,lowercase,TOM LAMAPU'LLI,tom lamapu'lli
P00674,ESP,lowercase,Tom llorará.,tom llorará.
P00674,SHIWILU,lowercase,TOM WELLEK'ECHU,tom wellek'echu
P00675,ESP,lowercase,Tom morirá.,tom morirá.
P00675,SHIWILU,lowercase,TOM CHIMINCHU,tom chiminchu
P00676,ESP,lowercase,Tom pagará.,tom pagará.
P00676,SHIWILU,lowercase,TOM PANWILEK'TECHU,tom panwilek'techu
P00677,ESP,lowercase,Enciéndelo. (fuego),enciéndelo. (fuego)
P00677,SHIWILU,lowercase,A'TENDER',a'tender'
P00678,ESP,lowercase,¿Fue divertido?,¿fue divertido?
P00678,SHIWILU,lowercase,¿MULLI'NCHA'?,¿mulli'ncha'?
P00679,ESP,lowercase,¿Era divertido?,¿era divertido?
P00679,SHIWILU,lowercase,¿MUWIÑIN?,¿muwiñin?
P00680,ESP,lowercase,Mira esto.,mira esto.
P00680,SHIWILU,lowercase,LLI'KER' ASU',lli'ker' asu'
P00681,ESP,lowercase,Miren esto.,miren esto.
P00681,SHIWILU,lowercase,LLI'KU' ASU',lli'ku' asu'
P00682,ESP,lowercase,Somos hombres.,somos hombres.
P00682,SHIWILU,lowercase,ENMU'PINEN NUKA'KUDEK,enmu'pinen nuka'kudek
P00683,ESP,lowercase,Podemos ganar.,podemos ganar.
P00683,SHIWILU,lowercase,YENNITULEKWA' KANA'TAK,yennitulekwa' kana'tak
P00684,ESP,lowercase,Nos divertimos.,nos divertimos.
P00684,SHIWILU,lowercase,SAKEKLEKWA',sakeklekwa'
P00685,ESP,lowercase,Nos reímos.,nos reímos.
P00685,SHIWILU,lowercase,YAMERLEK'WA',yamerlek'wa'
P00686,ESP,lowercase,Nos gusta.,nos gusta.
P00686,SHIWILU,lowercase,IYA'TULEK'WA',iya'tulek'wa'
P00687,ESP,lowercase,Lo hicimos.,lo hicimos.
P00687,SHIWILU,lowercase,NU'TULEK'WA',nu'tulek'wa'
P00688,ESP,lowercase,Debemos irnos.,debemos irnos.
P00688,SHIWILU,lowercase,PA'A'KAWA'SU' ÑAPALLI,pa'a'kawa'su' ñapalli
P00689,ESP,lowercase,Lo queremos.,lo queremos.
P00689,SHIWILU,lowercase,TANTENLEK'WA',tantenlek'wa'
P00690,ESP,lowercase,Fracasaremos.,fracasaremos.
P00690,SHIWILU,lowercase,TEKA'PER'ATERWA',teka'per'aterwa'
P00691,ESP,lowercase,Ayudaremos.,ayudaremos.
P00691,SHIWILU,lowercase,KATU'PA'TATERWA',katu'pa'taterwa'
P00692,ESP,lowercase,Nosotros ayudaremos.,nosotros ayudaremos.
P00692,SHIWILU,lowercase,KUDA KATU'PA'TECHIDEK,kuda katu'pa'techidek
P00693,ESP,lowercase,Cantaremos.,cantaremos.
P00693,SHIWILU,lowercase,TULUNER'ATERWA',tuluner'aterwa'
P00694,ESP,lowercase,Esperaremos.,esperaremos.
P00694,SHIWILU,lowercase,WA'TENTATERWA',wa'tentaterwa'
P00695,ESP,lowercase,Trabajaremos.,trabajaremos.
P00695,SHIWILU,lowercase,SAKA'TATERWA',saka'taterwa'
P00696,ESP,lowercase,Estamos ocupados.,estamos ocupados.
P00696,SHIWILU,lowercase,A'ÑAPALLIDEK DUDIMPU' NU'TA'KAWA'SU',a'ñapallidek dudimpu' nu'ta'kawa'su'
P00697,ESP,lowercase,Terminamos.,terminamos.
P00697,SHIWILU,lowercase,A'TA'WANTULLIDEK,a'ta'wantullidek
P00698,ESP,lowercase,Estamos acá.,estamos acá.
P00698,SHIWILU,lowercase,ASEK ÑAPALLIDEK,asek ñapallidek
P00699,ESP,lowercase,Estamos perdidos.,estamos perdidos.
P00699,SHIWILU,lowercase,WER'SU' ÑAPALLIDEK,wer'su' ñapallidek
P00700,ESP,lowercase,Somos pobres.,somos pobres.
P00700,SHIWILU,lowercase,KULLIKER'WI'ÑIDEK,kulliker'wi'ñidek
P00701,ESP,lowercase,Estamos hartos.,estamos hartos.
P00701,SHIWILU,lowercase,PERLLI'LLIDEK,perlli'llidek
P00702,ESP,lowercase,Somos débiles.,somos débiles.
P00702,SHIWILU,lowercase,SAPUTEK NUKA'KUDEK,saputek nuka'kudek
P00703,ESP,lowercase,¿Qué pasa?,¿qué pasa?
P00703,SHIWILU,lowercase,¿MAPU'LA?,¿mapu'la?
P00704,ESP,lowercase,¿Dónde estoy?,¿dónde estoy?
P00704,SHIWILU,lowercase,¿ENÑUPA'CHA ÑAPALEK?,¿enñupa'cha ñapalek?
P00705,ESP,lowercase,¿Quién gritó?,¿quién gritó?
P00705,SHIWILU,lowercase,¿DEN LAMAPU'LLI?,¿den lamapu'lli?
P00706,ESP,lowercase,¿Llamaste?,¿llamaste?
P00706,SHIWILU,lowercase,¿PEKLU'TULA?,¿peklu'tula?
P00707,ESP,lowercase,Tú decides.,tú decides.
P00707,SHIWILU,lowercase,KENMA TECHU,kenma techu
P00708,ESP,lowercase,Puedes irte.,puedes irte.
P00708,SHIWILU,lowercase,YENNITULA PA'A'MASU',yennitula pa'a'masu'
P00709,ESP,lowercase,Pueden irse.,pueden irse.
P00709,SHIWILU,lowercase,YENNITULAMA' PA'A'MAMA'SU',yennitulama' pa'a'mama'su'
P00710,ESP,lowercase,Fallaste.,fallaste.
P00710,SHIWILU,lowercase,APER'LA,aper'la
P00711,ESP,lowercase,Ya verás.,ya verás.
P00711,SHIWILU,lowercase,IPA' LLI'ECHU,ipa' lli'echu
P00712,ESP,lowercase,Eres mala.,eres mala.
P00712,SHIWILU,lowercase,MUKANKANINPU' NUKA'MA,mukankaninpu' nuka'ma
P00713,ESP,lowercase,Estás vieja.,estás vieja.
P00713,SHIWILU,lowercase,TASELLUN ÑAPALA,tasellun ñapala
P00714,ESP,lowercase,Estás triste.,estás triste.
P00714,SHIWILU,lowercase,WE'INUTUSU' ÑAPALA,we'inutusu' ñapala
P00715,ESP,lowercase,¿Hemos terminado?,¿hemos terminado?
P00715,SHIWILU,lowercase,¿A'TA'WANTULEKWA'?,¿a'ta'wantulekwa'?
P00716,ESP,lowercase,¿Estás loco?,¿estás loco?
P00716,SHIWILU,lowercase,¿WA'DANPINDEK ÑAPALA?,¿wa'danpindek ñapala?
P00717,ESP,lowercase,¿Estás enfadado?,¿estás enfadado?
P00717,SHIWILU,lowercase,¿YUSU' ÑAPALA?,¿yusu' ñapala?
P00718,ESP,lowercase,¿Eres nuevo?,¿eres nuevo?
P00718,SHIWILU,lowercase,¿NAEKTU'KELLIA?,¿naektu'kellia?
P00719,ESP,lowercase,Como quieras.,como quieras.
P00719,SHIWILU,lowercase,KENMA LUWANTA'MASU'PU'SU',kenma luwanta'masu'pu'su'
P00720,ESP,lowercase,Sé discreto.,sé discreto.
P00720,SHIWILU,lowercase,LUNTEK YAÑITA,luntek yañita
P00721,ESP,lowercase,Estate preparado.,estate preparado.
P00721,SHIWILU,lowercase,INSEK'DIPERSU' ÑAPAKER',insek'dipersu' ñapaker'
P00722,ESP,lowercase,Sé puntual.,sé puntual.
P00722,SHIWILU,lowercase,YATEK'DA'TA,yatek'da'ta
P00723,ESP,lowercase,Sé razonable.,sé razonable.
P00723,SHIWILU,lowercase,INLLI'INUTER' MUSU',inlli'inuter' musu'
P00724,ESP,lowercase,Sé específico.,sé específico.
P00724,SHIWILU,lowercase,CHEKSU' ÑIKER',cheksu' ñiker'
P00725,ESP,lowercase,Especifica más.,especifica más.
P00725,SHIWILU,lowercase,WINTU'U A'PINTA,wintu'u a'pinta
P00726,ESP,lowercase,Sé tolerante.,sé tolerante.
P00726,SHIWILU,lowercase,YAN'KATEK'TER',yan'katek'ter'
P00727,ESP,lowercase,Estate vigilante.,estate vigilante.
P00727,SHIWILU,lowercase,ÑAPER' LU'UK'TAN,ñaper' lu'uk'tan
P00728,ESP,lowercase,Estate atento.,estate atento.
P00728,SHIWILU,lowercase,ÑAPER' LU'UK'TAN,ñaper' lu'uk'tan
P00729,ESP,lowercase,¿Puedo comenzar?,¿puedo comenzar?
P00729,SHIWILU,lowercase,¿YENNITULEK TENMIANSU'AK?,¿yennitulek tenmiansu'ak?
P00730,ESP,lowercase,¿Podemos hablar?,¿podemos hablar?
P00730,SHIWILU,lowercase,¿YENNITULEKWA' LUN'AK?,¿yennitulekwa' lun'ak?
P00731,ESP,lowercase,¿Podemos conversar?,¿podemos conversar?
P00731,SHIWILU,lowercase,¿YENNITULEKWA' LUN'AK?,¿yennitulekwa' lun'ak?
P00732,ESP,lowercase,¿Puedes ver?,¿puedes ver?
P00732,SHIWILU,lowercase,¿YENNITULAN'CHA LLI'TA'MAK?,¿yennitulan'cha lli'ta'mak?
P00733,ESP,lowercase,Acercate.,acercate.
P00733,SHIWILU,lowercase,KAWITER',kawiter'
P00734,ESP,lowercase,Cocíname (sin sopa).,cocíname (sin sopa).
P00734,SHIWILU,lowercase,AKUSUITU'U,akusuitu'u
P00735,ESP,lowercase,Cocíname (con sopa).,cocíname (con sopa).
P00735,SHIWILU,lowercase,KALUITU'U,kaluitu'u
P00736,ESP,lowercase,Cuenta conmigo.,cuenta conmigo.
P00736,SHIWILU,lowercase,KUA KATU'PEKCHEN,kua katu'pekchen
P00737,ESP,lowercase,¿Ganaste?,¿ganaste?
P00737,SHIWILU,lowercase,¿KANA'TULA?,¿kana'tula?
P00738,ESP,lowercase,Hazlo ahorita.,hazlo ahorita.
P00738,SHIWILU,lowercase,NU'TER' IPIA'LA,nu'ter' ipia'la
P00739,ESP,lowercase,¿Juegas boliche?,¿juegas boliche?
P00739,SHIWILU,lowercase,¿INDEKLLITAPALA BULICHI?,¿indekllitapala bulichi?
P00740,ESP,lowercase,No discutan.,no discutan.
P00740,SHIWILU,lowercase,YAINYUTUTAMA',yainyututama'
P00741,ESP,lowercase,No copien.,no copien.
P00741,SHIWILU,lowercase,NANA PU'SU' YANU'TUTAMA',nana pu'su' yanu'tutama'
P00742,ESP,lowercase,¡No dispares!,¡no dispares!
P00742,SHIWILU,lowercase,¡YAILANTUTA!,¡yailantuta!
P00743,ESP,lowercase,No chilles.,no chilles.
P00743,SHIWILU,lowercase,YALAMAPU'TA,yalamapu'ta
P00744,ESP,lowercase,No sonrías.,no sonrías.
P00744,SHIWILU,lowercase,YAYAMERLADATA,yayamerladata
P00745,ESP,lowercase,No sonrían.,no sonrían.
P00745,SHIWILU,lowercase,YAYAMERLADATAMA',yayamerladatama'
P00746,ESP,lowercase,No fumes.,no fumes.
P00746,SHIWILU,lowercase,YAU'WA'TUTA,yau'wa'tuta
P00747,ESP,lowercase,Termine esto.,termine esto.
P00747,SHIWILU,lowercase,A'TA'WANTER ASU',a'ta'wanter asu'
P00748,ESP,lowercase,Termina esto.,termina esto.
P00748,SHIWILU,lowercase,A'TA'WANTER ASU',a'ta'wanter asu'
P00749,ESP,lowercase,Terminen esto.,terminen esto.
P00749,SHIWILU,lowercase,A'TA'WANTUKU' ASU',a'ta'wantuku' asu'
P00750,ESP,lowercase,Vístete.,vístete.
P00750,SHIWILU,lowercase,ISHINWER',ishinwer'
P00751,ESP,lowercase,¡Ponte serio!,¡ponte serio!
P00751,SHIWILU,lowercase,¡ÑIKER' MUSU!,¡ñiker' musu!
P00752,ESP,lowercase,¿Ha venido?,¿ha venido?
P00752,SHIWILU,lowercase,¿UKLLIN'CHA?,¿ukllin'cha?
P00753,ESP,lowercase,Tome asiento.,tome asiento.
P00753,SHIWILU,lowercase,DU'KER',du'ker'
P00754,ESP,lowercase,Él envejeció.,él envejeció.
P00754,SHIWILU,lowercase,NANA TASERPITULLI,nana taserpitulli
P00755,ESP,lowercase,¡Ha venido!,¡ha venido!
P00755,SHIWILU,lowercase,¡WEK'LLI!,¡wek'lli!
P00756,ESP,lowercase,Tiene vino.,tiene vino.
P00756,SHIWILU,lowercase,VINU' A'ÑAPALLI,vinu' a'ñapalli
P00757,ESP,lowercase,Es feliz.,es feliz.
P00757,SHIWILU,lowercase,MUSU' NUKA'A,musu' nuka'a
P00758,ESP,lowercase,Le gustó.,le gustó.
P00758,SHIWILU,lowercase,IYATULLI,iyatulli
P00759,ESP,lowercase,Está fingiendo.,está fingiendo.
P00759,SHIWILU,lowercase,INTEK APALLI,intek apalli
P00760,ESP,lowercase,Está fingiendo comer.,está fingiendo comer.
P00760,SHIWILU,lowercase,INTEK WERANPALLI,intek weranpalli
P00761,ESP,lowercase,¡Aquí estamos!,¡aquí estamos!
P00761,SHIWILU,lowercase,¡ASEK ÑAPALLIDEK!,¡asek ñapallidek!
P00762,ESP,lowercase,Aquí estamos.,aquí estamos.
P00762,SHIWILU,lowercase,ASEK ÑAPALLIDEK,asek ñapallidek
P00763,ESP,lowercase,¡Qué curioso!,¡qué curioso!
P00763,SHIWILU,lowercase,¡EMPU'NI ÑINCHIDINUSU'TA'!,¡empu'ni ñinchidinusu'ta'!
P00764,ESP,lowercase,Qué raro.,qué raro.
P00764,SHIWILU,lowercase,EMPU'NI LLI'INEK,empu'ni lli'inek
P00765,ESP,lowercase,Soy cocinero.,soy cocinero.
P00765,SHIWILU,lowercase,KALU'TUTEK' NUKA'KA,kalu'tutek' nuka'ka
P00766,ESP,lowercase,Estoy jodiendo.,estoy jodiendo.
P00766,SHIWILU,lowercase,A'PERCHAPALEK,a'perchapalek
P00767,ESP,lowercase,Estoy leseando.,estoy leseando.
P00767,SHIWILU,lowercase,SI'LENTAPALEK,si'lentapalek
P00768,ESP,lowercase,Lo compré.,lo compré.
P00768,SHIWILU,lowercase,MAPA'LEK,mapa'lek
P00769,ESP,lowercase,Puedo hacerlo.,puedo hacerlo.
P00769,SHIWILU,lowercase,YENNITULEK NU'TAK,yennitulek nu'tak
P00770,ESP,lowercase,Puedo compartir.,puedo compartir.
P00770,SHIWILU,lowercase,YENNITULEK A'NAÑIAK,yennitulek a'nañiak
P00771,ESP,lowercase,Confesé.,confesé.
P00771,SHIWILU,trim,LUNNEK ,LUNNEK
P00771,SHIWILU,lowercase,LUNNEK,lunnek
P00772,ESP,lowercase,No como.,no como.
P00772,SHIWILU,lowercase,KA'API'NEK,ka'api'nek
P00773,ESP,lowercase,Como pan.,como pan.
P00773,SHIWILU,lowercase,KA'APALEK TANTA',ka'apalek tanta'
P00774,ESP,lowercase,Como fruta.,como fruta.
P00774,SHIWILU,lowercase,KA'APALEK WAYUPI,ka'apalek wayupi
P00775,ESP,lowercase,Tenía frío.,tenía frío.
P00775,SHIWILU,lowercase,SANEK'WANTUWINEK,sanek'wantuwinek
P00776,ESP,lowercase,Te encontré.,te encontré.
P00776,SHIWILU,lowercase,KAPER'LLIEN,kaper'llien
P00777,ESP,lowercase,Me enfadé.,me enfadé.
P00777,SHIWILU,lowercase,YULEK,yulek
P00778,ESP,lowercase,Traigo noticias.,traigo noticias.
P00778,SHIWILU,lowercase,KERA'PILELLEK LA'LA'LUSA',kera'pilellek la'la'lusa'
P00779,ESP,lowercase,Tengo tiempo.,tengo tiempo.
P00779,SHIWILU,lowercase,MANENNU'TAPI'NEK,manennu'tapi'nek
P00780,ESP,lowercase,Tengo vino.,tengo vino.
P00780,SHIWILU,lowercase,VINU' A'ÑAPALEK,vinu' a'ñapalek
P00781,ESP,lowercase,Te oí.,te oí.
P00781,SHIWILU,lowercase,LAUK'LLIEN,lauk'llien
P00782,ESP,lowercase,Los conozco.,los conozco.
P00782,SHIWILU,lowercase,LUWER'CHAPADEKLEK,luwer'chapadeklek
P00783,ESP,lowercase,Me gustan.,me gustan.
P00783,SHIWILU,lowercase,IYATUDEKLEK,iyatudeklek
P00784,ESP,lowercase,Vivo aquí.,vivo aquí.
P00784,SHIWILU,lowercase,ASEK NANPIPALEK,asek nanpipalek
P00785,ESP,lowercase,La amaba.,la amaba.
P00785,SHIWILU,lowercase,TANTENWINEK,tantenwinek
P00786,ESP,lowercase,Lo extrañaba.,lo extrañaba.
P00786,SHIWILU,lowercase,LU'WANWINEK,lu'wanwinek
P00787,ESP,lowercase,Debo esconderme.,debo esconderme.
P00787,SHIWILU,lowercase,INSEK'KITA'KASU'ÑAPALLI,insek'kita'kasu'ñapalli
P00788,ESP,lowercase,Necesito ayuda.,necesito ayuda.
P00788,SHIWILU,lowercase,LUWANTULEK KATU'PA',luwantulek katu'pa'
P00789,ESP,lowercase,¡Necesito ayuda!,¡necesito ayuda!
P00789,SHIWILU,lowercase,¡LUWANTULEK KATU'PA'!,¡luwantulek katu'pa'!
P00790,ESP,lowercase,Los necesito.,los necesito.
P00790,SHIWILU,lowercase,LUWANTUDEK'LEK,luwantudek'lek
P00791,ESP,lowercase,Necesito esto.,necesito esto.
P00791,SHIWILU,lowercase,LUWANTULEK ASU',luwantulek asu'
P00792,ESP,lowercase,Necesito tiempo.,necesito tiempo.
P00792,SHIWILU,lowercase,INSEK'DIPERSU' ÑAPI'NEK,insek'dipersu' ñapi'nek
P00793,ESP,lowercase,Leo labios.,leo labios.
P00793,SHIWILU,lowercase,ÑINCHITAPALEK MA'TAPALLINPA',ñinchitapalek ma'tapallinpa'
P00794,ESP,lowercase,Vendo autos.,vendo autos.
P00794,SHIWILU,lowercase,UKU'LATAPALEK WA'NATEKA'ASU',uku'latapalek wa'nateka'asu'
P00795,ESP,lowercase,Huelo gas.,huelo gas.
P00795,SHIWILU,lowercase,LANERAPALEK GAS,lanerapalek gas
P00796,ESP,lowercase,Quiero más.,quiero más.
P00796,SHIWILU,lowercase,A'PINTA' LUWANTULEK,a'pinta' luwantulek
P00797,ESP,lowercase,Quiero eso.,quiero eso.
P00797,SHIWILU,lowercase,NANA LUWANTULEK,nana luwantulek
P00798,ESP,lowercase,Quiero este.,quiero este.
P00798,SHIWILU,lowercase,ASU' LUWANTULEK,asu' luwantulek
P00799,ESP,lowercase,Estaba despierto.,estaba despierto.
P00799,SHIWILU,lowercase,ÑAPAWINEK NANPILADASU',ñapawinek nanpiladasu'
P00800,ESP,lowercase,Estaba mareado.,estaba mareado.
P00800,SHIWILU,lowercase,ÑAPAWINEK LUPERSU',ñapawinek lupersu'
P00801,ESP,lowercase,Me despidieron.,me despidieron.
P00801,SHIWILU,trim,USU'LLINER'KU ,USU'LLINER'KU
P00801,SHIWILU,lowercase,USU'LLINER'KU,usu'lliner'ku
P00802,ESP,lowercase,Estaba desnudo.,estaba desnudo.
P00802,SHIWILU,lowercase,INANPILATEK ÑAPAWINEK,inanpilatek ñapawinek
P00803,ESP,lowercase,Estaba cansado.,estaba cansado.
P00803,SHIWILU,lowercase,SAKA'TUSU' ÑAPAWINEK,saka'tusu' ñapawinek
P00804,ESP,lowercase,Estaba equivocado.,estaba equivocado.
P00804,SHIWILU,lowercase,PEKTUNSU' ÑAPAWINEK,pektunsu' ñapawinek
P00805,ESP,lowercase,Esperaré.,esperaré.
P00805,SHIWILU,lowercase,WA'TENTECHEK,wa'tentechek
P00806,ESP,lowercase,Trabajo aquí.,trabajo aquí.
P00806,SHIWILU,lowercase,SAKA'TAPALLEK ASEK,saka'tapallek asek
P00807,ESP,lowercase,Lo probaré.,lo probaré.
P00807,SHIWILU,lowercase,LATA'ECHEK,lata'echek
P00808,ESP,lowercase,Soy finlandés.,soy finlandés.
P00808,SHIWILU,lowercase,FINLANDIS NUKA'KA,finlandis nuka'ka
