pair_id,problem_types,all_details,ESP_original,SHIWILU_original,ESP_normalizado,SHIWILU_normalizado
P00076,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Él vino.,NANA UK'LLI,él vino.,nana uk'lli
P00240,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Ella vino.,NANA UK'LLI,ella vino.,nana uk'lli
P00077,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Él renunció.,NANA YUNSU'LLI,él renunció.,nana yunsu'lli
P01173,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Ella salió.,NANA YUNSU'LLI,ella salió.,nana yunsu'lli
P01989,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Él salió.,NANA YUNSU'LLI,él salió.,nana yunsu'lli
P01533,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Es suficiente.,NANASA',es suficiente.,nanasa'
P02059,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Suficiente.,NANASA',suficiente.,nanasa'
P00421,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Deténlos.,NANEK LIA'INA',deténlos.,nanek lia'ina'
P00422,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Párales.,NANEK LIA'INA',párales.,nanek lia'ina'
P01359,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Espera ahí.,NANEK WATENKER',espera ahí.,nanek watenker'
P01360,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Espere allí.,NANEK WATENKER',espere allí.,nanek watenker'
P00121,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Crudo,NANPI,crudo,nanpi
P00122,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Vivo,NANPI,vivo,nanpi
P00228,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Es viejo.,NAPI'DA' NUKA'A,es viejo.,napi'da' nuka'a
P00619,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Es vieja.,NAPI'DA' NUKA'A,es vieja.,napi'da' nuka'a
P01486,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Es obsoleto.,NAPI'DA' NUKA'A,es obsoleto.,napi'da' nuka'a
P02223,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Respira normal.,NERIKER' U'CHIMU,respira normal.,neriker' u'chimu
P02224,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Respira tranquilo.,NERIKER' U'CHIMU,respira tranquilo.,neriker' u'chimu
P00227,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Es extraño.,NERPI'LA NUKA'A,es extraño.,nerpi'la nuka'a
P01192,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Es raro.,NERPI'LA NUKA'A,es raro.,nerpi'la nuka'a
P01804,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Es diferente.,NERPI'LA NUKA'A,es diferente.,nerpi'la nuka'a
P01275,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Prometiste.,NU'TECHUN TUWINA,prometiste.,nu'techun tuwina
P01282,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Lo prometiste.,NU'TECHUN TUWINA,lo prometiste.,nu'techun tuwina
P00894,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Lo hicieron.,NU'TULLINA',lo hicieron.,nu'tullina'
P00895,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Lo lograron.,NU'TULLINA',lo lograron.,nu'tullina'
P00061,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Bájate.,NU'WANKER',bájate.,nu'wanker'
P01013,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Baja.,NU'WANKER',baja.,nu'wanker'
P01014,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Baje.,NU'WANKER',baje.,nu'wanker'
P00688,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Debemos irnos.,PA'A'KAWA'SU' ÑAPALLI,debemos irnos.,pa'a'kawa'su' ñapalli
P01244,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Deberíamos irnos.,PA'A'KAWA'SU' ÑAPALLI,deberíamos irnos.,pa'a'kawa'su' ñapalli
P00090,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Iré.,PA'ECHEK,iré.,pa'echek
P00819,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Me voy.,PA'ECHEK,me voy.,pa'echek
P00000,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Ve.,PAKER',ve.,paker'
P00001,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Vete.,PAKER',vete.,paker'
P00002,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Vaya.,PAKER',vaya.,paker'
P00380,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Ahora vete.,PAKER' IPA'LA,ahora vete.,paker' ipa'la
P00381,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Ahora lárgate.,PAKER' IPA'LA,ahora lárgate.,paker' ipa'la
P02044,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Te premiaré.,PANUERKEN,te premiaré.,panuerken
P02045,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Te recompensaré.,PANUERKEN,te recompensaré.,panuerken
P01764,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Te llamaré.,PEKLUE'CHEN,te llamaré.,peklue'chen
P01767,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Te invitaré.,PEKLUE'CHEN,te invitaré.,peklue'chen
P00160,many_to_one_shiwilu,SHIWILU tiene 6 traducciones ESP diferentes,Agárralo.,PILLI'TER',agárralo.,pilli'ter'
P00286,many_to_one_shiwilu,SHIWILU tiene 6 traducciones ESP diferentes,Captúralo.,PILLI'TER',captúralo.,pilli'ter'
P00289,many_to_one_shiwilu,SHIWILU tiene 6 traducciones ESP diferentes,Atrápalo.,PILLI'TER',atrápalo.,pilli'ter'
P00405,many_to_one_shiwilu,SHIWILU tiene 6 traducciones ESP diferentes,¡Cogedlo!,PILLI'TER',¡cogedlo!,pilli'ter'
P00406,many_to_one_shiwilu,SHIWILU tiene 6 traducciones ESP diferentes,¡Arrestadlo!,PILLI'TER',¡arrestadlo!,pilli'ter'
P00407,many_to_one_shiwilu,SHIWILU tiene 6 traducciones ESP diferentes,¡Prendedlo!,PILLI'TER',¡prendedlo!,pilli'ter'
P00073,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Agarra fuertemente.,PILLI'TER' IKERSU',agarra fuertemente.,pilli'ter' ikersu'
P01377,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Sujétalo fuerte.,PILLI'TER' IKERSU',sujétalo fuerte.,pilli'ter' ikersu'
P00287,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Captúrenlo.,PILLI'TUKU',captúrenlo.,pilli'tuku'
P00288,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Atrápenlo.,PILLI'TUKU',atrápenlo.,pilli'tuku'
P00307,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Agarra esto.,PILLITER' ASU',agarra esto.,pilliter' asu'
P00311,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Sostén esto.,PILLITER' ASU',sostén esto.,pilliter' asu'
P01798,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estaba nevando.,PULUNKER'APAWIÑI,estaba nevando.,pulunker'apawiñi
P01799,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Nevaba.,PULUNKER'APAWIÑI,nevaba.,pulunker'apawiñi
P01362,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Guarda eso.,SEKDIPERKER' NANA,guarda eso.,sekdiperker' nana
P01363,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Conserva eso.,SEKDIPERKER' NANA,conserva eso.,sekdiperker' nana
P01819,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Déjame sentirlo.,TA'ITULA'U LAUK'ECHEK,déjame sentirlo.,ta'itula'u lauk'echek
P01820,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Déjame oírlo.,TA'ITULA'U LAUK'ECHEK,déjame oírlo.,ta'itula'u lauk'echek
P00600,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Déjame ver.,TA'ITULA'U LLI'ECHEK,déjame ver.,ta'itula'u lli'echek
P01496,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Déjame verlo.,TA'ITULA'U LLI'ECHEK,déjame verlo.,ta'itula'u lli'echek
P01497,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Déjame intentarlo.,TA'ITULA'U TEKLE'RICHEK,déjame intentarlo.,ta'itula'u tekle'richek
P01498,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Déjame probarlo.,TA'ITULA'U TEKLE'RICHEK,déjame probarlo.,ta'itula'u tekle'richek
P00384,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Déjame entrar.,TA'ITULA'U YADA'LEK,déjame entrar.,ta'itula'u yada'lek
P00385,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Déjeme entrar.,TA'ITULA'U YADA'LEK,déjeme entrar.,ta'itula'u yada'lek
P01489,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Déjelo.,TA'ITULER',déjelo.,ta'ituler'
P01532,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Ya basta.,TA'ITULER',ya basta.,ta'ituler'
P01526,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Habla bajito.,TA'TULA'SHASU' LUNKER',habla bajito.,ta'tula'shasu' lunker'
P01527,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Habla calladito.,TA'TULA'SHASU' LUNKER',habla calladito.,ta'tula'shasu' lunker'
P00284,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Cálmate.,TA'TULER',cálmate.,ta'tuler'
P00285,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Tranquilízate.,TA'TULER',tranquilízate.,ta'tuler'
P01179,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Cállate.,TA'TULER',cállate.,ta'tuler'
P00934,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Te queremos.,TANDENÑIDEN,te queremos.,tandenñiden
P00935,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Te amamos.,TANDENÑIDEN,te amamos.,tandenñiden
P00590,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Hace viento.,TANLUWATAPALLI,hace viento.,tanluwatapalli
P00845,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Hace fresco.,TANLUWATAPALLI,hace fresco.,tanluwatapalli
P00532,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Me gustó.,TANTENWINEK,me gustó.,tantenwinek
P00785,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,La amaba.,TANTENWINEK,la amaba.,tantenwinek
P00531,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Me agradas.,TANTEÑEK,me agradas.,tanteñek
P00533,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Lo amo.,TANTEÑEK,lo amo.,tanteñek
P01909,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,"Sí, claro.",TEKINCHI,"sí, claro.",tekinchi
P01910,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,"Sí, ciertamente.",TEKINCHI,"sí, ciertamente.",tekinchi
P01120,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Ha empezado.,TENMIANSU'LLI,ha empezado.,tenmiansu'lli
P01121,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Empezó.,TENMIANSU'LLI,empezó.,tenmiansu'lli
P01122,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Comenzó.,TENMIANSU'LLI,comenzó.,tenmiansu'lli
P00907,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom cambió.,TOM A'PAWILLEK'LLI,tom cambió.,tom a'pawillek'lli
P00908,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom varió.,TOM A'PAWILLEK'LLI,tom varió.,tom a'pawillek'lli
P01215,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom canceló.,TOM A'TA'WANTULLI,tom canceló.,tom a'ta'wantulli
P01216,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom terminó.,TOM A'TA'WANTULLI,tom terminó.,tom a'ta'wantulli
P00656,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom peleó.,TOM IDENMALLI,tom peleó.,tom idenmalli
P00657,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom luchó.,TOM IDENMALLI,tom luchó.,tom idenmalli
P01223,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom tartamudea.,TOM MUSU' LUNPI'ÑI,tom tartamudea.,tom musu' lunpi'ñi
P01224,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom balbucea.,TOM MUSU' LUNPI'ÑI,tom balbucea.,tom musu' lunpi'ñi
P00116,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom corrió.,TOM TEKA'LLI,tom corrió.,tom teka'lli
P01220,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom huyó.,TOM TEKA'LLI,tom huyó.,tom teka'lli
P00652,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom bebe.,TOM UWAPALLI,tom bebe.,tom uwapalli
P00653,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Tom toma.,TOM UWAPALLI,tom toma.,tom uwapalli
P00110,suspicious_content|many_to_one_shiwilu,"SHIWILU tiene 2 traducciones ESP diferentes || ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Páralo. (detener),TU'NEKER',páralo. (detener),tu'neker'
P00111,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Deténlo.,TU'NEKER',deténlo.,tu'neker'
P00637,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Engañaron.,TUMU'LLINA',engañaron.,tumu'llina'
P00969,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Hicieron trampa.,TUMU'LLINA',hicieron trampa.,tumu'llina'
P01914,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Nos mentiste.,TUMU'TULUNDEK,nos mentiste.,tumu'tulundek
P02203,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Nos engañaste.,TUMU'TULUNDEK,nos engañaste.,tumu'tulundek
P01506,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Mantengámoslo.,TUPI'WA',mantengámoslo.,tupi'wa'
P01507,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Prosigamos.,TUPI'WA',prosigamos.,tupi'wa'
P01153,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,"Continúa, Tom.","TUPITER', TOM","continúa, tom.","tupiter', tom"
P01154,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,"Prosigue, Tom.","TUPITER', TOM","prosigue, tom.","tupiter', tom"
P01280,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Prometieron.,TUWIÑINA' NU'TECHUNA,prometieron.,tuwiñina' nu'techuna
P01284,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Lo prometieron.,TUWIÑINA' NU'TECHUNA,lo prometieron.,tuwiñina' nu'techuna
P01795,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Fue ameno.,U'CHIMU ÑIWIÑI,fue ameno.,u'chimu ñiwiñi
P01796,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Era perfecto.,U'CHIMU ÑIWIÑI,era perfecto.,u'chimu ñiwiñi
P00376,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Mantente caliente.,UKAPISU' ÑAPER',mantente caliente.,ukapisu' ñaper'
P00377,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Manténgase caliente.,UKAPISU' ÑAPER',manténgase caliente.,ukapisu' ñaper'
P00021,suspicious_content|many_to_one_shiwilu,"SHIWILU tiene 2 traducciones ESP diferentes || ESP contiene paréntesis (posible glosa); ESP contiene caracteres sospechosos: ['(', ')']",Levanta. (un objeto),USANKER',levanta. (un objeto),usanker'
P00612,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Levántalo.,USANKER',levántalo.,usanker'
P00801,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Me despidieron.,USU'LLINER'KU ,me despidieron.,usu'lliner'ku
P02033,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Fui despedido.,USU'LLINER'KU,fui despedido.,usu'lliner'ku
P01113,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Soy inquieto.,WA'DANPINTEK NUKA'KA,soy inquieto.,wa'danpintek nuka'ka
P01114,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Soy intranquilo.,WA'DANPINTEK NUKA'KA,soy intranquilo.,wa'danpintek nuka'ka
P00921,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Esperame.,WA'TEN'U,esperame.,wa'ten'u
P01034,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Deme tiempo.,WA'TEN'U,deme tiempo.,wa'ten'u
P00080,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Espera.,WA'TENKER',espera.,wa'tenker'
P00248,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Un momento.,WA'TENKER',un momento.,wa'tenker'
P02247,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Un momentito.,WA'TENKER',un momentito.,wa'tenker'
P00443,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Espera aquí.,WA'TENTER' ASEK,espera aquí.,wa'tenter' asek
P00444,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Aguarda aquí.,WA'TENTER' ASEK,aguarda aquí.,wa'tenter' asek
P00208,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Soy rica.,WAPU' KULLIKER'WANEK,soy rica.,wapu' kulliker'wanek
P00209,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Soy rico.,WAPU' KULLIKER'WANEK,soy rico.,wapu' kulliker'wanek
P00093,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Soy gorda.,WEILUNSU' NUKA'KA,soy gorda.,weilunsu' nuka'ka
P00346,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Soy obesa.,WEILUNSU' NUKA'KA,soy obesa.,weilunsu' nuka'ka
P00143,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Venga.,WENCHER',venga.,wencher'
P00291,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Ven.,WENCHER',ven.,wencher'
P00292,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Venid aquí.,WENCHER' ASEK,venid aquí.,wencher' asek
P01666,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Ven acá.,WENCHER' ASEK,ven acá.,wencher' asek
P00124,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Perdimos.,WER'LLIDEK,perdimos.,wer'llidek
P00933,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Nos perdimos.,WER'LLIDEK,nos perdimos.,wer'llidek
P00085,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Dormí.,WICHI'LEK,dormí.,wichi'lek
P01399,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Me dormí.,WICHI'LEK,me dormí.,wichi'lek
P01183,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Cuéntame más.,WINTU'U A'PINTA',cuéntame más.,wintu'u a'pinta'
P01184,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Dime más.,WINTU'U A'PINTA',dime más.,wintu'u a'pinta'
P01185,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Dígame más.,WINTU'U A'PINTA',dígame más.,wintu'u a'pinta'
P01186,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Dinos más.,WINTU'UDEK A'PINTA',dinos más.,wintu'udek a'pinta'
P01187,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Dígannos más.,WINTU'UDEK A'PINTA',dígannos más.,wintu'udek a'pinta'
P01188,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Cuéntanos más.,WINTU'UDEK A'PINTA',cuéntanos más.,wintu'udek a'pinta'
P01345,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Hazlo rápidamente.,WIU'SU' NU'TER',hazlo rápidamente.,wiu'su' nu'ter'
P01346,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Hágalo rápido.,WIU'SU' NU'TER',hágalo rápido.,wiu'su' nu'ter'
P02027,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Quiero conducir.,YAEKPA'LEK,quiero conducir.,yaekpa'lek
P02028,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Quiero manejar.,YAEKPA'LEK,quiero manejar.,yaekpa'lek
P00494,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,No grites.,YALAMAPU'TA,no grites.,yalamapu'ta
P00743,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,No chilles.,YALAMAPU'TA,no chilles.,yalamapu'ta
P00596,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Manténgase quieto.,YALENMEK'TA,manténgase quieto.,yalenmek'ta
P00183,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Reí.,YAMERLEK',reí.,yamerlek'
P00326,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Me reí.,YAMERLEK',me reí.,yamerlek'
P00081,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Resista.,YAN'KATEK'TER',resista.,yan'katek'ter'
P00082,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Resiste.,YAN'KATEK'TER',resiste.,yan'katek'ter'
P00726,many_to_one_shiwilu,SHIWILU tiene 3 traducciones ESP diferentes,Sé tolerante.,YAN'KATEK'TER',sé tolerante.,yan'katek'ter'
P01058,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Quiero saberlo.,YAÑINCHITULEK,quiero saberlo.,yañinchitulek
P02029,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Quiero aprender.,YAÑINCHITULEK,quiero aprender.,yañinchitulek
P00314,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estoy ocupada.,YEN'NICHI'NEK,estoy ocupada.,yen'nichi'nek
P00315,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estoy ocupado.,YEN'NICHI'NEK,estoy ocupado.,yen'nichi'nek
P00769,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Puedo hacerlo.,YENNITULEK NU'TAK,puedo hacerlo.,yennitulek nu'tak
P01788,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Puede hacerse.,YENNITULEK NU'TAK,puede hacerse.,yennitulek nu'tak
P00605,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Renunciemos.,YUNSU'WA',renunciemos.,yunsu'wa'
P01148,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Salgamos.,YUNSU'WA',salgamos.,yunsu'wa'
P00335,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estoy enojado.,YUSU' ÑAPALEK,estoy enojado.,yusu' ñapalek
P01109,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Estoy indignado.,YUSU' ÑAPALEK,estoy indignado.,yusu' ñapalek
P01765,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Lo regañaré.,YUTE'CHEK,lo regañaré.,yute'chek
P01766,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,Le reñiré.,YUTE'CHEK,le reñiré.,yute'chek
P01986,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Dámelas!,¡ENKA'U!,¡dámelas!,¡enka'u!
P01987,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Dámelos!,¡ENKA'U!,¡dámelos!,¡enka'u!
P01245,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Lo conseguimos!,¡KANANEKWA'!,¡lo conseguimos!,¡kananekwa'!
P01246,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Lo logramos!,¡KANANEKWA'!,¡lo logramos!,¡kananekwa'!
P00008,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Ayuda!,¡KATU'PA'!,¡ayuda!,¡katu'pa'!
P00010,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Auxilio!,¡KATU'PA'!,¡auxilio!,¡katu'pa'!
P00463,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Ten cuidado!,¡LI'KER'LA!,¡ten cuidado!,¡li'ker'la!
P00464,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Sé cuidadoso!,¡LI'KER'LA!,¡sé cuidadoso!,¡li'ker'la!
P00950,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Qué burro!,¡MA'NEN ÑINCHICHI'NA!,¡qué burro!,¡ma'nen ñinchichi'na!
P00951,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Qué imbécil!,¡MA'NEN ÑINCHICHI'NA!,¡qué imbécil!,¡ma'nen ñinchichi'na!
P00065,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Largo!,¡PAKER'!,¡largo!,¡paker'!
P00067,many_to_one_shiwilu,SHIWILU tiene 2 traducciones ESP diferentes,¡Vete ya!,¡PAKER'!,¡vete ya!,¡paker'!
