original_index,ESP,SHIWILU,removal_reason
3859,Soy ciudadano estadounidense.,,SHIWILU es NaN
3860,Es asunto suyo.,,SHIWILU es NaN
3861,Reconsideraré el asunto.,,SHIWILU es NaN
3862,Malversó dinero público.,,SHIWILU es NaN
3863,¿Tienes un lema?,,SHIWILU es NaN
3864,Tomamos un poco.,,SHIWILU es NaN
3865,Había muchos otros.,,SHIWILU es NaN
3866,Hice muchos amigos.,,SHIWILU es NaN
3867,Pone muchos deberes.,,SHIWILU es NaN
3868,Tengo muchos discos.,,SHIWILU es NaN
3869,Tengo muchos sueños.,,SHIWILU es NaN
3870,Tiene muchos amigos.,,SHIWILU es NaN
3871,Tiene muchos libros.,,SHIWILU es NaN
3872,Compré muchos libros.,,SHIWILU es NaN
3873,Tengo muchos deberes.,,SHIWILU es NaN
3874,Tienes muchos amigos.,,SHIWILU es NaN
3875,Tienes muchos libros.,,SHIWILU es NaN
3876,¿Tiene muchos amigos?,,SHIWILU es NaN
3877,Muchos peces murieron.,,SHIWILU es NaN
3878,Murieron muchos peces.,,SHIWILU es NaN
3879,Tenemos muchos amigos.,,SHIWILU es NaN
3880,Tuvieron muchos hijos.,,SHIWILU es NaN
3881,¿Tienen muchos amigos?,,SHIWILU es NaN
3882,Necesito muchos libros.,,SHIWILU es NaN
3883,Existen muchos factores.,,SHIWILU es NaN
3884,Teníamos muchos muebles.,,SHIWILU es NaN
3885,Levantaron muchos cargos.,,SHIWILU es NaN
3886,Muchos fueron rechazados.,,SHIWILU es NaN
3887,Cualquier cosa vale.,,SHIWILU es NaN
3888,Cualquier lugar basta.,,SHIWILU es NaN
3889,Cualquier papel sirve.,,SHIWILU es NaN
3890,Pagaré cualquier cosa.,,SHIWILU es NaN
3891,Cualquier cosa ayudará.,,SHIWILU es NaN
3892,Cualquier libro servirá.,,SHIWILU es NaN
3893,Pregúntame cualquier cosa.,,SHIWILU es NaN
3894,Tienes tres alternativas.,,SHIWILU es NaN
3895,Se maneja bien.,,SHIWILU es NaN
3896,Toma el control.,,SHIWILU es NaN
3897,Estoy tomando café.,,SHIWILU es NaN
3898,¿Qué estás tomando?,,SHIWILU es NaN
3899,Estoy tomando leche.,,SHIWILU es NaN
3900,Debatimos el problema.,,SHIWILU es NaN
3901,Varios delegados discreparon.,,SHIWILU es NaN
3902,¿Soy el único?,,SHIWILU es NaN
3903,¿Eres hijo único?,,SHIWILU es NaN
3904,Me resulta familiar.,,SHIWILU es NaN
3905,Me resulta irresistible.,,SHIWILU es NaN
3906,Dame el mapa.,,SHIWILU es NaN
3907,Revisemos el mapa.,,SHIWILU es NaN
3908,No es natural.,,SHIWILU es NaN
3909,Es completamente natural.,,SHIWILU es NaN
3910,Amo mi país.,,SHIWILU es NaN
3911,Defendieron su país.,,SHIWILU es NaN
3912,Consiguieron su objetivo.,,SHIWILU es NaN
3913,Acepto sus condiciones.,,SHIWILU es NaN
3914,Acepto tus condiciones.,,SHIWILU es NaN
3915,Aceptaremos sus condiciones.,,SHIWILU es NaN
3916,Esperábamos mejores condiciones.,,SHIWILU es NaN
3917,Voy de vuelta.,,SHIWILU es NaN
3918,Estoy de vuelta.,,SHIWILU es NaN
3919,Bienvenido de vuelta.,,SHIWILU es NaN
3920,Ella lleva medias.,,SHIWILU es NaN
3921,Quítate las medias.,,SHIWILU es NaN
3922,Se aceptan cheques.,,SHIWILU es NaN
3923,¿Recibe usted cheques?,,SHIWILU es NaN
3924,Dormí nueve horas.,,SHIWILU es NaN
3925,Tengo ocho hermanos.,,SHIWILU es NaN
3926,Mejoramos la calidad.,,SHIWILU es NaN
3927,Tom está lleno.,,SHIWILU es NaN
3928,Este está lleno.,,SHIWILU es NaN
3929,Estoy tan lleno.,,SHIWILU es NaN
3930,Estaba medio lleno.,,SHIWILU es NaN
3931,He tenido suficiente.,,SHIWILU es NaN
3932,Hemos tenido suficiente.,,SHIWILU es NaN
3933,Sé muchas cosas.,,SHIWILU es NaN
3934,Leí muchas novelas.,,SHIWILU es NaN
3935,Leo muchas novelas.,,SHIWILU es NaN
3936,Tengo muchas fotos.,,SHIWILU es NaN
3937,Tengo muchas ideas.,,SHIWILU es NaN
3938,Tiene muchas canas.,,SHIWILU es NaN
3939,Compré muchas cosas.,,SHIWILU es NaN
3940,Quiero muchas cosas.,,SHIWILU es NaN
3941,Tengo muchas flores.,,SHIWILU es NaN
3942,Tiene muchas amigas.,,SHIWILU es NaN
3943,Sacamos muchas fotos.,,SHIWILU es NaN
3944,Tengo muchas cámaras.,,SHIWILU es NaN
3945,Tienes muchas amigas.,,SHIWILU es NaN
3946,Obtuvimos muchas uvas.,,SHIWILU es NaN
3947,"Muchas gracias, doctor.",,SHIWILU es NaN
3948,Tengo muchas preguntas.,,SHIWILU es NaN
3949,Hicieron muchas cambios.,,SHIWILU es NaN
3950,Muchas personas murieron.,,SHIWILU es NaN
3951,Hicieron muchas acusaciones.,,SHIWILU es NaN
3952,Encuentren a Tom.,,SHIWILU es NaN
3953,Encuentren al gato.,,SHIWILU es NaN
3954,Aunque es caro.,,SHIWILU es NaN
3955,Iré aunque llueva.,,SHIWILU es NaN
3956,Son los mejores.,,SHIWILU es NaN
3957,¡Que te mejores!,,SHIWILU es NaN
3958,Somos los mejores.,,SHIWILU es NaN
3959,Esperábamos mejores condiciones.,,SHIWILU es NaN
3960,Tom trabaja acá.,,SHIWILU es NaN
3961,Ella trabaja duro.,,SHIWILU es NaN
3962,¿Dónde trabaja él?,,SHIWILU es NaN
3963,¿Ella trabaja duro?,,SHIWILU es NaN
3964,¿Tu esposa trabaja?,,SHIWILU es NaN
3965,¿Para quién trabaja?,,SHIWILU es NaN
3966,Siempre trabaja duro.,,SHIWILU es NaN
3967,Tom trabaja demasiado.,,SHIWILU es NaN
3968,Soy una persona.,,SHIWILU es NaN
3969,Elija una persona.,,SHIWILU es NaN
3970,Esa persona murió.,,SHIWILU es NaN
3971,Es su derecho.,,SHIWILU es NaN
3972,Decidió estudiar derecho.,,SHIWILU es NaN
3973,Haz los deberes.,,SHIWILU es NaN
3974,Pone muchos deberes.,,SHIWILU es NaN
3975,Enséñame tus deberes.,,SHIWILU es NaN
3976,Tengo muchos deberes.,,SHIWILU es NaN
3977,Odio vivir solo.,,SHIWILU es NaN
3978,Solía vivir allí.,,SHIWILU es NaN
3979,Solía vivir aquí.,,SHIWILU es NaN
3980,Quiero vivir aquí.,,SHIWILU es NaN
3981,Prefiero vivir solo.,,SHIWILU es NaN
3982,¿Dónde querés vivir?,,SHIWILU es NaN
3983,¿Quieres vivir aquí?,,SHIWILU es NaN
3984,Puedes vivir conmigo.,,SHIWILU es NaN
3985,Quisiera vivir lujosamente.,,SHIWILU es NaN
3986,¿Qué es aquello?,,SHIWILU es NaN
3987,Nadie vio aquello.,,SHIWILU es NaN
3988,¿Quién necesita aquello?,,SHIWILU es NaN
3989,Ellos no ayudan.,,SHIWILU es NaN
3990,Ellas nos ayudan.,,SHIWILU es NaN
3991,Volverá a crecer.,,SHIWILU es NaN
3992,Trabajan para mí.,,SHIWILU es NaN
3993,Trabajan de noche.,,SHIWILU es NaN
3994,Te trabajan durísimo.,,SHIWILU es NaN
3995,Ellos trabajan juntos.,,SHIWILU es NaN
3996,Está jugando fuera.,,SHIWILU es NaN
3997,¿Tom sigue jugando?,,SHIWILU es NaN
3998,Está jugando Tetris.,,SHIWILU es NaN
3999,Estoy jugando béisbol.,,SHIWILU es NaN
4000,¿Lo puedes recoger?,,SHIWILU es NaN
4001,Estas son auténticas.,,SHIWILU es NaN
4002,Éstos son reales.,,SHIWILU es NaN
4003,¿Querés una calculadora?,,SHIWILU es NaN
4004,¡Qué hermosa ciudad!,,SHIWILU es NaN
4005,Lanza el dado.,,SHIWILU es NaN
4006,Mil yenes bastarán.,,SHIWILU es NaN
4007,¿Puedes coger esto?,,SHIWILU es NaN
4008,Son muy listos.,,SHIWILU es NaN
4009,No estamos listos.,,SHIWILU es NaN
4010,Todos están listos.,,SHIWILU es NaN
4011,Estamos casi listos.,,SHIWILU es NaN
4012,Son bastante listos.,,SHIWILU es NaN
4013,¿Están todos listos?,,SHIWILU es NaN
4014,Somos bastante listos.,,SHIWILU es NaN
4015,Limpia la pieza.,,SHIWILU es NaN
4016,Es un diario.,,SHIWILU es NaN
4017,¿Tienes un diario?,,SHIWILU es NaN
4018,Encontré tu diario.,,SHIWILU es NaN
4019,Fue culpa suya.,,SHIWILU es NaN
4020,Fue decisión suya.,,SHIWILU es NaN
4021,No lo entenderán.,,SHIWILU es NaN
4022,Ellos nunca entenderán.,,SHIWILU es NaN
4023,Queremos cuentas separadas.,,SHIWILU es NaN
4024,Él la quería.,,SHIWILU es NaN
4025,Yo la quería.,,SHIWILU es NaN
4026,Yo te quería.,,SHIWILU es NaN
4027,No quería nada.,,SHIWILU es NaN
4028,No quería leche.,,SHIWILU es NaN
4029,No quería saber.,,SHIWILU es NaN
4030,Te quería mucho.,,SHIWILU es NaN
4031,¿Qué quería Tom?,,SHIWILU es NaN
4032,Tom quería verme.,,SHIWILU es NaN
4033,Tom quería verte.,,SHIWILU es NaN
4034,Quería darte esto.,,SHIWILU es NaN
4035,Quería tu opinión.,,SHIWILU es NaN
4036,Solo quería verte.,,SHIWILU es NaN
4037,Todavía le quería.,,SHIWILU es NaN
4038,Tom quería dinero.,,SHIWILU es NaN
4039,Tom quería llorar.,,SHIWILU es NaN
4040,Ella quería viajar.,,SHIWILU es NaN
4041,Él quería triunfar.,,SHIWILU es NaN
4042,Nadie quería comer.,,SHIWILU es NaN
4043,Quería cinco piñas.,,SHIWILU es NaN
4044,Quería tener hijos.,,SHIWILU es NaN
4045,Tom quería bañarse.,,SHIWILU es NaN
4046,Yo quería ayudarte.,,SHIWILU es NaN
4047,No quería asustarte.,,SHIWILU es NaN
4048,Quería que supieras.,,SHIWILU es NaN
4049,Quería que vinieras.,,SHIWILU es NaN
4050,Realmente quería ir.,,SHIWILU es NaN
4051,Ella quería adularme.,,SHIWILU es NaN
4052,Él quería destruirlo.,,SHIWILU es NaN
4053,No quería molestarte.,,SHIWILU es NaN
4054,Quería decir gracias.,,SHIWILU es NaN
4055,Solo quería avisarte.,,SHIWILU es NaN
4056,Tom quería adelgazar.,,SHIWILU es NaN
4057,Tom quería comprarlo.,,SHIWILU es NaN
4058,Tom quería conocerle.,,SHIWILU es NaN
4059,Tom quería conoceros.,,SHIWILU es NaN
4060,Tom quería conocerte.,,SHIWILU es NaN
4061,Ella quería ayudarlos.,,SHIWILU es NaN
4062,Quería hablar contigo.,,SHIWILU es NaN
4063,Tom quería conocerles.,,SHIWILU es NaN
4064,Quería vuestra opinión.,,SHIWILU es NaN
4065,Tom quería agradecerte.,,SHIWILU es NaN
4066,Tom quería descubrirlo.,,SHIWILU es NaN
4067,Ella quería divorciarse.,,SHIWILU es NaN
4068,Quería comprar aspirina.,,SHIWILU es NaN
4069,Quería estudiar francés.,,SHIWILU es NaN
4070,Quería preguntaros algo.,,SHIWILU es NaN
4071,Quería compañía femenina.,,SHIWILU es NaN
4072,Solo quería enorgullecerte.,,SHIWILU es NaN
4073,Solo quería enorgullecerlos.,,SHIWILU es NaN
4074,No soy mago.,,SHIWILU es NaN
4075,Tom es mago.,,SHIWILU es NaN
4076,¿Qué deberíamos decir?,,SHIWILU es NaN
4077,¿Qué deberíamos hacer?,,SHIWILU es NaN
4078,Deberíamos estar juntos.,,SHIWILU es NaN
4079,¿Qué deberíamos cocinar?,,SHIWILU es NaN
4080,Deberíamos hacer silencio.,,SHIWILU es NaN
4081,Deberíamos quedarnos aquí.,,SHIWILU es NaN
4082,Deberíamos habernos casado.,,SHIWILU es NaN
4083,Deberíamos permanecer aquí.,,SHIWILU es NaN
4084,Deberíamos ofrecerles ayuda.,,SHIWILU es NaN
4085,Deberíamos organizarnos más.,,SHIWILU es NaN
4086,Deberíamos quedarnos callados.,,SHIWILU es NaN
4087,¿Dónde deberíamos escondernos?,,SHIWILU es NaN
4088,¿Deberíamos levantarnos temprano?,,SHIWILU es NaN
4089,No tuvimos éxito.,,SHIWILU es NaN
4090,Tuvimos que parar.,,SHIWILU es NaN
4091,Tuvimos nuestras razones.,,SHIWILU es NaN
4092,Nunca tuvimos oportunidad.,,SHIWILU es NaN
4093,Nos entendemos perfectamente.,,SHIWILU es NaN
4094,Él parece conocernos.,,SHIWILU es NaN
4095,Dijeron que no.,,SHIWILU es NaN
4096,Es todo tuyo.,,SHIWILU es NaN
4097,¿Esto es tuyo?,,SHIWILU es NaN
4098,¿Es amigo tuyo?,,SHIWILU es NaN
4099,Teníamos poca agua.,,SHIWILU es NaN
4100,Teníamos un acuerdo.,,SHIWILU es NaN
4101,Teníamos visitas ayer.,,SHIWILU es NaN
4102,Teníamos muchos muebles.,,SHIWILU es NaN
4103,Teníamos nuestras razones.,,SHIWILU es NaN
4104,Teníamos visitas inesperadas.,,SHIWILU es NaN
4105,Teníamos nuestras diferencias.,,SHIWILU es NaN
4106,Él come mucho.,,SHIWILU es NaN
4107,Él leía mucho.,,SHIWILU es NaN
4108,Lo dudo mucho.,,SHIWILU es NaN
4109,Lo hago mucho.,,SHIWILU es NaN
4110,No duró mucho.,,SHIWILU es NaN
4111,No vale mucho.,,SHIWILU es NaN
4112,Él grita mucho.,,SHIWILU es NaN
4113,Él habla mucho.,,SHIWILU es NaN
4114,Me gusta mucho.,,SHIWILU es NaN
4115,No salgo mucho.,,SHIWILU es NaN
4116,Tom bebe mucho.,,SHIWILU es NaN
4117,Tom leyó mucho.,,SHIWILU es NaN
4118,Tom toma mucho.,,SHIWILU es NaN
4119,Yo sueño mucho.,,SHIWILU es NaN
4120,Ella fuma mucho.,,SHIWILU es NaN
4121,Lo siento mucho.,,SHIWILU es NaN
4122,Me gustás mucho.,,SHIWILU es NaN
4123,Te quería mucho.,,SHIWILU es NaN
4124,Te quiero mucho.,,SHIWILU es NaN
4125,Tom lloró mucho.,,SHIWILU es NaN
4126,¿Es mucho pedir?,,SHIWILU es NaN
4127,Daba mucho miedo.,,SHIWILU es NaN
4128,Ella habló mucho.,,SHIWILU es NaN
4129,Es mucho trabajo.,,SHIWILU es NaN
4130,Eso aclara mucho.,,SHIWILU es NaN
4131,Esto ayuda mucho.,,SHIWILU es NaN
4132,Hace mucho calor.,,SHIWILU es NaN
4133,Hacía mucho frío.,,SHIWILU es NaN
4134,Me divertí mucho.,,SHIWILU es NaN
4135,No costará mucho.,,SHIWILU es NaN
4136,No duermas mucho.,,SHIWILU es NaN
4137,No importa mucho.,,SHIWILU es NaN
4138,Quiero mucho más.,,SHIWILU es NaN
4139,Te extrañé mucho.,,SHIWILU es NaN
4140,Tengo mucho frío.,,SHIWILU es NaN
4141,Tengo mucho hipo.,,SHIWILU es NaN
4142,Debo mucho dinero.,,SHIWILU es NaN
4143,Eso explica mucho.,,SHIWILU es NaN
4144,Hay mucho tráfico.,,SHIWILU es NaN
4145,Me importas mucho.,,SHIWILU es NaN
4146,Me preocupo mucho.,,SHIWILU es NaN
4147,Ten mucho cuidado.,,SHIWILU es NaN
4148,Te perdiste mucho.,,SHIWILU es NaN
4149,Trabajé mucho hoy.,,SHIWILU es NaN
4150,¿Durará mucho más?,,SHIWILU es NaN
4151,Me preocupas mucho.,,SHIWILU es NaN
4152,Perdí mucho dinero.,,SHIWILU es NaN
4153,Tengo mucho dinero.,,SHIWILU es NaN
4154,Tenía mucho hambre.,,SHIWILU es NaN
4155,Tiene mucho dinero.,,SHIWILU es NaN
4156,Anoche llovió mucho.,,SHIWILU es NaN
4157,Juegan mucho juntos.,,SHIWILU es NaN
4158,Necesito leer mucho.,,SHIWILU es NaN
4159,No almorzaste mucho.,,SHIWILU es NaN
4160,Nos parecemos mucho.,,SHIWILU es NaN
4161,Te extrañamos mucho.,,SHIWILU es NaN
4162,Está lloviendo mucho.,,SHIWILU es NaN
4163,Nos divertimos mucho.,,SHIWILU es NaN
4164,Tenemos mucho tiempo.,,SHIWILU es NaN
4165,Tengan mucho cuidado.,,SHIWILU es NaN
4166,Aprenderás mucho aquí.,,SHIWILU es NaN
4167,Perdimos mucho tiempo.,,SHIWILU es NaN
4168,Lleva mucho maquillaje.,,SHIWILU es NaN
4169,Mañana estudiaré mucho.,,SHIWILU es NaN
4170,Nos divertiremos mucho.,,SHIWILU es NaN
4171,Estoy aprendiendo mucho.,,SHIWILU es NaN
4172,¿Necesitas mucho dinero?,,SHIWILU es NaN
4173,Malgastamos mucho tiempo.,,SHIWILU es NaN
4174,Ella llegó última.,,SHIWILU es NaN
4175,Todos son artistas.,,SHIWILU es NaN
4176,Lo harás bien.,,SHIWILU es NaN
4177,Te harás daño.,,SHIWILU es NaN
4178,Encuentre a Tom.,,SHIWILU es NaN
4179,No tenemos azúcar.,,SHIWILU es NaN
4180,Nunca compro azúcar.,,SHIWILU es NaN
4181,¿Cuánto azúcar usas?,,SHIWILU es NaN
4182,Te estoy ayudando.,,SHIWILU es NaN
4183,Tom está ayudando.,,SHIWILU es NaN
4184,Sólo estoy ayudando.,,SHIWILU es NaN
4185,¿De dónde vienen?,,SHIWILU es NaN
4186,¿Ellos también vienen?,,SHIWILU es NaN
4187,¿Ustedes vienen conmigo?,,SHIWILU es NaN
4188,Tom sabe pelear.,,SHIWILU es NaN
4189,¡Dejá de pelear!,,SHIWILU es NaN
4190,Mary sabe pelear.,,SHIWILU es NaN
4191,No quiero pelear.,,SHIWILU es NaN
4192,Ellos evitaron pelear.,,SHIWILU es NaN
4193,¿Realmente querés pelear?,,SHIWILU es NaN
4194,Te harás daño.,,SHIWILU es NaN
4195,¿Te hicieron daño?,,SHIWILU es NaN
4196,Podrías hacerte daño.,,SHIWILU es NaN
4197,Voy de regreso.,,SHIWILU es NaN
4198,Di la verdad.,,SHIWILU es NaN
4199,"Tom, di algo.",,SHIWILU es NaN
4200,"Di ""por favor"".",,SHIWILU es NaN
4201,Di tus oraciones.,,SHIWILU es NaN
4202,No nos deje.,,SHIWILU es NaN
4203,Deje de leer.,,SHIWILU es NaN
4204,Deje la llave.,,SHIWILU es NaN
4205,Deje un mensaje.,,SHIWILU es NaN
4206,Te veo mañana.,,SHIWILU es NaN
4207,Lo haré mañana.,,SHIWILU es NaN
4208,Los veo mañana.,,SHIWILU es NaN
4209,Te veré mañana.,,SHIWILU es NaN
4210,Mañana te llamo.,,SHIWILU es NaN
4211,¿Qué tal mañana?,,SHIWILU es NaN
4212,Él vendrá mañana.,,SHIWILU es NaN
4213,Tom viene mañana.,,SHIWILU es NaN
4214,¿Mañana hará sol?,,SHIWILU es NaN
4215,Él volverá mañana.,,SHIWILU es NaN
4216,Lo ayudaré mañana.,,SHIWILU es NaN
4217,Lo firmaré mañana.,,SHIWILU es NaN
4218,Lo haremos mañana.,,SHIWILU es NaN
4219,Mañana es domingo.,,SHIWILU es NaN
4220,Mañana es feriado.,,SHIWILU es NaN
4221,Mañana es Navidad.,,SHIWILU es NaN
4222,Mañana hará bueno.,,SHIWILU es NaN
4223,Mañana será libre.,,SHIWILU es NaN
4224,Nos iremos mañana.,,SHIWILU es NaN
4225,Te llamaré mañana.,,SHIWILU es NaN
4226,Tom vendrá mañana.,,SHIWILU es NaN
4227,Ven pasado mañana.,,SHIWILU es NaN
4228,Estaré allí mañana.,,SHIWILU es NaN
4229,Estaré aquí mañana.,,SHIWILU es NaN
4230,Le visitaré mañana.,,SHIWILU es NaN
4231,Mañana estaré aquí.,,SHIWILU es NaN
4232,Papá vuelve mañana.,,SHIWILU es NaN
4233,Puedo venir mañana.,,SHIWILU es NaN
4234,Tengo clase mañana.,,SHIWILU es NaN
4235,¿Hará calor mañana?,,SHIWILU es NaN
4236,¿Mañana hará bueno?,,SHIWILU es NaN
4237,Adiós. Hasta mañana.,,SHIWILU es NaN
4238,Esperá hasta mañana.,,SHIWILU es NaN
4239,Espero verla mañana.,,SHIWILU es NaN
4240,Espero verlo mañana.,,SHIWILU es NaN
4241,Espero verte mañana.,,SHIWILU es NaN
4242,Mañana estará libre.,,SHIWILU es NaN
4243,¡Qué hermosa mañana!,,SHIWILU es NaN
4244,¿Mañana será sábado?,,SHIWILU es NaN
4245,¿Puedo verte mañana?,,SHIWILU es NaN
4246,Debería nevar mañana.,,SHIWILU es NaN
4247,Le preguntaré mañana.,,SHIWILU es NaN
4248,Lo averiguaré mañana.,,SHIWILU es NaN
4249,"Mañana, él alunizará.",,SHIWILU es NaN
4250,Puedo empezar mañana.,,SHIWILU es NaN
4251,Quizás llueva mañana.,,SHIWILU es NaN
4252,Te responderé mañana.,,SHIWILU es NaN
4253,¿Tienes libre mañana?,,SHIWILU es NaN
4254,¿Vendrán aquí mañana?,,SHIWILU es NaN
4255,Estaré ausente mañana.,,SHIWILU es NaN
4256,Mañana estaré ocupado.,,SHIWILU es NaN
4257,Quisiera verte mañana.,,SHIWILU es NaN
4258,Te visitaremos mañana.,,SHIWILU es NaN
4259,¿Quedamos para mañana?,,SHIWILU es NaN
4260,¿Tienes tiempo mañana?,,SHIWILU es NaN
4261,¿Volverá usted mañana?,,SHIWILU es NaN
4262,Hablaré contigo mañana.,,SHIWILU es NaN
4263,Mañana estudiaré mucho.,,SHIWILU es NaN
4264,Veámonos pasado mañana.,,SHIWILU es NaN
4265,¿Estará soleado mañana?,,SHIWILU es NaN
4266,¿Puedes empezar mañana?,,SHIWILU es NaN
4267,¿Puedo llamarte mañana?,,SHIWILU es NaN
4268,Podrás visitarme mañana.,,SHIWILU es NaN
4269,Salimos mañana temprano.,,SHIWILU es NaN
4270,Juntémonos pasado mañana.,,SHIWILU es NaN
4271,Puede contactarme mañana.,,SHIWILU es NaN
4272,¿Desayunaste esta mañana?,,SHIWILU es NaN
4273,Despiértame pronto mañana.,,SHIWILU es NaN
4274,Mañana tendremos invitados.,,SHIWILU es NaN
4275,Probablemente nieve mañana.,,SHIWILU es NaN
4276,¿Puedo telefonearle mañana?,,SHIWILU es NaN
4277,Probablemente mañana nevará.,,SHIWILU es NaN
4278,Supuestamente mañana nevará.,,SHIWILU es NaN
4279,¿Qué llevarás puesto?,,SHIWILU es NaN
4280,Come más despacio.,,SHIWILU es NaN
4281,Él camina despacio.,,SHIWILU es NaN
4282,Habla más despacio.,,SHIWILU es NaN
4283,Camina más despacio.,,SHIWILU es NaN
4284,Tom camina despacio.,,SHIWILU es NaN
4285,Conduce más despacio.,,SHIWILU es NaN
4286,Tom escribe despacio.,,SHIWILU es NaN
4287,Dame tu dirección.,,SHIWILU es NaN
4288,Anota su dirección.,,SHIWILU es NaN
4289,Apunta su dirección.,,SHIWILU es NaN
4290,Olvidé su dirección.,,SHIWILU es NaN
4291,¿Qué dirección elegirá?,,SHIWILU es NaN
4292,¿Qué dirección escogerá?,,SHIWILU es NaN
4293,Cocina para mí.,,SHIWILU es NaN
4294,Tom nos cocina.,,SHIWILU es NaN
4295,Tom cocina bien.,,SHIWILU es NaN
4296,Ella cocina bien.,,SHIWILU es NaN
4297,Limpia la cocina.,,SHIWILU es NaN
4298,¿Apagaste la cocina?,,SHIWILU es NaN
4299,Todo está terminando.,,SHIWILU es NaN
4300,Leí la etiqueta.,,SHIWILU es NaN
4301,Leo la etiqueta.,,SHIWILU es NaN
4302,Vaya al grano.,,SHIWILU es NaN
4303,Vaya usted primero.,,SHIWILU es NaN
4304,Veo un león.,,SHIWILU es NaN
4305,Salgan del aula.,,SHIWILU es NaN
4306,"Él gritó ""¡salgan!"".",,SHIWILU es NaN
4307,Me canso fácilmente.,,SHIWILU es NaN
4308,Me enfado fácilmente.,,SHIWILU es NaN
4309,Se asusta fácilmente.,,SHIWILU es NaN
4310,Sigan sin mí.,,SHIWILU es NaN
4311,La gente cambia.,,SHIWILU es NaN
4312,Esto cambia todo.,,SHIWILU es NaN
4313,Ellos no entienden.,,SHIWILU es NaN
4314,Habla por ti.,,SHIWILU es NaN
4315,Él habla ruso.,,SHIWILU es NaN
4316,Habla con Tom.,,SHIWILU es NaN
4317,Él habla chino.,,SHIWILU es NaN
4318,Él habla mucho.,,SHIWILU es NaN
4319,Él habla rápido.,,SHIWILU es NaN
4320,¡Habla más alto!,,SHIWILU es NaN
4321,Él habla francés.,,SHIWILU es NaN
4322,Estamos al habla.,,SHIWILU es NaN
4323,Habla más fuerte.,,SHIWILU es NaN
4324,Sigamos al habla.,,SHIWILU es NaN
4325,Tom habla rápido.,,SHIWILU es NaN
4326,¿Con quién habla?,,SHIWILU es NaN
4327,¿Él habla inglés?,,SHIWILU es NaN
4328,Ella habla polaco.,,SHIWILU es NaN
4329,Habla bien inglés.,,SHIWILU es NaN
4330,Habla con fluidez.,,SHIWILU es NaN
4331,Tom habla francés.,,SHIWILU es NaN
4332,¿Él habla francés?,,SHIWILU es NaN
4333,Él habla demasiado.,,SHIWILU es NaN
4334,Él habla portugués.,,SHIWILU es NaN
4335,Habla diez lenguas.,,SHIWILU es NaN
4336,Habla más despacio.,,SHIWILU es NaN
4337,Mary habla japonés.,,SHIWILU es NaN
4338,¿Ella habla inglés?,,SHIWILU es NaN
4339,Nadie habla conmigo.,,SHIWILU es NaN
4340,¿Ella habla francés?,,SHIWILU es NaN
4341,¿Habla usted inglés?,,SHIWILU es NaN
4342,Ella habla demasiado.,,SHIWILU es NaN
4343,Ella habla portugués.,,SHIWILU es NaN
4344,Habla francés fluido.,,SHIWILU es NaN
4345,Tom habla lentamente.,,SHIWILU es NaN
4346,¿Habla usted búlgaro?,,SHIWILU es NaN
4347,¿Habla usted catalán?,,SHIWILU es NaN
4348,¿Habla usted francés?,,SHIWILU es NaN
4349,¿Quién habla francés?,,SHIWILU es NaN
4350,¿Usted habla francés?,,SHIWILU es NaN
4351,También habla francés.,,SHIWILU es NaN
4352,¿Alguien habla inglés?,,SHIWILU es NaN
4353,¿Habla usted filipino?,,SHIWILU es NaN
4354,Habla demasiado rápido.,,SHIWILU es NaN
4355,¿Alguien habla japonés?,,SHIWILU es NaN
4356,¿Habla usted esperanto?,,SHIWILU es NaN
4357,Habla ruso perfectamente.,,SHIWILU es NaN
4358,No lo hagas.,,SHIWILU es NaN
4359,No hagas eso.,,SHIWILU es NaN
4360,¡No lo hagas!,,SHIWILU es NaN
4361,No hagas caso.,,SHIWILU es NaN
4362,No hagas ruido.,,SHIWILU es NaN
4363,No hagas muecas.,,SHIWILU es NaN
4364,No hagas preguntas.,,SHIWILU es NaN
4365,¿Ellos vivieron aquí?,,SHIWILU es NaN
4366,Perdí mi identidad.,,SHIWILU es NaN
4367,Toma un asiento.,,SHIWILU es NaN
4368,Guárdame un asiento.,,SHIWILU es NaN
4369,Resérvame un asiento.,,SHIWILU es NaN
4370,Puso una queja.,,SHIWILU es NaN
4371,Eres muy negativo.,,SHIWILU es NaN
4372,Qué negativo eres.,,SHIWILU es NaN
4373,Soy suficientemente mayor.,,SHIWILU es NaN
4374,¿Es suficientemente grande?,,SHIWILU es NaN
4375,Tú tenías razón.,,SHIWILU es NaN
4376,"Tenías razón, Tom.",,SHIWILU es NaN
4377,Tenías razón antes.,,SHIWILU es NaN
4378,Me tenías preocupado.,,SHIWILU es NaN
4379,Llena el depósito.,,SHIWILU es NaN
4380,Léelo y llora.,,SHIWILU es NaN
4381,Comienzo a disfrutarlo.,,SHIWILU es NaN
4382,Vamos a comer.,,SHIWILU es NaN
4383,Me gusta comer.,,SHIWILU es NaN
4384,No puedo comer.,,SHIWILU es NaN
4385,¿Vamos a comer?,,SHIWILU es NaN
4386,Vámonos a comer.,,SHIWILU es NaN
4387,Salgamos a comer.,,SHIWILU es NaN
4388,Quiero comer algo.,,SHIWILU es NaN
4389,¿Puedo comer algo?,,SHIWILU es NaN
4390,¿Qué quiere comer?,,SHIWILU es NaN
4391,Detesto comer solo.,,SHIWILU es NaN
4392,Nadie quería comer.,,SHIWILU es NaN
